ORF,Common Name,Uncharacterized?,Mitochondrial Ribosome?,In Gold Standard?,bioPIXIE Confidence,bioPIXIE Precision,MEFIT Confidence,MEFIT Precision,Spell Rank,Spell Precision,Ensemble Precision,Current Process Annotations
YML100W-A,YML100W-A,1,0,0,0.10644,0.035982,0.773213,0.029199372,5476,0.024300779,0.029827384, GO:0008150:biological_process; 
YMR239C,RNT1,0,0,0,0.113472,0.033933,0.842874,0.030160858,4952,0.025348542,0.029814133," GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006364:rRNA processing;  GO:0006365:35S primary transcript processing;  GO:0006396:RNA processing;  GO:0006996:organelle organization and biogenesis;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016070:RNA metabolic process;  GO:0016072:rRNA metabolic process;  GO:0022613:ribonucleoprotein complex biogenesis and assembly;  GO:0042254:ribosome biogenesis and assembly;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process; "
YOL107W,YOL107W,1,0,0,0.056193,0.025489,,,3088,0.034132466,0.029810733, GO:0008150:biological_process; 
YIR027C,DAL1,0,0,0,0.093787,0.032183,0.979397,0.031662269,4858,0.025580788,0.029808686, GO:0000255:allantoin metabolic process;  GO:0000256:allantoin catabolic process;  GO:0006807:nitrogen compound metabolic process;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009056:catabolic process;  GO:0009308:amine metabolic process;  GO:0009987:cellular process;  GO:0044237:cellular metabolic process;  GO:0044248:cellular catabolic process;  GO:0046483:heterocycle metabolic process;  GO:0046700:heterocycle catabolic process; 
YEL017C-A,PMP2,0,0,0,0.076221,0.027809,1.0905,0.033735943,4322,0.027834749,0.029793231, GO:0006810:transport;  GO:0006811:ion transport;  GO:0006812:cation transport;  GO:0008150:biological_process;  GO:0051179:localization;  GO:0051234:establishment of localization; 
YEL063C,CAN1,0,0,0,0.053978,0.025223,,,2956,0.034354305,0.029788653, GO:0006810:transport;  GO:0006865:amino acid transport;  GO:0008150:biological_process;  GO:0015802:basic amino acid transport;  GO:0015837:amine transport;  GO:0015849:organic acid transport;  GO:0046942:carboxylic acid transport;  GO:0051179:localization;  GO:0051234:establishment of localization; 
YJL012C,VTC4,0,0,0,0.108728,0.037383,0.608677,0.026633718,4953,0.025348542,0.02978842," GO:0006944:membrane fusion;  GO:0006996:organelle organization and biogenesis;  GO:0007033:vacuole organization and biogenesis;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016044:membrane organization and biogenesis;  GO:0042144:vacuole fusion, non-autophagic; "
YPL085W,SEC16,0,0,0,0.093787,0.031782,0.635965,0.026899612,3678,0.030647383,0.029776332, GO:0006810:transport;  GO:0006900:membrane budding;  GO:0006901:vesicle coating;  GO:0006914:autophagy;  GO:0006996:organelle organization and biogenesis;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016044:membrane organization and biogenesis;  GO:0016050:vesicle organization and biogenesis;  GO:0016192:vesicle-mediated transport;  GO:0051179:localization;  GO:0051234:establishment of localization; 
YOR287C,YOR287C,0,0,0,0.11564,0.03222,1.01694,0.032308291,5215,0.024787363,0.029771885," GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006364:rRNA processing;  GO:0006396:RNA processing;  GO:0006996:organelle organization and biogenesis;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016070:RNA metabolic process;  GO:0016072:rRNA metabolic process;  GO:0022613:ribonucleoprotein complex biogenesis and assembly;  GO:0030490:processing of 20S pre-rRNA;  GO:0042254:ribosome biogenesis and assembly;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process; "
YOR310C,NOP58,0,0,0,0.058446,0.024396,1.45458,0.039194339,4802,0.025721785,0.029770708," GO:0000154:rRNA modification;  GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006364:rRNA processing;  GO:0006365:35S primary transcript processing;  GO:0006396:RNA processing;  GO:0006996:organelle organization and biogenesis;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009451:RNA modification;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016070:RNA metabolic process;  GO:0016072:rRNA metabolic process;  GO:0022613:ribonucleoprotein complex biogenesis and assembly;  GO:0030490:processing of 20S pre-rRNA;  GO:0042254:ribosome biogenesis and assembly;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0043412:biopolymer modification;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process; "
YMR049C,ERB1,0,0,0,0.102023,0.034767,0.706727,0.027843602,4612,0.026670333,0.029760312," GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006364:rRNA processing;  GO:0006396:RNA processing;  GO:0006996:organelle organization and biogenesis;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016070:RNA metabolic process;  GO:0016072:rRNA metabolic process;  GO:0022613:ribonucleoprotein complex biogenesis and assembly;  GO:0042254:ribosome biogenesis and assembly;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process; "
YJR035W,RAD26,0,0,0,0.099891,0.030982,0.87957,0.030446549,4333,0.027761543,0.029730031," GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006259:DNA metabolic process;  GO:0006281:DNA repair;  GO:0006283:transcription-coupled nucleotide-excision repair;  GO:0006289:nucleotide-excision repair;  GO:0006950:response to stress;  GO:0006974:response to DNA damage stimulus;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009719:response to endogenous stimulus;  GO:0009987:cellular process;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0050896:response to stimulus; "
YOR116C,RPO31,0,0,0,0.107281,0.029412,0.718229,0.028110048,3464,0.031666067,0.029729372," GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006350:transcription;  GO:0006351:transcription, DNA-dependent;  GO:0006383:transcription from RNA polymerase III promoter;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0016070:RNA metabolic process;  GO:0032774:RNA biosynthetic process;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process; "
YNL191W,DUG3,0,0,0,0.084507,0.028381,,,3629,0.031053733,0.029717367, GO:0006732:coenzyme metabolic process;  GO:0006749:glutathione metabolic process;  GO:0006751:glutathione catabolic process;  GO:0006790:sulfur metabolic process;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009056:catabolic process;  GO:0009109:coenzyme catabolic process;  GO:0009987:cellular process;  GO:0044237:cellular metabolic process;  GO:0044248:cellular catabolic process;  GO:0044273:sulfur compound catabolic process;  GO:0051186:cofactor metabolic process;  GO:0051187:cofactor catabolic process; 
YBR180W,DTR1,0,0,0,0.118451,0.035107,,,5343,0.024300779,0.02970389, GO:0000003:reproduction;  GO:0006810:transport;  GO:0007047:cell wall organization and biogenesis;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0015837:amine transport;  GO:0016043:cellular component organization and biogenesis;  GO:0022413:reproductive process in single-celled organism;  GO:0022414:reproductive process;  GO:0022607:cellular component assembly;  GO:0030154:cell differentiation;  GO:0030435:sporulation;  GO:0030437:sporulation (sensu Fungi);  GO:0030476:spore wall assembly (sensu Fungi);  GO:0032502:developmental process;  GO:0032505:reproduction of a single-celled organism;  GO:0042244:spore wall assembly;  GO:0045229:external encapsulating structure organization and biogenesis;  GO:0048468:cell development;  GO:0048610:reproductive cellular process;  GO:0048622:reproductive sporulation;  GO:0048869:cellular developmental process;  GO:0051179:localization;  GO:0051234:establishment of localization;  GO:0051301:cell division; 
YDL229W,SSB1,0,0,0,0.044204,0.025109,1.52391,0.03956044,5510,0.024300779,0.02965674, GO:0006412:translation;  GO:0006417:regulation of translation;  GO:0006450:regulation of translational fidelity;  GO:0006457:protein folding;  GO:0006458:'de novo' protein folding;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009058:biosynthetic process;  GO:0009059:macromolecule biosynthetic process;  GO:0009889:regulation of biosynthetic process;  GO:0009987:cellular process;  GO:0019222:regulation of metabolic process;  GO:0019538:protein metabolic process;  GO:0031323:regulation of cellular metabolic process;  GO:0031326:regulation of cellular biosynthetic process;  GO:0043170:macromolecule metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044249:cellular biosynthetic process;  GO:0044260:cellular macromolecule metabolic process;  GO:0044267:cellular protein metabolic process;  GO:0050789:regulation of biological process;  GO:0050794:regulation of cellular process;  GO:0051083:cotranslational protein folding;  GO:0051246:regulation of protein metabolic process;  GO:0065007:biological regulation; 
YIL150C,MCM10,0,0,0,0.113472,0.033933,,,4918,0.025348542,0.029640771," GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006259:DNA metabolic process;  GO:0006260:DNA replication;  GO:0006261:DNA-dependent DNA replication;  GO:0006270:DNA replication initiation;  GO:0006271:DNA strand elongation during DNA replication;  GO:0006323:DNA packaging;  GO:0006325:establishment and/or maintenance of chromatin architecture;  GO:0006333:chromatin assembly or disassembly;  GO:0006338:chromatin remodeling;  GO:0006342:chromatin silencing;  GO:0006348:chromatin silencing at telomere;  GO:0006350:transcription;  GO:0006351:transcription, DNA-dependent;  GO:0006355:regulation of transcription, DNA-dependent;  GO:0006996:organelle organization and biogenesis;  GO:0007001:chromosome organization and biogenesis (sensu Eukaryota);  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009892:negative regulation of metabolic process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016070:RNA metabolic process;  GO:0016458:gene silencing;  GO:0016481:negative regulation of transcription;  GO:0016568:chromatin modification;  GO:0019219:regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0019222:regulation of metabolic process;  GO:0022607:cellular component assembly;  GO:0022616:DNA strand elongation;  GO:0030154:cell differentiation;  GO:0030466:chromatin silencing at silent mating-type cassette;  GO:0031323:regulation of cellular metabolic process;  GO:0031324:negative regulation of cellular metabolic process;  GO:0031497:chromatin assembly;  GO:0031507:heterochromatin formation;  GO:0031509:telomeric heterochromatin formation;  GO:0032502:developmental process;  GO:0032774:RNA biosynthetic process;  GO:0040029:regulation of gene expression, epigenetic;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0045449:regulation of transcription;  GO:0045814:negative regulation of gene expression, epigenetic;  GO:0045892:negative regulation of transcription, DNA-dependent;  GO:0045934:negative regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0048468:cell development;  GO:0048519:negative regulation of biological process;  GO:0048523:negative regulation of cellular process;  GO:0048869:cellular developmental process;  GO:0050789:regulation of biological process;  GO:0050794:regulation of cellular process;  GO:0051276:chromosome organization and biogenesis;  GO:0065007:biological regulation; "
YDR259C,YAP6,0,0,0,0.099891,0.030982,0.7099,0.027918028,3945,0.029993618,0.029631215," GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006350:transcription;  GO:0006351:transcription, DNA-dependent;  GO:0006355:regulation of transcription, DNA-dependent;  GO:0006357:regulation of transcription from RNA polymerase II promoter;  GO:0006366:transcription from RNA polymerase II promoter;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009893:positive regulation of metabolic process;  GO:0009987:cellular process;  GO:0016070:RNA metabolic process;  GO:0019219:regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0019222:regulation of metabolic process;  GO:0031323:regulation of cellular metabolic process;  GO:0031325:positive regulation of cellular metabolic process;  GO:0032774:RNA biosynthetic process;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0045449:regulation of transcription;  GO:0045893:positive regulation of transcription, DNA-dependent;  GO:0045935:positive regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0045941:positive regulation of transcription;  GO:0045944:positive regulation of transcription from RNA polymerase II promoter;  GO:0048518:positive regulation of biological process;  GO:0048522:positive regulation of cellular process;  GO:0050789:regulation of biological process;  GO:0050794:regulation of cellular process;  GO:0065007:biological regulation; "
YGL121C,GPG1,0,0,0,0.088092,0.028783,1.05607,0.033020791,4490,0.027088036,0.029630609, GO:0007154:cell communication;  GO:0007165:signal transduction;  GO:0008150:biological_process;  GO:0009987:cellular process; 
YDR120C,TRM1,0,0,0,0.06216,0.025879,1.16798,0.034868127,4268,0.02813981,0.029628979," GO:0001510:RNA methylation;  GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006399:tRNA metabolic process;  GO:0006400:tRNA modification;  GO:0006730:one-carbon compound metabolic process;  GO:0006996:organelle organization and biogenesis;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009451:RNA modification;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016070:RNA metabolic process;  GO:0022613:ribonucleoprotein complex biogenesis and assembly;  GO:0030488:tRNA methylation;  GO:0032259:methylation;  GO:0042254:ribosome biogenesis and assembly;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0043412:biopolymer modification;  GO:0043414:biopolymer methylation;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process; "
YJL085W,EXO70,0,0,0,0.036984,0.024833,1.10113,0.033840948,3738,0.030179722,0.02961789," GO:0000003:reproduction;  GO:0000282:cellular bud site selection;  GO:0000902:cell morphogenesis;  GO:0000910:cytokinesis;  GO:0006810:transport;  GO:0006887:exocytosis;  GO:0006892:post-Golgi vesicle-mediated transport;  GO:0006893:Golgi to plasma membrane transport;  GO:0006904:vesicle docking during exocytosis;  GO:0006906:vesicle fusion;  GO:0006944:membrane fusion;  GO:0007105:cytokinesis, site selection;  GO:0007114:cell budding;  GO:0007121:bipolar cellular bud site selection;  GO:0007163:establishment and/or maintenance of cell polarity;  GO:0008150:biological_process;  GO:0009653:anatomical structure morphogenesis;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016044:membrane organization and biogenesis;  GO:0016192:vesicle-mediated transport;  GO:0019954:asexual reproduction;  GO:0022406:membrane docking;  GO:0030010:establishment of cell polarity;  GO:0030467:establishment and/or maintenance of cell polarity (sensu Fungi);  GO:0030468:establishment of cell polarity (sensu Fungi);  GO:0032502:developmental process;  GO:0032505:reproduction of a single-celled organism;  GO:0032506:cytokinetic process;  GO:0032940:secretion by cell;  GO:0032989:cellular structure morphogenesis;  GO:0045045:secretory pathway;  GO:0046903:secretion;  GO:0046907:intracellular transport;  GO:0048193:Golgi vesicle transport;  GO:0048278:vesicle docking;  GO:0048856:anatomical structure development;  GO:0051179:localization;  GO:0051234:establishment of localization;  GO:0051301:cell division;  GO:0051641:cellular localization;  GO:0051649:establishment of cellular localization; "
YGL260W,YGL260W,1,0,0,0.102023,0.034905,,,5389,0.024300779,0.02960289, GO:0008150:biological_process; 
YNL160W,YGP1,0,0,0,0.091903,0.02686,0.902757,0.030698659,3567,0.03122807,0.029595576, GO:0006950:response to stress;  GO:0007154:cell communication;  GO:0007584:response to nutrient;  GO:0008150:biological_process;  GO:0009605:response to external stimulus;  GO:0009987:cellular process;  GO:0009991:response to extracellular stimulus;  GO:0031667:response to nutrient levels;  GO:0042221:response to chemical stimulus;  GO:0050896:response to stimulus; 
YNL132W,KRE33,0,0,0,0.053978,0.025148,1.22196,0.035897436,4375,0.027689645,0.02957836, GO:0006996:organelle organization and biogenesis;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0022613:ribonucleoprotein complex biogenesis and assembly;  GO:0042254:ribosome biogenesis and assembly; 
YKL172W,EBP2,0,0,0,0.111062,0.030764,1.04039,0.032569361,4900,0.025355757,0.029563039," GO:0000280:nuclear division;  GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006364:rRNA processing;  GO:0006396:RNA processing;  GO:0006996:organelle organization and biogenesis;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016070:RNA metabolic process;  GO:0016072:rRNA metabolic process;  GO:0022613:ribonucleoprotein complex biogenesis and assembly;  GO:0042254:ribosome biogenesis and assembly;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process; "
YDL127W,PCL2,0,0,0,0.071674,0.027435,,,3494,0.031666067,0.029550534, GO:0007049:cell cycle;  GO:0008150:biological_process;  GO:0009987:cellular process; 
YOR341W,RPA190,0,0,0,0.091845,0.03117,0.704702,0.027794205,4014,0.029615627,0.029526611," GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006350:transcription;  GO:0006351:transcription, DNA-dependent;  GO:0006360:transcription from RNA polymerase I promoter;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0016070:RNA metabolic process;  GO:0032774:RNA biosynthetic process;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process; "
YBL054W,YBL054W,0,0,0,0.089947,0.03108,1.00751,0.03229572,5122,0.025203855,0.029526525, GO:0006996:organelle organization and biogenesis;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0022613:ribonucleoprotein complex biogenesis and assembly;  GO:0042254:ribosome biogenesis and assembly; 
YAR071W,PHO11,0,0,0,0.104205,0.035955,0.681762,0.027377522,5130,0.025172754,0.029501759, GO:0006793:phosphorus metabolic process;  GO:0006796:phosphate metabolic process;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0044237:cellular metabolic process; 
YBR117C,TKL2,0,0,0,0.121033,0.035926,0.692397,0.027477346,5148,0.025073746,0.029492364," GO:0005975:carbohydrate metabolic process;  GO:0005996:monosaccharide metabolic process;  GO:0006006:glucose metabolic process;  GO:0006007:glucose catabolic process;  GO:0006066:alcohol metabolic process;  GO:0006091:generation of precursor metabolites and energy;  GO:0006098:pentose-phosphate shunt;  GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006732:coenzyme metabolic process;  GO:0006733:oxidoreduction coenzyme metabolic process;  GO:0006739:NADP metabolic process;  GO:0006740:NADPH regeneration;  GO:0006766:vitamin metabolic process;  GO:0006767:water-soluble vitamin metabolic process;  GO:0006769:nicotinamide metabolic process;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009056:catabolic process;  GO:0009057:macromolecule catabolic process;  GO:0009117:nucleotide metabolic process;  GO:0009987:cellular process;  GO:0015980:energy derivation by oxidation of organic compounds;  GO:0016052:carbohydrate catabolic process;  GO:0019318:hexose metabolic process;  GO:0019320:hexose catabolic process;  GO:0019362:pyridine nucleotide metabolic process;  GO:0043170:macromolecule metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044248:cellular catabolic process;  GO:0044262:cellular carbohydrate metabolic process;  GO:0044265:cellular macromolecule catabolic process;  GO:0044275:cellular carbohydrate catabolic process;  GO:0046164:alcohol catabolic process;  GO:0046365:monosaccharide catabolic process;  GO:0051186:cofactor metabolic process; "
YDR341C,YDR341C,0,0,0,0.095775,0.030294,1.01226,0.032308291,4758,0.025852878,0.029485056," GO:0006082:organic acid metabolic process;  GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006399:tRNA metabolic process;  GO:0006412:translation;  GO:0006418:tRNA aminoacylation for protein translation;  GO:0006420:arginyl-tRNA aminoacylation;  GO:0006519:amino acid and derivative metabolic process;  GO:0006520:amino acid metabolic process;  GO:0006807:nitrogen compound metabolic process;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009058:biosynthetic process;  GO:0009059:macromolecule biosynthetic process;  GO:0009308:amine metabolic process;  GO:0009987:cellular process;  GO:0016070:RNA metabolic process;  GO:0019538:protein metabolic process;  GO:0019752:carboxylic acid metabolic process;  GO:0043038:amino acid activation;  GO:0043039:tRNA aminoacylation;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044260:cellular macromolecule metabolic process;  GO:0044267:cellular protein metabolic process; "
YLR222C,UTP13,0,0,0,0.091682,0.026794,1.10691,0.033941451,4346,0.027689645,0.029475032," GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006364:rRNA processing;  GO:0006396:RNA processing;  GO:0006996:organelle organization and biogenesis;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016070:RNA metabolic process;  GO:0016072:rRNA metabolic process;  GO:0022613:ribonucleoprotein complex biogenesis and assembly;  GO:0030490:processing of 20S pre-rRNA;  GO:0042254:ribosome biogenesis and assembly;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process; "
YMR291W,YMR291W,1,0,0,0.095775,0.030149,0.723335,0.028253682,3919,0.029993618,0.029465433, GO:0008150:biological_process; 
YML056C,IMD4,1,0,0,0.118451,0.034618,,,5341,0.024300779,0.02945939, GO:0008150:biological_process; 
YDR091C,RLI1,0,0,0,0.088092,0.028824,0.830952,0.030042918,4059,0.029493946,0.029453621, GO:0000054:ribosome export from nucleus;  GO:0006412:translation;  GO:0006413:translational initiation;  GO:0006605:protein targeting;  GO:0006611:protein export from nucleus;  GO:0006810:transport;  GO:0006886:intracellular protein transport;  GO:0006913:nucleocytoplasmic transport;  GO:0006996:organelle organization and biogenesis;  GO:0008104:protein localization;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009058:biosynthetic process;  GO:0009059:macromolecule biosynthetic process;  GO:0009987:cellular process;  GO:0015031:protein transport;  GO:0016043:cellular component organization and biogenesis;  GO:0019538:protein metabolic process;  GO:0022607:cellular component assembly;  GO:0022613:ribonucleoprotein complex biogenesis and assembly;  GO:0022618:protein-RNA complex assembly;  GO:0030154:cell differentiation;  GO:0032502:developmental process;  GO:0033036:macromolecule localization;  GO:0042254:ribosome biogenesis and assembly;  GO:0042273:ribosomal large subunit biogenesis and assembly;  GO:0043170:macromolecule metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044260:cellular macromolecule metabolic process;  GO:0044267:cellular protein metabolic process;  GO:0045184:establishment of protein localization;  GO:0046907:intracellular transport;  GO:0048468:cell development;  GO:0048869:cellular developmental process;  GO:0051168:nuclear export;  GO:0051169:nuclear transport;  GO:0051179:localization;  GO:0051234:establishment of localization;  GO:0051641:cellular localization;  GO:0051649:establishment of cellular localization;  GO:0065003:macromolecular complex assembly; 
YKR081C,RPF2,0,0,0,0.056193,0.025462,1.2929,0.037254902,4863,0.025547445,0.029421449," GO:0000027:ribosomal large subunit assembly and maintenance;  GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006364:rRNA processing;  GO:0006396:RNA processing;  GO:0006996:organelle organization and biogenesis;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016070:RNA metabolic process;  GO:0016072:rRNA metabolic process;  GO:0022607:cellular component assembly;  GO:0022613:ribonucleoprotein complex biogenesis and assembly;  GO:0022618:protein-RNA complex assembly;  GO:0030154:cell differentiation;  GO:0030489:processing of 27S pre-rRNA;  GO:0032502:developmental process;  GO:0042254:ribosome biogenesis and assembly;  GO:0042255:ribosome assembly;  GO:0042257:ribosomal subunit assembly;  GO:0042273:ribosomal large subunit biogenesis and assembly;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0048468:cell development;  GO:0048869:cellular developmental process;  GO:0065003:macromolecular complex assembly; "
YMR065W,KAR5,0,0,0,0.082775,0.028107,,,3670,0.030721436,0.029414218, GO:0000003:reproduction;  GO:0000741:karyogamy;  GO:0000742:karyogamy during conjugation with cellular fusion;  GO:0000746:conjugation;  GO:0000747:conjugation with cellular fusion;  GO:0006996:organelle organization and biogenesis;  GO:0006997:nuclear organization and biogenesis;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0019953:sexual reproduction;  GO:0022413:reproductive process in single-celled organism;  GO:0022414:reproductive process;  GO:0032505:reproduction of a single-celled organism;  GO:0048284:organelle fusion;  GO:0048610:reproductive cellular process;  GO:0051301:cell division;  GO:0051704:multi-organism process; 
YER006W,NUG1,0,0,0,0.053978,0.025216,1.36917,0.038343558,5249,0.02467344,0.029410999," GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006364:rRNA processing;  GO:0006396:RNA processing;  GO:0006996:organelle organization and biogenesis;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016070:RNA metabolic process;  GO:0016072:rRNA metabolic process;  GO:0022613:ribonucleoprotein complex biogenesis and assembly;  GO:0042254:ribosome biogenesis and assembly;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process; "
YBR203W,COS111,0,0,0,0.084507,0.028595,0.892309,0.030446549,4122,0.029176904,0.029406151, GO:0007154:cell communication;  GO:0007165:signal transduction;  GO:0008150:biological_process;  GO:0009987:cellular process; 
