Gene,Rank,Positive,Negative,Agnostic,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YBL082C,4404,0,1,0,260,3779,1031,31,0.25308763,0.064372369,0.89347079,0.785654886,0.214345114
YIL165C,4405,1,0,0,261,3779,1031,30,0.25328367,0.06460396,0.896907216,0.785654886,0.214345114
YFR026C,4406,0,1,0,261,3780,1030,30,0.25308763,0.064587973,0.896907216,0.785862786,0.214137214
YNL234W,4407,0,1,0,261,3781,1029,30,0.25289159,0.064571994,0.896907216,0.786070686,0.213929314
YGL045W,4408,0,1,0,261,3782,1028,30,0.25269555,0.064556023,0.896907216,0.786278586,0.213721414
YGR248W,4409,0,0,1,261,3782,1028,30,0.25269555,0.064556023,0.896907216,0.786278586,0.213721414
YLR460C,4410,0,1,0,261,3783,1027,30,0.25249951,0.064540059,0.896907216,0.786486486,0.213513514
YOL078W,4411,0,1,0,261,3784,1026,30,0.25230347,0.064524104,0.896907216,0.786694387,0.213305613
YKL014C,4412,0,1,0,261,3785,1025,30,0.25210743,0.064508156,0.896907216,0.786902287,0.213097713
YGL076C,4413,0,1,0,261,3786,1024,30,0.25191139,0.064492216,0.896907216,0.787110187,0.212889813
YER104W,4414,0,1,0,261,3787,1023,30,0.25171535,0.064476285,0.896907216,0.787318087,0.212681913
YDL156W,4415,0,1,0,261,3788,1022,30,0.25151931,0.064460361,0.896907216,0.787525988,0.212474012
YHL039W,4416,0,1,0,261,3789,1021,30,0.25132327,0.064444444,0.896907216,0.787733888,0.212266112
YDR473C,4417,0,1,0,261,3790,1020,30,0.25112723,0.064428536,0.896907216,0.787941788,0.212058212
YMR081C,4418,0,1,0,261,3791,1019,30,0.25093119,0.064412636,0.896907216,0.788149688,0.211850312
YJL198W,4419,0,1,0,261,3792,1018,30,0.25073515,0.064396743,0.896907216,0.788357588,0.211642412
YLL035W,4420,0,1,0,261,3793,1017,30,0.25053911,0.064380858,0.896907216,0.788565489,0.211434511
YFR055W,4421,0,1,0,261,3794,1016,30,0.25034307,0.064364982,0.896907216,0.788773389,0.211226611
YNL012W,4422,0,1,0,261,3795,1015,30,0.25014703,0.064349112,0.896907216,0.788981289,0.211018711
YBL018C,4423,0,1,0,261,3796,1014,30,0.24995099,0.064333251,0.896907216,0.789189189,0.210810811
YGR088W,4424,0,1,0,261,3797,1013,30,0.24975495,0.064317398,0.896907216,0.789397089,0.210602911
YOR001W,4425,0,1,0,261,3798,1012,30,0.24955891,0.064301552,0.896907216,0.78960499,0.21039501
YNR002C,4426,0,1,0,261,3799,1011,30,0.24936287,0.064285714,0.896907216,0.78981289,0.21018711
YEL057C,4427,0,0,1,261,3799,1011,30,0.24936287,0.064285714,0.896907216,0.78981289,0.21018711
YEL061C,4428,0,1,0,261,3800,1010,30,0.24916683,0.064269884,0.896907216,0.79002079,0.20997921
YOR349W,4429,0,1,0,261,3801,1009,30,0.24897079,0.064254062,0.896907216,0.79022869,0.20977131
YBR005W,4430,0,1,0,261,3802,1008,30,0.24877475,0.064238248,0.896907216,0.79043659,0.20956341
YOR192C,4431,0,1,0,261,3803,1007,30,0.24857871,0.064222441,0.896907216,0.790644491,0.209355509
YJR070C,4432,0,1,0,261,3804,1006,30,0.24838267,0.064206642,0.896907216,0.790852391,0.209147609
YBL112C,4433,0,0,1,261,3804,1006,30,0.24838267,0.064206642,0.896907216,0.790852391,0.209147609
YPL277C,4434,0,0,1,261,3804,1006,30,0.24838267,0.064206642,0.896907216,0.790852391,0.209147609
YHR087W,4435,0,1,0,261,3805,1005,30,0.24818663,0.064190851,0.896907216,0.791060291,0.208939709
YDL169C,4436,0,0,1,261,3805,1005,30,0.24818663,0.064190851,0.896907216,0.791060291,0.208939709
YGR224W,4437,0,1,0,261,3806,1004,30,0.24799059,0.064175068,0.896907216,0.791268191,0.208731809
YDR534C,4438,0,1,0,261,3807,1003,30,0.24779455,0.064159292,0.896907216,0.791476091,0.208523909
YGR016W,4439,0,1,0,261,3808,1002,30,0.24759851,0.064143524,0.896907216,0.791683992,0.208316008
YDR542W,4440,0,1,0,261,3809,1001,30,0.24740247,0.064127764,0.896907216,0.791891892,0.208108108
YIL164C,4441,0,0,1,261,3809,1001,30,0.24740247,0.064127764,0.896907216,0.791891892,0.208108108
YDL031W,4442,0,1,0,261,3810,1000,30,0.24720643,0.064112012,0.896907216,0.792099792,0.207900208
YNL145W,4443,0,1,0,261,3811,999,30,0.24701039,0.064096267,0.896907216,0.792307692,0.207692308
YGR188C,4444,0,1,0,261,3812,998,30,0.24681435,0.06408053,0.896907216,0.792515593,0.207484407
YAL024C,4445,0,1,0,261,3813,997,30,0.24661831,0.064064801,0.896907216,0.792723493,0.207276507
YIR012W,4446,0,1,0,261,3814,996,30,0.24642227,0.06404908,0.896907216,0.792931393,0.207068607
YOL028C,4447,0,1,0,261,3815,995,30,0.24622623,0.064033366,0.896907216,0.793139293,0.206860707
YCR105W,4448,0,1,0,261,3816,994,30,0.24603019,0.06401766,0.896907216,0.793347193,0.206652807
YBR142W,4449,0,1,0,261,3817,993,30,0.24583415,0.064001962,0.896907216,0.793555094,0.206444906
YBR030W,4450,0,1,0,261,3818,992,30,0.24563811,0.063986271,0.896907216,0.793762994,0.206237006
YNL009W,4451,0,1,0,261,3819,991,30,0.24544207,0.063970588,0.896907216,0.793970894,0.206029106
YFR017C,4452,0,0,1,261,3819,991,30,0.24544207,0.063970588,0.896907216,0.793970894,0.206029106
YNL146W,4453,0,1,0,261,3820,990,30,0.24524603,0.063954913,0.896907216,0.794178794,0.205821206
YLR313C,4454,0,1,0,261,3821,989,30,0.24504999,0.063939245,0.896907216,0.794386694,0.205613306
YPL076W,4455,0,1,0,261,3822,988,30,0.24485395,0.063923586,0.896907216,0.794594595,0.205405405
YDL171C,4456,0,1,0,261,3823,987,30,0.24465791,0.063907933,0.896907216,0.794802495,0.205197505
YMR185W,4457,0,0,1,261,3823,987,30,0.24465791,0.063907933,0.896907216,0.794802495,0.205197505
YDL154W,4458,0,1,0,261,3824,986,30,0.24446187,0.063892289,0.896907216,0.795010395,0.204989605
YMR120C,4459,0,1,0,261,3825,985,30,0.24426583,0.063876652,0.896907216,0.795218295,0.204781705
YJR151C,4460,0,1,0,261,3826,984,30,0.24406979,0.063861023,0.896907216,0.795426195,0.204573805
YCL036W,4461,0,0,1,261,3826,984,30,0.24406979,0.063861023,0.896907216,0.795426195,0.204573805
YBR020W,4462,0,1,0,261,3827,983,30,0.24387375,0.063845401,0.896907216,0.795634096,0.204365904
YIL122W,4463,0,1,0,261,3828,982,30,0.24367771,0.063829787,0.896907216,0.795841996,0.204158004
YJL056C,4464,0,1,0,261,3829,981,30,0.24348167,0.063814181,0.896907216,0.796049896,0.203950104
YPR190C,4465,0,1,0,261,3830,980,30,0.24328563,0.063798582,0.896907216,0.796257796,0.203742204
YPL054W,4466,0,0,1,261,3830,980,30,0.24328563,0.063798582,0.896907216,0.796257796,0.203742204
YDR038C,4467,0,1,0,261,3831,979,30,0.24308959,0.063782991,0.896907216,0.796465696,0.203534304
YDR439W,4468,0,1,0,261,3832,978,30,0.24289355,0.063767408,0.896907216,0.796673597,0.203326403
YDR217C,4469,0,1,0,261,3833,977,30,0.24269751,0.063751832,0.896907216,0.796881497,0.203118503
YER060W,4470,0,1,0,261,3834,976,30,0.24250147,0.063736264,0.896907216,0.797089397,0.202910603
YMR259C,4471,0,1,0,261,3835,975,30,0.24230543,0.063720703,0.896907216,0.797297297,0.202702703
YOR098C,4472,0,1,0,261,3836,974,30,0.24210939,0.06370515,0.896907216,0.797505198,0.202494802
YAL053W,4473,0,1,0,261,3837,973,30,0.24191335,0.063689605,0.896907216,0.797713098,0.202286902
YGL156W,4474,0,1,0,261,3838,972,30,0.24171731,0.063674067,0.896907216,0.797920998,0.202079002
YIL073C,4475,0,1,0,261,3839,971,30,0.24152127,0.063658537,0.896907216,0.798128898,0.201871102
YER127W,4476,0,1,0,261,3840,970,30,0.24132523,0.063643014,0.896907216,0.798336798,0.201663202
YKL220C,4477,0,1,0,261,3841,969,30,0.24112919,0.063627499,0.896907216,0.798544699,0.201455301
YLL060C,4478,0,0,1,261,3841,969,30,0.24112919,0.063627499,0.896907216,0.798544699,0.201455301
YNR065C,4479,0,1,0,261,3842,968,30,0.24093315,0.063611991,0.896907216,0.798752599,0.201247401
YLR142W,4480,0,1,0,261,3843,967,30,0.24073711,0.063596491,0.896907216,0.798960499,0.201039501
YMR317W,4481,0,0,1,261,3843,967,30,0.24073711,0.063596491,0.896907216,0.798960499,0.201039501
YOR095C,4482,0,1,0,261,3844,966,30,0.24054107,0.063580999,0.896907216,0.799168399,0.200831601
YHR146W,4483,0,1,0,261,3845,965,30,0.24034503,0.063565514,0.896907216,0.799376299,0.200623701
YGR287C,4484,0,1,0,261,3846,964,30,0.24014899,0.063550037,0.896907216,0.7995842,0.2004158
YDR317W,4485,0,1,0,261,3847,963,30,0.23995295,0.063534567,0.896907216,0.7997921,0.2002079
YER131W,4486,0,1,0,261,3848,962,30,0.23975691,0.063519104,0.896907216,0.8,0.2
YOR377W,4487,0,1,0,261,3849,961,30,0.23956087,0.06350365,0.896907216,0.8002079,0.1997921
YIL113W,4489,0,1,0,261,3850,960,30,0.23936483,0.063488202,0.896907216,0.8004158,0.1995842
YJL105W,4488,0,1,0,261,3851,959,30,0.23916879,0.063472763,0.896907216,0.800623701,0.199376299
YGL121C,4490,0,1,0,261,3852,958,30,0.23897275,0.06345733,0.896907216,0.800831601,0.199168399
YDL139C,4491,0,1,0,261,3853,957,30,0.23877671,0.063441906,0.896907216,0.801039501,0.198960499
YOR156C,4492,0,1,0,261,3854,956,30,0.23858067,0.063426488,0.896907216,0.801247401,0.198752599
YJL045W,4493,0,1,0,261,3855,955,30,0.23838463,0.063411079,0.896907216,0.801455301,0.198544699
YLR002C,4494,0,1,0,261,3856,954,30,0.23818859,0.063395676,0.896907216,0.801663202,0.198336798
YFR027W,4495,0,1,0,261,3857,953,30,0.23799255,0.063380282,0.896907216,0.801871102,0.198128898
YNL302C,4496,0,1,0,261,3858,952,30,0.23779651,0.063364894,0.896907216,0.802079002,0.197920998
YGR035C,4497,0,0,1,261,3858,952,30,0.23779651,0.063364894,0.896907216,0.802079002,0.197920998
YGR294W,4498,0,1,0,261,3859,951,30,0.23760047,0.063349515,0.896907216,0.802286902,0.197713098
YNL248C,4499,0,1,0,261,3860,950,30,0.237404431,0.063334142,0.896907216,0.802494802,0.197505198
YLR264W,4500,0,1,0,261,3861,949,30,0.237208391,0.063318777,0.896907216,0.802702703,0.197297297
YHR046C,4501,0,1,0,261,3862,948,30,0.237012351,0.06330342,0.896907216,0.802910603,0.197089397
YOR049C,4502,0,1,0,261,3863,947,30,0.236816311,0.06328807,0.896907216,0.803118503,0.196881497
YGR006W,4503,0,1,0,261,3864,946,30,0.236620271,0.063272727,0.896907216,0.803326403,0.196673597
YBR054W,4504,0,1,0,261,3865,945,30,0.236424231,0.063257392,0.896907216,0.803534304,0.196465696
YMR174C,4505,0,1,0,261,3866,944,30,0.236228191,0.063242064,0.896907216,0.803742204,0.196257796
YHR065C,4506,0,1,0,261,3867,943,30,0.236032151,0.063226744,0.896907216,0.803950104,0.196049896
YDL123W,4507,0,1,0,261,3868,942,30,0.235836111,0.063211431,0.896907216,0.804158004,0.195841996
YOL124C,4508,0,1,0,261,3869,941,30,0.235640071,0.063196126,0.896907216,0.804365904,0.195634096
YJL207C,4509,0,1,0,261,3870,940,30,0.235444031,0.063180828,0.896907216,0.804573805,0.195426195
YIL177C,4510,0,1,0,261,3871,939,30,0.235247991,0.063165537,0.896907216,0.804781705,0.195218295
YGR146C,4511,0,0,1,261,3871,939,30,0.235247991,0.063165537,0.896907216,0.804781705,0.195218295
YCL018W,4512,0,1,0,261,3872,938,30,0.235051951,0.063150254,0.896907216,0.804989605,0.195010395
YGL195W,4513,0,1,0,261,3873,937,30,0.234855911,0.063134978,0.896907216,0.805197505,0.194802495
YKR094C,4514,0,1,0,261,3874,936,30,0.234659871,0.06311971,0.896907216,0.805405405,0.194594595
YDL248W,4515,0,1,0,261,3875,935,30,0.234463831,0.063104449,0.896907216,0.805613306,0.194386694
YML108W,4516,0,0,1,261,3875,935,30,0.234463831,0.063104449,0.896907216,0.805613306,0.194386694
YOR011W,4517,0,1,0,261,3876,934,30,0.234267791,0.063089195,0.896907216,0.805821206,0.194178794
YKL132C,4518,0,1,0,261,3877,933,30,0.234071751,0.063073949,0.896907216,0.806029106,0.193970894
YCL027W,4519,0,1,0,261,3878,932,30,0.233875711,0.06305871,0.896907216,0.806237006,0.193762994
YNL209W,4520,0,1,0,261,3879,931,30,0.233679671,0.063043478,0.896907216,0.806444906,0.193555094
YFL020C,4521,0,1,0,261,3880,930,30,0.233483631,0.063028254,0.896907216,0.806652807,0.193347193
YOR056C,4522,0,1,0,261,3881,929,30,0.233287591,0.063013037,0.896907216,0.806860707,0.193139293
YPL193W,4523,0,1,0,261,3882,928,30,0.233091551,0.062997828,0.896907216,0.807068607,0.192931393
YPR144C,4524,0,1,0,261,3883,927,30,0.232895511,0.062982625,0.896907216,0.807276507,0.192723493
YPR156C,4525,0,1,0,261,3884,926,30,0.232699471,0.062967431,0.896907216,0.807484407,0.192515593
YKL090W,4526,0,1,0,261,3885,925,30,0.232503431,0.062952243,0.896907216,0.807692308,0.192307692
YDR500C,4527,0,1,0,261,3886,924,30,0.232307391,0.062937063,0.896907216,0.807900208,0.192099792
YOR182C,4528,0,1,0,261,3887,923,30,0.232111351,0.06292189,0.896907216,0.808108108,0.191891892
YGL008C,4529,0,1,0,261,3888,922,30,0.231915311,0.062906725,0.896907216,0.808316008,0.191683992
YCR051W,4530,0,0,1,261,3888,922,30,0.231915311,0.062906725,0.896907216,0.808316008,0.191683992
YKL163W,4531,0,1,0,261,3889,921,30,0.231719271,0.062891566,0.896907216,0.808523909,0.191476091
YDR242W,4532,0,0,1,261,3889,921,30,0.231719271,0.062891566,0.896907216,0.808523909,0.191476091
YLL008W,4533,0,1,0,261,3890,920,30,0.231523231,0.062876415,0.896907216,0.808731809,0.191268191
YBR249C,4534,0,0,1,261,3890,920,30,0.231523231,0.062876415,0.896907216,0.808731809,0.191268191
YNL162W,4535,0,1,0,261,3891,919,30,0.231327191,0.062861272,0.896907216,0.808939709,0.191060291
YBR068C,4536,0,1,0,261,3892,918,30,0.231131151,0.062846135,0.896907216,0.809147609,0.190852391
YJR119C,4537,0,1,0,261,3893,917,30,0.230935111,0.062831006,0.896907216,0.809355509,0.190644491
YPL126W,4538,0,1,0,261,3894,916,30,0.230739071,0.062815884,0.896907216,0.80956341,0.19043659
YBR301W,4539,0,1,0,261,3895,915,30,0.230543031,0.06280077,0.896907216,0.80977131,0.19022869
YNR057C,4540,0,1,0,261,3896,914,30,0.230346991,0.062785663,0.896907216,0.80997921,0.19002079
YHR052W,4541,0,1,0,261,3897,913,30,0.230150951,0.062770563,0.896907216,0.81018711,0.18981289
YGR251W,4542,0,1,0,261,3898,912,30,0.229954911,0.06275547,0.896907216,0.81039501,0.18960499
YGR221C,4543,0,1,0,261,3899,911,30,0.229758871,0.062740385,0.896907216,0.810602911,0.189397089
YMR040W,4544,0,1,0,261,3900,910,30,0.229562831,0.062725306,0.896907216,0.810810811,0.189189189
YBR069C,4545,0,1,0,261,3901,909,30,0.229366791,0.062710235,0.896907216,0.811018711,0.188981289
YHL044W,4546,0,1,0,261,3902,908,30,0.229170751,0.062695172,0.896907216,0.811226611,0.188773389
YDR440W,4547,0,1,0,261,3903,907,30,0.228974711,0.062680115,0.896907216,0.811434511,0.188565489
YOR012W,4548,0,0,1,261,3903,907,30,0.228974711,0.062680115,0.896907216,0.811434511,0.188565489
YKR024C,4549,0,1,0,261,3904,906,30,0.228778671,0.062665066,0.896907216,0.811642412,0.188357588
YBR267W,4550,0,1,0,261,3905,905,30,0.228582631,0.062650024,0.896907216,0.811850312,0.188149688
YPL167C,4551,0,1,0,261,3906,904,30,0.228386591,0.062634989,0.896907216,0.812058212,0.187941788
YCR104W,4557,0,1,0,261,3907,903,30,0.228190551,0.062619962,0.896907216,0.812266112,0.187733888
YCR098C,4552,0,1,0,261,3908,902,30,0.227994511,0.062604941,0.896907216,0.812474012,0.187525988
YDR101C,4553,0,1,0,261,3909,901,30,0.227798471,0.062589928,0.896907216,0.812681913,0.187318087
YLL005C,4554,0,1,0,261,3910,900,30,0.227602431,0.062574922,0.896907216,0.812889813,0.187110187
YNL308C,4555,0,1,0,261,3911,899,30,0.227406391,0.062559923,0.896907216,0.813097713,0.186902287
YBR034C,4556,0,1,0,261,3912,898,30,0.227210351,0.062544932,0.896907216,0.813305613,0.186694387
YLR336C,4558,0,1,0,261,3913,897,30,0.227014311,0.062529947,0.896907216,0.813513514,0.186486486
YNR004W,4559,0,1,0,261,3914,896,30,0.226818271,0.06251497,0.896907216,0.813721414,0.186278586
YJL130C,4560,0,1,0,261,3915,895,30,0.226622231,0.0625,0.896907216,0.813929314,0.186070686
YNL301C,4562,0,1,0,261,3916,894,30,0.226426191,0.062485037,0.896907216,0.814137214,0.185862786
YML123C,4561,0,1,0,261,3917,893,30,0.226230151,0.062470081,0.896907216,0.814345114,0.185654886
YDR295C,4563,0,1,0,261,3918,892,30,0.226034111,0.062455133,0.896907216,0.814553015,0.185446985
YMR162C,4564,0,1,0,261,3919,891,30,0.225838071,0.062440191,0.896907216,0.814760915,0.185239085
YEL021W,4565,0,1,0,261,3920,890,30,0.225642031,0.062425257,0.896907216,0.814968815,0.185031185
YOR133W,4566,0,1,0,261,3921,889,30,0.225445991,0.06241033,0.896907216,0.815176715,0.184823285
YGR085C,4567,0,1,0,261,3922,888,30,0.225249951,0.06239541,0.896907216,0.815384615,0.184615385
YMR006C,4568,0,1,0,261,3923,887,30,0.225053911,0.062380497,0.896907216,0.815592516,0.184407484
YOL014W,4569,0,0,1,261,3923,887,30,0.225053911,0.062380497,0.896907216,0.815592516,0.184407484
YOL120C,4570,0,1,0,261,3924,886,30,0.224857871,0.062365591,0.896907216,0.815800416,0.184199584
YDL150W,4571,0,1,0,261,3925,885,30,0.224661831,0.062350693,0.896907216,0.816008316,0.183991684
YLR185W,4572,0,1,0,261,3926,884,30,0.224465791,0.062335801,0.896907216,0.816216216,0.183783784
YJR147W,4573,0,1,0,261,3927,883,30,0.224269751,0.062320917,0.896907216,0.816424116,0.183575884
YOR394W,4574,0,1,0,261,3928,882,30,0.224073711,0.06230604,0.896907216,0.816632017,0.183367983
YLR136C,4575,0,1,0,261,3929,881,30,0.223877671,0.062291169,0.896907216,0.816839917,0.183160083
YPR174C,4576,0,0,1,261,3929,881,30,0.223877671,0.062291169,0.896907216,0.816839917,0.183160083
YER015W,4577,0,1,0,261,3930,880,30,0.223681631,0.062276306,0.896907216,0.817047817,0.182952183
YPL186C,4578,0,1,0,261,3931,879,30,0.223485591,0.06226145,0.896907216,0.817255717,0.182744283
YCL037C,4579,0,1,0,261,3932,878,30,0.223289551,0.062246601,0.896907216,0.817463617,0.182536383
YER002W,4580,0,1,0,261,3933,877,30,0.223093511,0.06223176,0.896907216,0.817671518,0.182328482
YGR053C,4581,0,1,0,261,3934,876,30,0.222897471,0.062216925,0.896907216,0.817879418,0.182120582
YNR019W,4582,0,1,0,261,3935,875,30,0.222701431,0.062202097,0.896907216,0.818087318,0.181912682
YIR041W,4583,0,1,0,261,3936,874,30,0.222505391,0.062187277,0.896907216,0.818295218,0.181704782
YOR167C,4584,0,1,0,261,3937,873,30,0.222309351,0.062172463,0.896907216,0.818503119,0.181496881
YLR401C,4585,0,1,0,261,3938,872,30,0.222113311,0.062157657,0.896907216,0.818711019,0.181288981
YGL178W,4586,0,1,0,261,3939,871,30,0.221917271,0.062142857,0.896907216,0.818918919,0.181081081
YDR135C,4587,0,1,0,261,3940,870,30,0.221721231,0.062128065,0.896907216,0.819126819,0.180873181
YCR028C,4588,0,1,0,261,3941,869,30,0.221525191,0.062113279,0.896907216,0.819334719,0.180665281
YIL029C,4589,0,0,1,261,3941,869,30,0.221525191,0.062113279,0.896907216,0.819334719,0.180665281
YHL033C,4590,0,1,0,261,3942,868,30,0.221329151,0.062098501,0.896907216,0.81954262,0.18045738
YDL206W,4591,0,1,0,261,3943,867,30,0.221133111,0.06208373,0.896907216,0.81975052,0.18024948
YLR409C,4592,0,1,0,261,3944,866,30,0.220937071,0.062068966,0.896907216,0.81995842,0.18004158
YMR280C,4593,0,1,0,261,3945,865,30,0.220741031,0.062054208,0.896907216,0.82016632,0.17983368
YAL028W,4594,0,1,0,261,3946,864,30,0.220544991,0.062039458,0.896907216,0.82037422,0.17962578
YDR312W,4595,0,1,0,261,3947,863,30,0.220348951,0.062024715,0.896907216,0.820582121,0.179417879
YNL096C,4596,0,1,0,261,3948,862,30,0.220152911,0.062009979,0.896907216,0.820790021,0.179209979
YDL204W,4597,0,1,0,261,3949,861,30,0.219956871,0.061995249,0.896907216,0.820997921,0.179002079
YDR021W,4598,0,1,0,261,3950,860,30,0.219760831,0.061980527,0.896907216,0.821205821,0.178794179
YJR155W,4599,0,1,0,261,3951,859,30,0.219564791,0.061965812,0.896907216,0.821413721,0.178586279
YMR018W,4600,0,1,0,261,3952,858,30,0.219368751,0.061951104,0.896907216,0.821621622,0.178378378
YBR152W,4601,0,1,0,261,3953,857,30,0.219172711,0.061936402,0.896907216,0.821829522,0.178170478
YBR208C,4602,0,1,0,261,3954,856,30,0.218976671,0.061921708,0.896907216,0.822037422,0.177962578
YOR096W,4603,0,1,0,261,3955,855,30,0.218780631,0.061907021,0.896907216,0.822245322,0.177754678
YER179W,4604,0,1,0,261,3956,854,30,0.218584591,0.061892341,0.896907216,0.822453222,0.177546778
YBR013C,4605,0,1,0,261,3957,853,30,0.218388551,0.061877667,0.896907216,0.822661123,0.177338877
YMR128W,4606,0,1,0,261,3958,852,30,0.218192511,0.061863001,0.896907216,0.822869023,0.177130977
YJR078W,4607,0,1,0,261,3959,851,30,0.217996471,0.061848341,0.896907216,0.823076923,0.176923077
YLR074C,4608,0,1,0,261,3960,850,30,0.217800431,0.061833689,0.896907216,0.823284823,0.176715177
YPL058C,4609,0,1,0,261,3961,849,30,0.217604391,0.061819043,0.896907216,0.823492723,0.176507277
YJL116C,4610,0,1,0,261,3962,848,30,0.217408351,0.061804404,0.896907216,0.823700624,0.176299376
YHR085W,4611,0,1,0,261,3963,847,30,0.217212311,0.061789773,0.896907216,0.823908524,0.176091476
YMR049C,4612,0,1,0,261,3964,846,30,0.217016271,0.061775148,0.896907216,0.824116424,0.175883576
YDL216C,4613,0,1,0,261,3965,845,30,0.216820231,0.06176053,0.896907216,0.824324324,0.175675676
YIL092W,4614,0,0,1,261,3965,845,30,0.216820231,0.06176053,0.896907216,0.824324324,0.175675676
YDR382W,4615,0,1,0,261,3966,844,30,0.216624191,0.061745919,0.896907216,0.824532225,0.175467775
YFL031W,4616,0,1,0,261,3967,843,30,0.216428151,0.061731315,0.896907216,0.824740125,0.175259875
YLL056C,4617,0,1,0,261,3968,842,30,0.216232111,0.061716718,0.896907216,0.824948025,0.175051975
YNL117W,4618,0,1,0,261,3969,841,30,0.216036071,0.061702128,0.896907216,0.825155925,0.174844075
YML037C,4619,0,1,0,261,3970,840,30,0.215840031,0.061687544,0.896907216,0.825363825,0.174636175
YIL096C,4620,0,1,0,261,3971,839,30,0.215643991,0.061672968,0.896907216,0.825571726,0.174428274
YJL088W,4621,0,0,1,261,3971,839,30,0.215643991,0.061672968,0.896907216,0.825571726,0.174428274
YPR043W,4622,0,1,0,261,3972,838,30,0.215447951,0.061658398,0.896907216,0.825779626,0.174220374
YDR060W,4623,0,1,0,261,3973,837,30,0.215251911,0.061643836,0.896907216,0.825987526,0.174012474
YHR197W,4624,0,1,0,261,3974,836,30,0.215055871,0.06162928,0.896907216,0.826195426,0.173804574
YDR037W,4625,0,1,0,261,3975,835,30,0.214859831,0.061614731,0.896907216,0.826403326,0.173596674
YLR276C,4626,0,1,0,261,3976,834,30,0.214663791,0.061600189,0.896907216,0.826611227,0.173388773
YBR247C,4627,0,1,0,261,3977,833,30,0.214467751,0.061585654,0.896907216,0.826819127,0.173180873
YJL223C,4628,0,1,0,261,3978,832,30,0.214271711,0.061571125,0.896907216,0.827027027,0.172972973
YJL153C,4629,0,1,0,261,3979,831,30,0.214075671,0.061556604,0.896907216,0.827234927,0.172765073
YBL004W,4630,0,1,0,261,3980,830,30,0.213879631,0.061542089,0.896907216,0.827442827,0.172557173
YJR123W,4631,0,1,0,261,3981,829,30,0.213683591,0.061527581,0.896907216,0.827650728,0.172349272
YLR056W,4632,0,1,0,261,3982,828,30,0.213487551,0.06151308,0.896907216,0.827858628,0.172141372
YKR019C,4635,0,1,0,261,3983,827,30,0.213291511,0.061498586,0.896907216,0.828066528,0.171933472
YBR284W,4636,0,0,1,261,3983,827,30,0.213291511,0.061498586,0.896907216,0.828066528,0.171933472
YMR131C,4637,0,1,0,261,3984,826,30,0.213095471,0.061484099,0.896907216,0.828274428,0.171725572
YDR540C,4645,0,1,0,261,3985,825,30,0.212899431,0.061469618,0.896907216,0.828482328,0.171517672
YCL054W,4646,0,1,0,261,3986,824,30,0.212703391,0.061455145,0.896907216,0.828690229,0.171309771
YPL090C,4648,0,1,0,261,3987,823,30,0.212507351,0.061440678,0.896907216,0.828898129,0.171101871
YNL218W,4649,0,1,0,261,3988,822,30,0.212311312,0.061426218,0.896907216,0.829106029,0.170893971
YPR163C,4652,0,1,0,261,3989,821,30,0.212115272,0.061411765,0.896907216,0.829313929,0.170686071
YBR213W,4653,0,1,0,261,3990,820,30,0.211919232,0.061397318,0.896907216,0.82952183,0.17047817
YDR366C,4654,0,0,1,261,3990,820,30,0.211919232,0.061397318,0.896907216,0.82952183,0.17047817
YMR062C,4655,0,0,1,261,3990,820,30,0.211919232,0.061397318,0.896907216,0.82952183,0.17047817
YLR287C,4658,0,1,0,261,3991,819,30,0.211723192,0.061382879,0.896907216,0.82972973,0.17027027
YIL091C,4660,0,1,0,261,3992,818,30,0.211527152,0.061368446,0.896907216,0.82993763,0.17006237
YPR001W,4661,0,1,0,261,3993,817,30,0.211331112,0.06135402,0.896907216,0.83014553,0.16985447
YGL117W,4666,0,0,1,261,3993,817,30,0.211331112,0.06135402,0.896907216,0.83014553,0.16985447
YIL055C,4668,0,0,1,261,3993,817,30,0.211331112,0.06135402,0.896907216,0.83014553,0.16985447
YJL122W,4669,0,1,0,261,3994,816,30,0.211135072,0.0613396,0.896907216,0.83035343,0.16964657
YOR078W,4670,0,1,0,261,3995,815,30,0.210939032,0.061325188,0.896907216,0.830561331,0.169438669
YGR264C,4671,0,1,0,261,3996,814,30,0.210742992,0.061310782,0.896907216,0.830769231,0.169230769
YHR007C,4674,0,1,0,261,3997,813,30,0.210546952,0.061296383,0.896907216,0.830977131,0.169022869
YKL055C,4675,0,1,0,261,3998,812,30,0.210350912,0.061281991,0.896907216,0.831185031,0.168814969
YBR285W,4679,0,0,1,261,3998,812,30,0.210350912,0.061281991,0.896907216,0.831185031,0.168814969
YLL057C,4680,0,1,0,261,3999,811,30,0.210154872,0.061267606,0.896907216,0.831392931,0.168607069
YOR304C-A,4681,0,1,0,261,4000,810,30,0.209958832,0.061253227,0.896907216,0.831600832,0.168399168
YBR047W,4682,0,0,1,261,4000,810,30,0.209958832,0.061253227,0.896907216,0.831600832,0.168399168
YPL212C,4683,0,1,0,261,4001,809,30,0.209762792,0.061238855,0.896907216,0.831808732,0.168191268
YJL177W,4633,0,1,0,261,4002,808,30,0.209566752,0.06122449,0.896907216,0.832016632,0.167983368
YHR097C,4634,0,1,0,261,4003,807,30,0.209370712,0.061210131,0.896907216,0.832224532,0.167775468
