Gene,Rank,Positive,Negative,Agnositc,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YPL156C,4073,0,1,0,93,2939,1124,12,0.291986564,0.030672823,0.885714286,0.723357125,0.276642875
YDL055C,4074,0,1,0,93,2940,1123,12,0.291746641,0.03066271,0.885714286,0.723603249,0.276396751
YKR042W,4076,1,0,0,94,2940,1123,11,0.291986564,0.030982202,0.895238095,0.723603249,0.276396751
YOR048C,4077,0,1,0,94,2941,1122,11,0.291746641,0.030971993,0.895238095,0.723849372,0.276150628
YKL217W,4079,0,1,0,94,2942,1121,11,0.291506718,0.030961792,0.895238095,0.724095496,0.275904504
YPL057C,4080,0,1,0,94,2943,1120,11,0.291266795,0.030951597,0.895238095,0.724341619,0.275658381
YBR023C,4081,0,1,0,94,2944,1119,11,0.291026871,0.030941409,0.895238095,0.724587743,0.275412257
YGL144C,4082,0,1,0,94,2945,1118,11,0.290786948,0.030931227,0.895238095,0.724833867,0.275166133
YEL041W,4083,0,1,0,94,2946,1117,11,0.290547025,0.030921053,0.895238095,0.72507999,0.27492001
YGR238C,4084,0,1,0,94,2947,1116,11,0.290307102,0.030910885,0.895238095,0.725326114,0.274673886
YDR356W,4085,0,1,0,94,2948,1115,11,0.290067179,0.030900723,0.895238095,0.725572237,0.274427763
YDL189W,4086,0,1,0,94,2949,1114,11,0.289827255,0.030890569,0.895238095,0.725818361,0.274181639
YNL078W,4087,0,1,0,94,2950,1113,11,0.289587332,0.03088042,0.895238095,0.726064484,0.273935516
YML094W,4088,0,1,0,94,2951,1112,11,0.289347409,0.030870279,0.895238095,0.726310608,0.273689392
YBR196C,4089,0,1,0,94,2952,1111,11,0.289107486,0.030860144,0.895238095,0.726556731,0.273443269
YHR030C,4090,0,1,0,94,2953,1110,11,0.288867562,0.030850016,0.895238095,0.726802855,0.273197145
YIL121W,4091,0,1,0,94,2954,1109,11,0.288627639,0.030839895,0.895238095,0.727048979,0.272951021
YMR173W,4095,0,1,0,94,2955,1108,11,0.288387716,0.03082978,0.895238095,0.727295102,0.272704898
YER019C-A,4096,0,1,0,94,2956,1107,11,0.288147793,0.030819672,0.895238095,0.727541226,0.272458774
YCL030C,4097,0,1,0,94,2957,1106,11,0.287907869,0.030809571,0.895238095,0.727787349,0.272212651
YKL110C,4102,0,1,0,94,2958,1105,11,0.287667946,0.030799476,0.895238095,0.728033473,0.271966527
YHR204W,4103,0,1,0,94,2959,1104,11,0.287428023,0.030789387,0.895238095,0.728279596,0.271720404
YDR406W,4104,0,1,0,94,2960,1103,11,0.2871881,0.030779306,0.895238095,0.72852572,0.27147428
YPR184W,4105,0,1,0,94,2961,1102,11,0.286948177,0.030769231,0.895238095,0.728771843,0.271228157
YOR381W,4106,0,1,0,94,2962,1101,11,0.286708253,0.030759162,0.895238095,0.729017967,0.270982033
YNR016C,4107,0,1,0,94,2963,1100,11,0.28646833,0.0307491,0.895238095,0.729264091,0.270735909
YNL256W,4108,0,1,0,94,2964,1099,11,0.286228407,0.030739045,0.895238095,0.729510214,0.270489786
YIL104C,4110,0,1,0,94,2965,1098,11,0.285988484,0.030728996,0.895238095,0.729756338,0.270243662
YLL026W,4111,0,1,0,94,2966,1097,11,0.28574856,0.030718954,0.895238095,0.730002461,0.269997539
YHR102W,4114,0,1,0,94,2967,1096,11,0.285508637,0.030708919,0.895238095,0.730248585,0.269751415
YHR071W,4115,0,1,0,94,2968,1095,11,0.285268714,0.03069889,0.895238095,0.730494708,0.269505292
YDL238C,4116,0,1,0,94,2969,1094,11,0.285028791,0.030688867,0.895238095,0.730740832,0.269259168
YKL001C,4118,0,1,0,94,2970,1093,11,0.284788868,0.030678851,0.895238095,0.730986955,0.269013045
YER072W,4119,0,1,0,94,2971,1092,11,0.284548944,0.030668842,0.895238095,0.731233079,0.268766921
YGL169W,4120,0,1,0,94,2972,1091,11,0.284309021,0.030658839,0.895238095,0.731479203,0.268520797
YCR020C-A,4121,0,1,0,94,2973,1090,11,0.284069098,0.030648843,0.895238095,0.731725326,0.268274674
YBR203W,4122,0,1,0,94,2974,1089,11,0.283829175,0.030638853,0.895238095,0.73197145,0.26802855
YCR048W,4123,0,1,0,94,2975,1088,11,0.283589251,0.030628869,0.895238095,0.732217573,0.267782427
YPL198W,4124,0,1,0,94,2976,1087,11,0.283349328,0.030618893,0.895238095,0.732463697,0.267536303
YCL004W,4125,0,1,0,94,2977,1086,11,0.283109405,0.030608922,0.895238095,0.73270982,0.26729018
YOR382W,4126,0,1,0,94,2978,1085,11,0.282869482,0.030598958,0.895238095,0.732955944,0.267044056
YMR108W,4127,0,1,0,94,2979,1084,11,0.282629559,0.030589001,0.895238095,0.733202067,0.266797933
YOR108W,4128,0,1,0,94,2980,1083,11,0.282389635,0.03057905,0.895238095,0.733448191,0.266551809
YER069W,4129,0,1,0,94,2981,1082,11,0.282149712,0.030569106,0.895238095,0.733694315,0.266305685
YER007C-A,4130,0,1,0,94,2982,1081,11,0.281909789,0.030559168,0.895238095,0.733940438,0.266059562
YNL164C,4131,0,1,0,94,2983,1080,11,0.281669866,0.030549236,0.895238095,0.734186562,0.265813438
YDR243C,4132,0,1,0,94,2984,1079,11,0.281429942,0.030539311,0.895238095,0.734432685,0.265567315
YKL156W,4133,0,1,0,94,2985,1078,11,0.281190019,0.030529393,0.895238095,0.734678809,0.265321191
YER043C,4134,0,1,0,94,2986,1077,11,0.280950096,0.030519481,0.895238095,0.734924932,0.265075068
YNL065W,4135,0,1,0,94,2987,1076,11,0.280710173,0.030509575,0.895238095,0.735171056,0.264828944
YFL025C,4136,0,1,0,94,2988,1075,11,0.28047025,0.030499676,0.895238095,0.735417179,0.264582821
YAL011W,4139,0,1,0,94,2989,1074,11,0.280230326,0.030489783,0.895238095,0.735663303,0.264336697
YHR138C,4140,0,1,0,94,2990,1073,11,0.279990403,0.030479896,0.895238095,0.735909427,0.264090573
YJR097W,4141,0,1,0,94,2991,1072,11,0.27975048,0.030470016,0.895238095,0.73615555,0.26384445
YJR002W,4142,0,1,0,94,2992,1071,11,0.279510557,0.030460143,0.895238095,0.736401674,0.263598326
YOR306C,4143,0,1,0,94,2993,1070,11,0.279270633,0.030450275,0.895238095,0.736647797,0.263352203
YHR040W,4146,0,1,0,94,2994,1069,11,0.27903071,0.030440415,0.895238095,0.736893921,0.263106079
YML128C,4147,0,1,0,94,2995,1068,11,0.278790787,0.03043056,0.895238095,0.737140044,0.262859956
YFL026W,4149,0,1,0,94,2996,1067,11,0.278550864,0.030420712,0.895238095,0.737386168,0.262613832
YAR035W,4151,0,1,0,94,2997,1066,11,0.27831094,0.03041087,0.895238095,0.737632291,0.262367709
YAL038W,4152,0,1,0,94,2998,1065,11,0.278071017,0.030401035,0.895238095,0.737878415,0.262121585
YDL207W,4153,0,1,0,94,2999,1064,11,0.277831094,0.030391206,0.895238095,0.738124539,0.261875461
YHR174W,4155,0,1,0,94,3000,1063,11,0.277591171,0.030381383,0.895238095,0.738370662,0.261629338
YKL081W,4156,0,1,0,94,3001,1062,11,0.277351248,0.030371567,0.895238095,0.738616786,0.261383214
YGR217W,4157,0,1,0,94,3002,1061,11,0.277111324,0.030361757,0.895238095,0.738862909,0.261137091
YLR384C,4158,0,1,0,94,3003,1060,11,0.276871401,0.030351954,0.895238095,0.739109033,0.260890967
YEL029C,4159,0,1,0,94,3004,1059,11,0.276631478,0.030342156,0.895238095,0.739355156,0.260644844
YMR042W,4160,0,1,0,94,3005,1058,11,0.276391555,0.030332365,0.895238095,0.73960128,0.26039872
YHL028W,4161,0,1,0,94,3006,1057,11,0.276151631,0.030322581,0.895238095,0.739847403,0.260152597
YCR032W,4163,0,1,0,94,3007,1056,11,0.275911708,0.030312802,0.895238095,0.740093527,0.259906473
YDR343C,4164,0,1,0,94,3008,1055,11,0.275671785,0.03030303,0.895238095,0.740339651,0.259660349
YMR136W,4165,0,1,0,94,3009,1054,11,0.275431862,0.030293265,0.895238095,0.740585774,0.259414226
YCL014W,4166,0,1,0,94,3010,1053,11,0.275191939,0.030283505,0.895238095,0.740831898,0.259168102
YHR196W,4167,0,1,0,94,3011,1052,11,0.274952015,0.030273752,0.895238095,0.741078021,0.258921979
YNR053C,4168,0,1,0,94,3012,1051,11,0.274712092,0.030264005,0.895238095,0.741324145,0.258675855
YPL157W,4169,0,1,0,94,3013,1050,11,0.274472169,0.030254265,0.895238095,0.741570268,0.258429732
YDR528W,4170,0,1,0,94,3014,1049,11,0.274232246,0.03024453,0.895238095,0.741816392,0.258183608
YGL111W,4172,0,1,0,94,3015,1048,11,0.273992322,0.030234802,0.895238095,0.742062515,0.257937485
YCL010C,4174,0,1,0,94,3016,1047,11,0.273752399,0.03022508,0.895238095,0.742308639,0.257691361
YDR345C,4175,0,1,0,94,3017,1046,11,0.273512476,0.030215365,0.895238095,0.742554762,0.257445238
YNL339C,4176,0,1,0,94,3018,1045,11,0.273272553,0.030205656,0.895238095,0.742800886,0.257199114
YLR032W,4177,0,1,0,94,3019,1044,11,0.27303263,0.030195952,0.895238095,0.74304701,0.25695299
YFL045C,4179,0,1,0,94,3020,1043,11,0.272792706,0.030186256,0.895238095,0.743293133,0.256706867
YGR090W,4180,0,1,0,94,3021,1042,11,0.272552783,0.030176565,0.895238095,0.743539257,0.256460743
YBR223C,4181,0,1,0,94,3022,1041,11,0.27231286,0.030166881,0.895238095,0.74378538,0.25621462
YBR143C,4182,0,1,0,94,3023,1040,11,0.272072937,0.030157202,0.895238095,0.744031504,0.255968496
YGR175C,4183,0,1,0,94,3024,1039,11,0.271833013,0.03014753,0.895238095,0.744277627,0.255722373
YLR120C,4185,0,1,0,94,3025,1038,11,0.27159309,0.030137865,0.895238095,0.744523751,0.255476249
YLR346C,4187,0,1,0,94,3026,1037,11,0.271353167,0.030128205,0.895238095,0.744769874,0.255230126
YOL034W,4188,0,1,0,94,3027,1036,11,0.271113244,0.030118552,0.895238095,0.745015998,0.254984002
YML093W,4189,0,1,0,94,3028,1035,11,0.270873321,0.030108905,0.895238095,0.745262122,0.254737878
YKL004W,4191,0,1,0,94,3029,1034,11,0.270633397,0.030099264,0.895238095,0.745508245,0.254491755
YDL059C,4192,0,1,0,94,3030,1033,11,0.270393474,0.030089629,0.895238095,0.745754369,0.254245631
YBR098W,4193,0,1,0,94,3031,1032,11,0.270153551,0.03008,0.895238095,0.746000492,0.253999508
YOR028C,4194,0,1,0,94,3032,1031,11,0.269913628,0.030070377,0.895238095,0.746246616,0.253753384
YIL167W,4195,0,1,0,94,3033,1030,11,0.269673704,0.030060761,0.895238095,0.746492739,0.253507261
YBR084W,4197,0,1,0,94,3034,1029,11,0.269433781,0.030051151,0.895238095,0.746738863,0.253261137
YDL212W,4198,0,1,0,94,3035,1028,11,0.269193858,0.030041547,0.895238095,0.746984986,0.253015014
YOL041C,4199,0,1,0,94,3036,1027,11,0.268953935,0.030031949,0.895238095,0.74723111,0.25276889
YBL088C,4200,0,1,0,94,3037,1026,11,0.268714012,0.030022357,0.895238095,0.747477234,0.252522766
YDL201W,4202,0,1,0,94,3038,1025,11,0.268474088,0.030012771,0.895238095,0.747723357,0.252276643
YLR186W,4203,0,1,0,94,3039,1024,11,0.268234165,0.030003192,0.895238095,0.747969481,0.252030519
YKL166C,4204,0,1,0,94,3040,1023,11,0.267994242,0.029993618,0.895238095,0.748215604,0.251784396
YDR326C,4205,0,1,0,94,3041,1022,11,0.267754319,0.029984051,0.895238095,0.748461728,0.251538272
YNR067C,4206,0,1,0,94,3042,1021,11,0.267514395,0.02997449,0.895238095,0.748707851,0.251292149
YLR141W,4208,0,1,0,94,3043,1020,11,0.267274472,0.029964935,0.895238095,0.748953975,0.251046025
YJL019W,4209,0,1,0,94,3044,1019,11,0.267034549,0.029955386,0.895238095,0.749200098,0.250799902
YNL207W,4210,0,1,0,94,3045,1018,11,0.266794626,0.029945843,0.895238095,0.749446222,0.250553778
YHR042W,4211,0,1,0,94,3046,1017,11,0.266554702,0.029936306,0.895238095,0.749692346,0.250307654
YML116W,4213,0,1,0,94,3047,1016,11,0.266314779,0.029926775,0.895238095,0.749938469,0.250061531
YIL047C,4215,0,1,0,94,3048,1015,11,0.266074856,0.02991725,0.895238095,0.750184593,0.249815407
YMR127C,4216,0,1,0,94,3049,1014,11,0.265834933,0.029907731,0.895238095,0.750430716,0.249569284
YEL055C,4217,0,1,0,94,3050,1013,11,0.26559501,0.029898219,0.895238095,0.75067684,0.24932316
YLR106C,4218,0,1,0,94,3051,1012,11,0.265355086,0.029888712,0.895238095,0.750922963,0.249077037
YJR109C,4219,0,1,0,94,3052,1011,11,0.265115163,0.029879212,0.895238095,0.751169087,0.248830913
YOL058W,4220,0,1,0,94,3053,1010,11,0.26487524,0.029869717,0.895238095,0.75141521,0.24858479
YPL171C,4221,0,1,0,94,3054,1009,11,0.264635317,0.029860229,0.895238095,0.751661334,0.248338666
YOR226C,4222,0,1,0,94,3055,1008,11,0.264395393,0.029850746,0.895238095,0.751907458,0.248092542
YMR246W,4223,0,1,0,94,3056,1007,11,0.26415547,0.02984127,0.895238095,0.752153581,0.247846419
YGR094W,4224,0,1,0,94,3057,1006,11,0.263915547,0.029831799,0.895238095,0.752399705,0.247600295
YOR129C,4226,0,1,0,94,3058,1005,11,0.263675624,0.029822335,0.895238095,0.752645828,0.247354172
YNR012W,4227,0,1,0,94,3059,1004,11,0.263435701,0.029812877,0.895238095,0.752891952,0.247108048
YHR124W,4228,0,1,0,94,3060,1003,11,0.263195777,0.029803424,0.895238095,0.753138075,0.246861925
YFR036W,4229,0,1,0,94,3061,1002,11,0.262955854,0.029793978,0.895238095,0.753384199,0.246615801
YNL062C,4230,0,1,0,94,3062,1001,11,0.262715931,0.029784537,0.895238095,0.753630322,0.246369678
YLR303W,4231,0,1,0,94,3063,1000,11,0.262476008,0.029775103,0.895238095,0.753876446,0.246123554
YHR134W,4232,0,1,0,94,3064,999,11,0.262236084,0.029765674,0.895238095,0.75412257,0.24587743
YDR409W,4234,0,1,0,94,3065,998,11,0.261996161,0.029756252,0.895238095,0.754368693,0.245631307
YDR527W,4235,0,1,0,94,3066,997,11,0.261756238,0.029746835,0.895238095,0.754614817,0.245385183
YMR309C,4236,0,1,0,94,3067,996,11,0.261516315,0.029737425,0.895238095,0.75486094,0.24513906
YBL076C,4238,0,1,0,94,3068,995,11,0.261276392,0.02972802,0.895238095,0.755107064,0.244892936
YMR308C,4239,0,1,0,94,3069,994,11,0.261036468,0.029718622,0.895238095,0.755353187,0.244646813
YCR024C-A,4240,0,1,0,94,3070,993,11,0.260796545,0.029709229,0.895238095,0.755599311,0.244400689
YER049W,4241,0,1,0,94,3071,992,11,0.260556622,0.029699842,0.895238095,0.755845434,0.244154566
YGR187C,4242,0,1,0,94,3072,991,11,0.260316699,0.029690461,0.895238095,0.756091558,0.243908442
YJR041C,4243,0,1,0,94,3073,990,11,0.260076775,0.029681086,0.895238095,0.756337682,0.243662318
YIL120W,4244,0,1,0,94,3074,989,11,0.259836852,0.029671717,0.895238095,0.756583805,0.243416195
YML043C,4245,0,1,0,94,3075,988,11,0.259596929,0.029662354,0.895238095,0.756829929,0.243170071
YKL191W,4246,0,1,0,94,3076,987,11,0.259357006,0.029652997,0.895238095,0.757076052,0.242923948
YHR099W,4247,0,1,0,94,3077,986,11,0.259117083,0.029643646,0.895238095,0.757322176,0.242677824
YPL036W,4249,0,1,0,94,3078,985,11,0.258877159,0.0296343,0.895238095,0.757568299,0.242431701
YBR298C,4250,0,1,0,94,3079,984,11,0.258637236,0.029624961,0.895238095,0.757814423,0.242185577
YER114C,4251,0,1,0,94,3080,983,11,0.258397313,0.029615627,0.895238095,0.758060546,0.241939454
YGR189C,4252,0,1,0,94,3081,982,11,0.25815739,0.029606299,0.895238095,0.75830667,0.24169333
YJL138C,4253,0,1,0,94,3082,981,11,0.257917466,0.029596977,0.895238095,0.758552794,0.241447206
YFL002C,4254,0,1,0,94,3083,980,11,0.257677543,0.029587661,0.895238095,0.758798917,0.241201083
YBL075C,4255,0,1,0,94,3084,979,11,0.25743762,0.029578351,0.895238095,0.759045041,0.240954959
YLR372W,4256,0,1,0,94,3085,978,11,0.257197697,0.029569047,0.895238095,0.759291164,0.240708836
YLR213C,4257,0,1,0,94,3086,977,11,0.256957774,0.029559748,0.895238095,0.759537288,0.240462712
YHR150W,4258,0,1,0,94,3087,976,11,0.25671785,0.029550456,0.895238095,0.759783411,0.240216589
YDR464W,4260,0,1,0,94,3088,975,11,0.256477927,0.029541169,0.895238095,0.760029535,0.239970465
YLL063C,4261,0,1,0,94,3089,974,11,0.256238004,0.029531888,0.895238095,0.760275658,0.239724342
YDR064W,4262,0,1,0,94,3090,973,11,0.255998081,0.029522613,0.895238095,0.760521782,0.239478218
YBR248C,4263,0,1,0,94,3091,972,11,0.255758157,0.029513344,0.895238095,0.760767905,0.239232095
YBR050C,4264,0,1,0,94,3092,971,11,0.255518234,0.02950408,0.895238095,0.761014029,0.238985971
YDL093W,4265,0,1,0,94,3093,970,11,0.255278311,0.029494823,0.895238095,0.761260153,0.238739847
YDR120C,4268,0,0,1,94,3093,970,11,0.255278311,0.029494823,0.895238095,0.761260153,0.238739847
YPL119C,4270,0,1,0,94,3094,969,11,0.255038388,0.029485571,0.895238095,0.761506276,0.238493724
YER088C,4273,0,1,0,94,3095,968,11,0.254798464,0.029476325,0.895238095,0.7617524,0.2382476
YKR099W,4275,0,1,0,94,3096,967,11,0.254558541,0.029467085,0.895238095,0.761998523,0.238001477
YGR097W,4276,0,1,0,94,3097,966,11,0.254318618,0.02945785,0.895238095,0.762244647,0.237755353
YJL212C,4277,0,1,0,94,3098,965,11,0.254078695,0.029448622,0.895238095,0.76249077,0.23750923
YDR263C,4279,0,1,0,94,3099,964,11,0.253838772,0.029439399,0.895238095,0.762736894,0.237263106
YHR154W,4280,0,1,0,94,3100,963,11,0.253598848,0.029430182,0.895238095,0.762983017,0.237016983
YKL070W,4281,0,1,0,94,3101,962,11,0.253358925,0.02942097,0.895238095,0.763229141,0.236770859
YGL141W,4282,0,1,0,94,3102,961,11,0.253119002,0.029411765,0.895238095,0.763475265,0.236524735
YLR121C,4283,0,1,0,94,3103,960,11,0.252879079,0.029402565,0.895238095,0.763721388,0.236278612
YPL147W,4288,0,1,0,94,3104,959,11,0.252639155,0.029393371,0.895238095,0.763967512,0.236032488
YER086W,4289,0,1,0,94,3105,958,11,0.252399232,0.029384183,0.895238095,0.764213635,0.235786365
YAR031W,4292,0,1,0,94,3106,957,11,0.252159309,0.029375,0.895238095,0.764459759,0.235540241
YOR234C,4293,0,1,0,94,3107,956,11,0.251919386,0.029365823,0.895238095,0.764705882,0.235294118
YPL018W,4294,0,1,0,94,3108,955,11,0.251679463,0.029356652,0.895238095,0.764952006,0.235047994
YHR164C,4296,0,1,0,94,3109,954,11,0.251439539,0.029347487,0.895238095,0.765198129,0.234801871
YOR383C,4297,0,1,0,94,3110,953,11,0.251199616,0.029338327,0.895238095,0.765444253,0.234555747
YNL124W,4298,0,1,0,94,3111,952,11,0.250959693,0.029329173,0.895238095,0.765690377,0.234309623
YBR128C,4299,0,1,0,94,3112,951,11,0.25071977,0.029320025,0.895238095,0.7659365,0.2340635
YOL067C,4300,0,1,0,94,3113,950,11,0.250479846,0.029310882,0.895238095,0.766182624,0.233817376
YOR371C,4301,0,1,0,94,3114,949,11,0.250239923,0.029301746,0.895238095,0.766428747,0.233571253
YHR216W,4302,0,1,0,94,3115,948,11,0.25,0.029292615,0.895238095,0.766674871,0.233325129
YOL010W,4303,0,1,0,94,3116,947,11,0.249760077,0.029283489,0.895238095,0.766920994,0.233079006
YIL003W,4304,0,1,0,94,3117,946,11,0.249520154,0.029274369,0.895238095,0.767167118,0.232832882
YPL273W,4306,0,1,0,94,3118,945,11,0.24928023,0.029265255,0.895238095,0.767413241,0.232586759
YLR221C,4307,0,1,0,94,3119,944,11,0.249040307,0.029256147,0.895238095,0.767659365,0.232340635
YGR212W,4308,0,1,0,94,3120,943,11,0.248800384,0.029247044,0.895238095,0.767905489,0.232094511
YHR143W-A,4309,0,1,0,94,3121,942,11,0.248560461,0.029237947,0.895238095,0.768151612,0.231848388
YBL079W,4310,0,1,0,94,3122,941,11,0.248320537,0.029228856,0.895238095,0.768397736,0.231602264
YPL217C,4311,0,1,0,94,3123,940,11,0.248080614,0.02921977,0.895238095,0.768643859,0.231356141
YNL250W,4312,0,1,0,94,3124,939,11,0.247840691,0.02921069,0.895238095,0.768889983,0.231110017
YDR089W,4313,0,1,0,94,3125,938,11,0.247600768,0.029201615,0.895238095,0.769136106,0.230863894
YOL109W,4315,0,1,0,94,3126,937,11,0.247360845,0.029192547,0.895238095,0.76938223,0.23061777
YGR289C,4317,0,1,0,94,3127,936,11,0.247120921,0.029183483,0.895238095,0.769628353,0.230371647
YMR190C,4319,0,1,0,94,3128,935,11,0.246880998,0.029174426,0.895238095,0.769874477,0.230125523
YER091C,4320,0,1,0,94,3129,934,11,0.246641075,0.029165374,0.895238095,0.770120601,0.229879399
YEL017C-A,4322,0,1,0,94,3130,933,11,0.246401152,0.029156328,0.895238095,0.770366724,0.229633276
YER052C,4323,0,1,0,94,3131,932,11,0.246161228,0.029147287,0.895238095,0.770612848,0.229387152
YGR109C,4324,0,1,0,94,3132,931,11,0.245921305,0.029138252,0.895238095,0.770858971,0.229141029
YLR135W,4326,0,1,0,94,3133,930,11,0.245681382,0.029129222,0.895238095,0.771105095,0.228894905
YDR131C,4327,0,1,0,94,3134,929,11,0.245441459,0.029120198,0.895238095,0.771351218,0.228648782
YDL131W,4328,0,1,0,94,3135,928,11,0.245201536,0.02911118,0.895238095,0.771597342,0.228402658
YJL058C,4329,0,1,0,94,3136,927,11,0.244961612,0.029102167,0.895238095,0.771843465,0.228156535
YLL012W,4331,0,1,0,94,3137,926,11,0.244721689,0.02909316,0.895238095,0.772089589,0.227910411
YOL080C,4332,0,1,0,94,3138,925,11,0.244481766,0.029084158,0.895238095,0.772335713,0.227664287
YJR035W,4333,0,1,0,94,3139,924,11,0.244241843,0.029075162,0.895238095,0.772581836,0.227418164
YPL146C,4335,0,1,0,94,3140,923,11,0.244001919,0.029066172,0.895238095,0.77282796,0.22717204
YGL009C,4338,0,1,0,94,3141,922,11,0.243761996,0.029057187,0.895238095,0.773074083,0.226925917
YLR393W,4339,0,1,0,94,3142,921,11,0.243522073,0.029048208,0.895238095,0.773320207,0.226679793
YDR285W,4340,0,1,0,94,3143,920,11,0.24328215,0.029039234,0.895238095,0.77356633,0.22643367
YEL046C,4342,0,1,0,94,3144,919,11,0.243042226,0.029030266,0.895238095,0.773812454,0.226187546
YDR123C,4343,0,1,0,94,3145,918,11,0.242802303,0.029021303,0.895238095,0.774058577,0.225941423
YJL125C,4344,0,1,0,94,3146,917,11,0.24256238,0.029012346,0.895238095,0.774304701,0.225695299
YLR397C,4345,0,1,0,94,3147,916,11,0.242322457,0.029003394,0.895238095,0.774550825,0.225449175
YLR222C,4346,0,1,0,94,3148,915,11,0.242082534,0.028994448,0.895238095,0.774796948,0.225203052
YKL108W,4347,0,1,0,94,3149,914,11,0.24184261,0.028985507,0.895238095,0.775043072,0.224956928
YOR030W,4348,0,1,0,94,3150,913,11,0.241602687,0.028976572,0.895238095,0.775289195,0.224710805
YDR369C,4349,0,1,0,94,3151,912,11,0.241362764,0.028967643,0.895238095,0.775535319,0.224464681
YEL040W,4350,0,1,0,94,3152,911,11,0.241122841,0.028958718,0.895238095,0.775781442,0.224218558
YLR388W,4351,0,1,0,94,3153,910,11,0.240882917,0.0289498,0.895238095,0.776027566,0.223972434
YKL006C-A,4354,0,1,0,94,3154,909,11,0.240642994,0.028940887,0.895238095,0.776273689,0.223726311
YDR536W,4356,0,1,0,94,3155,908,11,0.240403071,0.028931979,0.895238095,0.776519813,0.223480187
YBR299W,4357,0,1,0,94,3156,907,11,0.240163148,0.028923077,0.895238095,0.776765937,0.223234063
YHR172W,4358,0,1,0,94,3157,906,11,0.239923225,0.02891418,0.895238095,0.77701206,0.22298794
YGL032C,4359,0,1,0,94,3158,905,11,0.239683301,0.028905289,0.895238095,0.777258184,0.222741816
YNR074C,4360,0,1,0,94,3159,904,11,0.239443378,0.028896403,0.895238095,0.777504307,0.222495693
YGR049W,4361,0,1,0,94,3160,903,11,0.239203455,0.028887523,0.895238095,0.777750431,0.222249569
YKL056C,4362,0,1,0,94,3161,902,11,0.238963532,0.028878648,0.895238095,0.777996554,0.222003446
YOR207C,4363,0,1,0,94,3162,901,11,0.238723608,0.028869779,0.895238095,0.778242678,0.221757322
YDR234W,4365,0,1,0,94,3163,900,11,0.238483685,0.028860915,0.895238095,0.778488801,0.221511199
YDR171W,4366,0,1,0,94,3164,899,11,0.238243762,0.028852056,0.895238095,0.778734925,0.221265075
YEL065W,4367,0,1,0,94,3165,898,11,0.238003839,0.028843203,0.895238095,0.778981048,0.221018952
YDR488C,4368,0,1,0,94,3166,897,11,0.237763916,0.028834356,0.895238095,0.779227172,0.220772828
YNL151C,4370,0,1,0,94,3167,896,11,0.237523992,0.028825514,0.895238095,0.779473296,0.220526704
YER162C,4372,0,1,0,94,3168,895,11,0.237284069,0.028816677,0.895238095,0.779719419,0.220280581
YLR035C,4373,0,1,0,94,3169,894,11,0.237044146,0.028807846,0.895238095,0.779965543,0.220034457
YHR039C,4374,0,1,0,94,3170,893,11,0.236804223,0.02879902,0.895238095,0.780211666,0.219788334
YNL132W,4375,0,1,0,94,3171,892,11,0.236564299,0.028790199,0.895238095,0.78045779,0.21954221
YBR031W,4376,0,1,0,94,3172,891,11,0.236324376,0.028781384,0.895238095,0.780703913,0.219296087
YPR080W,4377,0,1,0,94,3173,890,11,0.236084453,0.028772574,0.895238095,0.780950037,0.219049963
YDR532C,4378,0,1,0,94,3174,889,11,0.23584453,0.02876377,0.895238095,0.78119616,0.21880384
YPL005W,4379,0,1,0,94,3175,888,11,0.235604607,0.028754971,0.895238095,0.781442284,0.218557716
YOL144W,4380,0,1,0,94,3176,887,11,0.235364683,0.028746177,0.895238095,0.781688408,0.218311592
YIL008W,4381,0,1,0,94,3177,886,11,0.23512476,0.028737389,0.895238095,0.781934531,0.218065469
YDR395W,4382,0,1,0,94,3178,885,11,0.234884837,0.028728606,0.895238095,0.782180655,0.217819345
YHR153C,4384,0,1,0,94,3179,884,11,0.234644914,0.028719829,0.895238095,0.782426778,0.217573222
YPL016W,4385,0,1,0,94,3180,883,11,0.23440499,0.028711057,0.895238095,0.782672902,0.217327098
YBR115C,4386,0,1,0,94,3181,882,11,0.234165067,0.02870229,0.895238095,0.782919025,0.217080975
YPL233W,4387,0,1,0,94,3182,881,11,0.233925144,0.028693529,0.895238095,0.783165149,0.216834851
YOL039W,4388,0,1,0,94,3183,880,11,0.233685221,0.028684773,0.895238095,0.783411272,0.216588728
YCR020C,4389,1,0,0,95,3183,880,10,0.233925144,0.028981086,0.904761905,0.783411272,0.216588728
YJR063W,4390,0,1,0,95,3184,879,10,0.233685221,0.028972248,0.904761905,0.783657396,0.216342604
YLR435W,4391,0,1,0,95,3185,878,10,0.233445298,0.028963415,0.904761905,0.78390352,0.21609648
YER082C,4392,0,1,0,95,3186,877,10,0.233205374,0.028954587,0.904761905,0.784149643,0.215850357
YDR012W,4394,0,1,0,95,3187,876,10,0.232965451,0.028945765,0.904761905,0.784395767,0.215604233
YJL191W,4395,0,1,0,95,3188,875,10,0.232725528,0.028936948,0.904761905,0.78464189,0.21535811
YLR377C,4396,0,1,0,95,3189,874,10,0.232485605,0.028928136,0.904761905,0.784888014,0.215111986
YCR091W,4397,0,1,0,95,3190,873,10,0.232245681,0.02891933,0.904761905,0.785134137,0.214865863
