YORF	NAME	GWEIGHT	1-1-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	1-3-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	1-4-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	1-5-cCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	2-2-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	2-3-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	2-4-aCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	2-5-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	2-6-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	3-1-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	3-3-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	3-4-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	3-5-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	4-1-cCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	4-3-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	4-4-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	5-1-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	5-2-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	5-3-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	5-4-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	5-5-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	6-1-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	6-2-bCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	6-3-cCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain
YGL003C	YGL003C	1	0.4024	0.2136	0.1434	0.2132	0.0196	0.2681	0.049	0.0686	0.1628	0.2107	0.1134	0.2827	0	0.387	0.1756	0.8123	0.4817	0.1095	0.4134	0.0828	0.2343	0.1733	-0.036	0.1343
YDL160C	YDL160C	1	0.4789	0.5617	0.4695	-0.1188	0.4018	0.527	0.4947	-0.0875	0.0034	-0.0508	0.1405	0.1678	0.5591	0.0725	0.4732	1.0909	0.668	0.6361	-0.1324	0.8051	0.75	0.0939	0.9759	0.6011
YLR160C	YLR160C	1	3.2903	-0.7199	-0.5075	2.6085	-0.3573	-0.3662	3.7597	-0.5627	-0.3306	3.3821	4.206	4.5282	-0.0878	5.1061	-0.2319	2.8579	-0.216	5.4519	-0.5088	-0.188	4.7152	4.4606	-0.5218	5.0686
YER038C	YER038C	1	-0.429	0.0969	0.342	0.5367	0.0666	0.3614	0.2483	0.207	0.3529	-0.1386	-0.0659	0.4516	0.2472	0.9428	0.4237	0.883	0.4094	0.4076	0.3267	0.2621	0.3449	-0.2302	0.0304	0.2367
YLR284C	YLR284C	1	-0.1384	0.2362	0.0804	-0.1725	-0.4556	0.1622	0.1016	0.2479	-0.241	0.1954	-0.0408	-0.0522	0.1951	0.0638	0.5211	0.1479	0.2733	0.1426	-0.3516	-0.1137	0.07	-0.4417	-0.093	0.3358
YBR096W	YBR096W	1	0.0004	-0.1412	-0.1213	-0.401	-0.0151	0.0877	-0.2453	-0.4792	-0.3003	-0.5228	-0.1505	-0.3999	-0.2822	-0.3526	0.1812	-0.3688	-0.3986	0.0486	-0.142	0.0161	0.2172	-0.2764	-0.2201	0.0792
YCR101C	YCR101C	1	0.0301	-0.1165	-0.2178	-0.0885	0.0848	-0.2278	0.0292	-0.2093	-0.1902	-0.1203	-0.2418	-0.0379	-0.1376	0.9262	-0.2854	-0.2752	-0.3338	0.0272	-0.0969	-0.0208	-0.0286	-0.0374	-0.0038	-0.1586
YJL219W	YJL219W	1	0.2005	0.4772	0.2558	1.0715	0.2455	0.3773	0.5157	0.23	0.4229	0.4902	0.4276	0.2128	0.4843	1.3856	0.3706	0.325	0.4643	0.6259	0	0.1635	2.0892	0.7791	0	1.0597
YHR034C	YHR034C	1	-0.739	-0.5646	0.3743	-0.4173	0.02	-0.2698	-0.3467	-0.4681	-0.7375	-0.5866	-0.3684	-0.2885	0.0037	-0.1612	0.275	-0.656	-0.0129	-0.8035	-0.5515	0.2191	0.2984	-0.761	-0.2207	-0.3366
YLR227C	YLR227C	1	0.0428	-0.029	0.0093	-0.126	-0.0456	-0.0732	0.0365	0.0343	0.0462	-0.0855	-0.038	0.1707	-0.116	0.2244	-0.1188	0.6771	0.0175	-0.0064	-0.4252	-0.1274	-0.0567	0.0828	-0.108	-0.1099
YOR198C	YOR198C	1	0.4343	-0.0601	-0.0243	0.2429	0.3404	0.0457	0.6125	0.4093	0.3802	0.473	0.6213	0.0118	0.1046	0.0158	0.088	0.7105	0.2411	-0.2337	0.0784	0.1031	0.3166	0.1126	0.1266	-0.1295
YJL138C	YJL138C	1	-0.2855	-0.2957	-0.5731	-0.5008	-0.2577	-0.1129	-0.162	-0.7707	0	-0.341	-0.5588	-0.7124	-0.4804	-0.3962	-0.5042	-0.3469	-0.5147	-0.3436	-0.1984	-0.4127	-0.5914	-0.4254	-0.2107	-0.6117
YER163C	YER163C	1	-0.2644	0.1283	-0.2379	-0.0587	-0.0474	0.0051	-0.0302	-0.3549	0.0104	-0.2019	0.0815	-0.3512	-0.2803	-0.2716	0.2776	-0.0556	-0.2899	0.3555	-0.3319	-0.1115	0.1523	-0.4007	-0.0628	0.106
YNL222W	YNL222W	1	0.0429	-0.025	0	0	0	0	-0.1813	-0.2624	-0.142	0.0124	-0.1331	-0.1715	0	0	-0.0973	-0.8231	0	0	0	0	0	0	0	0.1406
YDL039C	YDL038C	1	0.8595	0.4443	-0.5874	0.3625	0.2733	-1.6456	-0.032	0.9254	0.6632	1.2389	0.4139	0.5411	1.8318	1.3876	1.1874	1.137	2.0218	1.6279	0.1426	0	1.6425	1.5943	1.3514	1.477
YKL052C	YKL052C	1	-0.1112	0	-0.0883	0.0388	-0.062	0.0164	-0.1213	-0.1345	-0.2251	-0.613	-0.2041	-0.0887	-0.1248	-0.1242	-0.1597	-0.2255	0	-0.0294	0.1165	-0.1899	-0.0004	0.0005	-0.2513	0.0263
YLR457C	YLR457C	1	0.0265	0.0373	0.2672	0.3122	0.1348	0.0953	0.3427	0.3384	0.2155	0.1798	0.3993	0.1514	0	0.2799	0.1305	0.3969	0.2149	0.0473	-0.1188	0	0.1256	0.2513	0.2419	0.2646
YFL023W	YFL023W	1	0.537	0.509	0.2164	0.3472	0.8002	0	0.4382	0.318	0.2939	0.2784	0.2651	0.2666	-0.1034	-0.495	-0.2701	1.294	0	-0.0004	0.6764	0.2174	0.1981	0.1879	0	-0.1376
YOR180C	YOR180C	1	0.023	0.2238	0.4426	0.0804	-0.0826	0.1027	0.1886	0.2196	-0.0646	-0.0574	-0.0215	0.2703	0.1838	-0.0383	0.2987	0.0224	0.4167	0.1691	0.075	0.3527	0.1052	-0.122	0.2124	0.2399
YBR141C	YBR141C	1	-0.2043	-0.1444	-0.2338	-0.1682	0.2313	-0.0562	0.004	-0.246	-0.0637	-0.2026	-0.3736	-0.1495	-0.3831	-0.4554	-0.4048	0.2478	-0.1571	0.0634	0.1504	-0.0385	0.0321	0.1108	-1.0235	-0.1804
YFL055W	YFL055W	1	0.9021	0.9567	1.9196	-0.1773	-0.0347	0.5312	0.0792	1.7336	2.2211	-0.9807	1.9614	-0.3474	-0.8318	0.2671	0.7742	-0.5684	0.1005	-0.1552	0.1013	0.1123	-0.2387	-0.5082	-0.4641	-0.7958
YKL024C	YKL024C	1	-0.0433	-0.1611	-0.31	-0.3438	-0.1495	-0.0053	-0.5905	0.0081	-0.1859	-0.072	-0.119	-0.4086	-0.2315	-0.7457	-0.3784	-0.6146	-0.1971	-0.1996	-0.1454	-0.0909	-0.4325	0.0192	-0.2242	-0.2536
YJL065C	YJL065C	1	0.0554	0.1069	-0.0133	-0.1081	-0.0262	-0.0909	-0.056	0.2634	0.4502	0.2596	0.646	0.4297	-0.066	-0.1728	0.1588	-0.7709	0.1742	-0.301	-0.464	0	-0.1943	0	0	0
YPR083W	YPR083W	1	-0.0972	-0.2	-0.2026	-0.0095	-0.1789	-0.2527	-0.2041	0.1613	-0.0442	-0.1766	0.1035	0.372	-0.0974	-0.0275	0.1459	-0.1468	-0.0819	0.0279	0.0516	0.1134	-0.041	0.0497	-0.1272	-0.1986
YDR056C	YDR056C	1	0.0801	0.368	0.0547	-0.0717	0.26	0.4073	0.0215	-0.1842	-0.1834	-0.519	-0.15	-0.2091	-0.002	-0.3213	0.3062	-0.7613	-0.1055	0.0432	-0.011	-0.321	0.2276	-0.2585	-0.3645	-0.144
YPL176C	YPL176C	1	0.0596	-0.1874	-0.0486	-0.14	-0.2641	-0.0487	-0.1931	-0.0022	-0.1077	-0.1093	-0.1333	-0.1447	-0.0994	-0.0953	-0.0927	-0.2981	-0.1984	-0.079	-0.2727	-0.0357	0.026	-0.1633	-0.0816	-0.152
YHR118C	YHR118C	1	0.6588	0.5759	0.2954	0.1086	0.5226	0.1028	0.4272	0.3017	-0.0399	0.3696	0.0919	0.3126	0.1197	0.0401	0.085	0.5532	0.0422	0.166	0.4591	0.0568	0.365	0.1078	0.1931	0.1059
YOR090C	YOR090C	1	0.5995	0.539	0.1572	0.1465	0.3324	-0.0093	0.537	0.7349	0.1564	0.7734	0.042	-0.0245	-0.0174	0.0357	-0.0372	0.0262	0.3351	0.349	-0.4354	0.1358	0.2148	0.7261	0.7591	0.4983
YBL059W	YBL059W	1	-0.1392	-0.0009	-0.1955	-0.158	0.0755	-0.1363	-0.5181	-0.3855	-0.2769	-0.293	-0.1751	0.1177	0	-0.1391	-0.2416	-0.663	-0.2321	-0.3209	0	-0.422	-0.2726	-0.4022	0	-0.3072
YJL209W	YJL209W	1	0.0177	-0.0558	-0.3419	0.0096	-0.1935	-0.2721	0.0203	0.2243	0.0221	0.1072	0.1297	0.2252	-0.214	0.2413	-0.2551	0.6064	-0.0165	-0.1344	0.2828	-0.0841	-0.4862	0.1889	-0.1182	-0.3329
YKL221W	YKL221W	1	0.4207	0.3403	0.4849	0.1869	0.4832	0	-0.3075	0.3756	0.362	0.4984	-0.4625	-0.017	0.5747	1.0361	0.5343	0.7379	0	0.587	0	0.7264	-0.2221	0.8295	0.4046	0.1438
YDL090C	YDL090C	1	0.4629	0.1921	0.1196	0.0171	0.0567	0.2961	0.2165	-0.1507	-0.0358	-0.1767	-0.011	-0.4511	-0.1303	-0.0982	0.1448	-0.1312	0.138	0.1231	-0.3545	0.0679	-0.0204	-0.0589	-0.1075	0.0047
YDL020C	YDL020C	1	-0.3768	-0.1497	-0.153	0.0527	-0.0458	0.1252	-0.1944	-0.1743	-0.3625	0.0007	-0.0071	0.37	-0.3986	-0.051	-0.2228	-0.5132	-0.6201	0.0402	-0.1182	-0.326	-0.5329	-0.4356	-0.5094	-0.5888
YDR304C	YDR304C	1	0.1146	0.1514	-0.1295	-0.1011	0.0065	0.3341	0.2586	-0.1145	-0.0186	-0.2722	-0.0317	-0.1844	0.3663	0.1004	0.4677	-0.7049	0.2684	0.5267	-0.5261	0.0166	0.3069	-0.3102	-0.0048	0.1895
YGL054C	YGL054C	1	-0.2868	-0.2293	-0.2553	-0.5352	-0.413	-0.4484	-0.3795	-0.3202	-0.2833	-0.4618	-0.3343	-0.318	-0.3311	0.1064	-0.3187	-0.7818	-0.3276	-0.2887	-0.4236	-0.1991	-0.2542	-0.3384	-0.2473	-0.4504
YJR105W	YJR105W	1	-0.5623	-0.8411	-0.333	-0.9582	-0.7085	-0.7492	-0.0167	-0.72	-0.692	-0.8261	-0.7229	-0.5595	-0.4704	-0.3825	-0.4731	0	-0.4186	-0.2956	-0.1593	-0.1031	-0.3246	-0.4811	-0.4754	-0.4757
YPL258C	YPL258C	1	0.0302	0.1524	0.3006	0.1906	0.3787	0.3214	0.0209	-0.0141	0.1105	0.1462	0.0628	0.1765	0.404	0.4571	0.3542	0.3919	0.2998	-0.1862	0.391	-0.006	0.0797	0.2742	0.2606	0.197
YLR321C	YLR321C	1	0.1287	0.263	0.2655	0.0658	0.1486	-0.1532	-0.259	0.2274	0.0941	0.0973	0.0253	0.2654	-0.1751	0.1445	-0.1603	0.5636	-0.0345	-0.3447	0.454	0.3247	0.1548	0.1167	0.1392	-0.2535
YMR086C-A	YMR086C-A	1	-0.3143	0.2654	0.2607	-0.0187	0.4343	0.1923	-0.382	0.0617	-0.0716	0.0116	-0.2247	0.1051	-0.3426	0.1171	-0.2818	0.1959	-0.2628	-0.2135	0	-0.3023	0.0565	-0.1162	-0.2651	0.0199
YHR064C	YHR064C	1	0.3653	0.141	-0.1389	-0.3278	0.1272	0.184	0.2637	0.0761	-0.3366	-0.04	0.0466	0.3052	0.0107	-0.72	-0.3243	0.3772	-0.2374	0.0289	-0.0562	0.155	-0.3466	-0.1546	0.1679	-0.2629
YNL221C	YNL221C	1	0.4236	0.1402	-0.1399	0.2663	0.1513	0.3703	0.3555	0.1254	0.2365	0.3782	0.1848	0.0247	0.0936	0.1399	-0.1368	0.7435	0.1114	0.1914	0.3618	0.2851	-0.0057	0.3556	0.5171	0.2652
YNL007C	YNL007C	1	-0.0281	-0.0694	-0.4566	0.0194	-0.4738	-0.0475	-0.0182	-0.028	0.3664	0.0057	0.4191	0.0961	0.2625	0.4533	-0.3532	0	-0.0079	0.0259	-0.9201	0.0089	-0.3274	0.362	0.3126	0.1217
YGL102C	YGL102C	1	-0.0618	-0.0644	-0.5295	-0.4898	-0.0834	-0.2188	-0.0901	-0.7241	-0.4574	-0.2077	-0.5752	-0.5703	-0.3765	-0.4457	-0.6056	-1.0099	-0.4518	-0.3086	-0.1226	-0.1636	-0.5422	-0.2242	-0.208	-0.4363
YOR248W	YOR248W	1	-1.0947	-0.7464	-0.4648	-0.7178	-0.8783	-0.8407	-0.4021	-0.5069	-0.4416	-0.4322	-0.2886	-0.5299	-0.3921	-0.4796	-0.4994	-0.6625	-0.6652	-0.9519	-0.7043	-0.0072	-0.529	-0.4498	-0.2939	-0.413
YKR049C	YKR049C	1	-0.9382	-0.0442	0.2919	0.5471	-0.304	0.5623	-0.7005	-0.0792	0.4187	-0.4343	0.0412	0.1217	0.094	0.4232	0.4437	-1.2154	0.3828	0.3912	-0.3385	-0.1884	0.1095	-0.0097	-0.6684	0.1761
YCL043C	YCL043C	1	-0.7847	-0.3662	-0.178	-0.3367	-0.4999	-0.1512	-0.3575	-0.3184	-0.2606	-0.6122	-0.1088	-0.0988	0.2036	0.0007	0.1248	-0.4466	0.0373	-0.3455	-0.6368	0.2788	0.4212	0.0596	0.1098	-0.0306
YBL014C	YBL014C	1	-0.0186	0.1416	0.1029	0.0298	0.345	0.1102	0.2574	0.194	0.0183	0.249	-0.0145	0.1766	-0.2478	-0.4972	-0.2276	0.5872	0.302	-0.1621	0.348	0.2332	0.0009	0.2558	0.1009	0.0052
YEL025C	YEL025C	1	-0.1927	-0.0847	-0.0661	0.0552	-0.0956	-0.1309	0	0.0735	-0.0896	-0.1396	-0.1394	0.0074	-0.0824	-0.2738	-0.0999	0.0916	-0.0565	0.1006	0.0146	0.0097	-0.0873	-0.1283	-0.0998	-0.0892
YIL094C	YIL094C	1	0.2327	0.2175	0.0158	0.0444	-0.012	0.1478	0.1197	0.2569	0.1443	0.0675	0.1002	-0.3569	0.2858	-0.1194	0.2577	-0.2765	0.1137	0.1969	-0.1977	-0.0249	-0.2286	0.205	0.1416	0.2963
YNL254C	YNL254C	1	0.7132	0.4065	0.4091	0.5991	0.6691	0.6185	0.9638	0.2217	0.6885	0.6886	0.2487	0.4554	0.9549	0.5607	0.3833	0.6632	0.3549	0.0282	1.3185	-0.0794	0.6589	0.9169	0.7396	0.5828
YMR200W	YMR200W	1	-0.1354	-0.0975	0.024	-0.0343	-0.4155	0.067	-0.1839	0.309	-0.0322	-0.0762	0.3064	0.1951	-0.0513	0.0883	0.0622	-0.6589	-0.0275	-0.175	-0.1031	-0.0629	-0.0996	-0.253	-0.09	-0.0368
YDR400W	YDR400W	1	-0.1302	-0.154	0.1355	0.205	-0.0127	-0.0299	0.2364	0.1951	0.0182	0.1159	0.0348	-0.0395	0	0.5804	0.1328	-0.0194	0.2357	0.0829	0.05	0.2031	0.0643	0.1384	-0.0501	0.0434
YNL063W	YNL063W	1	0.0967	-0.0273	-0.0528	0.087	-0.0386	0.0316	0.1194	-0.1339	0.0598	0.0144	-0.0848	0.0331	-0.0302	-0.0108	-0.0661	-0.2223	0.009	0.1849	0.2328	0.0269	-0.0255	0.2425	-0.1448	0.0906
YPR018W	YPR018W	1	0.6629	0.1093	-0.0067	-0.0547	-0.0443	-0.1339	0.1014	0.2296	-0.1725	0.1802	0.1331	0.1999	-0.0554	0.4302	-0.0681	0.6863	-0.0673	0.1619	0.195	0.0729	-0.0372	0.0799	0.0353	0.0401
YOR225W	YOR225W	1	-0.2936	-1.0698	-0.0503	-0.2374	0.3085	0.6293	-0.5644	0.0299	0.1417	-0.2187	0.0689	-0.7166	0.2735	-1.1815	-0.0037	-1.3241	-0.3348	0.1345	-0.1032	0.2113	-1.1744	-0.3529	-0.3919	-0.3918
YNR046W	YNR046W	1	0.0674	-0.3077	-0.3252	-0.5111	-0.2663	-0.1383	-0.0589	-0.2751	-0.2874	-0.0624	-0.3711	-0.758	-0.3021	-0.8316	-0.6153	-0.1738	-0.4981	-0.214	-0.0361	0.0939	-0.5108	-0.0775	-0.3818	-0.1068
YBR009C	YBR009C	1	-0.0842	0.2941	-0.0646	-0.264	0.0454	-0.0049	-0.3177	-0.4455	-0.2237	-0.3647	-0.2422	-0.0243	-0.1836	0.1615	-0.1132	-0.3868	-0.1549	-0.6002	0.0959	-0.3583	0.0022	-0.2283	-0.3536	0.0909
YMR043W	YMR043W	1	0.2114	-0.1176	-0.2091	-0.0718	-0.5358	0.0057	-0.119	0.3828	0.135	0.0773	0.3942	-0.1823	-0.013	0.0174	-0.005	0.401	-0.2143	-0.0367	-0.1254	0.0482	-0.1728	-0.0241	0.1878	0.0828
YER021W	YER021W	1	0.2034	0.2305	-0.0864	0.1219	0.2364	0.2141	0.2767	0.1246	-0.0815	-0.0201	0.1261	0.2041	-0.0174	0.3785	0.1084	-0.1092	0.0278	0.1097	-0.038	0.0573	0.0794	-0.3005	0.1565	-0.063
YPL266W	YPL266W	1	0.3964	0.0185	-0.2153	0.2133	-0.2289	-0.1836	0.3992	-0.2064	-0.2434	-0.8236	0.0215	0.6237	0.2123	-0.927	-0.5515	0.1165	0.6493	-0.2579	0.4099	0.1419	0.5621	0.0829	0.0721	-0.4779
YLR450W	YLR450W	1	-0.236	-0.1504	-0.13	-0.2761	-0.2962	-0.3494	-0.4926	-0.4681	-0.0904	-0.4387	-0.4661	-0.2192	-0.1353	-1.0496	-0.2491	-0.1555	-0.0868	0.1279	-0.6564	0.0544	0.2811	-0.1783	-0.1129	-0.2676
YJL175W	YJL175W	1	0.2029	0.1887	-0.0794	0.2012	0.0885	-0.0461	0.365	0.5594	0.3862	0.2514	0.3463	0.4804	-0.2168	0.4297	-0.0047	0.9444	-0.3455	-0.058	0.2396	0.2245	0.0595	0.0002	-0.1773	0.1616
YML123C	YML123C	1	0.492	0.2324	0.2362	0.3132	0.5415	0.3308	0.6114	-0.2135	0.3919	0.3833	-0.2235	-0.3285	0.1809	0.4788	0.2624	-2.1116	-0.376	0.2928	0.2558	0.5858	0.1082	0.4271	0.3391	0.4168
YKL072W	YKL072W	1	0.2625	0.3138	0.1513	0.385	0.3793	0.2513	0.6144	0.2736	0.2749	0.3031	0.3066	0.1304	0.2414	0.1718	0.1951	1.1143	0.2414	0.4717	0.4184	0.364	0.1502	0.3428	0.5448	0.3487
YIR038C	YIR038C	1	-1.4141	0.312	0.3794	-0.0115	0.0344	0.535	-0.8016	-0.0762	-0.379	-0.9783	0.0331	0.0409	0.2092	-0.4304	0.6298	-1.5413	0.5262	0.3599	-1.4079	-0.4077	0.5976	-0.6482	-0.5034	0.2365
YOR278W	YOR278W	1	-0.0879	-0.0768	-0.1199	-0.2217	-0.3068	-0.1018	-0.0307	-0.1914	-0.1539	-0.3115	-0.1945	-0.2324	0.2165	-0.0775	0.2104	0.1559	0.0518	-0.0768	0.1404	-0.2093	0.0572	-0.299	-0.3443	-0.1173
YGL060W	YGL060W	1	0.4316	-0.0375	0.4476	0.0419	0.355	0.1064	0.4535	-0.1259	-0.0721	-0.0525	-0.1246	-0.181	0.1143	-0.1129	0.3305	0.3294	0.3925	0.3211	-0.0655	0.4189	0.0183	-0.0446	0.2209	-0.0397
YMR072W	YMR072W	1	0.1056	0.1527	0.1724	0.1103	0.0717	0.2277	0.1431	-0.2807	-0.1845	-0.1718	-0.2416	-0.1313	0.0024	0.0256	0.308	-0.6448	0.0247	-0.0376	-0.3216	-0.1705	-0.0854	-0.2057	-0.2179	-0.0283
YCL025C	YCL025C	1	-0.988	-0.3973	-0.7234	-0.5406	-0.6418	-0.1878	-0.3219	0.1723	0.1402	-1.3279	0.6928	0.3807	0.1671	-0.8669	-0.6933	0.0175	0.1516	0.2056	-0.8381	-0.0802	0.4907	-0.3045	-0.6522	0.7679
YLR429W	YLR429W	1	-0.0961	-0.1533	0.037	-0.1263	-0.0982	0.0897	-0.0879	-0.3704	-0.1223	-0.0234	-0.2737	-0.5832	-0.0071	-0.0072	0.0012	-0.1583	0.0653	-0.235	-0.1601	0.047	-0.1561	-0.0072	-0.0998	0.0999
YIL132C	YIL132C	1	0.4152	0.4597	0.0684	0.2286	0.241	0.3498	0.4475	0.0395	0.1971	0.0896	0.0885	0.1459	0.0741	-0.709	0.0304	0.2663	0.0271	-0.1529	0.4022	0.0759	0.1917	0.1463	0.1793	0.1734
YJL083W	YJL083W	1	-0.6393	-0.0866	-0.1243	-0.1978	-0.1864	0.0619	-0.1451	0.0513	-0.094	-0.3374	-0.0914	0.2566	-0.1176	-0.6465	-0.3791	-0.3992	0.1237	-0.1472	-0.3722	0.0629	-0.0457	-0.0885	-0.4873	0.0205
YBR121C	YBR121C	1	0.5822	0.2884	-0.1443	-0.1027	0.3927	0.1552	0.3192	-0.3147	-0.1913	0.0266	-0.1811	-0.1889	-0.0837	-0.4183	-0.1143	0.1079	-0.0721	0.1509	-0.0549	0.0007	-0.1463	-0.1436	0.0638	-0.2657
YIL047C	YIL047C	1	0.1595	0.2631	0.0765	0.0923	0.4635	0.4107	0.1587	-0.2315	0.0398	-0.2289	-0.1433	-0.0817	-0.0676	-0.0752	-0.078	0.0547	-0.0054	-0.0042	-0.0937	0.3065	0.0831	0.016	0.0671	-0.0106
YER045C	YER045C	1	-0.4491	-0.101	-0.3238	0.1913	0.0859	-0.2683	-0.2897	-0.0105	0.0888	0.4924	0.2342	-0.0087	-0.1111	0.5184	-0.0578	0.4817	-0.3433	-0.017	0.1359	-0.0969	-0.337	0.1579	0.2562	-0.4536
YHR059W	YHR059W	1	-0.1776	-0.486	-0.1056	0.5044	-0.6785	-0.3929	-0.4186	0.3611	0.0359	0.5178	0.1477	0.0488	-0.4863	0.8129	-0.2669	-0.2565	-0.6188	-0.6075	0.225	-0.9215	-0.8596	0.0377	-0.584	-0.5992
YPL251W	YPL251W	1	-0.243	-0.0838	-0.0003	0.148	0.1315	-0.3586	-0.2151	-0.1051	-0.1013	-0.1448	-0.1619	0.2393	0.0948	-0.2464	0.3065	-0.2223	0.0332	-0.3281	0.089	-0.257	0.0536	0.6544	-0.2169	-0.2322
YPL146C	YPL146C	1	0.382	0.2468	-0.1517	0.002	0.3966	0.0576	0.2019	-0.0984	-0.3366	0.0652	-0.3514	-0.229	-0.539	-0.0983	-0.5156	0.3129	-0.2982	-0.6441	0.1461	0.095	-0.159	-0.2785	0.1451	-0.5573
YDR051C	YDR051C	1	0.1625	-0.0018	0.1369	0.0525	-0.0609	-0.179	0.0144	-0.2468	-0.1179	0.0754	-0.1943	-0.1335	-0.0159	-0.3022	0.1184	-0.1597	-0.0738	-0.1472	0.2041	-0.1277	-0.1002	-0.2289	-0.0466	0.0714
YPL099C	YPL099C	1	-0.0259	-0.1904	0.1296	0.1811	-0.5011	-0.1968	-0.0458	0.418	-0.2409	0.2226	0.1497	0.2618	-0.0982	0.4261	0.1146	-0.1776	-0.1997	-0.0735	0.1071	-0.0945	-0.3198	-0.0553	-0.5616	-0.1091
YPL186C	YPL186C	1	-1.4083	0.1681	0.0371	-0.2085	-0.3198	-0.0993	-1.2606	-0.3028	-0.2447	-1.0484	-0.1532	0.2056	-0.0299	0.4293	0.4094	-0.925	0.1526	0.1641	-1.3115	-0.9855	0.5863	-1.4	-0.4829	0.0104
YER179W	YER179W	1	0.6771	0.134	1.0303	0.9446	0.7877	0.4241	0.4865	0.6581	1.4474	-0.0476	0.8036	0.9168	1.5144	0.6967	1.9378	0.6814	0.4381	0.6793	0.3973	0.6209	1.2122	1.0614	0.165	0.1578
YPR005C	YPR005C	1	-0.1173	-0.9373	-0.2599	-0.1917	-0.6249	-0.2164	0.0822	-0.0899	-0.1387	0.1085	0.0547	-0.5092	0.24	-0.2943	-0.0681	-0.1811	-0.1258	-0.2604	0.5024	0.1184	-0.7098	-0.2787	-0.039	0.0568
YNL182C	YNL182C	1	0.2894	-0.1711	-0.2694	-0.1003	0.0273	-0.1545	0.2898	0.0496	-0.0562	0.2794	-0.0979	-0.2484	-0.2617	-0.2672	-0.5022	1.717	-0.215	-0.0626	0.6875	-0.0358	-0.2338	0.0631	0.0194	-0.2462
YLL021W	YLL021W	1	0.0827	0.1289	-0.1493	0.2286	0.2173	-0.0412	-0.0222	0	0.0236	0.2993	0	0	-0.1033	0.1829	-0.2246	0.9804	0.01	-0.1941	0.5344	0.1063	-0.0559	0.1394	0.5853	0.0434
YPR123C	YPR123C	1	-0.2595	-1.1184	0.0903	-0.4499	-0.0491	-0.216	0.2872	-0.2008	-0.2595	-0.4077	-0.7532	-0.2576	-0.9163	-0.0046	-0.6821	-0.3688	-0.3327	-0.15	0.0453	-0.1609	0.0148	0.2056	-0.3513	0.091
YGL103W	YGL103W	1	-0.2088	-0.2172	-0.5661	-0.527	-0.2358	-0.414	2.1139	-0.5254	-0.4473	-0.1688	-0.4737	-0.5594	-0.314	-0.2707	-0.518	-1.0996	-0.408	-0.3255	-0.3915	-0.2951	-0.5814	-0.3704	-0.2053	-0.4706
YMR052W	YMR052W	1	0.1395	0.1291	0.2838	0.1603	0.3901	0.0896	-0.0913	0.1353	0.1146	0.066	0.1005	0.1495	0.0917	0.0786	0.3423	-0.1587	0.1976	-0.2124	0.2915	0.188	0.2578	0.2705	0.0906	0.0373
YDR404C	YDR404C	1	-0.0358	-0.0621	-0.096	-0.2353	0.03	0.1504	-0.025	-0.4468	-0.3357	-0.3284	-0.2839	-0.2254	-0.1538	0.0312	-0.1932	-0.4929	-0.1663	-0.0723	-0.2177	0.0473	0.0884	-0.1986	-0.2058	-0.0185
YKR015C	YKR015C	1	0.1079	0.1139	0.3056	0.0817	0.1728	0.0079	0.1294	0.0407	0.0561	0.0397	0.1065	0.1663	0.4196	0.6226	0.3595	1.4615	0.1372	0.3147	0.7378	5.0068	0.3062	0.266	0.2645	0.2608
YLR035C	YLR035C	1	0.2462	0.4561	0.242	0.4853	0.3687	0.1269	0.168	-0.1625	0.3733	0.2386	-0.1815	-0.4343	0.2353	0.7157	0.19	0.5582	0.2544	0.2652	0.4783	0.3149	0.2808	0.2237	0.4746	0.024
