YORF,Common
YIL079C,AIR1
YIL077C,RCI37
YOL042W,NGL1
YEL053C,MAK10
YIL076W,SEC28
YIL074C,SER33
YOR066W,MSA1
YIL073C,SPO22
YIL071C,PCI8
YIL070C,MAM33
YIL067C,YIL067C
YIL065C,FIS1
YKR006C,MRPL13
YKR007W,MEH1
YIL064W,EFM4
YDR060W,MAK21
YDR263C,DIN7
YIL063C,YRB2
YIL062C,ARC15
YMR273C,ZDS1
YIL060W,YIL060W
YIL056W,VHR1
YOL017W,ESC8
YIL055C,YIL055C
YIL054W,YIL054W
YIL052C,RPL34B
YIL049W,DFG10
YOR109W,INP53
YOR221C,MCT1
YIL047C,SYG1
YIL044C,AGE2
YOL076W,MDM20
YIL041W,GVP36
YIL040W,APQ12
YIL039W,TED1
YIL037C,PRM2
YKR008W,RSC4
YKR009C,FOX2
YDL010W,GRX6
YNL223W,ATG4
YIL031W,ULP2
YOR174W,MED4
YIL029C,EMA17
YIL027C,EMC5
YIL024C,YIL024C
YIL023C,YKE4
YIL020C,HIS6
YIL019W,FAF1
YIL017C,VID28
YIL016W,SNL1
YPR015C,YPR015C
YIL012W,YIL012W
YIL011W,TIR3
YIR026C,YVH1
YIL010W,DOT5
YOR092W,ECM3
YIL008W,URM1
YNL295W,MRX6
YLR357W,RSC2
YML127W,RSC9
YIL007C,NAS2
YIL006W,YIA6
YIL005W,EPS1
YIL003W,CFD1
YBL113C,YBL113C
YIL001W,YIL001W
YCR075W-A,EGO2
YIR001C,SGN1
YIR002C,MPH1
YIR004W,DJP1
YIR005W,IST3
YML073C,RPL6A
YIR009W,MSL1
YIR010W,DSN1
YGR074W,SMD1
YIR015W,RPR2
YIR016W,YIR016W
YIR020C,YIR020C
YIR024C,INA22
YIR035C,NRE1
YIR036C,IRC24
YIR037W,HYR1
YIR039C,YPS6
YIR041W,PAU15
YDR333C,RQC1
YIR042C,YIR042C
YIR044C,YIR044C
YIR043C,YIR043C
YNL002C,RLP7
YNL085W,MKT1
YJL098W,SAP185
YDR449C,UTP6
YJL097W,PHS1
YJL096W,MRPL49
YJL216C,IMA5
YJL225C,YJL225C
YPL009C,RQC2
YJL222W,VTH2
YJL218W,YJL218W
YJL217W,REE1
YJL099W,CHS6
YLR097C,HRT3
YMR004W,MVP1
YDR488C,PAC11
YGR132C,PHB1
YOR077W,RTS2
YFL003C,MSH4
YDR364C,CDC40
YDR034C,LYS14
YPL134C,ODC1
YEL017C-A,PMP2
YJR036C,HUL4
YDR182W,CDC1
YOR349W,CIN1
YMR319C,FET4
YGR032W,GSC2
YDL107W,MSS2
YNL061W,NOP2
YDR478W,SNM1
YOR094W,ARF3
YOR234C,RPL33B
YLR388W,RPS29A
YDL061C,RPS29B
YIL053W,GPP1
YNL006W,LST8
YPL028W,ERG10
YPL038W,MET31
YFL031W,HAC1
YPR188C,MLC2
YOR113W,AZF1
YLR319C,BUD6
YLR353W,BUD8
YLR459W,GAB1
YOR126C,IAH1
YLR075W,RPL10
YNL284C-A,YNL284C-A
YOR075W,UFE1
YGR059W,SPR3
YOR031W,CRS5
YOL110W,SHR5
YOR355W,GDS1
YDR195W,REF2
YMR323W,ERR3
YDR351W,SBE2
YNL328C,MDJ2
YNL327W,EGT2
YNL326C,PFA3
YNL325C,FIG4
YNL323W,LEM3
YNL320W,YNL320W
YNL317W,PFS2
YNL313C,EMW1
YNL311C,SKP2
YNL310C,ZIM17
YNL308C,KRI1
YNL306W,MRPS18
YNL332W,THI12
YLR139C,SLS1
YMR191W,SPG5
YGR199W,PMT6
YGR200C,ELP2
YGR201C,YGR201C
YGR203W,YCH1
YGR205W,TDA10
YGR206W,MVB12
YGR207C,CIR1
YGR210C,YGR210C
YJL111W,CCT7
YJL110C,GZF3
YDL199C,YDL199C
YJL109C,UTP10
YJL108C,PRM10
YJL107C,YJL107C
YJL105W,SET4
YJL103C,GSM1
YJL100W,LSB6
YDL103C,QRI1
YDL105W,NSE4
YLR147C,SMD3
YKL096W-A,CWP2
YFL058W,THI5
YFR009W,GCN20
YFL067W,YFL067W
YFL066C,YFL066C
YFL065C,YFL065C
YFL064C,YFL064C
YFL062W,COS4
YFL060C,SNO3
YMR275C,BUL1
YFL059W,SNZ3
YFL055W,AGP3
YFL054C,AQY3
YFL053W,DAK2
YFL052W,ZNF1
YFL051C,YFL051C
YDR034C-C,YDR034C-C
YFL049W,SWP82
YFL048C,EMP47
YFL047W,RGD2
YFL046W,FMP32
YFL044C,OTU1
YJL062W-A,COA3
YFL040W,YFL040W
YFL034C-B,MOB2
YFL033C,RIM15
YML107C,PML39
YOR222W,ODC2
YFL028C,CAF16
YDR434W,GPI17
YFL023W,BUD27
YFL020C,PAU5
YDR339C,FCF1
YCL005W-A,VMA9
YFL019C,YFL019C
YFL015C,YFL015C
YFL012W,YFL012W
YFL010C,WWM1
YOL083W,ATG34
YLR091W,GEP5
YOR112W,CEX1
YFR006W,YFR006W
YFR008W,FAR7
YFR010W,UBP6
YFR011C,MIC19
YOR167C,RPS28A
YFR012W,DCV1
YFR013W,IOC3
YFR016C,AIP5
YFR017C,IGD1
YFR020W,CSS2
YFR022W,ROG3
YFR024C-A,LSB3
YFR026C,ULI1
YFR027W,ECO1
YFR029W,PTR3
YFR032C,RRT5
YFR035C,YFR035C
YFR037C,RSC8
YFR038W,IRC5
YFR039C,OSW7
YFR040W,SAP155
YFR041C,ERJ5
YFR042W,KEG1
YFR043C,IRC6
YFR044C,DUG1
YFR045W,MRX20
YFR046C,CNN1
YFR047C,BNA6
YFR048W,RMD8
YFR051C,RET2
YFR054C,YFR054C
YFR055W,IRC7
YFR057W,YFR057W
YGL021W,ALK1
YLR098C,CHA4
YPR001W,CIT3
YGL065C,ALG2
YGL179C,TOS3
YJL042W,MHP1
YGL019W,CKB1
YKL006C-A,SFT1
YGL170C,SPO74
YGL168W,HUR1
YJR093C,FIP1
YPR129W,SCD6
YPL023C,MET12
YOR374W,ALD4
YGL245W,GUS1
YBL111C,YBL111C
YPL241C,CIN2
YMR052W,FAR3
YGL105W,ARC1
YJR042W,NUP85
YDR159W,SAC3
YGR274C,TAF1
YDR092W,UBC13
YNL039W,BDP1
YMR053C,STB2
YMR092C,AIP1
YDL178W,DLD2
YGR261C,APL6
YDR067C,OCA6
YGL087C,MMS2
YPL239W,YAR1
YMR230W,RPS10B
YLR289W,GUF1
YDR108W,TRS85
YLL001W,DNM1
YGL176C,YGL176C
YLR197W,NOP56
YGL174W,BUD13
YGR195W,SKI6
YGR196C,FYV8
YGR197C,SNG1
YGR198W,YPP1
YJL089W,SIP4
YLR154W-C,TAR1
YLR154W-A,YLR154W-A
YJL116C,NCA3
YJL117W,PHO86
YJR006W,POL31
YJL125C,GCD14
YPL076W,GPI2
YML112W,CTK3
YJR010C-A,SPC1
YOR310C,NOP58
YJL121C,RPE1
YJR132W,NMD5
YJR143C,PMT4
YMR035W,IMP2
YJR055W,HIT1
YJR127C,RSF2
YJL186W,MNN5
YJL185C,ATG36
YJL183W,MNN11
YJL181W,RBH1
YJL179W,PFD1
YJL177W,RPL17B
YJL171C,TOH1
YJL170C,ASG7
YJL168C,SET2
YJL163C,YJL163C
YJL162C,JJJ2
YJL161W,FMP33
YJL160C,PIR5
YJL158C,CIS3
YJL149W,DAS1
YJL148W,RPA34
YJL147C,SMT1
YJL145W,SFH5
YJL137C,GLG2
YJL134W,LCB3
YJL132W,YJL132W
YJL131C,AIM23
YJL126W,NIT2
YJL124C,LSM1
YJL123C,MTC1
YJL122W,ALB1
YJL114W,YJL114W
YJL113W,YJL113W
YJL112W,MDV1
YJL091C,GWT1
YJL084C,ALY2
YJL083W,TAX4
YJL082W,IML2
YJL078C,PRY3
YJL077C,ICS3
YJL079C,PRY1
YJL074C,SMC3
YJL075C,APQ13
YJL060W,BNA3
YJL059W,YHC3
YJL058C,BIT61
YJL057C,IKS1
YJL056C,ZAP1
YJL055W,LOG1
YJL051W,IRC8
YJL049W,CHM7
YJL048C,UBX6
YJL047C,RTT101
YJL046W,AIM22
YJL045W,SDH9
YJL043W,YJL043W
YJL039C,NUP192
YJL038C,LOH1
YJL037W,IRC18
YLR370C,ARC18
YJL035C,TAD2
YJL029C,VPS53
YJL027C,YJL027C
YJL024C,APS3
YJL023C,PET130
YJL020C,BBC1
YJL016W,TPH3
YJL017W,YJL017W
YJL011C,RPC17
YJL010C,NOP9
YDR390C,UBA2
YLR222C,UTP13
YJL008C,CCT8
YJL007C,YJL007C
YJL003W,COX16
YJR001W,AVT1
YJR002W,MPP10
YJR003C,MRX12
YJR008W,MHO1
YJR011C,CAL4
YJR012C,YJR012C
YJR013W,GPI14
YJR014W,TMA22
YJR015W,YJR015W
YJR022W,LSM8
YJR024C,MDE1
YJR025C,BNA1
YLR231C,BNA5
YJR027W,YJR027W
YJR028W,YJR028W
YJR029W,YJR029W
YJR030C,RBH2
YJR032W,CPR7
YJR033C,RAV1
YDR331W,GPI8
YJR039W,MLO127
YJR041C,URB2
YNL297C,MON2
YJR043C,POL32
YJR044C,VPS55
YJR046W,TAH11
YJR053W,BFA1
YJR054W,KCH1
YJR056C,YJR056C
YJR059W,PTK2
YJR070C,LIA1
YJR075W,HOC1
YJR078W,BNA2
YPR100W,MRPL51
YJR079W,YJR079W
YJR080C,AIM24
YJR082C,EAF6
YJR083C,ACF4
YJR085C,TMH11
YJR088C,EMC2
YJR091C,JSN1
YJR092W,BUD4
YJR096W,YJR096W
YJR097W,JJJ3
YJR098C,YJR098C
YJR100C,AIM25
YJR101W,RSM26
YJR102C,VPS25
YJR105W,ADO1
YGR033C,TIM21
YJR106W,ECM27
YJR107W,LIH1
YGR034W,RPL26B
YJR108W,ABM1
YJR110W,YMR1
YJR111C,PXP2
YJR112W,NNF1
YJR113C,RSM7
YJR115W,YJR115W
YJR116W,TDA4
YJR117W,STE24
YJR118C,ILM1
YJR119C,JHD2
YJR120W,YJR120W
YJR124C,YJR124C
YJR125C,ENT3
YGR036C,CAX4
YJR126C,VPS70
YJR128W,YJR128W
YJR129C,EFM3
YJR130C,STR2
YJR133W,XPT1
YJR134C,SGM1
YJR136C,TTI2
YGR038W,ORM1
YJR137C,MET5
YJR138W,IML1
YJR140C,HIR3
YGR046W,TAM41
YJR142W,YJR142W
YJR146W,YJR146W
YJR147W,HMS2
YJR148W,BAT2
YJR149W,YJR149W
YJR150C,DAN1
YJR151C,DAN4
YJR153W,PGU1
YJR154W,YJR154W
YJR156C,THI11
YJR161C,COS5
YOR321W,PMT3
YMR170C,ALD2
YLR220W,CCC1
YGR052W,FMP48
YMR246W,FAA4
YGR062C,COX18
YDR151C,CTH1
YLR136C,TIS11
YPR116W,RRG8
YOR337W,TEA1
YDR019C,GCV1
YPR026W,ATH1
YGR054W,YGR054W
YGR058W,PEF1
YGR056W,RSC1
YNL096C,RPS7B
YNL087W,TCB2
YNL086W,SNN1
YGR145W,ENP2
YGR146C,ECL1
YGR149W,GPC1
YGR150C,CCM1
YGR153W,YGR153W
YGR065C,VHT1
YGR071C,ENV11
YGR158C,MTR3
YMR161W,HLJ1
YGR097W,ASK10
YDL234C,GYP7
YGR081C,SLX9
YGR072W,UPF3
YPL085W,SEC16
YGR080W,TWF1
YDL141W,BPL1
YLR345W,YLR345W
YPL040C,ISM1
YPL097W,MSY1
YNL305C,BXI1
YNL304W,YPT11
YNL300W,TOS6
YNL299W,TRF5
YNL294C,RIM21
YNL293W,MSB3
YNL292W,PUS4
YDL186W,YDL186W
YDL182W,LYS20
YOR368W,RAD17
YPL084W,BRO1
YOR369C,RPS12
YOR265W,RBL2
YLR176C,RFX1
YDR508C,GNP1
YHR039C-A,VMA10
YBR059C,AKL1
YML110C,COQ5
YPR145W,ASN1
YMR189W,GCV2
YLR185W,RPL37A
YLR325C,RPL38
YNL131W,TOM22
YDR234W,LYS4
YML022W,APT1
YPR124W,CTR1
YDR012W,RPL4B
YGR100W,MDR1
YGR101W,PCP1
YGR180C,RNR4
YGR091W,PRP31
YDR305C,HNT2
YLR429W,CRN1
YML014W,TRM9
YMR268C,PRP24
YGR221C,TOS2
YGR223C,HSV2
YGR224W,AZR1
YGR230W,BNS1
YGR169C-A,LSO2
YJR005C-A,LSO1
YGR235C,MIC26
YCL054W-A,RDT1
YGR236C,SPG1
YGR237C,YGR237C
YGR238C,KEL2
YGR239C,PEX21
YML056C,IMD4
YLR432W,IMD3
YKL171W,NNK1
YMR304W,UBP15
YMR223W,UBP8
YMR019W,STB4
YDR156W,RPA14
YML004C,GLO1
YDR245W,MNN10
YML017W,PSP2
YMR060C,SAM37
YLR350W,ORM2
YDL049C,KNH1
YGL154C,LYS5
YMR175W,SIP18
YMR020W,FMS1
YOR058C,ASE1
YGR112W,SHY1
YNR058W,BIO3
YNR034W,SOL1
YDL064W,UBC9
YPL141C,FRK1
YOL143C,RIB4
YDL079C,MRK1
YNL261W,ORC5
YOL148C,SPT20
YDR505C,PSP1
YNL101W,AVT4
YLR266C,PDR8
YNL100W,MIC27
YNL097C,PHO23
YNL067W,RPL9B
YDR500C,RPL37B
YOR035C,SHE4
YGR267C,FOL2
YDL025C,RTK1
YGL251C,HFM1
YGL210W,YPT32
YOR339C,UBC11
YML025C,YML6
YDR267C,CIA1
YMR022W,UBC7
YDL024C,DIA3
YOR347C,PYK2
YOR047C,STD1
YLR306W,UBC12
YLR200W,YKE2
YML103C,NUP188
YGL128C,CWC23
YDL116W,NUP84
YLR153C,ACS2
YPR173C,VPS4
YLR192C,HCR1
YLR457C,NBP1
YGL091C,NBP35
YNR074C,AIF1
YNR075W,COS10
YOR363C,PIP2
YGL027C,CWH41
YGL083W,SCY1
YGL094C,PAN2
YGL100W,SEH1
YGL209W,MIG2
YLR193C,UPS1
YGL229C,SAP4
YGR170W,PSD2
YGR172C,YIP1
YOR142W,LSC1
YGR123C,PPT1
YLR201C,COQ9
YGR060W,ERG25
YGR213C,RTA1
YLR209C,PNP1
YLR213C,CRR1
YKR095W,MLP1
YGR287C,IMA1
YGL263W,COS12
YGL262W,YGL262W
YGL260W,YGL260W
YGL259W,YPS5
YGL258W,VEL1
YGL257C,MNT2
YGL250W,RMR1
YMR076C,PDS5
YGL249W,ZIP2
YGL247W,BRR6
YGL246C,RAI1
YGL244W,RTF1
YMR232W,FUS2
YDR014W,RAD61
YGL242C,YGL242C
YGL235W,YGL235W
YGL232W,TAN1
YGL231C,EMC4
YGL230C,YGL230C
YGL228W,SHE10
YGL227W,VID30
YOR003W,YSP3
YPR106W,ISR1
YGL224C,SDT1
YGL223C,COG1
YGL221C,NIF3
YLR422W,DCK1
YGL204C,YGL204C
YLR278C,YLR278C
YGL197W,MDS3
YGL196W,DSD1
YGL193C,YGL193C
YGL185C,YGL185C
YGL183C,MND1
YGL164C,YRB30
YGL159W,YGL159W
YGL157W,ARI1
YGL149W,YGL149W
YGL146C,RRT6
YGL144C,ROG1
YGL140C,YGL140C
YGL138C,YGL138C
YGL121C,GPG1
YGL118C,YGL118C
YGL117W,YGL117W
YGL108C,YGL108C
YGL107C,RMD9
YGL106W,MLC1
YGL104C,VPS73
YGL099W,LSG1
YGL098W,USE1
YGL088W,YGL088W
YGL085W,LCL3
YGL084C,GUP1
YGL081W,YGL081W
YGL080W,MPC1
YGL079W,KXD1
YGL075C,MPS2
YGL063W,PUS2
YGL061C,DUO1
YGL057C,GEP7
YGL053W,PRM8
YGL051W,MST27
YGL050W,TYW3
YGL047W,ALG13
YGL045W,RIM8
YGL039W,YGL039W
YGL036W,YGL036W
YGL034C,YGL034C
YGL033W,HOP2
YGL029W,CGR1
YGL028C,SCW11
YGL020C,GET1
YGL018C,JAC1
YGL007W,BRP1
YGL005C,COG7
YGL004C,RPN14
YGL002W,ERP6
YGL001C,ERG26
YGR001C,EFM5
YNL152W,INN1
YGR004W,PEX31
YGR012W,MCY1
YGR013W,SNU71
YGR016W,YGR016W
YGR017W,YGR017W
YGR018C,YGR018C
YGR021W,DPC29
YGR023W,MTL1
YGR024C,THG1
YGR025W,YGR025W
YGR026W,YGR026W
YDL117W,CYK3
YDR517W,GRH1
YGR030C,POP6
YGR031W,IMO32
YGR035C,YGR035C
YGR039W,YGR039W
YGR041W,BUD9
YGR042W,MTE1
YGR050C,YGR050C
YGR053C,MCO32
YIL082W-A,YIL082W-A
YGR057C,LST7
YGR066C,GID10
YGR067C,YGR067C
YGR068C,ART5
YGR077C,PEX8
YGR079W,YGR079W
YGR086C,PIL1
YGR089W,NNF2
YGR090W,UTP22
YGR093W,DRN1
YGR095C,RRP46
YGR106C,VOA1
YGR110W,CLD1
YGR111W,YGR111W
YGR117C,YGR117C
YGR120C,COG2
YGR122W,YGR122W
YGR126W,YGR126W
YGR127W,YGR127W
YGR128C,UTP8
YGR129W,SYF2
YGR134W,CAF130
YGR136W,LSB1
YGR141W,VPS62
YGR142W,BTN2
YGR161C,RTS3
YGR164W,YGR164W
YGR165W,MRPS35
YGR169C,PUS6
YGR177C,ATF2
YGR181W,TIM13
YGR211W,ZPR1
YGR212W,SLI1
YGR215W,RSM27
YGR216C,GPI1
YGR241C,YAP1802
YGR243W,MPC3
YML049C,RSE1
YLR191W,PEX13
YGR245C,SDA1
YGR247W,CPD1
YGR250C,RIE1
YGR251W,NOP19
YLR324W,PEX30
YDL065C,PEX19
YGR260W,TNA1
YLR013W,GAT3
YGR262C,BUD32
YGR263C,SAY1
YOR173W,DCS2
YGR266W,YGR266W
YGR271W,SLH1
YGR273C,YGR273C
YDL154W,MSH5
YGR275W,RTT102
YGR277C,CAB4
YGR278W,CWC22
YGR279C,SCW4
YGR280C,PXR1
YGR283C,UPA1
YGR292W,MAL12
YGR294W,PAU12
YGR295C,COS6
YDR144C,MKC7
YPR057W,BRR1
YOR319W,HSH49
YNR055C,HOL1
YPR138C,MEP3
YML060W,OGG1
YLR461W,PAU4
YMR270C,RRN9
YMR016C,SOK2
YNL222W,SSU72
YNL012W,SPO1
YNL249C,MPA43
YNL237W,YTP1
YPL010W,RET3
YNR049C,MSO1
YNL036W,NCE103
YNL066W,SUN4
YNL251C,NRD1
YNR023W,SNF12
YNR019W,ARE2
YDR248C,YDR248C
YNR057C,BIO4
YOL115W,PAP2
YNL044W,YIP3
YOL068C,HST1
YPL015C,HST2
YNR014W,YNR014W
YNR015W,SMM1
YNR018W,RCF2
YNR020C,ATP23
YNR022C,MRPL50
YNR027W,BUD17
YNR028W,CPR8
YNR029C,ZNG1
YNR030W,ALG12
YNR035C,ARC35
YNL065W,AQR1
YNR037C,RSM19
YNR039C,ZRG17
YNR046W,TRM112
YNR051C,BRE5
YNR061C,YNR061C
YNR062C,PUL3
YNR064C,YNR064C
YPL072W,UBP16
YPL083C,SEN54
YNR068C,YNR068C
YNR069C,BSC5
YNR077C,YNR077C
YLR323C,CWC24
YNL336W,COS1
YPL103C,FMP30
YNL283C,WSC2
YNL278W,CAF120
YNL273W,TOF1
YPL101W,ELP4
YNL269W,BSC4
YNL265C,IST1
YNL264C,PDR17
YPL093W,NOG1
YNL263C,YIF1
YNL260C,LTO1
YNL258C,DSL1
YPL087W,YDC1
YNL255C,GIS2
YNL254C,RTC4
YNL246W,VPS75
YNL247W,CRS1
YNL245C,CWC25
YNL242W,ATG2
YNL233W,BNI4
YNL227C,JJJ1
YNL225C,CNM67
YNL224C,SQS1
YNL211C,MRX7
YNL193W,YNL193W
YNL191W,DUG3
YNL190W,YNL190W
YPL123C,RNY1
YNL187W,SWT21
YNL184C,YNL184C
YNL182C,IPI3
YNL181W,PBR1
YNL176C,TDA7
YNL175C,NOP13
YPL122C,TFB2
YNL168C,FMP41
YNL166C,BNI5
YNL165W,YNL165W
YNL164C,IBD2
YNL159C,ASI2
YNL158W,PGA1
YNL157W,IGO1
YJL197W,UBP12
YNL156C,NSG2
YNL149C,PGA2
YNL148C,ALF1
YNL147W,LSM7
YNL146W,YNL146W
YNL144C,YNL144C
YNL143C,YNL143C
YNL140C,YNL140C
YNL136W,EAF7
YNL134C,YNL134C
YNL133C,FYV6
YNL129W,NRK1
YNL127W,FAR11
YNL125C,ESBP6
YNL122C,MRP35
YNL119W,NCS2
YNL115C,YNL115C
YNL110C,NOP15
YNL108C,YNL108C
YNL095C,YNL095C
YNL094W,APP1
YNL092W,YNL092W
YNL080C,EOS1
YNL078W,NIS1
YNL077W,APJ1
YNL075W,IMP4
YNL072W,RNH201
YPL112C,PEX25
YNL063W,MTQ1
YNL059C,ARP5
YNL058C,YNL058C
YPL110C,GDE1
YNL051W,COG5
YNL050C,YNL050C
YLR141W,RRN5
YNL049C,SFB2
YNL048W,ALG11
YNL046W,YNL046W
YNL041C,COG6
YNL038W,GPI15
YNL035C,YNL035C
YNL034W,YNL034W
YNL033W,YNL033W
YNL029C,KTR5
YNL027W,CRZ1
YNL020C,ARK1
YNL024C,EFM6
YNL023C,FAP1
YNL022C,RCM1
YNL021W,HDA1
YNL019C,YNL019C
YNL018C,YNL018C
YNL014W,HEF3
YDR463W,STP1
YNL011C,YNL011C
YNL008C,ASI3
YOR124C,UBP2
YMR316W,DIA1
YLR460C,YLR460C
YMR119W,ASI1
YLR028C,ADE16
YDR098C-B,YDR098C-B
YPL061W,ALD6
YPL017C,IRC15
YMR121C,RPL15B
YMR015C,ERG5
YML086C,ALO1
YML065W,ORC1
YOR358W,HAP5
YML109W,ZDS2
YML114C,TAF8
YMR172W,HOT1
YDL020C,RPN4
YDR096W,GIS1
YLL004W,ORC3
YPR162C,ORC4
YML012W,ERV25
YLR418C,CDC73
YML070W,DAK1
YDR058C,TGL2
YDR068W,DOS2
YOR008C,SLG1
YOR323C,PRO2
YPL254W,HFI1
YLR059C,REX2
YDR525W-A,SNA2
YFL034C-A,RPL22B
YPR199C,ARR1
YMR227C,TAF7
YLR438C-A,LSM3
YJR135W-A,TIM8
YFL039C,ACT1
YPL096C-A,ERI1
YKR035W-A,DID2
YBR233W-A,DAD3
YDR320C-A,DAD4
YKL138C-A,HSK3
YLL002W,RTT109
YDR169C,STB3
YDR322C-A,TIM11
YLR073C,RFU1
YML081C-A,ATP18
YOL077W-A,ATP19
YER014C-A,BUD25
YCL001W-A,YCL001W-A
YER056C-A,RPL34A
YLR103C,CDC45
YER093C-A,AIM11
YDR274C,YDR274C
YDR276C,PMP3
YDR166C,SEC5
YOL052C-A,DDR2
YHR079C-A,SAE3
YER007C-A,TMA20
YIL118W,RHO3
YKR055W,RHO4
YLR119W,SRN2
YJR058C,APS2
YDR150W,NUM1
YHR086W,NAM8
YJL031C,BET4
YKL148C,SDH1
YGR075C,PRP38
YKL087C,CYT2
YIL061C,SNP1
YGL129C,RSM23
YER069W,ARG56
YAL043C,PTA1
YOR229W,WTM2
YJL095W,BCK1
YBR215W,HPC2
YPR135W,CTF4
YER151C,UBP3
YNL239W,LAP3
YDR432W,NPL3
YDR077W,SED1
YLR026C,SED5
YMR198W,CIK1
YLR262C,YPT6
YOR115C,TRS33
YLR244C,MAP1
YER115C,SPR6
YPR005C,HAL1
YML104C,MDM1
YDR372C,VPS74
YOR334W,MRS2
YLL034C,RIX7
YLR035C,MLH2
YOL034W,SMC5
YKR080W,MTD1
YDR492W,IZH1
YPL164C,MLH3
YKR004C,ECM9
YKR005C,YKR005C
YKR011C,YKR011C
YPL242C,IQG1
YMR072W,ABF2
YOR148C,SPP2
YMR240C,CUS1
YIL014C-A,YIL014C-A
YPL013C,MRPS16
YPL037C,EGD1
YDR424C,DYN2
YPL030W,TRM44
YPL027W,SMA1
YPL024W,RMI1
YPL021W,ECM23
YLR329W,REC102
YDR487C,RIB3
YPL068C,YPL068C
YBR191W,RPL21A
YPL067C,HTC1
YPL064C,CWC27
YER058W,PET117
YJR034W,PET191
YML091C,RPM2
YDL212W,SHR3
YDR088C,SLU7
YPL060W,MFM1
YPL056C,LCL1
YOR048C,RAT1
YGL213C,SKI8
YPL055C,LGE1
YPL054W,LEE1
YPL052W,OAZ1
YOR018W,ROD1
YJL205C,NCE101
YPL080C,YPL080C
YPL077C,YPL077C
YPL071C,YPL071C
YPL108W,YPL108W
YPL107W,DPC25
YPL105C,SYH1
YPL100W,ATG21
YPL099C,INA17
YPL098C,MGR2
YPL096W,PNG1
YPL095C,EEB1
YPL086C,ELP3
YPL126W,NAN1
YPL120W,VPS30
YPL118W,MRP51
YPL116W,HOS3
YPL113C,YPL113C
YPL109C,CQD1
YPL139C,UME1
YPL137C,GIP3
YPL135W,ISU1
YPR051W,MAK3
YPL130W,SPO19
YDR539W,FDC1
YDR540C,IRC4
YLL050C,COF1
YDR541C,YDR541C
YDR542W,PAU10
YPL047W,SGF11
YPL041C,MRX11
YPL039W,YPL039W
YPL034W,YPL034W
YPL033C,SRL4
YPL032C,SVL3
YML133C,YML133C
YML128C,MSC1
YMR095C,SNO1
YMR096W,SNZ1
YMR097C,MTG1
YMR098C,ATP25
YMR101C,SRT1
YMR102C,LAF1
YKL164C,PIR1
YKL163W,PIR3
YDR091C,RLI1
YDR041W,RSM10
YDR042C,YDR042C
YML122C,YML122C
YML119W,YML119W
YMR171C,EAR1
YMR180C,CTL1
YMR181C,YMR181C
YMR184W,ADD37
YMR278W,PRM15
YMR279C,ATR2
YMR289W,ABZ2
YDR459C,PFA5
YDR460W,TFB3
YFL027C,GYP8
YPL045W,VPS16
YDR470C,UGO1
YGR252W,GCN5
YDR473C,PRP3
YDR475C,JIP4
YDR474C,YDR474C
YDR476C,YDR476C
YDR479C,PEX29
YDR482C,CWC21
YDR485C,VPS72
YDR486C,VPS60
YDR490C,PKH1
YDR493W,MZM1
YDR494W,RSM28
YML041C,VPS71
YDL002C,NHP10
YDL001W,RMD1
YDR003W,RCR2
YDR206W,EBS1
YDR209C,YDR209C
YDR210W,YDR210W
YDR210W-A,YDR210W-A
YMR259C,TRM732
YMR265C,YMR265C
YMR269W,TMA23
YMR071C,TVP18
YMR295C,YMR295C
YMR298W,LIP1
YML079W,YML079W
YDL142C,CRD1
YML072C,TCB3
YMR209C,YMR209C
YMR211W,DML1
YMR212C,EFR3
YMR213W,CEF1
YMR215W,GAS3
YMR002W,MIX17
YMR003W,AIM34
YMR006C,PLB2
YMR007W,YMR007W
YMR010W,ANY1
YMR200W,ROT1
YLR115W,CFT2
YMR204C,INP1
YMR206W,YMR206W
YML038C,YMD8
YKL011C,CCE1
YML037C,YML037C
YML036W,CGI121
YML030W,RCF1
YML023C,NSE5
YML029W,USA1
YML020W,YML020W
YML018C,YML018C
YML117W,NAB6
YML111W,BUL2
YML108W,YML108W
YDR147W,EKI1
YDR152W,GIR2
YDR153C,ENT5
YDR163W,CWC15
YDR235W,PRP42
YDR239C,YDR239C
YDR240C,SNU56
YDR249C,YDR249C
YMR154C,RIM13
YMR155W,YMR155W
YMR156C,TPP1
YMR157C,AIM36
YMR160W,CVM1
YDL070W,BDF2
YMR163C,INP2
YMR164C,MSS11
YMR166C,MME1
YCL058W-A,ADF1
YDR097C,MSH6
YDR098C-A,YDR098C-A
YDR100W,TVP15
YDR101C,ARX1
YDR102C,YDR102C
YDR104C,SPO71
YMR122C,YMR122C
YMR123W,PKR1
YDR128W,MTC5
YDR131C,YDR131C
YDR132C,MRX16
YDR139C,RUB1
YDR140W,MTQ2
YDR141C,DOP1
YDR259C,YAP6
YDR014W-A,HED1
YDR200C,VPS64
YDR202C,RAV2
YDR170W-A,YDR170W-A
YLR369W,SSQ1
YDR179C,CSN9
YDR179W-A,NVJ3
YLR341W,SPO77
YDR184C,ATC1
YDR186C,SND1
YMR241W,YHM2
YMR244W,YMR244W
YLR181C,VTA1
YDR378C,LSM6
YDR412W,RRP17
YDR415C,YDR415C
YDR421W,ARO80
YDR425W,SNX41
YDR427W,RPN9
YDR435C,PPM1
YDR437W,GPI19
YDR438W,THI74
YDR439W,LRS4
YDR444W,YDR444W
YOL049W,GSH2
YDR446W,ECM11
