Gene,+/0/-,430Net rank,PIXIE rank,Difference (430Net-PIXIE),Absoulte Difference
YGR238C,-1,2376,1204,1172,1172
YIL017C,-1,350,1522,-1172,1172
YML034W,-1,2135,964,1171,1171
YDL098C,-1,1304,2474,-1170,1170
YDR027C,-1,860,2029,-1169,1169
YDR164C,-1,2786,1618,1168,1168
YOR368W,-1,2278,1111,1167,1167
YOL104C,-1,4050,2884,1166,1166
YDR227W,-1,1408,2573,-1165,1165
YGR208W,-1,2140,3304,-1164,1164
YDR309C,-1,2968,4131,-1163,1163
YKR050W,-1,1938,3101,-1163,1163
YOR253W,-1,2590,1428,1162,1162
YLR393W,-1,1306,144,1162,1162
YCR065W,-1,4003,2842,1161,1161
YDL234C,-1,347,1508,-1161,1161
YCR035C,-1,1830,2987,-1157,1157
YLR353W,-1,486,1643,-1157,1157
YNR008W,-1,3324,2167,1157,1157
YER087C-B,-1,3795,2639,1156,1156
YJL203W,-1,2710,3864,-1154,1154
YER030W,-1,1400,2553,-1153,1153
YGL103W,-1,2740,3893,-1153,1153
YML063W,-1,3188,2035,1153,1153
YOL129W,-1,130,1282,-1152,1152
YFR033C,-1,135,1287,-1152,1152
YNR060W,-1,3579,2428,1151,1151
YDR003W,-1,188,1339,-1151,1151
YER020W,-1,559,1710,-1151,1151
YLL010C,-1,3045,1894,1151,1151
YDR014W,-1,3748,2598,1150,1150
YGR098C,-1,1309,2459,-1150,1150
YJL167W,-1,1445,296,1149,1149
YPL096W,-1,436,1584,-1148,1148
YDR143C,-1,2454,1307,1147,1147
YKR026C,-1,1060,2207,-1147,1147
YLR142W,-1,2365,1219,1146,1146
YPL170W,-1,3111,1965,1146,1146
YDR315C,-1,766,1912,-1146,1146
YER104W,-1,3491,2345,1146,1146
YPL198W,-1,3356,2210,1146,1146
YDR522C,-1,4158,3013,1145,1145
YEL069C,-1,4171,3026,1145,1145
YDR423C,-1,298,1442,-1144,1144
YGL078C,-1,2448,3592,-1144,1144
YFL059W,-1,3862,2718,1144,1144
YBL018C,-1,1329,2471,-1142,1142
YGL136C,-1,835,1976,-1141,1141
YGR141W,-1,1480,2621,-1141,1141
YGR285C,-1,1803,2944,-1141,1141
YER180C,-1,3601,2462,1139,1139
YIL056W,-1,1973,3112,-1139,1139
YER015W,-1,1419,2557,-1138,1138
YOR063W,-1,2232,3370,-1138,1138
YGR041W,-1,2681,1544,1137,1137
YDL235C,-1,1318,2455,-1137,1137
YDL040C,-1,1686,2822,-1136,1136
YPR081C,-1,444,1580,-1136,1136
YPL119C,-1,1707,2843,-1136,1136
YIL030C,-1,2425,1289,1136,1136
YHR071W,-1,3890,2755,1135,1135
YJR091C,-1,1705,571,1134,1134
YHR157W,-1,2867,1734,1133,1133
YNR049C,-1,2476,1343,1133,1133
YGL089C,-1,4359,3226,1133,1133
YGL002W,-1,1127,2258,-1131,1131
YDR161W,-1,3636,2506,1130,1130
YOR208W,-1,1664,535,1129,1129
YOR057W,-1,1792,2921,-1129,1129
YOR031W,-1,1660,2789,-1129,1129
YEL058W,-1,2748,1620,1128,1128
YBR018C,-1,3382,2254,1128,1128
YDL195W,-1,1722,595,1127,1127
YFL017C,-1,849,1974,-1125,1125
YGL158W,-1,4039,2916,1123,1123
YKL108W,-1,3996,2873,1123,1123
YPL140C,-1,1165,2287,-1122,1122
YER005W,-1,2283,3404,-1121,1121
YIL048W,-1,2464,3585,-1121,1121
YDR272W,-1,396,1517,-1121,1121
YOR162C,-1,471,1590,-1119,1119
YER019C-A,-1,2275,3393,-1118,1118
YHL019C,-1,1864,2982,-1118,1118
YML082W,-1,3215,2099,1116,1116
YIR032C,-1,2465,3580,-1115,1115
YNL222W,-1,1094,2209,-1115,1115
YNR027W,-1,2638,1524,1114,1114
YBL019W,-1,1844,730,1114,1114
YOL156W,-1,4148,3034,1114,1114
YPR131C,1,1245,131,1114,1114
YER026C,-1,426,1539,-1113,1113
YGR095C,-1,2314,3427,-1113,1113
YPL020C,-1,522,1633,-1111,1111
YGR187C,-1,1685,2796,-1111,1111
YIL132C,-1,981,2092,-1111,1111
YDL223C,-1,2054,945,1109,1109
YBR102C,-1,1726,619,1107,1107
YPL176C,-1,2203,1096,1107,1107
YLR119W,-1,2602,1495,1107,1107
YNL036W,-1,579,1685,-1106,1106
YOR380W,-1,1158,2264,-1106,1106
YPL007C,-1,1349,2454,-1105,1105
YMR009W,-1,1762,657,1105,1105
YGL055W,1,27,1132,-1105,1105
YOR101W,-1,2293,3397,-1104,1104
YGR278W,-1,3905,2803,1102,1102
YHL015W,-1,2726,3828,-1102,1102
YDL014W,-1,1956,3058,-1102,1102
YJR094W-A,-1,2966,4067,-1101,1101
YOL052C-A,-1,508,1607,-1099,1099
YGR194C,-1,145,1244,-1099,1099
YDR328C,-1,1406,2504,-1098,1098
YML127W,-1,2072,3169,-1097,1097
YBR176W,-1,1192,95,1097,1097
YLR052W,-1,2066,3163,-1097,1097
YHR034C,-1,2624,1528,1096,1096
YLL016W,-1,3248,2152,1096,1096
YHR165C,-1,2736,3831,-1095,1095
YKR048C,-1,2729,3822,-1093,1093
YOR301W,-1,3466,2373,1093,1093
YNL242W,-1,1825,2917,-1092,1092
YBR260C,-1,1521,429,1092,1092
YGR177C,-1,3867,2775,1092,1092
YOR315W,-1,2123,3215,-1092,1092
YCL027W,-1,4068,2976,1092,1092
YJL198W,-1,2335,3424,-1089,1089
YMR033W,-1,399,1488,-1089,1089
YGR085C,-1,2613,3701,-1088,1088
YLR165C,-1,1139,2226,-1087,1087
YBR180W,-1,4305,3218,1087,1087
YHR091C,0,99,1185,-1086,1086
YDL002C,-1,1630,544,1086,1086
YNR033W,-1,381,1465,-1084,1084
YBR095C,-1,1658,574,1084,1084
YGR268C,-1,679,1763,-1084,1084
YER129W,-1,2269,3351,-1082,1082
YIR028W,-1,2859,3940,-1081,1081
YPR006C,-1,1276,197,1079,1079
YLR004C,-1,3614,2535,1079,1079
YFR031C-A,-1,3063,4141,-1078,1078
YGL027C,-1,1806,728,1078,1078
YDL192W,-1,2510,1432,1078,1078
YDR092W,-1,2808,1732,1076,1076
YOR323C,-1,2134,3210,-1076,1076
YDL030W,-1,2240,1164,1076,1076
YGR072W,-1,2565,3639,-1074,1074
YNL339C,-1,3825,2752,1073,1073
YHR206W,-1,3098,2025,1073,1073
YBR152W,-1,3405,2333,1072,1072
YPL143W,-1,2775,3847,-1072,1072
YJR082C,-1,2210,3281,-1071,1071
YDL125C,-1,2535,1464,1071,1071
YLR086W,-1,1866,795,1071,1071
YMR059W,0,1326,256,1070,1070
YML065W,-1,812,1881,-1069,1069
YBL087C,-1,2871,3939,-1068,1068
YNL299W,-1,620,1688,-1068,1068
YLR273C,-1,1305,2371,-1066,1066
YBR133C,-1,1572,506,1066,1066
YGL243W,-1,2303,3367,-1064,1064
YGL139W,-1,2598,1535,1063,1063
YGR178C,-1,2730,1667,1063,1063
YML048W,-1,560,1622,-1062,1062
YKL052C,-1,3777,2715,1062,1062
YDL219W,-1,759,1821,-1062,1062
YPL234C,-1,2120,1059,1061,1061
YBR236C,-1,1623,563,1060,1060
YBR276C,-1,1218,158,1060,1060
YDR165W,-1,2875,3935,-1060,1060
YDL134C,-1,1492,2551,-1059,1059
YDL103C,-1,464,1521,-1057,1057
YDL170W,-1,3859,2802,1057,1057
YAR002C-A,-1,2382,1325,1057,1057
YNL124W,-1,2842,3897,-1055,1055
YOL142W,-1,2415,3470,-1055,1055
YDR001C,-1,279,1331,-1052,1052
YNL241C,-1,308,1360,-1052,1052
YMR080C,-1,1927,2978,-1051,1051
YMR134W,1,12,1063,-1051,1051
YOR348C,-1,1563,2613,-1050,1050
YLR227C,-1,3562,2513,1049,1049
YMR037C,-1,2550,3599,-1049,1049
YKL159C,-1,1113,2161,-1048,1048
YFR051C,-1,1717,669,1048,1048
YLR176C,-1,1729,2777,-1048,1048
YKL058W,-1,1716,670,1046,1046
YOR245C,-1,175,1221,-1046,1046
YJL141C,-1,358,1404,-1046,1046
YKR078W,-1,2699,1654,1045,1045
YDR139C,-1,3174,2129,1045,1045
YBR228W,-1,1387,342,1045,1045
YAR071W,-1,2496,3541,-1045,1045
YPL213W,-1,2279,1235,1044,1044
YGL004C,-1,687,1730,-1043,1043
YPL219W,-1,1023,2065,-1042,1042
YLR212C,-1,1756,715,1041,1041
YHL025W,-1,3663,2622,1041,1041
YGL054C,-1,2600,1559,1041,1041
YDL074C,-1,2089,3130,-1041,1041
YBR245C,-1,1570,530,1040,1040
YOR260W,-1,2165,3204,-1039,1039
YMR197C,-1,207,1245,-1038,1038
YBL064C,-1,128,1166,-1038,1038
YBR286W,-1,940,1977,-1037,1037
YBR240C,-1,1811,2847,-1036,1036
YER118C,-1,1464,2499,-1035,1035
YJR152W,-1,3206,2171,1035,1035
YKR022C,-1,2560,3595,-1035,1035
YNL188W,-1,370,1405,-1035,1035
YOL093W,-1,1154,2189,-1035,1035
YER099C,-1,2731,1696,1035,1035
YPL233W,-1,3279,2245,1034,1034
YNR050C,-1,2828,1794,1034,1034
YAR003W,-1,2689,3723,-1034,1034
YLR079W,-1,3070,2038,1032,1032
YCR053W,-1,2375,3407,-1032,1032
YHR108W,-1,1103,2135,-1032,1032
YOR298C-A,-1,1517,2547,-1030,1030
YNL230C,-1,3087,2057,1030,1030
YGL170C,-1,4176,3146,1030,1030
YGR014W,-1,1930,2958,-1028,1028
YOL112W,-1,2840,1812,1028,1028
YLR344W,-1,2886,3914,-1028,1028
YKL173W,-1,2687,3714,-1027,1027
YNR007C,-1,216,1242,-1026,1026
YLR318W,-1,3312,2286,1026,1026
YLR219W,-1,394,1418,-1024,1024
YNL002C,-1,1793,2816,-1023,1023
YKL038W,-1,3278,2255,1023,1023
YDL231C,-1,3193,2170,1023,1023
YPR086W,-1,2986,4008,-1022,1022
YBR217W,-1,1459,437,1022,1022
YPL220W,-1,2834,3856,-1022,1022
YKR031C,-1,1050,2071,-1021,1021
YPL120W,-1,608,1629,-1021,1021
YDR390C,-1,1829,2850,-1021,1021
YLR306W,-1,1212,2232,-1020,1020
YIL079C,-1,3242,2224,1018,1018
YLR128W,-1,1674,2691,-1017,1017
YCR040W,-1,4168,3151,1017,1017
YJL093C,-1,1342,2358,-1016,1016
YKL211C,-1,2356,1340,1016,1016
YHR185C,-1,4333,3318,1015,1015
YNL186W,-1,1503,2518,-1015,1015
YOL082W,-1,182,1196,-1014,1014
YJL168C,-1,2823,3837,-1014,1014
YDR416W,-1,1919,905,1014,1014
YDL035C,-1,1428,2440,-1012,1012
YDR359C,-1,2910,1901,1009,1009
YMR121C,-1,3632,2623,1009,1009
YPL058C,-1,4170,3162,1008,1008
YPR139C,-1,1771,2779,-1008,1008
YDR516C,-1,1283,2290,-1007,1007
YKR076W,-1,415,1422,-1007,1007
YDL244W,-1,3844,2838,1006,1006
YPR160W,-1,1389,2395,-1006,1006
YOL043C,-1,1913,907,1006,1006
YFR055W,-1,3454,2451,1003,1003
YBL085W,-1,1822,2825,-1003,1003
YLR167W,-1,2655,3658,-1003,1003
YIL068C,-1,1015,2018,-1003,1003
YBL075C,-1,1914,913,1001,1001
YOR048C,-1,1831,2832,-1001,1001
YIL126W,-1,3075,4075,-1000,1000
YJL072C,-1,2227,1227,1000,1000
YPL268W,-1,2531,1533,998,998
YIL046W,-1,3966,2969,997,997
YGR061C,-1,2463,3460,-997,997
YDL047W,-1,2978,3975,-997,997
YDR207C,-1,2121,1125,996,996
YHR123W,-1,3138,4133,-995,995
YMR322C,-1,1515,2508,-993,993
YNL240C,-1,3634,2641,993,993
YLL048C,-1,3944,2953,991,991
YBL040C,-1,721,1711,-990,990
YDR398W,-1,2486,3476,-990,990
YIR025W,-1,1798,2787,-989,989
YNL044W,-1,3879,2891,988,988
YAL067C,-1,4240,3252,988,988
YNL218W,-1,3175,2187,988,988
YBR070C,-1,2940,3927,-987,987
YPL112C,-1,2024,3011,-987,987
YGL200C,-1,1471,484,987,987
YLR466W,-1,3651,2664,987,987
YKR090W,-1,1910,2896,-986,986
YDR205W,-1,2112,3098,-986,986
YLR307W,-1,3969,2983,986,986
YHR002W,-1,349,1334,-985,985
YDR277C,-1,3888,2903,985,985
YJR043C,-1,3139,4123,-984,984
YLR208W,-1,1016,2000,-984,984
YGL021W,-1,1472,2456,-984,984
YNR048W,-1,1062,2044,-982,982
YMR183C,-1,3094,2114,980,980
YML070W,-1,246,1225,-979,979
YBL089W,-1,1269,290,979,979
YGL113W,-1,2737,1758,979,979
YDR218C,-1,3892,2914,978,978
YLR017W,-1,1364,2341,-977,977
YNL278W,-1,3280,2303,977,977
YJR001W,-1,1401,2377,-976,976
YLR174W,-1,393,1369,-976,976
YER183C,-1,1101,2076,-975,975
YMR219W,-1,2174,3148,-974,974
YNL286W,-1,3026,2054,972,972
YPR041W,-1,937,1908,-971,971
YDR424C,-1,1311,340,971,971
YPR187W,-1,2574,3545,-971,971
YDR305C,-1,1796,826,970,970
YLR192C,-1,2538,1569,969,969
YGL141W,-1,2546,1578,968,968
YLR291C,-1,1345,2313,-968,968
YNL067W,-1,3040,2072,968,968
YMR214W,-1,1547,579,968,968
YLR285W,-1,461,1427,-966,966
YDL013W,-1,2336,1372,964,964
YBR089C-A,-1,1802,2766,-964,964
YPL001W,-1,1782,818,964,964
YDR407C,-1,2674,3637,-963,963
YKR082W,-1,1450,487,963,963
YNL139C,-1,3875,2913,962,962
YPL174C,-1,1554,593,961,961
YOR122C,-1,1146,185,961,961
YEL037C,-1,3014,3973,-959,959
YFL003C,-1,4067,3108,959,959
YDR363W,-1,2344,3302,-958,958
YBR274W,-1,1100,142,958,958
YDR108W,-1,2124,3082,-958,958
YMR043W,-1,2904,3860,-956,956
YCR010C,-1,2807,1851,956,956
YDL153C,-1,2381,3336,-955,955
YGL232W,-1,832,1787,-955,955
YOL155C,-1,3307,2352,955,955
YLR260W,-1,1294,2249,-955,955
YKL048C,-1,1552,599,953,953
YOR109W,-1,3350,2397,953,953
YCL052C,-1,121,1073,-952,952
YGR199W,-1,1122,2074,-952,952
YMR156C,-1,853,1805,-952,952
YGL236C,0,120,1070,-950,950
YCR024C-A,-1,2507,1557,950,950
YBL079W,-1,1491,542,949,949
YNL292W,-1,1241,2190,-949,949
YLR244C,-1,897,1845,-948,948
YBR106W,-1,1456,509,947,947
YMR207C,-1,1669,724,945,945
YLR441C,-1,3223,4167,-944,944
YJL130C,-1,1785,841,944,944
YJL136C,-1,2564,3507,-943,943
YKL178C,-1,4198,3256,942,942
YHR074W,-1,993,1934,-941,941
YCL011C,-1,3158,4099,-941,941
YDR145W,-1,2853,3794,-941,941
YOR295W,-1,1712,2653,-941,941
YGR186W,-1,3117,4056,-939,939
YOR388C,-1,3750,2812,938,938
YPL133C,-1,2241,1303,938,938
YNL275W,-1,2921,1984,937,937
YGR109C,-1,4104,3168,936,936
YGR142W,-1,1695,760,935,935
YMR261C,-1,379,1314,-935,935
YPR173C,-1,2720,1789,931,931
YJL042W,-1,1178,2109,-931,931
YBR088C,-1,2631,1701,930,930
YNL108C,-1,2313,1383,930,930
YPR073C,-1,465,1395,-930,930
YER075C,-1,2753,1824,929,929
YGL209W,-1,4195,3267,928,928
YGR239C,-1,2858,1931,927,927
YPL189W,-1,3160,2233,927,927
YML058W,1,1213,287,926,926
YPL166W,-1,2455,1531,924,924
YIL103W,-1,1243,2166,-923,923
YML026C,-1,3105,4028,-923,923
YDR487C,-1,2717,1795,922,922
YLL021W,-1,1800,879,921,921
YPL031C,-1,192,1113,-921,921
YOR040W,-1,1096,175,921,921
YDR503C,-1,1863,943,920,920
YDR055W,-1,2286,1366,920,920
YHR128W,-1,1767,2686,-919,919
YOR322C,-1,1474,556,918,918
YKL002W,-1,556,1474,-918,918
YHL038C,-1,1128,211,917,917
YPR181C,-1,1935,1019,916,916
YGL205W,-1,2160,1246,914,914
YKR079C,-1,1465,2379,-914,914
YPL095C,-1,2895,1981,914,914
YOL102C,-1,2843,1929,914,914
YBR002C,-1,1493,581,912,912
YOR168W,-1,1789,2701,-912,912
YKL176C,-1,2388,1476,912,912
YPL217C,-1,2961,3873,-912,912
YNL026W,1,17,928,-911,911
YMR280C,-1,1010,1921,-911,911
YLR242C,-1,1772,861,911,911
YML035C,-1,1852,2763,-911,911
YDR435C,-1,208,1118,-910,910
YDR012W,-1,2477,1567,910,910
YDL148C,-1,2616,1706,910,910
YGL151W,-1,2618,3528,-910,910
YDL088C,-1,1560,650,910,910
YBR203W,-1,2915,3825,-910,910
YGL179C,-1,3959,3049,910,910
YMR137C,-1,2607,1698,909,909
YKR063C,-1,1512,2419,-907,907
YGR157W,-1,1590,2497,-907,907
YDL209C,-1,2671,3577,-906,906
YDR527W,-1,2772,1866,906,906
YNR034W,-1,561,1467,-906,906
YKL139W,-1,2385,3291,-906,906
YGL116W,-1,2633,3539,-906,906
YJL165C,-1,3987,3081,906,906
YDL046W,-1,265,1171,-906,906
YDL239C,-1,2115,1209,906,906
YJL047C,-1,2338,1433,905,905
YER157W,-1,3391,2486,905,905
YMR112C,-1,1906,2810,-904,904
YML059C,-1,1330,2234,-904,904
YAL011W,-1,2063,1159,904,904
YPL161C,-1,3120,2218,902,902
YJR092W,-1,568,1469,-901,901
YJL155C,-1,310,1210,-900,900
YCL051W,-1,1416,2316,-900,900
YKL043W,-1,4147,3248,899,899
YML061C,1,1012,113,899,899
YGR092W,-1,2049,1151,898,898
YHR102W,-1,2931,3829,-898,898
YKL135C,-1,643,1540,-897,897
YBR060C,-1,1528,631,897,897
YEL054C,-1,2782,3679,-897,897
YDL087C,-1,2306,3203,-897,897
YLR205C,-1,1173,277,896,896
YDR234W,-1,1486,590,896,896
YBL052C,-1,1483,588,895,895
YPL049C,-1,3778,2883,895,895
YOR344C,-1,2794,3688,-894,894
YOL060C,1,101,995,-894,894
YEL051W,-1,732,1626,-894,894
YLR450W,-1,3453,2560,893,893
YMR292W,-1,2870,3763,-893,893
YNL041C,-1,2324,1431,893,893
YJR103W,-1,629,1520,-891,891
YDR497C,-1,2405,3296,-891,891
YPR088C,-1,1997,1107,890,890
YBR212W,1,62,952,-890,890
YCR020W-B,-1,1982,2872,-890,890
YMR048W,-1,2536,1647,889,889
YDL216C,-1,2195,3084,-889,889
YOL003C,-1,405,1293,-888,888
YOR177C,-1,2889,3776,-887,887
YDL193W,-1,1573,686,887,887
YLR155C,-1,2744,1859,885,885
YNL270C,-1,2942,2058,884,884
YER008C,-1,2156,1273,883,883
YMR304W,-1,1145,2028,-883,883
YBR213W,-1,3706,2823,883,883
YDR253C,-1,4063,3181,882,882
YJR073C,-1,933,1814,-881,881
YDL161W,-1,909,28,881,881
YDR270W,-1,617,1498,-881,881
YGR113W,-1,2010,2890,-880,880
YIL040W,-1,2033,2912,-879,879
YJR074W,-1,2896,3774,-878,878
YNL127W,-1,434,1312,-878,878
YDR071C,-1,1703,827,876,876
YMR117C,-1,3845,2971,874,874
YKL196C,-1,2508,1634,874,874
YLR189C,-1,1052,1924,-872,872
YAR033W,-1,2468,1596,872,872
YER114C,-1,2596,3467,-871,871
YAL028W,-1,3644,2773,871,871
YGR262C,-1,1744,2615,-871,871
YFR047C,-1,856,1726,-870,870
YEL015W,-1,2179,1309,870,870
YLR055C,-1,3236,4105,-869,869
YAR015W,-1,3813,2945,868,868
YLR262C-A,-1,990,123,867,867
YML012W,-1,218,1084,-866,866
YHR041C,-1,3276,4142,-866,866
YGL201C,-1,3039,2174,865,865
YPR029C,-1,2091,1226,865,865
YBR200W,-1,1058,194,864,864
YIL051C,1,41,904,-863,863
YJL190C,-1,2987,3850,-863,863
YJR084W,-1,2331,3192,-861,861
YJL153C,-1,2312,3173,-861,861
YMR297W,-1,284,1145,-861,861
YER177W,-1,1151,2012,-861,861
YLR455W,-1,3209,2349,860,860
YKL096W-A,-1,2802,1944,858,858
YGL127C,-1,2974,2117,857,857
YDR320C,-1,2139,1283,856,856
YLR045C,-1,1648,793,855,855
YLL004W,-1,2132,1277,855,855
YDR155C,-1,2208,3062,-854,854
YIL140W,-1,3328,4182,-854,854
YPL023C,-1,3033,2180,853,853
YOL133W,-1,1897,1044,853,853
YOL075C,-1,3234,2381,853,853
YLR170C,-1,683,1534,-851,851
YNL255C,-1,1784,933,851,851
YGL256W,-1,1653,802,851,851
YOR133W,-1,2553,1702,851,851
YLL026W,-1,237,1087,-850,850
YDR369C,-1,1734,885,849,849
YJR062C,-1,1006,159,847,847
YDR422C,-1,2849,2002,847,847
YOL028C,-1,1239,2086,-847,847
YGR188C,-1,2819,3665,-846,846
YER096W,-1,3067,2222,845,845
YMR243C,-1,3173,4017,-844,844
YPR129W,-1,676,1519,-843,843
YJL138C,-1,2723,1880,843,843
YKL149C,-1,2222,1379,843,843
YGL009C,-1,1340,498,842,842
YDL159W,-1,2534,3375,-841,841
YDR302W,-1,2207,1367,840,840
YDR110W,-1,2080,1241,839,839
YNL097C,-1,2194,3033,-839,839
YER007C-A,-1,1310,2149,-839,839
YJR117W,-1,983,146,837,837
YKL005C,-1,3095,2259,836,836
YHR120W,1,36,872,-836,836
YOL080C,-1,1169,2004,-835,835
YPL190C,-1,2963,3798,-835,835
YNL090W,-1,1642,2477,-835,835
YPL196W,-1,307,1142,-835,835
YHR115C,-1,3344,2510,834,834
YNL003C,-1,1089,255,834,834
YOR108W,-1,1300,467,833,833
YHR084W,-1,3319,4151,-832,832
YMR305C,-1,1849,2680,-831,831
YBL069W,-1,2391,3222,-831,831
YOR049C,-1,4253,3423,830,830
YOR018W,-1,591,1419,-828,828
YOL120C,-1,3020,3848,-828,828
YHR031C,1,20,846,-826,826
YMR052W,-1,3284,2458,826,826
YML069W,-1,1915,1089,826,826
YBR208C,-1,3023,2197,826,826
YNR056C,-1,3983,3158,825,825
YMR264W,-1,968,1793,-825,825
YHL011C,-1,1303,2128,-825,825
YMR246W,-1,1698,873,825,825
YLR429W,-1,847,23,824,824
YKL130C,-1,2695,1872,823,823
YKL024C,-1,2571,1748,823,823
YBR005W,-1,2046,2869,-823,823
YNL256W,-1,1556,734,822,822
YPL239W,-1,3159,2339,820,820
YOR110W,-1,2500,1680,820,820
YFR046C,-1,1701,2521,-820,820
YHL001W,-1,3194,4013,-819,819
YML022W,-1,1343,2162,-819,819
YBR168W,-1,1362,543,819,819
YDL197C,-1,2888,2069,819,819
YMR192W,-1,4223,3409,814,814
YML024W,-1,3300,4114,-814,814
YDR244W,-1,468,1281,-813,813
YKR080W,-1,3835,3022,813,813
YPR186C,-1,2489,1676,813,813
YJL157C,-1,3260,4071,-811,811
YFL057C,-1,3003,3814,-811,811
YMR099C,-1,2905,2094,811,811
YDL135C,-1,854,1664,-810,810
YLR154C,-1,1575,2385,-810,810
YBR156C,-1,3244,2434,810,810
YGL198W,-1,363,1172,-809,809
YCL066W,-1,3979,3170,809,809
YJL212C,-1,4046,3238,808,808
YAL003W,-1,4081,3273,808,808
YDL185W,-1,2696,1888,808,808
YNR039C,-1,3735,2929,806,806
YKL068W,-1,758,1564,-806,806
YJL140W,-1,1611,806,805,805
YNR057C,-1,3343,2538,805,805
YHR109W,-1,191,996,-805,805
YFL049W,-1,1546,2350,-804,804
YBR253W,-1,1268,464,804,804
YGL014W,-1,1002,1806,-804,804
YAL002W,-1,1220,2023,-803,803
YGR075C,-1,3677,2874,803,803
YPL167C,-1,2626,3428,-802,802
YPR031W,-1,702,1503,-801,801
YPR162C,-1,2008,2809,-801,801
YJL214W,-1,3705,2905,800,800
YIR030C,-1,3819,3019,800,800
YHR075C,-1,1702,902,800,800
YLL022C,-1,2767,3567,-800,800
YDR037W,-1,2609,3408,-799,799
YGR227W,-1,1832,1034,798,798
YKL021C,-1,3112,2314,798,798
YLR139C,-1,949,151,798,798
YLR007W,-1,3744,2946,798,798
YHR195W,-1,1395,2192,-797,797
YER055C,-1,2029,2826,-797,797
YDL236W,-1,2249,1452,797,797
YGR032W,-1,2025,1228,797,797
YEL056W,-1,1770,2566,-796,796
YHR012W,-1,685,1481,-796,796
YLR263W,-1,3736,2940,796,796
YDR481C,-1,2965,3760,-795,795
YOL122C,-1,194,988,-794,794
YCR016W,-1,3745,2951,794,794
YPR002W,-1,925,132,793,793
YGL135W,-1,3849,3056,793,793
YDR093W,-1,3769,2977,792,792
YOR212W,-1,1617,2409,-792,792
YOL146W,-1,1833,2625,-792,792
YOR335C,-1,1697,2489,-792,792
YJL201W,-1,2181,1389,792,792
YNL323W,-1,1858,1068,790,790
YBR031W,-1,1327,2116,-789,789
YHR013C,-1,292,1081,-789,789
YDL106C,-1,1807,1018,789,789
YPL187W,-1,3991,3202,789,789
YOR254C,-1,712,1501,-789,789
YNL261W,-1,2947,3735,-788,788
YGL098W,-1,2213,3001,-788,788
YHR139C,-1,2512,1724,788,788
YBR192W,1,74,862,-788,788
YBL009W,-1,1125,338,787,787
YDR189W,-1,2555,3341,-786,786
YOR202W,-1,3447,2662,785,785
YPL127C,-1,1597,2382,-785,785
YGL029W,-1,3031,3815,-784,784
YBR130C,-1,3050,3834,-784,784
YIL039W,-1,480,1263,-783,783
YGL122C,-1,3619,2836,783,783
YOR125C,-1,176,958,-782,782
YMR070W,-1,2825,3606,-781,781
YLR136C,-1,3881,3102,779,779
YHR183W,-1,1253,2032,-779,779
YMR307W,-1,1780,1002,778,778
YER053C,-1,159,937,-778,778
YIL123W,-1,1290,513,777,777
YIR009W,-1,3221,2444,777,777
YJL094C,-1,2157,2932,-775,775
YPL223C,-1,681,1456,-775,775
YDR265W,-1,369,1144,-775,775
YDL142C,1,50,823,-773,773
YBR182C,-1,3797,3024,773,773
YDR379W,-1,1259,2031,-772,772
YJL137C,-1,890,1662,-772,772
YBR214W,-1,1009,1781,-772,772
YJL111W,-1,2307,3079,-772,772
YPR137W,-1,782,1553,-771,771
YOR138C,-1,950,1721,-771,771
YPL206C,-1,319,1090,-771,771
YLL056C,-1,3195,2424,771,771
YFR025C,-1,736,1507,-771,771
YHR135C,-1,2595,3366,-771,771
YPL210C,-1,512,1280,-768,768
YOR231W,-1,3962,3195,767,767
YOL147C,-1,2026,2793,-767,767
YEL017W,-1,1462,2229,-767,767
YBL057C,0,888,121,767,767
YPR194C,-1,4185,3419,766,766
YPR094W,-1,3315,2550,765,765
YPR056W,-1,2145,2909,-764,764
YER068W,-1,2409,3172,-763,763
YOL116W,-1,2007,2770,-763,763
YJR155W,-1,3189,3952,-763,763
YNL022C,-1,3358,2596,762,762
YJL004C,-1,2872,2110,762,762
YOR090C,-1,380,1141,-761,761
YCL069W,-1,4301,3540,761,761
YDL024C,-1,2436,1675,761,761
YHR085W,-1,2997,3757,-760,760
YOL049W,-1,750,1509,-759,759
YMR205C,-1,3262,2503,759,759
YKR030W,-1,2561,1803,758,758
YDR225W,-1,2537,3295,-758,758
YDL039C,-1,4156,3398,758,758
YDR083W,-1,2761,3518,-757,757
YOR076C,-1,2236,1479,757,757
YMR120C,-1,3760,3005,755,755
YPR167C,-1,3719,2965,754,754
YHR124W,-1,3185,2431,754,754
YCR083W,-1,1186,433,753,753
YGL189C,-1,2878,3631,-753,753
YDL005C,-1,1529,2281,-752,752
YAL059W,-1,2511,3262,-751,751
YNL001W,-1,804,1555,-751,751
YLR250W,-1,472,1223,-751,751
YMR213W,-1,2820,3570,-750,750
YJL061W,-1,1980,1232,748,748
YHR172W,-1,3355,2609,746,746
YDL117W,-1,1649,903,746,746
YLR018C,-1,2053,1308,745,745
YCL055W,-1,3205,3950,-745,745
YIR022W,-1,312,1056,-744,744
YPR135W,-1,2492,3236,-744,744
YNL223W,-1,870,1612,-742,742
YHR028C,-1,362,1104,-742,742
YCR026C,-1,1620,2361,-741,741
YOR371C,-1,2746,2006,740,740
YBR169C,-1,529,1269,-740,740
YIR037W,-1,250,989,-739,739
