Gene,+/0/-,430Net rank,MEFIT rank,Difference (430Net-MEFIT),Absoulte Difference
YBL004W,-1,1319,2003,-684,684
YFR015C,-1,3151,2467,684,684
YNL283C,-1,3017,2336,681,681
YMR284W,-1,513,1194,-681,681
YKR038C,-1,1732,2412,-680,680
YBR083W,-1,4049,3369,680,680
YOR043W,-1,2186,1506,680,680
YDR400W,-1,3332,2653,679,679
YOR328W,-1,2238,2917,-679,679
YKL073W,-1,2442,1763,679,679
YLR129W,-1,1390,2069,-679,679
YER025W,-1,2387,1708,679,679
YIL004C,-1,708,29,679,679
YIL079C,-1,3242,2563,679,679
YPR029C,-1,2091,1413,678,678
YFR010W,-1,412,1089,-677,677
YJL031C,-1,469,1146,-677,677
YGL238W,-1,1912,1235,677,677
YPL231W,-1,2906,2230,676,676
YGR060W,-1,3714,3039,675,675
YHR183W,-1,1253,578,675,675
YMR272C,-1,3773,3098,675,675
YLR459W,-1,1810,1135,675,675
YKL164C,-1,2562,1887,675,675
YKR035W-A,-1,825,1499,-674,674
YFL005W,-1,264,938,-674,674
YJR058C,-1,911,238,673,673
YKL218C,-1,3059,2386,673,673
YMR216C,-1,3722,3050,672,672
YJR070C,-1,1347,676,671,671
YCL032W,-1,553,1223,-670,670
YGR238C,-1,2376,1706,670,670
YNR053C,-1,1928,2598,-670,670
YNR023W,-1,262,931,-669,669
YHL011C,-1,1303,634,669,669
YFL017W-A,-1,2266,1602,664,664
YHR166C,-1,1976,2640,-664,664
YJL071W,-1,2522,3185,-663,663
YGR258C,-1,1978,2641,-663,663
YER180C,-1,3601,2938,663,663
YMR217W,-1,2247,1584,663,663
YLR139C,-1,949,1610,-661,661
YAL029C,-1,2300,2961,-661,661
YHR005C-A,1,83,744,-661,661
YMR159C,-1,3788,3127,661,661
YGR197C,-1,3752,3092,660,660
YLR340W,-1,1594,934,660,660
YML005W,-1,3258,2599,659,659
YMR263W,-1,2133,1474,659,659
YEL017W,-1,1462,804,658,658
YDR254W,-1,2400,3058,-658,658
YPL129W,-1,1092,435,657,657
YCR009C,-1,1583,927,656,656
YML036W,-1,1272,616,656,656
YGL153W,-1,1167,1822,-655,655
YPR042C,-1,1946,2601,-655,655
YKR056W,-1,1114,1769,-655,655
YER157W,-1,3391,2737,654,654
YER048W-A,-1,251,904,-653,653
YBR254C,-1,1608,958,650,650
YCL043C,-1,994,1644,-650,650
YOR073W,-1,2427,1777,650,650
YOR147W,1,127,776,-649,649
YDR381W,-1,1635,986,649,649
YOR181W,-1,3726,3078,648,648
YBL106C,-1,3889,3241,648,648
YDR487C,-1,2717,2070,647,647
YKR001C,-1,383,1029,-646,646
YFR008W,-1,2503,1857,646,646
YDR168W,-1,887,1533,-646,646
YKL009W,-1,991,345,646,646
YKL204W,-1,1639,2283,-644,644
YJL058C,-1,3929,3285,644,644
YPL255W,-1,2355,1713,642,642
YPL065W,-1,1260,618,642,642
YOR065W,-1,118,760,-642,642
YBR199W,-1,1008,1648,-640,640
YLR115W,-1,809,1449,-640,640
YNL001W,-1,804,1444,-640,640
YPL100W,-1,1191,1830,-639,639
YPL252C,-1,654,1293,-639,639
YDL216C,-1,2195,2834,-639,639
YOL110W,-1,2937,2298,639,639
YIL145C,-1,2884,2246,638,638
YBL026W,-1,695,57,638,638
YDR495C,-1,1273,635,638,638
YNL225C,-1,1490,853,637,637
YDR146C,-1,995,1630,-635,635
YGL112C,-1,1886,2520,-634,634
YLR142W,-1,2365,2998,-633,633
YDR097C,-1,2788,2155,633,633
YGL096W,-1,3464,2832,632,632
YJR052W,-1,2950,2318,632,632
YKL181W,-1,1609,978,631,631
YOR381W,-1,3994,3364,630,630
YGR104C,-1,2578,3208,-630,630
YGR184C,-1,2844,2215,629,629
YKL210W,-1,859,1488,-629,629
YNR038W,-1,1645,2274,-629,629
YLR005W,-1,2416,3044,-628,628
YKL173W,-1,2687,2059,628,628
YMR266W,-1,3401,2774,627,627
YMR012W,1,37,664,-627,627
YBR198C,-1,2439,3066,-627,627
YJL153C,-1,2312,1686,626,626
YGL119W,-1,1323,697,626,626
YLR145W,-1,1234,609,625,625
YNL096C,-1,1266,642,624,624
YLR284C,-1,2200,2824,-624,624
YMR026C,-1,1971,1348,623,623
YBR221C,-1,301,924,-623,623
YBL069W,-1,2391,3014,-623,623
YBR249C,-1,1742,2365,-623,623
YOR036W,-1,249,872,-623,623
YDR155C,-1,2208,1585,623,623
YKL171W,-1,3659,3037,622,622
YLR443W,-1,2517,3139,-622,622
YLR329W,-1,2667,3289,-622,622
YNL272C,-1,1621,2241,-620,620
YGR192C,-1,3449,2831,618,618
YPL171C,-1,1929,1311,618,618
YER027C,-1,1731,1114,617,617
YGR175C,-1,2514,3131,-617,617
YGL039W,-1,3680,3065,615,615
YDR353W,-1,1998,1383,615,615
YOR149C,-1,3089,2475,614,614
YPR009W,-1,3145,2531,614,614
YDR108W,-1,2124,2736,-612,612
YER045C,-1,3531,2919,612,612
YKL086W,-1,3024,2416,608,608
YIL020C,-1,2170,1563,607,607
YPR162C,-1,2008,2615,-607,607
YGR271W,-1,2755,2149,606,606
YML016C,-1,2532,3137,-605,605
YGR023W,-1,2459,3064,-605,605
YOR367W,-1,656,52,604,604
YJL001W,-1,660,56,604,604
YKL026C,-1,602,1206,-604,604
YGL233W,-1,538,1141,-603,603
YEL066W,-1,1284,683,601,601
YFR013W,-1,2662,2061,601,601
YDR017C,-1,1543,2144,-601,601
YLR215C,-1,1423,824,599,599
YPR149W,-1,843,1442,-599,599
YMR008C,-1,2659,3258,-599,599
YGL093W,-1,1743,1144,599,599
YPR141C,-1,2418,1820,598,598
YDL115C,-1,1440,844,596,596
YPL152W,-1,485,1081,-596,596
YAL025C,-1,1526,930,596,596
YHR108W,-1,1103,509,594,594
YCR019W,-1,2506,1913,593,593
YOL054W,-1,2217,2810,-593,593
YDL088C,-1,1560,967,593,593
YDL090C,-1,2584,3176,-592,592
YLR153C,-1,547,1138,-591,591
YJR139C,-1,829,1420,-591,591
YER165W,-1,1848,1258,590,590
YDR486C,-1,354,944,-590,590
YBR143C,-1,611,1200,-589,589
YER172C,-1,1991,2579,-588,588
YDR407C,-1,2674,3261,-587,587
YKL125W,-1,3241,2656,585,585
YKR034W,-1,3643,3059,584,584
YGL061C,-1,879,1463,-584,584
YBR128C,-1,2357,1774,583,583
YDL140C,-1,3931,3349,582,582
YFL017C,-1,849,268,581,581
YKL099C,-1,1532,2113,-581,581
YNL002C,-1,1793,2373,-580,580
YOR127W,-1,2361,2941,-580,580
YFR048W,-1,1842,1264,578,578
YKL089W,-1,2411,2989,-578,578
YBL050W,-1,171,748,-577,577
YDR145W,-1,2853,2276,577,577
YMR080C,-1,1927,2504,-577,577
YPR193C,-1,2912,2335,577,577
YLR233C,-1,2188,2764,-576,576
YOL072W,-1,1299,1875,-576,576
YMR205C,-1,3262,2686,576,576
YKL213C,-1,898,323,575,575
YOR094W,-1,1817,1242,575,575
YHR164C,-1,2690,3265,-575,575
YPR010C,-1,1922,2496,-574,574
YFR052W,-1,677,104,573,573
YGR251W,-1,3695,3122,573,573
YBR164C,-1,837,264,573,573
YDR312W,-1,1598,2171,-573,573
YKL182W,-1,1320,747,573,573
YKL203C,-1,1968,2541,-573,573
YER023W,-1,493,1065,-572,572
YDL117W,-1,1649,1078,571,571
YDR343C,-1,1548,977,571,571
YGL254W,-1,3369,2799,570,570
YDR365C,-1,3732,3162,570,570
YKR084C,-1,1195,1765,-570,570
YOR319W,-1,2257,1689,568,568
YDL036C,0,1514,2082,-568,568
YNL080C,-1,3545,2977,568,568
YPR145W,-1,3756,3188,568,568
YGL181W,-1,779,1345,-566,566
YNL175C,-1,1293,1859,-566,566
YHR007C,-1,2829,2264,565,565
YDL063C,-1,3483,2918,565,565
YOR226C,-1,3650,3085,565,565
YGR124W,-1,2580,3144,-564,564
YNR067C,-1,2558,1995,563,563
YMR270C,-1,738,1301,-563,563
YCR017C,-1,3671,3109,562,562
YPL091W,-1,296,858,-562,562
YNL031C,-1,852,290,562,562
YER022W,-1,1970,1408,562,562
YGL201C,-1,3039,2478,561,561
YOL006C,-1,2830,3391,-561,561
YFR051C,-1,1717,2277,-560,560
YIL038C,-1,1723,1164,559,559
YLR430W,-1,2826,3385,-559,559
YDR093W,-1,3769,3210,559,559
YKL154W,-1,999,441,558,558
YEL061C,-1,1990,1433,557,557
YKL015W,-1,2821,2265,556,556
YML075C,-1,1655,1100,555,555
YER177W,-1,1151,596,555,555
YNL163C,-1,1667,2222,-555,555
YBR087W,-1,1029,474,555,555
YEL065W,-1,3611,3057,554,554
YBR165W,-1,1324,1878,-554,554
YBL037W,-1,562,1116,-554,554
YGR152C,-1,841,1395,-554,554
YDR268W,-1,717,163,554,554
YDR047W,-1,789,236,553,553
YLR429W,-1,847,1400,-553,553
YBR034C,-1,900,1453,-553,553
YJR077C,-1,179,731,-552,552
YGL216W,-1,2095,2647,-552,552
YFR027W,-1,3273,2722,551,551
YDL052C,-1,1036,486,550,550
YHR115C,-1,3344,2795,549,549
YGR098C,-1,1309,1858,-549,549
YNL267W,-1,1579,1030,549,549
YOR136W,-1,185,733,-548,548
YMR287C,-1,231,779,-548,548
YHR019C,-1,1380,1927,-547,547
YDL056W,-1,1647,1101,546,546
YJL176C,-1,1840,1295,545,545
YBR080C,-1,1974,1430,544,544
YHR148W,-1,2169,1625,544,544
YAL016W,-1,225,769,-544,544
YDR285W,-1,3902,3359,543,543
YIL159W,-1,3268,2726,542,542
YBL035C,-1,1827,2368,-541,541
YNL054W,-1,2861,3402,-541,541
YGL172W,-1,1215,1753,-538,538
YPR088C,-1,1997,1459,538,538
YDL014W,-1,1956,1419,537,537
YHL006C,-1,2524,1987,537,537
YLR074C,-1,2475,3011,-536,536
YNL072W,-1,1386,1922,-536,536
YMR078C,-1,1097,1633,-536,536
YIL065C,1,26,562,-536,536
YDL008W,-1,645,109,536,536
YOR031W,-1,1660,1125,535,535
YNL059C,-1,1433,1966,-533,533
YFR030W,-1,3361,2828,533,533
YCR066W,-1,944,1476,-532,532
YJR160C,-1,3243,2711,532,532
YML023C,-1,2148,2680,-532,532
YDR488C,-1,3886,3355,531,531
YLR056W,-1,3505,2976,529,529
YNL133C,-1,1242,1770,-528,528
YGL091C,-1,1196,1723,-527,527
YHR004C,-1,1496,2022,-526,526
YPL070W,-1,2209,2735,-526,526
YMR189W,-1,3692,3168,524,524
YDR264C,-1,2340,2863,-523,523
YGR007W,-1,2764,2244,520,520
YHR118C,-1,1392,873,519,519
YOL016C,-1,1286,767,519,519
YLR039C,-1,752,1269,-517,517
YPR189W,-1,3402,2886,516,516
YKL165C,-1,2973,2457,516,516
YKL051W,-1,3741,3225,516,516
YNL277W,-1,3414,2898,516,516
YOR241W,-1,448,964,-516,516
YKL119C,-1,595,1109,-514,514
YOR363C,-1,2392,2906,-514,514
YDR103W,-1,1489,2002,-513,513
YPL228W,-1,1407,1920,-513,513
YLR370C,1,77,590,-513,513
YML066C,-1,3683,3170,513,513
YDR465C,-1,1520,2032,-512,512
YBL105C,-1,2587,3099,-512,512
YDL219W,-1,759,247,512,512
YHR187W,-1,2276,1764,512,512
YLR433C,-1,3567,3056,511,511
YKL082C,-1,2901,3411,-510,510
YHR012W,-1,685,177,508,508
YKL008C,-1,3840,3332,508,508
YJL121C,-1,1413,905,508,508
YGL198W,-1,363,871,-508,508
YOR310C,-1,1179,1687,-508,508
YAL024C,-1,2880,3387,-507,507
YOR320C,-1,386,892,-506,506
YJR076C,-1,664,159,505,505
YGR120C,-1,822,318,504,504
YKL002W,-1,556,53,503,503
YDR166C,-1,2254,1752,502,502
YNL126W,-1,1000,1502,-502,502
YJL201W,-1,2181,2683,-502,502
YBL063W,-1,2277,2779,-502,502
YPL138C,-1,2422,2924,-502,502
YJR040W,-1,2666,2165,501,501
YDR384C,-1,3516,3015,501,501
YDL190C,-1,1240,1741,-501,501
YLR068W,-1,1366,866,500,500
YAL034W-A,-1,2233,2732,-499,499
YGR211W,-1,3885,3386,499,499
YER009W,-1,1257,1755,-498,498
YNL048W,-1,1188,690,498,498
YLR003C,-1,1432,935,497,497
YKR081C,-1,2372,1876,496,496
YOL115W,-1,958,1454,-496,496
YOR179C,-1,673,1169,-496,496
YOL151W,-1,988,1484,-496,496
YMR202W,-1,3462,2966,496,496
YGL225W,-1,918,423,495,495
YAL042W,-1,1564,1069,495,495
YBL091C,-1,1610,2104,-494,494
YKL013C,1,51,545,-494,494
YJR148W,-1,2237,1743,494,494
YPL196W,-1,307,800,-493,493
YGL078C,-1,2448,1955,493,493
YDL103C,-1,464,957,-493,493
YDR321W,-1,2918,2426,492,492
YJL172W,-1,1439,1930,-491,491
YMR296C,-1,2990,2499,491,491
YGL142C,-1,2119,2608,-489,489
YLR201C,-1,306,795,-489,489
YFR019W,-1,1307,1796,-489,489
YCL052C,-1,121,608,-487,487
YML014W,-1,1540,2025,-485,485
YPL061W,-1,1321,836,485,485
YPL145C,-1,2556,2071,485,485
YIL030C,-1,2425,1940,485,485
YNL229C,-1,650,1133,-483,483
YLR306W,-1,1212,730,482,482
YER003C,-1,1291,811,480,480
YBL057C,0,888,408,480,480
YNR046W,-1,1140,660,480,480
YDR232W,-1,1890,1411,479,479
YHR154W,-1,1808,2285,-477,477
YBR208C,-1,3023,2547,476,476
YHR064C,-1,2012,1537,475,475
YLR060W,-1,980,1455,-475,475
YGR009C,-1,1156,1631,-475,475
YPR125W,1,25,499,-474,474
YGR279C,-1,2771,2297,474,474
YBR061C,-1,845,1317,-472,472
YNL188W,-1,370,842,-472,472
YMR048W,-1,2536,2064,472,472
YCR086W,-1,1209,738,471,471
YBR112C,-1,2432,2902,-470,470
YEL047C,-1,2903,3372,-469,469
YPR121W,-1,3823,3354,469,469
YLR195C,-1,1124,655,469,469
YLL021W,-1,1800,2268,-468,468
YGL126W,-1,3654,3186,468,468
YNL220W,-1,2420,1952,468,468
YJL146W,-1,1671,1204,467,467
YHR168W,-1,573,1040,-467,467
YNR064C,-1,3818,3351,467,467
YJL109C,-1,2180,2646,-466,466
YDL164C,-1,3217,2752,465,465
YDR190C,-1,1730,1266,464,464
YLR288C,-1,1350,1814,-464,464
YML001W,-1,585,122,463,463
YOL126C,-1,2267,2729,-462,462
YOR033C,-1,3252,2790,462,462
YIL036W,-1,836,1297,-461,461
YPR107C,-1,160,621,-461,461
YKL145W,-1,705,1165,-460,460
YOR126C,-1,2450,1991,459,459
YDR054C,-1,3458,2999,459,459
YBR298C,-1,2105,2564,-459,459
YMR001C,-1,1571,1113,458,458
YBR216C,-1,1314,1772,-458,458
YGL049C,-1,1279,1737,-458,458
YNL186W,-1,1503,1961,-458,458
YGR121C,-1,2597,2140,457,457
YPR035W,-1,3340,2884,456,456
YLR359W,-1,2703,3159,-456,456
YDR324C,-1,1562,1106,456,456
YMR075W,-1,2742,2286,456,456
YGL105W,-1,1229,773,456,456
YCR102C,-1,3855,3400,455,455
YLR274W,-1,1040,1494,-454,454
YIL121W,-1,3482,3028,454,454
YDR518W,-1,3517,3063,454,454
YLR105C,0,1381,928,453,453
YIL124W,-1,204,657,-453,453
YNL026W,1,17,469,-452,452
YDR172W,-1,1663,1211,452,452
YLR386W,-1,3394,2942,452,452
YGR234W,-1,877,425,452,452
YDL168W,-1,2040,2492,-452,452
YOL088C,-1,371,822,-451,451
YBR119W,-1,707,256,451,451
YLR216C,-1,819,1270,-451,451
YDR256C,-1,3351,2901,450,450
YOL009C,1,56,506,-450,450
YDL174C,-1,335,784,-449,449
YGL133W,-1,3589,3141,448,448
YEL016C,-1,1887,1439,448,448
YML055W,-1,1061,613,448,448
YDL225W,-1,1773,1325,448,448
YOR269W,-1,3322,2875,447,447
YLR102C,-1,1372,925,447,447
YJL204C,-1,1431,1877,-446,446
YBR023C,-1,2891,3337,-446,446
YKL174C,-1,3472,3026,446,446
YPL254W,-1,514,960,-446,446
YJR118C,1,637,192,445,445
YDR158W,-1,2452,2897,-445,445
YLR026C,-1,1629,1184,445,445
YOR026W,-1,1750,1306,444,444
YLR221C,-1,802,1246,-444,444
YOR358W,-1,348,791,-443,443
YBR297W,-1,1038,1481,-443,443
YNR041C,-1,285,728,-443,443
YPL179W,-1,3179,2738,441,441
YML102W,-1,3620,3179,441,441
YML103C,-1,987,1427,-440,440
YML058W,1,1213,1653,-440,440
YGL018C,-1,776,337,439,439
YOL122C,-1,194,633,-439,439
YGR199W,-1,1122,684,438,438
YKR048C,-1,2729,2291,438,438
YOR020C,-1,476,39,437,437
YMR081C,-1,2103,1667,436,436
YOL038W,-1,273,709,-436,436
YMR238W,-1,2610,2174,436,436
YDL098C,-1,1304,869,435,435
YJR152W,-1,3206,2771,435,435
YGL120C,-1,2287,1852,435,435
YNR048W,-1,1062,628,434,434
YDR137W,-1,1510,1943,-433,433
YML114C,-1,2642,3075,-433,433
YJR089W,-1,1706,2139,-433,433
YJL013C,-1,932,1364,-432,432
YOR221C,-1,3400,2969,431,431
YDR395W,-1,1397,968,429,429
YDR398W,-1,2486,2914,-428,428
YKR020W,-1,773,1201,-428,428
YOL044W,-1,2461,2888,-427,427
YGL245W,-1,1032,1458,-426,426
YHR142W,-1,2322,1896,426,426
YAL014C,-1,2894,2469,425,425
YBR097W,-1,2039,2464,-425,425
YKL141W,-1,147,571,-424,424
YLR438C-A,-1,2487,2063,424,424
YNL084C,-1,338,761,-423,423
YBR161W,-1,1899,2322,-423,423
YOR348C,-1,1563,1140,423,423
YAR008W,0,1764,1342,422,422
YKL004W,-1,2639,2217,422,422
YIL043C,-1,1159,737,422,422
YDR308C,-1,589,168,421,421
YER118C,-1,1464,1885,-421,421
YKL189W,-1,1939,1518,421,421
YOL108C,-1,781,361,420,420
YPR036W,-1,1994,1575,419,419
YCR082W,-1,651,232,419,419
YGR159C,-1,2440,2859,-419,419
YPR023C,-1,174,592,-418,418
YMR145C,-1,238,656,-418,418
YHR107C,-1,605,1021,-416,416
YPL012W,-1,2057,2472,-415,415
YMR146C,-1,899,1314,-415,415
YDL125C,-1,2535,2121,414,414
YHR167W,-1,1211,797,414,414
YMR307W,-1,1780,2193,-413,413
YHR195W,-1,1395,1807,-412,412
YMR302C,1,46,457,-411,411
YJL125C,-1,1530,1119,411,411
YPL189W,-1,3160,2749,411,411
YLL041C,-1,132,543,-411,411
YIL026C,-1,2527,2937,-410,410
YJR125C,-1,610,1020,-410,410
YER031C,-1,739,329,410,410
YDL153C,-1,2381,1971,410,410
YDR159W,-1,2373,2782,-409,409
YNR031C,-1,2752,2343,409,409
YJL014W,-1,2074,1665,409,409
YGL021W,-1,1472,1880,-408,408
YPL026C,-1,2377,1969,408,408
YHR170W,-1,2191,1783,408,408
YDL210W,-1,2768,3175,-407,407
YDR245W,-1,592,999,-407,407
YDR091C,-1,2394,2801,-407,407
YJL059W,-1,1988,2395,-407,407
YMR246W,-1,1698,1291,407,407
YNL156C,-1,178,584,-406,406
YOR201C,0,408,814,-406,406
YCR094W,-1,2041,1636,405,405
YER141W,-1,153,558,-405,405
YOL066C,-1,2714,2309,405,405
YER086W,-1,3028,2624,404,404
YKL185W,-1,2526,2123,403,403
YGL098W,-1,2213,1813,400,400
YGR103W,-1,1600,2000,-400,400
YLR106C,-1,2473,2075,398,398
YEL021W,-1,1826,2224,-398,398
YOL058W,-1,2656,3054,-398,398
YKR082W,-1,1450,1052,398,398
YDR451C,-1,2229,1831,398,398
YIL129C,-1,2481,2878,-397,397
YNL333W,-1,1435,1039,396,396
YJL012C,-1,2995,3390,-395,395
YBR211C,-1,946,1341,-395,395
YLR363C,-1,2100,2495,-395,395
YML052W,-1,1632,2027,-395,395
YLR209C,-1,961,566,395,395
YFR041C,-1,876,481,395,395
YNL004W,-1,1069,1461,-392,392
YGL086W,-1,1339,947,392,392
YIR031C,-1,2866,3257,-391,391
YGR257C,-1,317,707,-390,390
YER008C,-1,2156,2546,-390,390
YJL130C,-1,1785,2175,-390,390
YMR311C,-1,423,812,-389,389
YJL222W,-1,3728,3339,389,389
YJL074C,-1,1606,1217,389,389
YPL007C,-1,1349,961,388,388
YNL316C,-1,1576,1188,388,388
YHR191C,-1,1430,1043,387,387
YPR040W,-1,2226,2613,-387,387
YBL008W,-1,2309,2696,-387,387
YIL039W,-1,480,867,-387,387
YKL159C,-1,1113,726,387,387
YPL176C,-1,2203,2589,-386,386
YNL329C,-1,2469,2855,-386,386
YNL173C,-1,431,817,-386,386
YOR046C,-1,2075,2460,-385,385
YGL116W,-1,2633,3017,-384,384
YIR012W,-1,1170,1553,-383,383
YGR222W,-1,473,91,382,382
YBL003C,-1,871,490,381,381
YNL045W,-1,2189,1808,381,381
YDR178W,-1,187,567,-380,380
YBR281C,-1,2308,1928,380,380
YHR089C,-1,593,971,-378,378
YLL001W,1,53,431,-378,378
YPL210C,-1,512,134,378,378
YJL024C,-1,1172,1549,-377,377
YML123C,-1,3166,2789,377,377
YGL043W,-1,1859,2235,-376,376
YJL102W,-1,104,480,-376,376
YDR163W,-1,2034,1659,375,375
YLR130C,-1,2575,2200,375,375
YDL175C,-1,2319,2694,-375,375
YDL080C,-1,2715,3089,-374,374
YMR125W,-1,916,1290,-374,374
YPL046C,-1,1080,706,374,374
YMR240C,-1,2661,2287,374,374
YGL253W,-1,1558,1931,-373,373
YNL029C,-1,2617,2245,372,372
YEL051W,-1,732,360,372,372
YJL095W,-1,3331,2959,372,372
YKL144C,-1,1063,692,371,371
YOL101C,-1,2551,2921,-370,370
YLR299W,-1,1446,1816,-370,370
YBR084W,-1,2045,2415,-370,370
YGR253C,-1,484,114,370,370
YCR083W,-1,1186,816,370,370
YGL173C,-1,1786,1416,370,370
YGR086C,-1,665,1035,-370,370
YER070W,-1,1183,1552,-369,369
YJR001W,-1,1401,1032,369,369
YGL237C,-1,1328,959,369,369
YLR212C,-1,1756,1388,368,368
YJL034W,-1,2364,1996,368,368
YDL102W,-1,2310,2677,-367,367
YNL192W,-1,1824,2190,-366,366
YNL310C,1,72,437,-365,365
YNR043W,-1,2161,1797,364,364
YGR005C,-1,2754,2390,364,364
YHR061C,-1,2337,1974,363,363
YJR099W,-1,641,280,361,361
YER126C,-1,833,1193,-360,360
YGR032W,-1,2025,2385,-360,360
YMR199W,-1,1230,870,360,360
YHL029C,-1,3000,3360,-360,360
YGR240C,-1,2426,2784,-358,358
YDR339C,1,70,428,-358,358
YBR205W,-1,488,846,-358,358
YDR463W,-1,2688,2331,357,357
YMR070W,-1,2825,3182,-357,357
YOL093W,-1,1154,798,356,356
YDR022C,-1,518,874,-356,356
YGL219C,1,66,421,-355,355
YPL209C,-1,3693,3338,355,355
YBR140C,-1,2839,2484,355,355
YML062C,-1,1270,915,355,355
YLR181C,-1,1344,1698,-354,354
YGR172C,-1,889,537,352,352
YIL078W,-1,1123,1475,-352,352
YMR025W,-1,1111,1462,-351,351
YLR006C,-1,3371,3021,350,350
YPL019C,-1,1738,2087,-349,349
YPL101W,-1,1766,1417,349,349
YDL018C,-1,451,102,349,349
YGL151W,-1,2618,2270,348,348
YGL195W,-1,2523,2176,347,347
YER151C,-1,2265,2611,-346,346
YCR012W,-1,1739,2083,-344,344
YDR292C,-1,524,868,-344,344
YER026C,-1,426,83,343,343
YDR084C,-1,129,472,-343,343
YLL015W,-1,1921,1579,342,342
YOR278W,-1,615,273,342,342
YBL020W,-1,2206,1864,342,342
YPL242C,-1,977,1319,-342,342
YDL231C,-1,3193,2852,341,341
YGR252W,-1,1422,1761,-339,339
YER094C,-1,511,172,339,339
YDR496C,-1,1884,2223,-339,339
YBR057C,-1,2038,1699,339,339
YPR086W,-1,2986,2648,338,338
YOR249C,-1,1699,1361,338,338
YDR188W,-1,2765,3103,-338,338
YLL056C,-1,3195,2857,338,338
YLR090W,-1,907,570,337,337
YLR246W,-1,2173,1836,337,337
YFR046C,-1,1701,2037,-336,336
YNL119W,-1,1369,1033,336,336
YDR300C,-1,1232,1568,-336,336
YOL049W,-1,750,416,334,334
YOR176W,-1,1578,1245,333,333
YIL128W,-1,844,1176,-332,332
YOL143C,-1,594,926,-332,332
YDR342C,-1,1074,742,332,332
YNL256W,-1,1556,1888,-332,332
YPR016C,-1,2591,2260,331,331
YDL207W,-1,3062,3393,-331,331
YIR033W,-1,3170,2840,330,330
YOR204W,-1,2911,2581,330,330
YNL233W,-1,2193,2523,-330,330
YJR117W,-1,983,654,329,329
YPR082C,-1,505,176,329,329
YJR104C,-1,274,602,-328,328
YOR372C,-1,1354,1681,-327,327
YDL108W,-1,1779,2106,-327,327
YDL028C,-1,1870,2197,-327,327
YMR108W,-1,2810,3136,-326,326
YCL063W,-1,1048,1374,-326,326
YDR394W,-1,297,623,-326,326
YBL011W,-1,2224,1898,326,326
YBR002C,-1,1493,1168,325,325
YDL106C,-1,1807,2131,-324,324
YBL058W,-1,291,615,-324,324
YFL047W,-1,3525,3202,323,323
YLR395C,-1,372,50,322,322
YLR096W,-1,3006,2684,322,322
YDR259C,-1,3460,3138,322,322
YOL128C,-1,2721,3042,-321,321
YHR110W,-1,352,673,-321,321
YDR055W,-1,2286,2606,-320,320
YLR093C,-1,875,555,320,320
YML110C,-1,124,444,-320,320
YNL197C,-1,2991,3310,-319,319
YOL003C,-1,405,723,-318,318
YDL154W,-1,2348,2030,318,318
YHR201C,-1,1457,1775,-318,318
YLR303W,-1,1076,1393,-317,317
YOL001W,-1,2384,2700,-316,316
YLL038C,-1,3652,3336,316,316
YDL185W,-1,2696,2380,316,316
YBL072C,-1,1163,847,316,316
YPL268W,-1,2531,2847,-316,316
YGR072W,-1,2565,2880,-315,315
YOR359W,-1,3542,3228,314,314
YGL020C,1,67,380,-313,313
YLR015W,-1,2199,1886,313,313
YKL085W,-1,154,467,-313,313
YDL159W,-1,2534,2846,-312,312
YPR073C,-1,465,154,311,311
YPR171W,-1,2003,2313,-310,310
YHR111W,-1,2969,3279,-310,310
YNL079C,1,63,372,-309,309
YPR140W,1,43,352,-309,309
YJR007W,-1,1394,1086,308,308
YDR240C,-1,2868,2560,308,308
YIL062C,1,47,354,-307,307
YBL068W,-1,1357,1051,306,306
YCL055W,-1,3205,2900,305,305
YML109W,-1,2813,3118,-305,305
YKL021C,-1,3112,2807,305,305
YDR202C,-1,786,1091,-305,305
YPL137C,-1,3494,3190,304,304
YBR200W,-1,1058,1362,-304,304
YPR108W,-1,189,492,-303,303
YBR142W,-1,2081,1778,303,303
YLR222C,-1,1880,2183,-303,303
YOR210W,-1,754,452,302,302
YIL009C-A,-1,1818,2120,-302,302
YKL079W,-1,1287,987,300,300
YJL080C,-1,1711,2011,-300,300
YNL102W,-1,1175,876,299,299
YER051W,-1,2741,3038,-297,297
YFL016C,-1,102,399,-297,297
YLR354C,-1,263,560,-297,297
YGR129W,-1,2623,2327,296,296
YNL125C,-1,3018,3314,-296,296
YEL055C,-1,1509,1803,-294,294
YLR291C,-1,1345,1639,-294,294
YML027W,-1,3198,2904,294,294
YGL070C,-1,438,144,294,294
YLR051C,-1,1087,794,293,293
YOR288C,-1,917,624,293,293
YFL034C-B,-1,2410,2118,292,292
YFR040W,-1,942,650,292,292
YOR194C,-1,1360,1068,292,292
YER168C,-1,2073,2364,-291,291
YNL032W,-1,1896,1605,291,291
YBR067C,-1,3702,3412,290,290
YGL092W,-1,1067,1357,-290,290
YHL035C,-1,1819,2108,-289,289
YPR105C,-1,1382,1094,288,288
YNL222W,-1,1094,806,288,288
YOR224C,-1,1460,1174,286,286
YLR420W,-1,1725,1440,285,285
YOL004W,-1,2397,2112,285,285
YIL153W,-1,2480,2195,285,285
YGL154C,-1,2625,2908,-283,283
YHR025W,-1,2328,2045,283,283
YCR033W,-1,3550,3268,282,282
YJL062W,-1,3277,2995,282,282
YDR328C,-1,1406,1688,-282,282
YDL120W,-1,622,341,281,281
