Gene,+/0/-,430Net rank,SPELL rank,Difference (430Net-SPELL),Absoulte Difference
YHR106W,-1,727,1545,-818,818
YIL015W,-1,3649,2832,817,817
YGL224C,-1,3197,2381,816,816
YPL041C,-1,3513,2697,816,816
YER013W,-1,2897,2081,816,816
YNL029C,-1,2617,1801,816,816
YKR062W,-1,2068,1252,816,816
YPR068C,-1,2019,2835,-816,816
YML064C,-1,1352,537,815,815
YNL127W,-1,434,1248,-814,814
YKR084C,-1,1195,382,813,813
YDL128W,-1,2330,1517,813,813
YAL062W,-1,3263,2450,813,813
YHR138C,-1,3924,3113,811,811
YFR053C,-1,418,1229,-811,811
YIR023W,-1,2637,1826,811,811
YDR528W,-1,3948,3137,811,811
YGL201C,-1,3039,2229,810,810
YER173W,-1,1379,2189,-810,810
YBR272C,-1,278,1088,-810,810
YJL002C,-1,2158,1349,809,809
YKL211C,-1,2356,1549,807,807
YGL162W,-1,3526,2719,807,807
YHR063C,-1,1634,827,807,807
YKR087C,-1,922,116,806,806
YOL133W,-1,1897,1091,806,806
YJL036W,-1,190,996,-806,806
YDL170W,-1,3859,3054,805,805
YFL028C,-1,1624,819,805,805
YHR018C,-1,1862,2667,-805,805
YKL124W,-1,2052,2856,-804,804
YER019C-A,-1,2275,3079,-804,804
YNL118C,-1,1237,434,803,803
YDR162C,-1,1760,958,802,802
YPL167C,-1,2626,3428,-802,802
YOR284W,-1,2245,1445,800,800
YHR071W,-1,3890,3091,799,799
YOR245C,-1,175,972,-797,797
YKL024C,-1,2571,1775,796,796
YCR019W,-1,2506,1710,796,796
YPL156C,-1,3856,3061,795,795
YLR082C,-1,3115,2320,795,795
YLR110C,-1,2167,2962,-795,795
YJL011C,-1,1374,2168,-794,794
YOR335C,-1,1697,2489,-792,792
YPR088C,-1,1997,1205,792,792
YJL172W,-1,1439,2231,-792,792
YDR002W,-1,2533,1743,790,790
YBL091C,-1,1610,821,789,789
YIL127C,-1,3155,3944,-789,789
YNL282W,-1,2946,3735,-789,789
YNL133C,-1,1242,2030,-788,788
YOL103W,-1,1057,1845,-788,788
YER098W,-1,1651,2438,-787,787
YDL033C,-1,626,1412,-786,786
YOR040W,-1,1096,1882,-786,786
YNL206C,-1,2035,1249,786,786
YPL231W,-1,2906,3691,-785,785
YCR079W,-1,280,1065,-785,785
YER171W,-1,433,1218,-785,785
YOR027W,-1,934,1719,-785,785
YGL106W,-1,1121,337,784,784
YCL037C,-1,2668,3450,-782,782
YOR046C,-1,2075,1294,781,781
YDR270W,-1,617,1398,-781,781
YMR062C,-1,2724,3504,-780,780
YFR021W,-1,1666,2445,-779,779
YPL242C,-1,977,1755,-778,778
YPR042C,-1,1946,2724,-778,778
YDL052C,-1,1036,259,777,777
YLL002W,-1,710,1487,-777,777
YLR209C,-1,961,186,775,775
YPL037C,-1,3090,2316,774,774
YCL018W,-1,2627,3400,-773,773
YOL001W,-1,2384,1611,773,773
YDR466W,-1,3271,2498,773,773
YFR030W,-1,3361,2589,772,772
YIL167W,-1,3928,3156,772,772
YMR235C,-1,357,1129,-772,772
YGL202W,-1,2009,2781,-772,772
YOL116W,-1,2007,1237,770,770
YJL090C,-1,1661,2431,-770,770
YDR130C,-1,787,1557,-770,770
YPL042C,-1,1753,984,769,769
YGL189C,-1,2878,3647,-769,769
YKR029C,-1,697,1465,-768,768
YHR065C,-1,2629,3397,-768,768
YOR202W,-1,3447,2680,767,767
YBR290W,-1,886,1653,-767,767
YNL154C,-1,868,102,766,766
YBR092C,-1,3046,3811,-765,765
YOR128C,-1,2909,2144,765,765
YPR041W,-1,937,1702,-765,765
YGL116W,-1,2633,1869,764,764
YMR054W,-1,839,75,764,764
YNL232W,-1,1135,1898,-763,763
YBR170C,-1,303,1066,-763,763
YBR200W,-1,1058,1821,-763,763
YCR105W,-1,4118,3356,762,762
YJL091C,-1,1157,396,761,761
YHL020C,-1,1995,1234,761,761
YOL136C,-1,3664,2904,760,760
YHR134W,-1,2428,3187,-759,759
YPL011C,-1,1843,1084,759,759
YPL010W,-1,1119,361,758,758
YBR199W,-1,1008,251,757,757
YLR310C,-1,1190,1947,-757,757
YKL082C,-1,2901,3657,-756,756
YML126C,-1,2599,1844,755,755
YLR371W,-1,1031,277,754,754
YJL012C,-1,2995,3749,-754,754
YLR335W,-1,757,1511,-754,754
YNL230C,-1,3087,3840,-753,753
YDR235W,-1,2212,1460,752,752
YHR050W,-1,1302,551,751,751
YMR153W,-1,1131,381,750,750
YMR305C,-1,1849,2599,-750,750
YPL220W,-1,2834,3583,-749,749
YBL057C,0,888,141,747,747
YIL030C,-1,2425,1678,747,747
YCR093W,-1,1561,2307,-746,746
YKL079W,-1,1287,542,745,745
YDL192W,-1,2510,1765,745,745
YDR517W,-1,820,1564,-744,744
YLL016W,-1,3248,3992,-744,744
YDR047W,-1,789,46,743,743
YKL010C,-1,1434,692,742,742
YGL095C,-1,884,142,742,742
YGR063C,-1,1625,884,741,741
YIL020C,-1,2170,2911,-741,741
YNL076W,-1,1502,761,741,741
YMR300C,-1,3109,2368,741,741
YPL085W,-1,2013,2754,-741,741
YMR075W,-1,2742,2002,740,740
YJL008C,-1,1376,636,740,740
YBR207W,-1,281,1020,-739,739
YNL162W,-1,2678,3416,-738,738
YBL033C,-1,1383,645,738,738
YLR183C,-1,1903,1166,737,737
YOR031W,-1,1660,2397,-737,737
YDR255C,-1,1871,1135,736,736
YKL180W,-1,2780,3516,-736,736
YDL185W,-1,2696,1961,735,735
YIL117C,-1,3052,3787,-735,735
YMR205C,-1,3262,2529,733,733
YDR247W,-1,2944,3677,-733,733
YPR104C,-1,1836,2569,-733,733
YNL161W,-1,1704,971,733,733
YJL166W,-1,304,1036,-732,732
YLR275W,-1,3396,2664,732,732
YKL060C,-1,3413,2681,732,732
YMR028W,-1,1083,352,731,731
YOL142W,-1,2415,1685,730,730
YNL204C,-1,3281,4011,-730,730
YLR121C,-1,3955,3227,728,728
YDR389W,-1,2543,1815,728,728
YOR143C,-1,749,1476,-727,727
YJR160C,-1,3243,3968,-725,725
YBR211C,-1,946,1670,-724,724
YPR079W,-1,985,261,724,724
YJR051W,-1,770,47,723,723
YKL108W,-1,3996,3273,723,723
YDR489W,-1,2760,2037,723,723
YDR309C,-1,2968,2245,723,723
YGR233C,-1,2958,2236,722,722
YOR383C,-1,3956,3234,722,722
YDL042C,-1,1748,2470,-722,722
YDL098C,-1,1304,2025,-721,721
YBL020W,-1,2206,1485,721,721
YPL219W,-1,1023,1744,-721,721
YOR089C,-1,1541,820,721,721
YLR288C,-1,1350,2071,-721,721
YER005W,-1,2283,1563,720,720
YNL025C,-1,901,1621,-720,720
YLR145W,-1,1234,1953,-719,719
YLR024C,-1,2824,2105,719,719
YJR147W,-1,4166,3447,719,719
YPL129W,-1,1092,376,716,716
YAL012W,-1,3675,2959,716,716
YML024W,-1,3300,4015,-715,715
YAR033W,-1,2468,1753,715,715
YLR325C,-1,3239,3953,-714,714
YBR093C,-1,3228,3942,-714,714
YGL064C,-1,401,1114,-713,713
YOR047C,-1,2841,2129,712,712
YMR113W,-1,1223,512,711,711
YPL046C,-1,1080,1791,-711,711
YDR052C,-1,2042,2752,-710,710
YBR176W,-1,1192,483,709,709
YJL085W,-1,3507,2798,709,709
YDL205C,-1,1507,2215,-708,708
YKL041W,-1,1865,1158,707,707
YPL061W,-1,1321,2028,-707,707
YGL142C,-1,2119,1413,706,706
YOL065C,-1,316,1022,-706,706
YMR236W,-1,1592,886,706,706
YDL220C,-1,4224,3519,705,705
YJL154C,-1,1116,411,705,705
YGR044C,-1,2930,2225,705,705
YHL007C,-1,2521,1816,705,705
YDR263C,-1,3927,3223,704,704
YLL036C,-1,919,1622,-703,703
YIL122W,-1,2663,3366,-703,703
YHL038C,-1,1128,1831,-703,703
YDL130W,-1,3210,3913,-703,703
YOL109W,-1,3952,3250,702,702
YDR470C,1,29,731,-702,702
YDR279W,-1,2060,1358,702,702
YER007W,-1,2163,2865,-702,702
YLR106C,-1,2473,3174,-701,701
YNL241C,-1,308,1009,-701,701
YNL242W,-1,1825,2525,-700,700
YAR035W,-1,2421,3120,-699,699
YLL019C,-1,456,1154,-698,698
YLR396C,-1,1041,343,698,698
YDR082W,-1,1741,2439,-698,698
YJL179W,-1,1790,2487,-697,697
YML041C,-1,1696,1000,696,696
YBR253W,-1,1268,572,696,696
YGR285C,-1,1803,2499,-696,696
YDR071C,-1,1703,1008,695,695
YPL058C,-1,4170,3475,695,695
YLR273C,-1,1305,2000,-695,695
YLR058C,-1,3518,2824,694,694
YLR060W,-1,980,1674,-694,694
YKL119C,-1,595,1289,-694,694
YGR238C,-1,2376,3070,-694,694
YHR034C,-1,2624,1931,693,693
YBL035C,-1,1827,2519,-692,692
YDR325W,-1,2228,1537,691,691
YML113W,-1,2967,2276,691,691
YML008C,-1,2092,1402,690,690
YDR317W,-1,4071,3381,690,690
YCR098C,-1,2739,3429,-690,690
YDR408C,-1,3363,2674,689,689
YFR013W,-1,2662,1973,689,689
YHR129C,-1,751,1440,-689,689
YMR287C,-1,231,920,-689,689
YDR144C,-1,2260,2948,-688,688
YNR075W,-1,4759,4071,688,688
YIL143C,-1,2855,2167,688,688
YLR368W,1,59,746,-687,687
YOR373W,-1,3688,3001,687,687
YDL122W,-1,3495,2808,687,687
YCR024C-A,-1,2507,3193,-686,686
YDL084W,-1,2004,1318,686,686
YPL152W,-1,485,1170,-685,685
YOL115W,-1,958,1642,-684,684
YBR119W,-1,707,1391,-684,684
YNL339C,-1,3825,3141,684,684
YHR132C,-1,1011,327,684,684
YGR003W,-1,3527,2844,683,683
YDR268W,-1,717,34,683,683
YDR328C,-1,1406,723,683,683
YNL135C,-1,1553,871,682,682
YGR224W,-1,4030,3348,682,682
YFL026W,-1,3801,3119,682,682
YHR178W,-1,498,1180,-682,682
YDR246W,-1,894,1575,-681,681
YLR010C,-1,2814,2134,680,680
YGL141W,-1,2546,3226,-680,680
YNL192W,-1,1824,2504,-680,680
YHR007C,-1,2829,3509,-680,680
YMR311C,-1,423,1102,-679,679
YIR025W,-1,1798,2477,-679,679
YKL005C,-1,3095,2417,678,678
YEL066W,-1,1284,607,677,677
YPL076W,-1,4038,3361,677,677
YOL105C,-1,1813,2490,-677,677
YHR160C,-1,3289,3965,-676,676
YMR053C,-1,791,1466,-675,675
YGR247W,-1,3436,2761,675,675
YLR314C,-1,931,257,674,674
YEL026W,-1,3034,3707,-673,673
YLL031C,-1,1120,447,673,673
YOR172W,-1,1872,1200,672,672
YHL028W,-1,3799,3129,670,670
YDR515W,-1,314,983,-669,669
YDR139C,-1,3174,2505,669,669
YJL058C,-1,3929,3260,669,669
YBR295W,-1,2953,3622,-669,669
YML034W,-1,2135,1467,668,668
YDR181C,-1,1049,1717,-668,668
YGL174W,-1,2014,1348,666,666
YPL234C,-1,2120,1454,666,666
YOL049W,-1,750,85,665,665
YOL094C,-1,959,294,665,665
YOR322C,-1,1474,809,665,665
YML013W,-1,1207,1872,-665,665
YDR224C,-1,1814,2478,-664,664
YDL137W,-1,452,1116,-664,664
YBL087C,-1,2871,3535,-664,664
YOR355W,-1,2644,1980,664,664
YCL027W,-1,4068,3404,664,664
YDL115C,-1,1440,2104,-664,664
YMR167W,-1,2682,2018,664,664
YJR004C,-1,3499,2836,663,663
YOR287C,-1,3288,3951,-663,663
YIL135C,-1,2359,1696,663,663
YDR240C,-1,2868,3531,-663,663
YGL073W,-1,1405,2068,-663,663
YER009W,-1,1257,1919,-662,662
YDR306C,-1,2501,1839,662,662
YJR103W,-1,629,1290,-661,661
YDR331W,-1,2159,1498,661,661
YKL154W,-1,999,339,660,660
YGL032C,-1,3941,3282,659,659
YPL138C,-1,2422,1763,659,659
YGR027C,-1,3053,3712,-659,659
YGR096W,-1,3645,2986,659,659
YNL333W,-1,1435,777,658,658
YLR186W,-1,2504,3162,-658,658
YBR299W,-1,2622,3280,-658,658
YHR193C,-1,2756,2098,658,658
YDR081C,-1,2982,2324,658,658
YJR007W,-1,1394,736,658,658
YJL056C,-1,4025,3367,658,658
YDR091C,-1,2394,3052,-658,658
YNL311C,-1,1353,2010,-657,657
YER025W,-1,2387,3044,-657,657
YHR119W,-1,1056,1713,-657,657
YER129W,-1,2269,2926,-657,657
YKL080W,-1,1619,963,656,656
YGR122W,-1,3196,2540,656,656
YOR174W,-1,1028,372,656,656
YGR216C,-1,1208,552,656,656
YIL003W,-1,2585,3241,-656,656
YDL141W,-1,2451,1795,656,656
YEL017W,-1,1462,807,655,655
YEL003W,-1,2791,2136,655,655
YNL246W,-1,1396,741,655,655
YMR013C,-1,2938,2283,655,655
YMR154C,-1,3119,2466,653,653
YLR233C,-1,2188,2841,-653,653
YLR319C,-1,470,1122,-652,652
YDR155C,-1,2208,2860,-652,652
YIR017C,-1,3029,3680,-651,651
YNR019W,-1,2801,3452,-651,651
YNL085W,-1,1424,773,651,651
YDR281C,-1,3146,3796,-650,650
YER168C,-1,2073,1423,650,650
YLR192C,-1,2538,1889,649,649
YMR179W,-1,3285,2636,649,649
YKL185W,-1,2526,1877,649,649
YKL057C,-1,755,107,648,648
YGL254W,-1,3369,2721,648,648
YJR042W,-1,858,1506,-648,648
YFR051C,-1,1717,1069,648,648
YDL124W,-1,3438,2791,647,647
YBR057C,-1,2038,1392,646,646
YNL233W,-1,2193,1547,646,646
YPR129W,-1,676,30,646,646
YOL012C,-1,1409,763,646,646
YJR141W,-1,3256,2610,646,646
YDL007W,-1,761,115,646,646
YLR130C,-1,2575,1929,646,646
YDL065C,-1,3007,2361,646,646
YIL066C,-1,3409,4053,-644,644
YML074C,-1,2457,1813,644,644
YGL039W,-1,3680,3037,643,643
YDR113C,-1,3421,2778,643,643
YPR124W,-1,1112,469,643,643
YPL228W,-1,1407,764,643,643
YPL089C,-1,3641,2999,642,642
YOR254C,-1,712,1354,-642,642
YJL207C,-1,2757,3399,-642,642
YBL021C,-1,1261,620,641,641
YCL001W,-1,1953,2594,-641,641
YGR141W,-1,1480,840,640,640
YDR456W,-1,1078,440,638,638
YPL033C,-1,4761,4123,638,638
YDR293C,-1,410,1048,-638,638
YIL131C,-1,724,1361,-637,637
YGL093W,-1,1743,1107,636,636
YMR231W,-1,2043,1407,636,636
YJR076C,-1,664,28,636,636
YNL126W,-1,1000,1636,-636,636
YBR068C,-1,4052,3417,635,635
YDR285W,-1,3902,3267,635,635
YGR100W,-1,1574,939,635,635
YKL025C,-1,881,247,634,634
YER102W,-1,3467,4100,-633,633
YGR175C,-1,2514,3147,-633,633
YOR349W,-1,3976,3343,633,633
YCL004W,-1,2467,3100,-633,633
YLR208W,-1,1016,1649,-633,633
YBR258C,-1,2352,1720,632,632
YLL033W,-1,2673,2041,632,632
YDR055W,-1,2286,2917,-631,631
YOR147W,1,127,758,-631,631
YPL227C,-1,1255,1886,-631,631
YNL166C,-1,979,1609,-630,630
YBR048W,-1,3238,3867,-629,629
YNL331C,-1,1176,548,628,628
YDR518W,-1,3517,2889,628,628
YOR067C,-1,1473,846,627,627
YJR043C,-1,3139,2513,626,626
YNL273W,-1,2495,1871,624,624
YCR082W,-1,651,1275,-624,624
YFR028C,-1,817,1439,-622,622
YLR266C,-1,1883,1262,621,621
YPL164C,-1,794,1415,-621,621
YGR006W,-1,4016,3395,621,621
YPR017C,-1,2318,1699,619,619
YCR011C,-1,376,995,-619,619
YCL051W,-1,1416,2035,-619,619
YDR123C,-1,3887,3269,618,618
YNL163C,-1,1667,2285,-618,618
YCR073C,-1,3240,3858,-618,618
YOR281C,-1,1467,849,618,618
YJL074C,-1,1606,989,617,617
YOL078W,-1,2709,3326,-617,617
YPL153C,-1,3593,2976,617,617
YDR050C,-1,3493,2877,616,616
YPL214C,-1,744,128,616,616
YDR432W,-1,3079,2464,615,615
YDR168W,-1,887,1502,-615,615
YNL229C,-1,650,36,614,614
YOR153W,-1,2927,2313,614,614
YGL183C,-1,4758,4145,613,613
YDR085C,-1,1690,2303,-613,613
YER083C,-1,2061,1449,612,612
YKR099W,-1,3830,3220,610,610
YKL145W,-1,705,95,610,610
YDR256C,-1,3351,2741,610,610
YDR228C,-1,1710,1101,609,609
YPR162C,-1,2008,1400,608,608
YNL294C,-1,1203,595,608,608
YDR238C,-1,1025,1632,-607,607
YNR067C,-1,2558,3165,-607,607
YKR066C,-1,1117,1724,-607,607
YER114C,-1,2596,3203,-607,607
YLR098C,-1,1487,2093,-606,606
YFL022C,-1,1065,1671,-606,606
YGR030C,-1,3390,2784,606,606
YBR018C,-1,3382,3988,-606,606
YOR037W,1,19,624,-605,605
YDR170C,-1,3016,2412,604,604
YJL157C,-1,3260,2656,604,604
YPR194C,-1,4185,3582,603,603
YPL140C,-1,1165,1767,-602,602
YER153C,0,4213,3612,601,601
YLR018C,-1,2053,1452,601,601
YMR058W,-1,3428,2828,600,600
YBR131W,-1,3470,2870,600,600
YOR026W,-1,1750,1150,600,600
YDR354W,-1,1679,1080,599,599
YDR373W,-1,1174,576,598,598
YHR026W,-1,2612,2015,597,597
YCR005C,-1,2770,2173,597,597
YCR026C,-1,1620,2216,-596,596
YDR488C,-1,3886,3290,596,596
YOR127W,-1,2361,2955,-594,594
YBR293W,-1,2806,2212,594,594
YAL044C,-1,2983,2390,593,593
YIL064W,-1,3529,2936,593,593
YPL090C,-1,2907,3500,-593,593
YLR451W,-1,3162,2570,592,592
YBR276C,-1,1218,626,592,592
YML076C,-1,2282,1691,591,591
YOL020W,-1,1916,1327,589,589
YLL005C,-1,4019,3431,588,588
YGR157W,-1,1590,1003,587,587
YNL298W,-1,1497,910,587,587
YOR382W,-1,3687,3101,586,586
YMR223W,-1,1846,2432,-586,586
YIL010W,-1,688,103,585,585
YKL213C,-1,898,313,585,585
YBR145W,-1,2399,2984,-585,585
YBR102C,-1,1726,2309,-583,583
YLR411W,-1,2137,1555,582,582
YPL254W,-1,514,1094,-580,580
YFL049W,-1,1546,2126,-580,580
YDR503C,-1,1863,1283,580,580
YFL044C,-1,663,1242,-579,579
YDR284C,-1,762,183,579,579
YLR258W,-1,634,1213,-579,579
YGL253W,-1,1558,2137,-579,579
YDL079C,-1,2393,2971,-578,578
YDR471W,-1,3097,3675,-578,578
YER110C,-1,3022,3600,-578,578
YGL145W,-1,1950,2528,-578,578
YLR048W,-1,3233,3810,-577,577
YGR124W,-1,2580,2004,576,576
YNL016W,-1,692,1268,-576,576
YNL207W,-1,2593,3168,-575,575
YGR183C,-1,286,861,-575,575
YPR069C,-1,1484,909,575,575
YKL189W,-1,1939,1365,574,574
YHR025W,-1,2328,2902,-574,574
YFR001W,-1,3337,3910,-573,573
YLR367W,-1,2460,3033,-573,573
YLL045C,-1,3071,3644,-573,573
YGL084C,-1,699,127,572,572
YOR290C,-1,2304,1732,572,572
YIL038C,-1,1723,1151,572,572
YDL200C,-1,1869,1298,571,571
YJR125C,-1,610,39,571,571
YDR138W,-1,1981,2552,-571,571
YOR179C,-1,673,1243,-570,570
YDL030W,-1,2240,2810,-570,570
YAL030W,-1,305,874,-569,569
YDR323C,-1,2047,2615,-568,568
YOR301W,-1,3466,2898,568,568
YLR180W,-1,2981,3549,-568,568
YML062C,-1,1270,1838,-568,568
YLR216C,-1,819,1387,-568,568
YGR204W,-1,2898,2332,566,566
YFR025C,-1,736,170,566,566
YGL013C,-1,1637,1071,566,566
YLR138W,-1,2832,2267,565,565
YGR002C,-1,910,1474,-564,564
YNR074C,-1,3846,3283,563,563
YPR103W,-1,823,260,563,563
YKL103C,-1,1550,2113,-563,563
YDR469W,-1,1534,2096,-562,562
YLR045C,-1,1648,1086,562,562
YLR214W,-1,3377,2815,562,562
YGL025C,-1,3207,2646,561,561
YOL075C,-1,3234,2673,561,561
YJL069C,-1,3477,2916,561,561
YPR186C,-1,2489,3049,-560,560
YIL005W,-1,806,248,558,558
YOL061W,-1,1068,1626,-558,558
YNL173C,-1,431,987,-556,556
YBR001C,-1,455,1011,-556,556
YJL081C,-1,662,106,556,556
YJR010C-A,-1,2185,1630,555,555
YHR200W,-1,816,262,554,554
YGL067W,-1,672,1226,-554,554
YIL149C,-1,2707,2154,553,553
YBR161W,-1,1899,2452,-553,553
YBR002C,-1,1493,2045,-552,552
YGR194C,-1,145,697,-552,552
YOR367W,-1,656,104,552,552
YLL015W,-1,1921,2472,-551,551
YDL120W,-1,622,71,551,551
YJL095W,-1,3331,2780,551,551
YDL229W,-1,3576,4126,-550,550
YDR127W,-1,1954,2503,-549,549
YPR188C,-1,1136,587,549,549
YNL297C,-1,1436,887,549,549
YLR025W,-1,527,1076,-549,549
YDR443C,-1,2113,2662,-549,549
YGR271W,-1,2755,2206,549,549
YJL128C,-1,1088,1637,-549,549
YPL163C,-1,2259,2806,-547,547
YFR034C,-1,4211,3665,546,546
YER116C,-1,3334,3880,-546,546
YGL098W,-1,2213,1667,546,546
YMR070W,-1,2825,2280,545,545
YBR267W,-1,2883,3427,-544,544
YMR296C,-1,2990,2446,544,544
YLR424W,-1,1874,1331,543,543
YHR164C,-1,2690,3233,-543,543
YDR329C,-1,653,1195,-542,542
YFL003C,-1,4067,3525,542,542
YGR163W,-1,636,94,542,542
YHR070W,-1,3128,3669,-541,541
YER149C,-1,2032,2573,-541,541
YKR104W,-1,3423,3964,-541,541
YDL100C,-1,935,394,541,541
YCL010C,-1,3679,3139,540,540
YDR499W,-1,3061,2521,540,540
YLR429W,-1,847,308,539,539
YLR421C,-1,797,1336,-539,539
YAL063C,-1,3323,3862,-539,539
YPR132W,-1,3227,3766,-539,539
YER096W,-1,3067,3606,-539,539
YPL178W,-1,957,418,539,539
YPL133C,-1,2241,2779,-538,538
YDR178W,-1,187,724,-537,537
YAL042W,-1,1564,1027,537,537
YOR137C,-1,1873,2410,-537,537
YMR219W,-1,2174,2711,-537,537
YML019W,-1,975,1512,-537,537
YGR180C,-1,3074,2538,536,536
YJL190C,-1,2987,3523,-536,536
YDL076C,-1,1224,689,535,535
YHR201C,-1,1457,922,535,535
YIL159W,-1,3268,3803,-535,535
YDR039C,-1,4219,3686,533,533
YGR188C,-1,2819,3352,-533,533
YKL117W,-1,232,765,-533,533
YEL017C-A,-1,3787,3254,533,533
YOR144C,-1,760,1293,-533,533
YOR087W,-1,976,1509,-533,533
YBL002W,-1,1441,1974,-533,533
YFR052W,-1,677,144,533,533
YDL061C,-1,3178,3709,-531,531
YJL186W,-1,1958,1429,529,529
YDR097C,-1,2788,2259,529,529
YLL061W,-1,3574,3046,528,528
YML116W,-1,3698,3170,528,528
YCR094W,-1,2041,1514,527,527
YGL038C,-1,1448,921,527,527
YEL031W,-1,2383,2909,-526,526
YGR239C,-1,2858,2333,525,525
YNL313C,-1,3168,2643,525,525
YMR264W,-1,968,443,525,525
YHL036W,-1,3041,3565,-524,524
YER052C,-1,3779,3255,524,524
YJR135C,-1,1469,1993,-524,524
YOR159C,-1,378,901,-523,523
YHR040W,-1,2594,3117,-523,523
YMR101C,-1,3480,4003,-523,523
YER022W,-1,1970,1447,523,523
YAL051W,-1,1740,2262,-522,522
YML131W,-1,3342,2821,521,521
YOL017W,-1,3088,3609,-521,521
YHR048W,-1,4152,3632,520,520
YOL058W,-1,2656,3176,-520,520
YIR006C,-1,1296,776,520,520
YBR216C,-1,1314,794,520,520
YML004C,-1,136,655,-519,519
YBR165W,-1,1324,1843,-519,519
YHR191C,-1,1430,911,519,519
YDL013W,-1,2336,2854,-518,518
YHR002W,-1,349,867,-518,518
YDR089W,-1,3767,3249,518,518
YMR012W,1,37,555,-518,518
YIL168W,-1,3468,3985,-517,517
YER003C,-1,1291,774,517,517
YNL132W,-1,2778,3295,-517,517
YHR166C,-1,1976,2492,-516,516
YDR272W,-1,396,912,-516,516
YJR118C,1,637,121,516,516
YPL151C,-1,1495,980,515,515
YJL101C,-1,2256,1741,515,515
YMR008C,-1,2659,2145,514,514
YOR377W,-1,2869,3383,-514,514
YDL232W,-1,1603,2117,-514,514
YMR112C,-1,1906,1393,513,513
YOR168W,-1,1789,2302,-513,513
YKL004W,-1,2639,3152,-513,513
YMR097C,-1,534,1047,-513,513
YHL031C,-1,558,1070,-512,512
YJR158W,-1,3116,3627,-511,511
YJR021C,-1,3005,2494,511,511
YFL041W,-1,495,1006,-511,511
YOL063C,-1,413,923,-510,510
YJL005W,-1,616,1126,-510,510
YHL019C,-1,1864,1356,508,508
YMR172W,-1,2202,1694,508,508
YIL147C,-1,2311,2817,-506,506
YNL183C,-1,537,33,504,504
YKR061W,-1,4122,3619,503,503
YLR270W,-1,181,684,-503,503
YPR008W,-1,1854,1352,502,502
YHL002W,-1,893,1395,-502,502
YAR014C,-1,3330,2829,501,501
YFL009W,-1,1475,974,501,501
YDR245W,-1,592,1092,-500,500
YDR468C,-1,253,752,-499,499
YER183C,-1,1101,602,499,499
YHL001W,-1,3194,3693,-499,499
YBR114W,-1,3302,3801,-499,499
YHR098C,-1,2354,1856,498,498
YDR479C,-1,913,1411,-498,498
YDL080C,-1,2715,2217,498,498
YNL065W,-1,3607,3110,497,497
YDR513W,-1,112,609,-497,497
YIR041W,-1,3949,3453,496,496
YOR213C,-1,2831,2335,496,496
YLR047C,-1,3299,3795,-496,496
YML055W,-1,1061,565,496,496
YOR359W,-1,3542,3047,495,495
YOL054W,-1,2217,2712,-495,495
YGL016W,-1,3329,2834,495,495
YDR259C,-1,3460,2965,495,495
YCR059C,-1,2223,2718,-495,495
YKL198C,-1,4278,3783,495,495
YPL100W,-1,1191,1686,-495,495
YLR277C,-1,694,199,495,495
YML117W,-1,2177,1683,494,494
YBR195C,-1,2117,1623,494,494
YIL113W,-1,2890,3384,-494,494
YHR184W,-1,3367,3861,-494,494
YBR004C,-1,3316,2823,493,493
YGL094C,-1,1878,1386,492,492
YOR371C,-1,2746,3238,-492,492
YDR381W,-1,1635,2127,-492,492
YMR304W,-1,1145,654,491,491
YPR043W,-1,2996,3486,-490,490
YDR038C,-1,3858,3369,489,489
YMR145C,-1,238,727,-489,489
YCL016C,-1,1519,1030,489,489
YGR262C,-1,1744,1257,487,487
YER031C,-1,739,253,486,486
YMR204C,-1,1758,2243,-485,485
YHR056C,-1,4113,3629,484,484
YJR105W,-1,2069,2553,-484,484
YBL082C,-1,3806,3322,484,484
YOL069W,-1,3077,3560,-483,483
YIL125W,-1,157,639,-482,482
YDL197C,-1,2888,2406,482,482
YJL060W,-1,1005,523,482,482
YJL138C,-1,2723,3205,-482,482
YCL032W,-1,553,1034,-481,481
YNR052C,-1,748,267,481,481
YHR085W,-1,2997,3477,-480,480
YMR301C,-1,1867,2347,-480,480
YDL008W,-1,645,166,479,479
YDL106C,-1,1807,1328,479,479
YLR015W,-1,2199,2678,-479,479
YAL035W,-1,3452,2973,479,479
YKL179C,-1,1225,747,478,478
YDL231C,-1,3193,2716,477,477
YIR009W,-1,3221,2744,477,477
YLR438W,-1,2796,2319,477,477
YPR046W,-1,2263,1786,477,477
YGR189C,-1,2728,3204,-476,476
YDR313C,-1,422,898,-476,476
YKR010C,-1,2423,1948,475,475
YCL064C,-1,1687,1212,475,475
YLR166C,-1,1187,712,475,475
YHL048W,-1,1494,1969,-475,475
YHR073W,-1,1522,1996,-474,474
YJR099W,-1,641,167,474,474
YGL096W,-1,3464,2990,474,474
YAL024C,-1,2880,3353,-473,473
YDR202C,-1,786,1259,-473,473
YER166W,-1,1470,998,472,472
YOR226C,-1,3650,3178,472,472
YLL041C,-1,132,604,-472,472
YDR065W,-1,2934,2462,472,472
YPL122C,-1,1398,926,472,472
YLR207W,-1,1367,897,470,470
YHL012W,-1,3635,4105,-470,470
YNL289W,-1,1099,629,470,470
YDR166C,-1,2254,1784,470,470
YDR252W,-1,2850,2380,470,470
YKL157W,-1,675,1145,-470,470
YDR294C,-1,798,329,469,469
YLR237W,-1,3431,2963,468,468
