Gene,WT_A,WT_B,I59T_A,I59T_B,Fold Change,Log2 Fold Change
YNL169C,1483.511224,1477.631757,3081.734947,1560.721263,2.077324996,1.054726942
tP(UGG)Q,2.404394205,3.747956264,4.99470818,5.545710073,2.077324995,1.054726942
YDL159C-B,0.801464735,0,1.664902727,0,2.077324995,1.054726942
tI(AAU)D,0.801464735,0,1.664902727,0,2.077324995,1.054726942
tT(AGU)O2,0.801464735,3.747956264,1.664902727,1.584488592,2.077324995,1.054726942
tN(GUU)O2,0.801464735,0.936989066,1.664902727,3.168977185,2.077324995,1.054726942
YGR242W,0.801464735,0,1.664902727,1.584488592,2.077324995,1.054726942
YLL064C,0.801464735,0,1.664902727,0,2.077324995,1.054726942
YLR264C-A,0.801464735,0,1.664902727,0,2.077324995,1.054726942
YLR467W,0.801464735,4.68494533,1.664902727,7.130198665,2.077324995,1.054726942
tC(GCA)P1,0.801464735,0,1.664902727,0.792244296,2.077324995,1.054726942
YPR038W,0.801464735,0.936989066,1.664902727,0.792244296,2.077324995,1.054726942
YPR087W,0.801464735,0,1.664902727,0,2.077324995,1.054726942
tI(AAU)P2,0.801464735,0,1.664902727,0,2.077324995,1.054726942
YMR193C-A,0.801464735,0.936989066,1.664902727,1.584488592,2.077324995,1.054726942
YMR294W-A,0.801464735,0,1.664902727,0,2.077324995,1.054726942
tL(UAA)B2,0.801464735,0,1.664902727,2.376732888,2.077324995,1.054726942
tL(UAA)N,0.801464735,1.873978132,1.664902727,0,2.077324995,1.054726942
YJL220W,0.801464735,0,1.664902727,0,2.077324995,1.054726942
YJL188C,0.801464735,1.873978132,1.664902727,0,2.077324995,1.054726942
tP(UGG)H,0.801464735,0.936989066,1.664902727,0,2.077324995,1.054726942
YHR218W-A,0.801464735,0,1.664902727,0,2.077324995,1.054726942
tG(GCC)F1,0.801464735,0,1.664902727,0.792244296,2.077324995,1.054726942
YOL106W,29.65419519,19.67677039,61.60140088,19.8061074,2.077324995,1.054726942
YOR015W,200.3661837,253.9240369,416.2256816,232.9198231,2.077324995,1.054726942
YLR364C-A,21.63954784,22.48773758,44.95237362,12.67590874,2.077324996,1.054726942
YLR416C,10.41904155,11.24386879,21.64373545,3.168977185,2.077324996,1.054726943
YMR242W-A,3.20585894,4.68494533,6.659610906,0.792244296,2.077324995,1.054726942
tT(AGU)N1,3.20585894,9.36989066,6.659610906,7.130198665,2.077324995,1.054726942
YHL037C,20.83808311,10.30687973,43.28747089,10.29917585,2.077324995,1.054726942
YHR022C-A,11.22050629,1.873978132,23.30863817,14.26039733,2.077324995,1.054726942
YNL339C,12.02197102,2.810967198,24.9735409,7.922442962,2.077324996,1.054726942
YJL067W,4.80878841,5.621934396,9.989416359,0,2.077324995,1.054726942
YEL020C-B,4.80878841,8.432901594,9.989416359,6.337954369,2.077324995,1.054726942
tS(AGA)D2,26.44833625,15.92881412,54.94178998,35.65099333,2.077324995,1.054726942
YPL136W,28.85273046,16.86580319,59.93649816,7.130198665,2.077324995,1.054726942
YIL100W,76.13914982,70.27417995,158.165759,48.32690207,2.077324995,1.054726942
tS(AGA)D1,1.60292947,1.873978132,3.329805453,0.792244296,2.077324995,1.054726942
YDR048C,6.41171788,6.558923462,13.31922181,5.545710073,2.077324995,1.054726941
tG(CCC)D,6.41171788,4.68494533,13.31922181,2.376732888,2.077324995,1.054726941
YOL037C,1.60292947,1.873978132,3.329805453,3.961221481,2.077324995,1.054726942
tG(GCC)O2,1.60292947,0.936989066,3.329805453,0,2.077324995,1.054726942
tA(UGC)G,1.60292947,0,3.329805453,0,2.077324995,1.054726942
YLR154C-H,6.41171788,6.558923462,13.31922181,6.337954369,2.077324995,1.054726941
YBL108W,1.60292947,0.936989066,3.329805453,0,2.077324995,1.054726942
tI(AAU)B,1.60292947,6.558923462,3.329805453,1.584488592,2.077324995,1.054726942
YBR223W-A,1.60292947,0,3.329805453,1.584488592,2.077324995,1.054726942
YBR298C-A,1.60292947,0.936989066,3.329805453,4.753465777,2.077324995,1.054726942
YNL120C,1.60292947,2.810967198,3.329805453,0.792244296,2.077324995,1.054726942
tM(CAU)J1,16.0292947,16.86580319,33.29805453,10.29917585,2.077324995,1.054726942
tE(UUC)E2,1.60292947,0,3.329805453,0.792244296,2.077324995,1.054726942
YHR032C-A,1.60292947,0.936989066,3.329805453,0,2.077324995,1.054726942
YAL037C-B,1.60292947,1.873978132,3.329805453,0,2.077324995,1.054726942
YEL010W,17.63222417,12.18085786,36.62785998,7.922442962,2.077324995,1.054726942
YGL161C,1641.399777,1587.259478,3409.720784,1342.854082,2.077324995,1.054726942
YLR339C,5.610253145,6.558923462,11.65431909,3.961221481,2.077324996,1.054726942
YIL173W,125.8299634,121.8085786,261.3897281,138.6427518,2.077324995,1.054726942
YAR019W-A,5.610253145,16.86580319,11.65431909,10.29917585,2.077324996,1.054726942
YLR358C,12.82343576,0,26.63844362,1.584488592,2.077324995,1.054726941
tS(AGA)J,12.82343576,12.18085786,26.63844362,16.63713022,2.077324995,1.054726941
YJL052W,40125.33196,40372.04789,83599.76061,32233.25143,2.083465894,1.058985483
YDL217C,2066.176087,2428.675659,4308.768256,2581.131917,2.085382888,1.060312295
YCR037C,2886.074511,3499.654162,6018.623357,3822.578729,2.085401238,1.060324989
YDL033C,870.3907022,966.9727161,1816.408875,1026.748608,2.086889107,1.06135394
YHL008C,2256.123229,2497.075861,4711.674716,2383.863087,2.088394222,1.062394072
YLR027C,3322.872791,2984.310175,6942.64437,3124.611504,2.089350031,1.063054209
YDR302W,544.194555,703.6787886,1137.128562,729.6569968,2.08956255,1.063200946
YBR096W,1191.778061,1304.28878,2490.694479,1198.66562,2.08989791,1.063432469
YHR033W,3174.601815,2703.213455,6637.967171,2406.045927,2.090960554,1.064165846
YER083C,1485.114154,1478.568746,3108.37339,1819.785148,2.093019841,1.065585988
YGR210C,2919.736029,3768.570023,6111.857909,4159.282555,2.093291259,1.065773061
YIL153W,1341.651966,1006.326257,2812.020705,1039.424517,2.095939019,1.067596742
YER178W,22559.62936,22432.45523,47286.56724,20577.75335,2.096070218,1.067687048
YGR060W,12417.8946,14258.16262,26030.75413,14240.59122,2.09622927,1.067796517
YBR177C,6069.492438,5442.969484,12724.85154,5044.219434,2.096526467,1.068001043
YNR002C,2367.526827,1740.925685,4966.404833,2109.746561,2.097718504,1.068821093
YFR012W,161.8958765,106.8167535,339.6401562,195.6843412,2.097892569,1.068940801
YPL105C,1737.575545,1897.402859,3646.136971,2276.910107,2.098404862,1.069293055
YER005W,1937.941729,1833.687602,4067.357361,2050.328238,2.098802714,1.069566561
YLR249W,180079.5084,238644.5562,378157.6808,260535.8747,2.099948429,1.070353898
YDL067C,4073.845248,4427.273337,8557.600015,3159.470253,2.100619806,1.07081507
YML102W,1178.15316,921.0602519,2477.375257,909.496452,2.102761628,1.072285314
YBR216C,1432.217481,1435.467249,3011.809032,1321.463486,2.102899226,1.072379716
YFL011W,256.4687152,161.1621194,539.4284834,99.82278132,2.103291557,1.07264885
YBR207W,3177.006209,3265.406895,6682.919544,3581.736463,2.103527379,1.072810596
YGR269W,431.1880274,412.275189,907.371986,388.9919494,2.104353387,1.073376999
YBR109W-A,175.520777,124.6195458,369.6084053,121.2133773,2.105781501,1.074355748
YPL274W,10054.3751,11725.48117,21172.56797,10707.97391,2.105806453,1.074372843
YOR381W,496.9081357,465.6835658,1048.888718,503.0751281,2.110830237,1.077810555
YDR091C,6148.035982,8744.918953,13017.87442,9612.300045,2.117403746,1.082296388
YCL041C,81.74940297,59.96730022,173.1498836,68.92525377,2.118056858,1.082741318
YJL151C,2487.746537,2980.562219,5269.41713,2916.251254,2.118148715,1.082803884
YBL040C,2201.623627,2113.847333,4671.717051,1807.901484,2.121941731,1.08538504
YNR020C,768.6046808,1105.647098,1631.604672,1112.310992,2.122813864,1.085977876
YPL103C,615.5249164,730.8514715,1306.94864,774.0226774,2.123307449,1.086313285
YKL100C,4065.8306,3894.126558,8634.18554,3461.31533,2.123596969,1.086509988
YDR508C,12102.1175,15054.60332,25719.41732,18057.62424,2.125199769,1.087598461
YNR016C,147314.8285,145594.046,313268.097,134523.8737,2.12652114,1.088495197
YFL041W,3038.35281,2934.649755,6463.152384,3043.802586,2.127189562,1.088948603
YDR040C,4870.501194,4168.664355,10370.67908,4020.639803,2.129283757,1.090368222
YBR221C,8360.880115,8015.94146,17806.13466,8188.637045,2.129696206,1.09064765
YAL060W,3835.008757,3059.269301,8168.012776,2431.397745,2.129855052,1.090755251
YDR400W,1730.362363,1779.342236,3691.089345,1559.136775,2.133130854,1.092972469
YLR209C,1749.597516,1682.832363,3734.376816,1586.073081,2.134420506,1.093844432
YMR194C-A,57.70546092,81.51804874,123.2028018,77.63994102,2.135028468,1.094255306
YDR284C,1144.491642,880.769722,2444.077203,789.075319,2.13551337,1.09458293
YGL007C-A,56.90399618,53.40837676,121.537899,67.34076517,2.135841191,1.094804381
YPR137W,2381.953192,3689.862942,5089.607635,3923.985999,2.136737049,1.095409378
YDR062W,6718.678873,7144.541628,14359.78602,7706.160269,2.137293104,1.095784769
YOR100C,3080.830441,3078.946071,6588.020089,2828.312137,2.138391,1.096525671
YHL048W,2523.010986,2072.619814,5399.279542,1428.416466,2.140014281,1.097620424
YDL242W,26.44833625,31.85762824,56.6066927,24.55957318,2.140274237,1.097795664
YIL049W,339.0195829,333.5681075,725.8975888,301.8450768,2.141167134,1.098397413
YDL041W,24.84540678,15.92881412,53.27688725,29.31303896,2.144335479,1.100530632
YEL036C,1589.304569,1501.993473,3408.055881,1700.15626,2.144369272,1.100553367
YBR020W,395.1221143,375.7326155,847.4354878,392.1609266,2.144743251,1.100804952
YNR074C,1469.886324,1500.119495,3153.325764,1389.596495,2.145285464,1.101169634
YGR141W,1296.769941,1154.370529,2783.717359,969.7070185,2.146654754,1.102090182
YAL063C-A,71.33036141,75.89611435,153.1710508,66.54852088,2.147347185,1.102555466
YJL077W-B,507.3271772,471.3055002,1090.511286,498.3216623,2.149522704,1.104016349
YAL023C,6044.647031,5833.693925,12997.89559,7104.054604,2.150315068,1.104548061
YFL056C,957.7503583,877.9587548,2061.149575,910.2886963,2.152073927,1.105727638
YML060W,346.2327655,409.4642218,745.8764215,463.4629133,2.154262958,1.107194362
YPR128C,799.8618055,891.0766018,1723.174322,741.5406612,2.15434005,1.107245989
YER186C,1502.746378,1439.215205,3238.235803,1622.516319,2.154878461,1.107606501
YOR167C,10503.19535,14823.16702,22636.01747,13237.60994,2.155155333,1.107791855
YKR033C,20.83808311,19.67677039,44.95237362,8.714687258,2.15722211,1.109174726
YMR315W-A,62.51424933,41.2275189,134.8571209,28.52079466,2.157222111,1.109174726
YBL056W,4890.537813,5560.093118,10567.13761,5422.119963,2.160731194,1.111519605
YNL277W-A,77.74207929,64.65224555,168.1551754,54.66485644,2.162987882,1.113025582
YIR012W,6916.640663,9538.548692,14962.4808,10238.17304,2.163258369,1.113205984
YKL057C,4048.999841,4378.549905,8759.053244,4675.825836,2.16326342,1.113209353
YDR534C,225.2115905,121.8085786,487.8164989,125.1745988,2.166036383,1.115057476
YGR295C,4015.338322,3041.466508,8717.430676,2368.810446,2.171032669,1.118381436
YPR062W,6014.191371,8208.961207,13059.49699,6753.882625,2.171446864,1.11865665
YHR070C-A,17.63222417,9.36989066,38.29276271,8.714687258,2.171748858,1.118857279
YBR041W,1922.713899,2026.70735,4180.570746,1913.269975,2.174307237,1.120555813
YBR086C,6930.265563,6543.931637,15095.67302,6812.508703,2.178224324,1.123152537
YPR033C,10752.45088,15640.22149,23423.51646,15704.65868,2.178435105,1.123292136
YLL051C,3095.256806,2527.059511,6744.520945,3053.309517,2.178985903,1.123656863
YJR045C,24860.63461,20222.09802,54187.58904,23338.72472,2.179654296,1.124099335
YGR121W-A,31.25712466,15.92881412,68.26101179,21.390596,2.183854482,1.126876728
YDR119W,4795.163509,6033.272596,10473.90305,5887.959609,2.184264005,1.127147241
RDN5-1,77.74207929,67.46321275,169.8200781,90.31584976,2.184403603,1.127239441
YDL218W,4035.37494,2674.166794,8815.659937,1873.65776,2.184595005,1.127365848
YKL198C,2264.939341,2107.288409,4951.420709,2489.231579,2.186116255,1.128370124
YCL025C,55835.64369,67336.71923,122180.5515,63299.52702,2.188217838,1.129756366
YLR252W,222.8071963,161.1621194,487.8164989,97.44604843,2.189410876,1.130542724
YBR017C,5703.223054,6599.213992,12490.10025,7059.688923,2.190007322,1.130935694
YPL154C,24707.55485,24200.5536,54115.99822,21804.14752,2.190261179,1.131102915
YLR324W,1717.538927,1358.634146,3764.345065,1201.834597,2.191708733,1.132056084
YHL045W,43.27909569,63.71525649,94.89945541,26.14406177,2.192731939,1.132729454
YBR054W,35311.73476,38225.40594,77499.55702,29775.70963,2.194725282,1.134040366
YBR274W,1017.058749,1025.066038,2235.964362,1045.762471,2.198461361,1.136494177
YFL021C-A,121.8226397,86.20299407,268.049339,61.7950551,2.200324502,1.137716307
YIL133C,14986.58908,21915.23726,32978.39321,19580.31778,2.200526953,1.137849043
YCR028C-A,2837.986626,3806.986575,6250.044835,3466.068796,2.202281286,1.138998748
YMR277W,1784.0605,2002.345634,3929.170435,2136.682867,2.202375107,1.139060209
YOR307C,2478.12896,2870.934498,5459.21604,2749.087708,2.202958816,1.139442524
YBR076C-A,356.6518071,289.5296214,785.8340869,278.077748,2.203364938,1.139708465
YMR058W,8175.741761,9778.417893,18024.23692,12099.15489,2.204599588,1.140516649
YGR138C,24028.71422,21422.38102,52990.52398,20628.45698,2.205300021,1.140974941
YJL039C,9878.854323,11314.14297,21796.9065,12104.7006,2.20642048,1.141707753
YDR467C,12.82343576,8.432901594,28.30334635,22.18284029,2.207157807,1.142189783
YHR074W,3988.889986,3914.740318,8807.335423,3538.163027,2.20796649,1.142718277
YNL070W,717.3109378,856.4080063,1584.987396,880.9756573,2.209623906,1.143800833
tI(AAU)I2,24.84540678,21.55074852,54.94178998,14.26039733,2.211345963,1.144924751
YGL257C,1900.272887,2308.741059,4205.544287,2340.289651,2.213126502,1.146085918
YDL125C,3199.447222,3292.579578,7084.161101,3075.492358,2.214182829,1.146774353
YER110C,18631.65069,22584.24746,41254.62466,26277.95106,2.214222741,1.146800358
YNL160W,23890.86228,22389.35373,52928.92258,24087.39558,2.215446306,1.147597362
YPR099C,36.06591307,23.42472665,79.91533087,19.01386311,2.215813328,1.147836346
YMR052C-A,12.02197102,4.68494533,26.63844362,10.29917585,2.215813328,1.147836346
YOR383C,791.8471581,612.7908492,1754.807474,672.6154074,2.216093669,1.148018862
YMR071C,2661.664385,3873.512799,5900.415263,2564.494787,2.216814147,1.148487823
YDR535C,141.8592581,134.9264255,314.6666153,89.52360547,2.218160588,1.149363816
YPR071W,543.3930903,641.8375102,1205.389574,683.7068276,2.218264449,1.149431366
YLR347C,11954.64799,11956.91747,26518.57063,12409.71466,2.218264448,1.149431365
YDL221W,186.7412832,144.2963162,414.5607789,171.9170123,2.219973922,1.150542729
YLL031C,3684.333387,3450.93073,8179.667096,3678.390267,2.220121318,1.150638515
YHR170W,4997.934087,7728.285816,11104.90119,7355.196046,2.221898288,1.151792776
YAL035W,5990.147429,8440.397507,13329.21123,9492.671157,2.225189177,1.153927994
YNL067W-A,11.22050629,4.68494533,24.9735409,7.130198665,2.225705352,1.154262615
YIL177C,11.22050629,10.30687973,24.9735409,5.545710073,2.225705352,1.154262615
YLR081W,78.54354403,36.54257357,174.8147863,34.85874903,2.225705352,1.154262615
YOR053W,22.44101258,15.92881412,49.9470818,22.18284029,2.225705352,1.154262615
YHR068W,5266.424773,7541.824992,11725.9099,7312.414854,2.226540852,1.154804082
YKL132C,322.9902882,282.0337089,719.2379779,388.1997051,2.22680992,1.154978415
YJL130C,78883.36507,81670.77796,175662.2218,82649.30171,2.226860145,1.155010955
YER145C-A,54.49960198,46.8494533,121.537899,40.4044591,2.230069479,1.157088659
YCL043C,21481.65929,16660.60258,47920.89518,16698.13303,2.230781828,1.157549424
snR58,43.27909569,45.91246423,96.56435814,31.68977185,2.23120092,1.157820435
YMR191W,8010.640026,6658.244303,17882.72019,5467.277888,2.232370963,1.158576786
YCR018C-A,85.75672664,104.9427754,191.4638136,106.95298,2.232639014,1.158750007
YPL149W,718.1124025,809.558553,1604.966228,774.8149216,2.234979124,1.160261356
YNL294C,4822.41331,4192.089081,10783.57496,4126.008294,2.236136612,1.161008329
Q0105,4795.964974,4743.975641,10726.96827,4233.753519,2.236665265,1.161349362
YPR118W,1898.669957,2394.007064,4247.166855,2568.456008,2.236916869,1.161511642
YGL088W,10.41904155,7.495912528,23.30863817,11.09142015,2.237119226,1.161642146
YER055C,6872.560102,9412.992157,15377.04158,8854.914498,2.237454653,1.161858443
YGL022W,7271.68954,6122.286557,16286.07847,7477.993911,2.239655362,1.163276748
YJL156W-A,40.87470148,50.59740956,91.56964996,57.04158932,2.240252446,1.163661313
YDL222C,3418.247095,1992.975743,7663.54725,1598.74899,2.241952392,1.164755643
YJR117W,2389.166375,1929.260487,5357.656974,1983.779718,2.242479649,1.165094892
YML009W-B,89.76405031,104.0057863,201.4532299,163.9945693,2.244252896,1.166235257
YJL093C,3540.069734,3530.574801,7948.245617,3770.290605,2.245222895,1.166858676
YJR079W,29.65419519,35.60558451,66.59610906,26.93630607,2.245756752,1.167201671
YMR015C,3988.088521,3621.46274,8957.176669,2619.951887,2.24598241,1.167346629
YAL053W,15745.57618,14616.09244,35380.84784,15966.89154,2.247034179,1.168022069
tL(UAA)J,9.617576819,4.68494533,21.64373545,1.584488592,2.250435412,1.17020416
YKL053W,48.0878841,33.73160638,108.2186772,22.18284029,2.250435411,1.170204159
YER043C,33326.50661,42279.75763,75038.83079,46576.83442,2.251626061,1.170967251
YAL009W,620.3337049,739.2843731,1396.853388,709.8508894,2.251777353,1.171064186
YJR094W-A,12413.88728,19675.8334,27993.67444,17494.33855,2.255028889,1.173145916
YER076W-A,18.4336889,31.85762824,41.62256816,15.05264163,2.257961951,1.175021176
YDR320W-B,27.24980099,15.92881412,61.60140088,27.72855037,2.260618377,1.176717466
YJL094C,3251.54243,2869.997509,7357.205149,2822.766427,2.262681576,1.17803357
YHR188C,3775.700366,3420.010091,8544.280793,3392.390076,2.262965798,1.17821478
YJR058C,1953.169559,2279.694398,4420.316739,1862.56634,2.263150538,1.178332552
YPL162C,904.052221,872.3368205,2046.165451,945.1474453,2.263326613,1.17844479
YNR032W,1739.178475,1773.720302,3937.494948,1536.953935,2.263997056,1.178872082
snR70,2636.017513,3510.89803,5968.676275,3528.656095,2.264277929,1.179051053
YLR237W,7281.307117,9155.320164,16495.85621,9853.934556,2.265507545,1.179834295
YMR245W,26.44833625,14.05483599,59.93649816,26.14406177,2.266172722,1.180257824
YGR039W,79.34500876,85.26600501,179.8094945,103.7840028,2.266172722,1.180257824
YHR096C,10944.80242,9763.426068,24832.02417,7040.67506,2.268841704,1.181955956
YNL263C,1277.534788,1070.041513,2898.595647,1182.820734,2.268897626,1.181991515
YPR170W-B,129.0358223,219.2554414,293.0228799,194.8920969,2.270864592,1.183241683
YDR264C,4687.767235,4464.7529,10648.71784,4214.739656,2.271596968,1.183706892
YFR022W,1320.813883,949.1699239,3003.484519,1003.773523,2.273964983,1.185210038
YLR450W,3388.592899,3091.126929,7708.499624,2980.423042,2.274837921,1.185763759
YKL036C,16.83075943,13.11784692,38.29276271,17.42937452,2.275165471,1.185971475
YJL219W,50.4922783,44.97547517,114.8782881,28.52079466,2.27516547,1.185971475
YGR123C,3713.186117,6069.81517,8451.04624,6372.813118,2.275955466,1.186472329
YNL052W,12040.40471,12757.10613,27404.29888,9450.682209,2.276028052,1.186518339
YPL275W,24.84540678,9.36989066,56.6066927,8.714687258,2.278356446,1.187993473
YPL189W,882.4126732,997.8933553,2012.867396,824.7263123,2.281095294,1.189726717
YML116W-A,40.07323675,54.34536583,91.56964996,72.88647525,2.285057494,1.192230465
YCL054W-A,8.01464735,9.36989066,18.31392999,11.09142015,2.285057494,1.192230465
YPR153W,383.1001433,409.4642218,875.7388342,461.8784247,2.285926668,1.192779123
YMR006C,1656.627607,2092.296584,3787.653703,2568.456008,2.286363989,1.193055098
YLR342W-A,380.6957491,376.6696045,870.744126,484.061265,2.287244152,1.193610375
YOL073C,593.0839039,477.8644237,1356.895722,426.2274313,2.28786469,1.19400173
YNL220W,16233.66821,20415.11777,37160.62886,14745.25084,2.28910856,1.194785884
YEL065W,3751.656424,3471.54449,8592.562972,3885.958273,2.290338453,1.195560808
YJR106W,1939.544659,1635.04592,4445.29028,1792.056598,2.291924684,1.196559636
YNR055C,5502.055405,6088.554951,12623.29247,6076.513752,2.294286688,1.198045678
YGR157W,24249.11702,23147.37789,55666.02266,20707.68141,2.295589675,1.198864791
YMR083W,16983.03773,17321.17987,38993.68676,16158.61466,2.296037221,1.19914603
YOR083W,210.7852253,211.7595289,484.4866934,200.4378069,2.29848507,1.200683295
YNL336W,2062.970228,1819.632766,4753.297284,1373.75161,2.304103675,1.204205634
YOR116C,19957.27337,26115.75925,45984.61331,28837.69238,2.3041531,1.20423658
RME3,479.2759115,417.8971234,1105.49541,419.889477,2.306594977,1.205764698
YPL197C,7.213182615,0.936989066,16.64902727,0,2.308138884,1.206730036
YKL030W,7.213182615,3.747956264,16.64902727,4.753465777,2.308138884,1.206730036
YAL056C-A,14.42636523,7.495912528,33.29805453,3.961221481,2.308138883,1.206730035
YIL170W,36.06591307,19.67677039,83.24513633,23.76732888,2.308138884,1.206730035
YNL322C,4714.215571,4373.86496,10893.45854,5014.906395,2.310768011,1.208372428
YDR127W,16708.13533,16850.81136,38635.73267,15770.41496,2.312390456,1.209385023
YML110C,4057.014488,4397.289687,9388.386475,3592.035639,2.314112139,1.210458777
tT(AGU)D,28.05126572,6.558923462,64.93120634,25.35181748,2.314733566,1.210846144
YJL183W,2724.178634,3069.57618,6306.651528,3077.869091,2.315065337,1.211052911
YLR179C,4412.063366,4000.943312,10219.17294,3883.58154,2.316189069,1.211753024
YER072W,4038.580799,6028.587651,9355.088421,5392.806924,2.316429678,1.211902886
YGR243W,1603.730935,2096.044541,3716.062886,1824.538614,2.317136126,1.212342801
YPR058W,2220.858781,2397.75502,5147.879231,2322.068032,2.31796784,1.21286055
YPL206C,6402.100303,5909.590039,14874.24096,4640.174843,2.323337695,1.216198864
YHR024C,4198.072282,5167.494699,9759.659783,5479.953797,2.324795556,1.21710385
YGL001C,2224.064639,2442.730495,5171.187869,2272.948886,2.325106824,1.217297
YKL191W,3636.245502,4254.867349,8459.370754,4847.742848,2.326402535,1.218100746
YCR046C,1232.652762,1420.475424,2868.627398,1541.7074,2.327198288,1.218594141
YFL052W,811.0823118,748.6542637,1887.999692,610.8203523,2.327753502,1.218938292
YJL163C,948.1327814,497.541194,2210.990821,328.7813829,2.331942176,1.221532015
YGL186C,3965.647509,4250.182403,9251.864451,4126.008294,2.333002222,1.222187682
YGL234W,11944.22894,12240.82516,27892.11538,14129.67702,2.335195978,1.223543631
YJR150C,19.23515364,8.432901594,44.95237362,14.26039733,2.336990619,1.224651943
tK(CUU)P,6.41171788,2.810967198,14.98412454,7.922442962,2.336990619,1.224651943
YNL067W-B,6.41171788,14.99182506,14.98412454,14.26039733,2.336990619,1.224651943
YAL034C-B,6.41171788,4.68494533,14.98412454,1.584488592,2.336990619,1.224651943
YIL028W,179.5281006,141.485349,419.5554871,119.6288887,2.33699062,1.224651943
YLR414C,6827.678077,6525.191856,15971.41186,6206.441816,2.339215716,1.226024909
YER187W,266.8877567,297.0255339,624.3385225,277.2855037,2.33932995,1.22609536
YBL076C,21924.86929,28353.28914,51297.31791,30207.48277,2.339686373,1.226315154
YOR149C,1182.961949,1290.233944,2768.733234,1284.228004,2.340509123,1.226822389
YDR003W-A,302.1522051,201.4526492,707.5836588,205.983517,2.341811997,1.227625259
YBR126W-A,18.4336889,21.55074852,43.28747089,22.97508459,2.34828043,1.231604704
YKL097C,18.4336889,16.86580319,43.28747089,13.46815303,2.34828043,1.231604704
YDR003W,1037.095367,811.4325312,2435.752689,792.2442962,2.348629419,1.231819094
YNL318C,255.6672504,339.1900419,601.0298843,251.9336862,2.3508286,1.233169355
YOL011W,4045.793982,3727.342505,9521.578693,4106.202187,2.353451198,1.234777937
YKR043C,6218.564878,7302.89278,14636.15987,6846.575207,2.353623409,1.234883501
YIL067C,1642.201242,1724.996871,3865.904131,1750.859895,2.354098896,1.23517493
tT(UGU)G2,12.02197102,9.36989066,28.30334635,5.545710073,2.354301662,1.235299188
YGR032W,85075.48162,71671.23065,200475.932,67846.21703,2.356447806,1.236613727
YJL068C,2293.792071,1931.134465,5405.939153,1431.585443,2.356769483,1.236810655
YGL195W,27173.66184,28436.68116,64058.79731,30082.30817,2.357385533,1.23718772
YMR155W,912.0668684,822.6764,2151.054323,755.8010585,2.358439274,1.237832454
YLR048W,14718.09839,19540.90697,34713.22185,21733.63778,2.358539869,1.237893989
YJL134W,1132.46967,1022.255071,2677.163584,1097.25835,2.364004666,1.241232883
YLR212C,589.0765802,473.1794783,1393.523582,530.8036784,2.365606831,1.242210314
YPR198W,2583.120841,2521.437577,6115.187715,2425.852035,2.367364166,1.243281649
YML127W,2450.879159,2204.735272,5802.186002,2037.65233,2.367389669,1.243297191
YJR135W-A,921.6844452,1414.85349,2182.687475,1122.610168,2.368150495,1.243760766
snR36,2916.53017,3626.147685,6909.346315,2656.395125,2.369029604,1.244296227
YKL034W,1389.73985,1334.27243,3293.177593,1236.693346,2.36963601,1.24466547
YNL202W,2983.853208,2634.813254,7074.171685,1906.139777,2.370817595,1.245384669
YNL256W,3976.06655,5423.292714,9426.679238,5845.970661,2.370855497,1.245407734
YDR160W,1372.107626,1488.875626,3253.219928,1555.967798,2.370965562,1.245474708
YLR300W,61792.1296,73167.60219,146603.0096,69303.1543,2.372519131,1.24641972
YGR144W,642.7747174,361.6777795,1525.050898,270.9475493,2.372605606,1.246472304
YGR146C-A,44.88202516,35.60558451,106.5537745,39.61221481,2.374085708,1.24737202
YKL202W,5.610253145,3.747956264,13.31922181,5.545710073,2.374085708,1.247372019
tK(UUU)P,28.05126572,20.61375945,66.59610906,14.26039733,2.374085709,1.24737202
YBR296C-A,11.22050629,15.92881412,26.63844362,11.88366444,2.374085708,1.247372019
YJL002C,3558.503423,3626.147685,8449.381337,3725.132681,2.374419899,1.247575088
YDR156W,655.5981532,997.8933553,1556.684049,1023.579631,2.374448496,1.247592463
tG(GCC)D2,139.4548639,131.1784692,331.3156426,154.4876378,2.37579123,1.248408066
YGL017W,1005.838242,1134.693759,2390.800315,1147.961985,2.376923262,1.249095327
YKR105C,1156.513613,847.9751047,2752.084207,663.9007202,2.379638403,1.250742366
YPR010C,26501.23293,38053.93694,63099.81334,43538.57754,2.381014253,1.251576257
YBR069C,4994.728228,5991.108088,11902.38959,7409.068658,2.382990434,1.25277316
YGR069W,21.63954784,27.17268291,51.61198452,32.48201614,2.385076846,1.25403575
Q0045,15917.8911,18353.74182,37969.77158,13960.92899,2.385351887,1.254202109
YLL061W,576.2531444,436.6369048,1375.209652,394.5376595,2.386467936,1.254876953
YOL085C,69.72743194,35.60558451,166.4902727,43.57343629,2.38772988,1.255639636
YDL248W,4662.120363,3853.836028,11133.20453,3195.913491,2.388013106,1.255810755
YDR267C,1708.722815,2497.075861,4084.006388,2235.713404,2.39009297,1.257066737
YKL033W-A,2520.606591,3106.118754,6028.612773,2601.730269,2.391730941,1.258055102
YER053C-A,1860.19965,1174.984289,4450.284988,703.512935,2.392369544,1.258440257
YPL270W,2366.725362,2150.389906,5662.334173,2187.386502,2.392476231,1.258504592
YIL023C,5157.425569,3877.260755,12345.25372,3869.321142,2.39368529,1.259233486
YDR225W,16922.92788,21337.11501,40515.40785,17490.37733,2.394113367,1.259491469
