Gene,Occurances in pairs,Membership
YDR381W,9599,Annotated
YHR106W,9599,Annotated
YPL015C,9599,Annotated
YBR058C-A,9599,Annotated
YNL197C,9599,Annotated
YKL095W,9599,Annotated
YOR329C,9599,Annotated
YGR036C,9599,Annotated
YGR080W,9599,Annotated
YPR075C,9599,Annotated
YJL170C,9599,Annotated
YIR004W,9599,Annotated
YFR033C,9599,Annotated
YKL032C,9599,Annotated
YJL080C,9599,Annotated
YJL210W,9599,Annotated
YEL061C,9599,Annotated
YNL065W,9599,Annotated
YNL298W,9599,Annotated
YHR079C-B,9599,Annotated
YMR142C,9599,Annotated
YJL101C,9599,Annotated
YNL177C,9599,Annotated
YHR124W,9599,Annotated
YGR123C,9599,Annotated
YDR210W-C,9599,Annotated
YAL013W,9599,Annotated
YOR136W,9599,Annotated
YDL232W,9599,Annotated
YML086C,9599,Annotated
YBL078C,9599,Annotated
YGR248W,9599,Annotated
YDR260C,9599,Annotated
YLR193C,9599,Annotated
YPL255W,9599,Annotated
YEL071W,9599,Annotated
YKL029C,9599,Annotated
YPL046C,9599,Annotated
YLR127C,9599,Annotated
YGR188C,9599,Annotated
YBR050C,9599,Annotated
YCR047C,9599,Annotated
YIL042C,9599,Annotated
YOR298W,9599,Annotated
YPL042C,9599,Annotated
YDR456W,9599,Annotated
YOR313C,9599,Annotated
YDR306C,9599,Annotated
YDL015C,9599,Annotated
YBL097W,9599,Annotated
YPL060C-A,9599,Annotated
YGR098C,9599,Annotated
YOR332W,9599,Annotated
YNR007C,9599,Annotated
YBR297W,9599,Annotated
YKL140W,9599,Annotated
YKL108W,9599,Annotated
YMR163C,9599,Annotated
YFR002W,9599,Annotated
YJR010C-A,9599,Annotated
YIL124W,9599,Annotated
YMR211W,9599,Annotated
YGL048C,9599,Annotated
YLR353W,9599,Annotated
YMR135C,9599,Annotated
YHR116W,9599,Annotated
YIL008W,9599,Annotated
YMR235C,9599,Annotated
YJR135C,9599,Annotated
YLR015W,9599,Annotated
YOR210W,9599,Annotated
YER018C,9599,Annotated
YNL284C-B,9599,Annotated
YKR020W,9599,Annotated
YHR129C,9599,Annotated
YLR459W,9599,Annotated
YMR197C,9599,Annotated
YHR068W,9599,Annotated
YPR049C,9599,Annotated
YJL006C,9599,Annotated
YER029C,9599,Annotated
YDL024C,9599,Annotated
YDR251W,9599,Annotated
YKL182W,9599,Annotated
YHR170W,9599,Annotated
YMR050C,9599,Annotated
YHR143W,9599,Annotated
YBR020W,9599,Annotated
YOR038C,9599,Annotated
YJR049C,9599,Annotated
YMR232W,9599,Annotated
YDL209C,9599,Annotated
YOL031C,9599,Annotated
YDL243C,9599,Annotated
YDR129C,9599,Annotated
YKL026C,9599,Annotated
YMR296C,9599,Annotated
YDL003W,9599,Annotated
YNL272C,9599,Annotated
YGR285C,9599,Annotated
YBL052C,9599,Annotated
YKL054C,9599,Annotated
YBR202W,9599,Annotated
YNL102W,9599,Annotated
YBR216C,9599,Annotated
YGL044C,9599,Annotated
YMR179W,9599,Annotated
YNL051W,9599,Annotated
YDL224C,9599,Annotated
YPR137C-B,9599,Annotated
YBR103W,9599,Annotated
YDR325W,9599,Annotated
YLR256W-A,9599,Annotated
YDR213W,9599,Annotated
YCL038C,9599,Annotated
YNL142W,9599,Annotated
YPR108W,9599,Annotated
YBR117C,9599,Annotated
YHR194W,9599,Annotated
YDR116C,9599,Annotated
YFL060C,9599,Annotated
YOR094W,9599,Annotated
YKL055C,9599,Annotated
YGR253C,9599,Annotated
YJL167W,9599,Annotated
YIR018W,9599,Annotated
YLR131C,9599,Annotated
YGR085C,9599,Annotated
YBR069C,9599,Annotated
YDR356W,9599,Annotated
YNL027W,9599,Annotated
YJL122W,9599,Annotated
YOL027C,9599,Annotated
YEL042W,9599,Annotated
YJL034W,9599,Annotated
YDL109C,9599,Annotated
YNL012W,9599,Annotated
YLR167W,9599,Annotated
YGR094W,9599,Annotated
YNL210W,9599,Annotated
YNR052C,9599,Annotated
YMR076C,9599,Annotated
YLR153C,9599,Annotated
YIL103W,9599,Annotated
YNL127W,9599,Annotated
YBL011W,9599,Annotated
YOR110W,9599,Annotated
YLR291C,9599,Annotated
YGR010W,9599,Annotated
YER083C,9599,Annotated
YCR080W,9599,Annotated
YER094C,9599,Annotated
YKR008W,9599,Annotated
YOR326W,9599,Annotated
YER036C,9599,Annotated
YNL291C,9599,Annotated
YBR145W,9599,Annotated
YBR279W,9599,Annotated
YMR273C,9599,Annotated
YDR254W,9599,Annotated
YPL232W,9599,Annotated
YEL034W,9599,Annotated
YBL002W,9599,Annotated
YML004C,9599,Annotated
YOR243C,9599,Annotated
YBR198C,9599,Annotated
YLR085C,9599,Annotated
YKL002W,9599,Annotated
YHR082C,9599,Annotated
YBR221C,9599,Annotated
YCL052C,9599,Annotated
YML103C,9599,Annotated
YJL014W,9599,Annotated
YPR088C,9599,Annotated
YDL106C,9599,Annotated
YER052C,9599,Annotated
YIL138C,9599,Annotated
YIL095W,9599,Annotated
YKL041W,9599,Annotated
YER040W,9599,Annotated
YOL049W,9599,Annotated
YOR003W,9599,Annotated
YNL270C,9599,Annotated
YCL025C,9599,Annotated
YGL240W,9599,Annotated
YCL017C,9599,Annotated
YDR418W,9599,Annotated
YGR060W,9599,Annotated
YPL043W,9599,Annotated
YLR154C,9599,Annotated
YLR048W,9599,Annotated
YML107C,9599,Annotated
YCR034W,9599,Annotated
YPR122W,9599,Annotated
YKL146W,9599,Annotated
YOR119C,9599,Annotated
YLR248W,9599,Annotated
YAL047C,9599,Annotated
YHR114W,9599,Annotated
YDR261C-C,9599,Annotated
YGL027C,9599,Annotated
YKL195W,9599,Annotated
YGR206W,9599,Annotated
YOL088C,9599,Annotated
YCR042C,9599,Annotated
YBR010W,9599,Annotated
YMR021C,9599,Annotated
YMR238W,9599,Annotated
YER133W,9599,Annotated
YGL025C,9599,Annotated
YKL040C,9599,Annotated
YFL004W,9599,Annotated
YKL085W,9599,Annotated
YML091C,9599,Annotated
YLR399C,9599,Annotated
YER103W,9599,Annotated
YDR449C,9599,Annotated
YCL024W,9599,Annotated
YHR152W,9599,Annotated
YKR101W,9599,Annotated
YDR158W,9599,Annotated
YOL112W,9599,Annotated
YNL329C,9599,Annotated
YOR060C,9599,Annotated
YOR341W,9599,Annotated
YDL064W,9599,Annotated
YBR086C,9599,Annotated
YGL227W,9599,Annotated
YLR288C,9599,Annotated
YIL048W,9599,Annotated
YJL176C,9599,Annotated
YPR181C,9599,Annotated
YPR083W,9599,Annotated
YLR035C,9599,Annotated
YPR141C,9599,Annotated
YJL139C,9599,Annotated
YDR077W,9599,Annotated
YPL110C,9599,Annotated
YDL031W,9599,Annotated
YEL022W,9599,Annotated
YER044C,9599,Annotated
YIR025W,9599,Annotated
YNL280C,9599,Annotated
YPR158C-C,9599,Annotated
YKL189W,9599,Annotated
YBR026C,9599,Annotated
YNL250W,9599,Annotated
YBL039C,9599,Annotated
YLR372W,9599,Annotated
YKL166C,9599,Annotated
YLR319C,9599,Annotated
YIL085C,9599,Annotated
YHL003C,9599,Annotated
YBR085W,9599,Annotated
YPL163C,9599,Annotated
YAR009C,9599,Annotated
YHR069C,9599,Annotated
YML007W,9599,Annotated
YDL118W,9599,Annotated
YEL019C,9599,Annotated
YGL257C,9599,Annotated
YDR085C,9599,Annotated
YLR176C,9599,Annotated
YNL054W-A,9599,Annotated
YHR075C,9599,Annotated
YLR119W,9599,Annotated
YDR147W,9599,Annotated
YLR100W,9599,Annotated
YKL051W,9599,Annotated
YDR017C,9599,Annotated
YNR008W,9599,Annotated
YPR134W,9599,Annotated
YBR158W,9599,Annotated
YGR261C,9599,Annotated
YPR055W,9599,Annotated
YGL019W,9599,Annotated
YCL031C,9599,Annotated
YLR051C,9599,Annotated
YKL005C,9599,Annotated
YBR162C,9599,Annotated
YCL032W,9599,Annotated
YJR126C,9599,Annotated
YDL043C,9599,Annotated
YDL117W,9599,Annotated
YOL125W,9599,Annotated
YJL192C,9599,Annotated
YLR274W,9599,Annotated
YML115C,9599,Annotated
YPL276W,9599,Annotated
YOL061W,9599,Annotated
YEL041W,9599,Annotated
YGL135W,9599,Annotated
YHR066W,9599,Annotated
YDR014W-A,9599,Annotated
YJR120W,9599,Annotated
YJR090C,9599,Annotated
YBR084W,9599,Annotated
YPR140W,9599,Annotated
YPR024W,9599,Annotated
YOR185C,9599,Annotated
YMR005W,9599,Annotated
YDR034C-D,9599,Annotated
YGL086W,9599,Annotated
YLR170C,9599,Annotated
YLR020C,9599,Annotated
YBR133C,9599,Annotated
YKR059W,9599,Annotated
YPR100W,9599,Annotated
YDR316W-A,9599,Annotated
YKL160W,9599,Annotated
YDR477W,9599,Annotated
YPR200C,9599,Annotated
YCR008W,9599,Annotated
YPL106C,9599,Annotated
YKL062W,9599,Annotated
YLR002C,9599,Annotated
YNL218W,9599,Annotated
YNL160W,9599,Annotated
YAL030W,9599,Annotated
YDR164C,9599,Annotated
YDR293C,9599,Annotated
YEL057C,9599,Annotated
YLL008W,9599,Annotated
YPL126W,9599,Annotated
YGL014W,9599,Annotated
YNR023W,9599,Annotated
YOR103C,9599,Annotated
YPR036W-A,9599,Annotated
YGL099W,9599,Annotated
YBR135W,9599,Annotated
YPR073C,9599,Annotated
YGL142C,9599,Annotated
YLR074C,9599,Annotated
YDR142C,9599,Annotated
YNL075W,9599,Annotated
YPR023C,9599,Annotated
YDR464W,9599,Annotated
YGR054W,9599,Annotated
YML061C,9599,Annotated
YPL249C,9599,Annotated
YER014C-A,9599,Annotated
YML123C,9599,Annotated
YLR305C,9599,Annotated
YDR460W,9599,Annotated
YKL080W,9599,Annotated
YNR006W,9599,Annotated
YML071C,9599,Annotated
YKL074C,9599,Annotated
YNL130C,9599,Annotated
YOL110W,9599,Annotated
YPL194W,9599,Annotated
YPL060W,9599,Annotated
YAR010C,9599,Annotated
YLR160C,9599,Annotated
YBL103C,9599,Annotated
YCL012W,9599,Annotated
YER012W,9599,Annotated
YLR309C,9599,Annotated
YBR066C,9599,Annotated
YKL038W,9599,Annotated
YOR269W,9599,Annotated
YKL099C,9599,Annotated
YMR202W,9599,Annotated
YPL195W,9599,Annotated
YML052W,9599,Annotated
YGL210W,9599,Annotated
YGR280C,9599,Annotated
YIL097W,9599,Annotated
YOR373W,9599,Annotated
YDR258C,9599,Annotated
YIL131C,9599,Annotated
YOR057W,9599,Annotated
YGR192C,9599,Annotated
YGR024C,9599,Annotated
YCL001W,9599,Annotated
YNL173C,9599,Annotated
YMR039C,9599,Annotated
YMR236W,9599,Annotated
YBL088C,9599,Annotated
YGR027W-A,9599,Annotated
YOR032C,9599,Annotated
YPR178W,9599,Annotated
YBR041W,9599,Annotated
YDR098C-B,9599,Annotated
YDR295C,9599,Annotated
YCL003W,9599,Annotated
YML012W,9599,Annotated
YCR057C,9599,Annotated
YMR250W,9599,Annotated
YOR117W,9599,Annotated
YPL234C,9599,Annotated
YAR014C,9599,Annotated
YBR110W,9599,Annotated
YJL081C,9599,Annotated
YDR071C,9599,Annotated
YOR288C,9599,Annotated
YCL062W,9599,Annotated
YJL093C,9599,Annotated
YEL054C,9599,Annotated
YNL015W,9599,Annotated
YPR110C,9599,Annotated
YKL016C,9599,Annotated
YGR092W,9599,Annotated
YNL290W,9599,Annotated
YER041W,9599,Annotated
YPR163C,9599,Annotated
YIR008C,9599,Annotated
YGL229C,9599,Annotated
YGL183C,9599,Annotated
YBR106W,9599,Annotated
YLR386W,9599,Annotated
YNL031C,9599,Annotated
YBR082C,9599,Annotated
YPR041W,9599,Annotated
YOR229W,9599,Annotated
YLR208W,9599,Annotated
YLR467W,9599,Annotated
YNL025C,9599,Annotated
YBL098W,9599,Annotated
YGL200C,9599,Annotated
YOL090W,9599,Annotated
YBR095C,9599,Annotated
YLR433C,9599,Annotated
YHR120W,9599,Annotated
YKL145W,9599,Annotated
YER149C,9599,Annotated
YDR058C,9599,Annotated
YOR031W,9599,Annotated
YLR147C,9599,Annotated
YER159C-A,9599,Annotated
YHR031C,9599,Annotated
YKR037C,9599,Annotated
YCL055W,9599,Annotated
YIL073C,9599,Annotated
YLL027W,9599,Annotated
YKL113C,9599,Annotated
YMR037C,9599,Annotated
YDR138W,9599,Annotated
YOL034W,9599,Annotated
YNL167C,9599,Annotated
YFL049W,9599,Annotated
YDR096W,9599,Annotated
YDR353W,9599,Annotated
YDR397C,9599,Annotated
YOL016C,9599,Annotated
YMR272C,9599,Annotated
YOL130W,9599,Annotated
YDR079W,9599,Annotated
YOR194C,9599,Annotated
YLR032W,9599,Annotated
YDR412W,9599,Annotated
YER109C,9599,Annotated
YDL145C,9599,Annotated
YGL158W,9599,Annotated
YDR342C,9599,Annotated
YBR200W,9599,Annotated
YMR319C,9599,Annotated
YOR149C,9599,Annotated
YLL016W,9599,Annotated
YPL137C,9599,Annotated
YLR055C,9599,Annotated
YLR337W,9599,Annotated
YDL178W,9599,Annotated
YIR010W,9599,Annotated
YBL013W,9599,Annotated
YOL086C,9599,Annotated
YMR068W,9599,Annotated
YPR121W,9599,Annotated
YAL007C,9599,Annotated
YKL129C,9599,Annotated
YER065C,9599,Annotated
YOR159C,9599,Annotated
YOR064C,9599,Annotated
YNL328C,9599,Annotated
YGL016W,9599,Annotated
YOL133W,9599,Annotated
YCL074W,9599,Annotated
YDL142C,9599,Annotated
YKL139W,9599,Annotated
YLR284C,9599,Annotated
YGL008C,9599,Annotated
YGL254W,9599,Annotated
YKL022C,9599,Annotated
YDL174C,9599,Annotated
YOL054W,9599,Annotated
YDR123C,9599,Annotated
YKL012W,9599,Annotated
YDR143C,9599,Annotated
YML060W,9599,Annotated
YAL002W,9599,Annotated
YAL001C,9599,Annotated
YOR209C,9599,Annotated
YPR155C,9599,Annotated
YOR081C,9599,Annotated
YDR294C,9599,Annotated
YLR337C,9599,Annotated
YFL039C,9599,Annotated
YGL130W,9599,Annotated
YPR005C,9599,Annotated
YER120W,9599,Annotated
YFR055W,9599,Annotated
YHR011W,9599,Annotated
YPL248C,9599,Annotated
YEL030W,9599,Annotated
YPL132W,9599,Annotated
YJL148W,9599,Annotated
YOL103W-B,9599,Annotated
YJR033C,9599,Annotated
YCL014W,9599,Annotated
YLL006W,9599,Annotated
YML105C,9599,Annotated
YGR128C,9599,Annotated
YPR016C,9599,Annotated
YNL113W,9599,Annotated
YGL055W,9599,Annotated
YDR515W,9599,Annotated
YGR289C,9599,Annotated
YGL195W,9599,Annotated
YOR208W,9599,Annotated
YLR069C,9599,Annotated
YNL236W,9599,Annotated
YPL127C,9599,Annotated
YDR175C,9599,Annotated
YDR420W,9599,Annotated
YNL241C,9599,Annotated
YML092C,9599,Annotated
YGL174W,9599,Annotated
YGR172C,9599,Annotated
YNL243W,9599,Annotated
YML019W,9599,Annotated
YDR310C,9599,Annotated
YML013W,9599,Annotated
YDR345C,9599,Annotated
YNL317W,9599,Annotated
YPR138C,9599,Annotated
YDR499W,9599,Annotated
YLR196W,9599,Annotated
YER171W,9599,Annotated
YCR052W,9599,Annotated
YOL059W,9599,Annotated
YPR086W,9599,Annotated
YHR214C-C,9599,Annotated
YDR276C,9599,Annotated
YPL211W,9599,Annotated
YDR314C,9599,Annotated
YNL313C,9599,Annotated
YKL053C-A,9599,Annotated
YJL003W,9599,Annotated
YJR110W,9599,Annotated
YDL028C,9599,Annotated
YER173W,9599,Annotated
YLR138W,9599,Annotated
YJR028W,9599,Annotated
YDL022W,9599,Annotated
YKR019C,9599,Annotated
YKL178C,9599,Annotated
YDR150W,9599,Annotated
YPL083C,9599,Annotated
YER160C,9599,Annotated
YMR073C,9599,Annotated
YPL117C,9599,Annotated
YJL001W,9599,Annotated
YDL044C,9599,Annotated
YJL035C,9599,Annotated
YOR192C-B,9599,Annotated
YDL083C,9599,Annotated
YOR112W,9599,Annotated
YBR091C,9599,Annotated
YHR072W-A,9599,Annotated
YMR054W,9599,Annotated
YMR277W,9599,Annotated
YBR233W-A,9599,Annotated
YDR005C,9599,Annotated
YKL093W,9599,Annotated
YEL026W,9599,Annotated
YLL061W,9599,Annotated
YAL015C,9599,Annotated
YHR154W,9599,Annotated
YNR035C,9599,Annotated
YDR120C,9599,Annotated
YKR057W,9599,Annotated
YNL339C,9599,Annotated
YLR417W,9599,Annotated
YGR268C,9599,Annotated
YML131W,9599,Annotated
YGL133W,9599,Annotated
YPL187W,9599,Annotated
YML129C,9599,Annotated
YMR267W,9599,Annotated
YOR224C,9599,Annotated
YOR346W,9599,Annotated
YGR246C,9599,Annotated
YBR192W,9599,Annotated
YLR200W,9599,Annotated
YNR002C,9599,Annotated
YDR171W,9599,Annotated
YLR106C,9599,Annotated
YNR011C,9599,Annotated
YMR207C,9599,Annotated
YDL046W,9599,Annotated
YPR081C,9599,Annotated
YGR264C,9599,Annotated
YKL135C,9599,Annotated
YPR158C-D,9599,Annotated
YDR210W-B,9599,Annotated
YML116W,9599,Annotated
YAL054C,9599,Annotated
YDR011W,9599,Annotated
YLR126C,9599,Annotated
YMR133W,9599,Annotated
YLR424W,9599,Annotated
YLR452C,9599,Annotated
YLR286C,9599,Annotated
YCR040W,9599,Annotated
YDL002C,9599,Annotated
YOR126C,9599,Annotated
YER045C,9599,Annotated
YJL025W,9599,Annotated
YBR114W,9599,Annotated
YPL019C,9599,Annotated
YKL028W,9599,Annotated
YIL118W,9599,Annotated
YGL067W,9599,Annotated
YOL129W,9599,Annotated
YGL020C,9599,Annotated
YNL129W,9599,Annotated
YOR233W,9599,Annotated
YER021W,9599,Annotated
YPR072W,9599,Annotated
YOL156W,9599,Annotated
YLR097C,9599,Annotated
YPL169C,9599,Annotated
YJR060W,9599,Annotated
YIL112W,9599,Annotated
YBR004C,9599,Annotated
YPL204W,9599,Annotated
YLR361C,9599,Annotated
YGR284C,9599,Annotated
YFR029W,9599,Annotated
YBR223C,9599,Annotated
YGR199W,9599,Annotated
YGR095C,9599,Annotated
YPR189W,9599,Annotated
YBR042C,9599,Annotated
YGL051W,9599,Annotated
YKR099W,9599,Annotated
YOR037W,9599,Annotated
YGL206C,9599,Annotated
YOR162C,9599,Annotated
YOR206W,9599,Annotated
YOR026W,9599,Annotated
YLR368W,9599,Annotated
YDR103W,9599,Annotated
YGL063W,9599,Annotated
YHR024C,9599,Annotated
YJR077C,9599,Annotated
YNL244C,9599,Annotated
YJL222W,9599,Annotated
YDL230W,9599,Annotated
YOL038W,9599,Annotated
YBR205W,9599,Annotated
YMR048W,9599,Annotated
YDR484W,9599,Annotated
YMR041C,9599,Annotated
YCL044C,9599,Annotated
YPL092W,9599,Annotated
YDR472W,9599,Annotated
YNL258C,9599,Annotated
YLR115W,9599,Annotated
YFL021W,9599,Annotated
YOR372C,9599,Annotated
YGR191W,9599,Annotated
YLR011W,9599,Annotated
YDR099W,9599,Annotated
YJL141C,9599,Annotated
YNR060W,9599,Annotated
YBR256C,9599,Annotated
YMR091C,9599,Annotated
YER016W,9599,Annotated
YNR047W,9599,Annotated
YOR058C,9599,Annotated
YOL078W,9599,Annotated
YER127W,9599,Annotated
YKR068C,9599,Annotated
YER025W,9599,Annotated
YGL004C,9599,Annotated
YHR150W,9599,Annotated
YDR284C,9599,Annotated
YJL214W,9599,Annotated
YOR380W,9599,Annotated
YLR158C,9599,Annotated
YDL102W,9599,Annotated
YOR245C,9599,Annotated
YCR020C-A,9599,Annotated
YMR183C,9599,Annotated
YPR103W,9599,Annotated
YBL056W,9599,Annotated
YML081C-A,9599,Annotated
YIL129C,9599,Annotated
YGL061C,9599,Annotated
YMR137C,9599,Annotated
YLR346C,9599,Annotated
YFL055W,9599,Annotated
YNL245C,9599,Annotated
YPL274W,9599,Annotated
YGR113W,9599,Annotated
YPL259C,9599,Annotated
YIL039W,9599,Annotated
YGR140W,9599,Annotated
YLR378C,9599,Annotated
YJR066W,9599,Annotated
YKL110C,9599,Annotated
YNL221C,9599,Annotated
YOL094C,9599,Annotated
YGR099W,9599,Annotated
YDL140C,9599,Annotated
YPR021C,9599,Annotated
YDR300C,9599,Annotated
YML034W,9599,Annotated
YHR158C,9599,Annotated
YML076C,9599,Annotated
YHR015W,9599,Annotated
YDR219C,9599,Annotated
YMR218C,9599,Annotated
YNL054W,9599,Annotated
YDR492W,9599,Annotated
YJL109C,9599,Annotated
YDR292C,9599,Annotated
YNL103W,9599,Annotated
YIL173W,9599,Annotated
YOR359W,9599,Annotated
YCL040W,9599,Annotated
YCR091W,9599,Annotated
YHR165C,9599,Annotated
YNL145W,9599,Annotated
YNL029C,9599,Annotated
YDL017W,9599,Annotated
YOR348C,9599,Annotated
YDR195W,9599,Annotated
YLR182W,9599,Annotated
YLL034C,9599,Annotated
YJR043C,9599,Annotated
YGR254W,9599,Annotated
YDL130W,9599,Annotated
YLR221C,9599,Annotated
YBR136W,9599,Annotated
YOR116C,9599,Annotated
YIL101C,9599,Annotated
YPR111W,9599,Annotated
YOR349W,9599,Annotated
YBL099W,9599,Annotated
YAL024C,9599,Annotated
YML080W,9599,Annotated
YGR202C,9599,Annotated
YNL314W,9599,Annotated
YLR026C,9599,Annotated
YGR161C-D,9599,Annotated
YMR208W,9599,Annotated
YMR029C,9599,Annotated
YHL022C,9599,Annotated
YDL014W,9599,Annotated
YML011C,9599,Annotated
YBR260C,9599,Annotated
YOR005C,9599,Annotated
YMR313C,9599,Annotated
YMR109W,9599,Annotated
YJL179W,9599,Annotated
YPR051W,9599,Annotated
YJL073W,9599,Annotated
YDL160C,9599,Annotated
YGL073W,9599,Annotated
YJL198W,9599,Annotated
YNR038W,9599,Annotated
YKR014C,9599,Annotated
YGR033C,9599,Annotated
YJL062W,9599,Annotated
YFR047C,9599,Annotated
YER179W,9599,Annotated
YHL007C,9599,Annotated
YFR024C,9599,Annotated
YBL074C,9599,Annotated
YNL112W,9599,Annotated
YLR411W,9599,Annotated
YLR028C,9599,Annotated
YPL050C,9599,Annotated
YOR213C,9599,Annotated
YNL036W,9599,Annotated
YOR307C,9599,Annotated
YMR260C,9599,Annotated
YGR090W,9599,Annotated
YBL046W,9599,Annotated
YFR028C,9599,Annotated
YFL017W-A,9599,Annotated
YGR002C,9599,Annotated
YOR272W,9599,Annotated
YMR013C,9599,Annotated
YBR179C,9599,Annotated
YPL145C,9599,Annotated
YCR092C,9599,Annotated
YLR277C,9599,Annotated
YOR039W,9599,Annotated
YDL126C,9599,Annotated
YLR262C,9599,Annotated
YPR143W,9599,Annotated
YGR179C,9599,Annotated
YPL159C,9599,Annotated
YPL237W,9599,Annotated
YKR079C,9599,Annotated
YPL193W,9599,Annotated
YDL200C,9599,Annotated
YLR003C,9599,Annotated
YGL178W,9599,Annotated
YPR104C,9599,Annotated
YNR017W,9599,Annotated
YMR056C,9599,Annotated
YHR148W,9599,Annotated
YDR028C,9599,Annotated
YLR304C,9599,Annotated
YPL175W,9599,Annotated
YPL018W,9599,Annotated
YJR031C,9599,Annotated
YCR009C,9599,Annotated
YDR207C,9599,Annotated
YOR191W,9599,Annotated
YKL194C,9599,Annotated
YFR021W,9599,Annotated
YML032C,9599,Annotated
YGR037C,9599,Annotated
YDR416W,9599,Annotated
YNR030W,9599,Annotated
YCR020W-B,9599,Annotated
YLR383W,9599,Annotated
YER155C,9599,Annotated
YNL153C,9599,Annotated
YPL121C,9599,Annotated
YBL032W,9599,Annotated
YHR039C-A,9599,Annotated
YER049W,9599,Annotated
YOL003C,9599,Annotated
YNL159C,9599,Annotated
YPR102C,9599,Annotated
YLR316C,9599,Annotated
YAL012W,9599,Annotated
YMR100W,9599,Annotated
YJL166W,9599,Annotated
YGR147C,9599,Annotated
YDR261W-B,9599,Annotated
YJR029W,9599,Annotated
YJR137C,9599,Annotated
YGR009C,9599,Annotated
YER026C,9599,Annotated
YLR181C,9599,Annotated
YML040W,9599,Annotated
YNL149C,9599,Annotated
YDL132W,9599,Annotated
YDR110W,9599,Annotated
YDR182W,9599,Annotated
YDL097C,9599,Annotated
YBR214W,9599,Annotated
YPR036W,9599,Annotated
YPL257W-A,9599,Annotated
YJL102W,9599,Annotated
YLL019C,9599,Annotated
YMR153W,9599,Annotated
YBR121C,9599,Annotated
YML114C,9599,Annotated
YGL095C,9599,Annotated
YNL032W,9599,Annotated
YOR310C,9599,Annotated
YDR334W,9599,Annotated
YGR239C,9599,Annotated
YNR003C,9599,Annotated
YPR137W,9599,Annotated
YNL009W,9599,Annotated
YER068W,9599,Annotated
YGL180W,9599,Annotated
YDR479C,9599,Annotated
YML098W,9599,Annotated
YOR179C,9599,Annotated
YOR275C,9599,Annotated
YOL021C,9599,Annotated
YDR331W,9599,Annotated
YPL243W,9599,Annotated
YHL009C,9599,Annotated
YBR165W,9599,Annotated
YKR009C,9599,Annotated
YIL114C,9599,Annotated
YOR221C,9599,Annotated
YNL264C,9599,Annotated
YGL033W,9599,Annotated
YLL002W,9599,Annotated
YBR258C,9599,Annotated
YKR052C,9599,Annotated
YGL049C,9599,Annotated
YFR008W,9599,Annotated
YIR005W,9599,Annotated
YJR118C,9599,Annotated
YNL222W,9599,Annotated
YDR268W,9599,Annotated
YGR227W,9599,Annotated
YDR429C,9599,Annotated
YMR081C,9599,Annotated
YIL063C,9599,Annotated
YJR002W,9599,Annotated
YMR266W,9599,Annotated
YDR135C,9599,Annotated
YGR217W,9599,Annotated
YNL078W,9599,Annotated
YML016C,9599,Annotated
YDR330W,9599,Annotated
YOR239W,9599,Annotated
YAR031W,9599,Annotated
YIL029C,9599,Annotated
YKR029C,9599,Annotated
YGL153W,9599,Annotated
YCR071C,9599,Annotated
YCR055C,9599,Annotated
YKL092C,9599,Annotated
YJL087C,9599,Annotated
YJL042W,9599,Annotated
YPL140C,9599,Annotated
YKR063C,9599,Annotated
YIL075C,9599,Annotated
YHR059W,9599,Annotated
YGR104C,9599,Annotated
YNL101W,9599,Annotated
YAL021C,9599,Annotated
YML064C,9599,Annotated
YMR129W,9599,Annotated
YHR052W,9599,Annotated
YOR371C,9599,Annotated
YML023C,9599,Annotated
YDR362C,9599,Annotated
YOR377W,9599,Annotated
YNL064C,9599,Annotated
YOR069W,9599,Annotated
YER089C,9599,Annotated
YDR252W,9599,Annotated
YLR335W,9599,Annotated
YNL268W,9599,Annotated
YOR281C,9599,Annotated
YGR231C,9599,Annotated
YPL152W,9599,Annotated
YKL220C,9599,Annotated
YDR180W,9599,Annotated
YOR014W,9599,Annotated
YIL007C,9599,Annotated
YAL042W,9599,Annotated
YLR096W,9599,Annotated
YIL026C,9599,Annotated
YKL165C,9599,Annotated
YOL165C,9599,Annotated
YHR166C,9599,Annotated
YDR285W,9599,Annotated
YBL003C,9599,Annotated
YJR065C,9599,Annotated
YMR219W,9599,Annotated
YPL036W,9599,Annotated
YCR102C,9599,Annotated
YFR048W,9599,Annotated
YAL053W,9599,Annotated
YER042W,9599,Annotated
YDR087C,9599,Annotated
YLR385C,9599,Annotated
YBL033C,9599,Annotated
YBR201W,9599,Annotated
YDR508C,9599,Annotated
YPR001W,9599,Annotated
YCR010C,9599,Annotated
YJL099W,9599,Annotated
YBL007C,9599,Annotated
YGL223C,9599,Annotated
YHR039C,9599,Annotated
YMR276W,9599,Annotated
YBR250W,9599,Annotated
YIL010W,9599,Annotated
YPR074C,9599,Annotated
YHR091C,9599,Annotated
YMR311C,9599,Annotated
YGL087C,9599,Annotated
YML021C,9599,Annotated
YGR162W,9599,Annotated
YEL009C,9599,Annotated
YDR328C,9599,Annotated
YOR054C,9599,Annotated
YHR196W,9599,Annotated
YDR163W,9599,Annotated
YOR244W,9599,Annotated
YBR213W,9599,Annotated
YBR077C,9599,Annotated
YOR047C,9599,Annotated
YOR087W,9599,Annotated
YJR105W,9599,Annotated
YJL128C,9599,Annotated
YDR487C,9599,Annotated
YMR083W,9599,Annotated
YER093C,9599,Annotated
YAL044C,9599,Annotated
