Gene,Original Label,Modern Label,Confidence,Background Confidence,AG Rank,CellCompOutput Rank,ST Rank,SPELL Rank,MEFIT Rank,bioPIXIE Rank,,,Rankings Similarity to AG
YNL021W,-1,-1,1.038915452,0.775983825,4540,4548,3831,1165,1993,3908,,,
YKR060W,-1,-1,1.037797731,-0.324219883,4541,1587,1250,4783,5211,5009,,,
YNL236W,-1,-1,1.037707862,0.868770553,4542,2640,3156,1495,4647,5637,,,
YDL134C,-1,-1,1.036600289,0.468456805,4543,1606,1246,626,2346,3766,,,
YDR191W,-1,-1,1.036458276,0.448361065,4544,2181,1916,3012,2986,2354,,,
YER088C,-1,-1,1.03602451,0.944562946,4545,3199,1139,4273,898,865,,,
YNL103W,-1,-1,1.036017655,0.56130782,4546,3358,2964,1048,2467,4603,,,
YGL130W,-1,-1,1.03594385,0.689988149,4547,3217,2475,805,3272,4794,,,
YPL115C,-1,-1,1.035765899,0.289305193,4548,3970,986,821,2828,4505,,,
YBL097W,-1,-1,1.035076265,0.903168287,4549,4099,4136,4923,2810,2929,,,
YGL026C,0,0,1.033482697,1.118713939,4550,4348,2403,3087,3871,3024,,,
YIL033C,-1,-1,1.032092801,-0.106349696,4551,2443,1582,1006,3341,4736,,,
YMR223W,-1,-1,1.03188131,0.658710292,4552,4173,3805,3267,5393,5380,,,
YBR236C,-1,-1,1.031432196,0.499845316,4553,4683,1810,744,742,901,,,
YMR111C,0,-1,1.030495902,0.55315904,4554,689,4542,3481,3516,3936,,,
YOR396W,0,0,1.030232315,1.267522593,4555,5467,5333,6029,2561,2448,,,
YLR099W-A,0,1,1.030232315,1.267522593,4556,4836,4347,5969,2579,2456,,,
YCL001W-B,0,-1,1.030232315,1.267522593,4557,4832,5055,5887,2565,2449,,,
YGL133W,-1,-1,1.029879887,0.440118221,4558,2274,2203,2144,4770,4684,,,
YAL019W,0,-1,1.028276028,0.867351691,4559,3288,3025,4020,5329,5109,,,
YNL216W,-1,-1,1.027765312,0.565304,4560,3736,2103,3083,5117,5248,,,
YMR027W,0,0,1.027036442,0.272043024,4561,143,4408,123,947,2209,,,
YBR231C,-1,-1,1.027029755,0.89603658,4562,2867,1081,3419,3238,1737,,,
YOL093W,-1,-1,1.025714606,0.358235854,4563,2951,1182,3252,3326,3250,,,
YOR269W,-1,-1,1.024001874,0.647376433,4564,2046,1819,2650,1621,1244,,,
YDR354W,0,0,1.022336866,0.57889555,4565,2526,2926,1542,2991,3050,,,
YMR075W,0,-1,1.021199189,0.689360326,4566,3103,3113,2718,4303,4268,,,
YDL155W,-1,-1,1.020826986,0.675806386,4567,2564,896,2035,4850,4322,,,
YBL004W,-1,-1,1.020731746,0.713162949,4568,4756,3567,4630,1891,1319,,,
YCR059C,0,-1,1.0195721,0.551788107,4569,819,3436,3630,2542,1316,,,
YPR154W,-1,-1,1.018322207,-0.083277161,4570,3888,1379,3869,3287,2360,,,
YPL014W,0,-1,1.01788217,1.444917616,4571,229,5891,3261,4938,4879,,,
YFR027W,-1,-1,1.017421474,0.847605968,4572,1400,3215,4495,4949,4381,,,
YDR038C,-1,-1,1.01713991,1.155629633,4573,5768,3414,4467,5627,5316,,,
YPR179C,0,-1,1.016463821,0.684996662,4574,606,2497,3036,3788,3679,,,
YNL245C,-1,-1,1.016221053,0.937301177,4575,2635,3926,3673,2781,2754,,,
YGL035C,-1,-1,1.014757946,0.752661161,4576,1772,2174,2020,3915,5294,,,
YML051W,0,-1,1.014468968,0.495215225,4577,2879,3389,608,2175,2435,,,
YGR091W,-1,-1,1.013214227,0.955140058,4578,2558,2799,3420,5178,4389,,,
YML032C,-1,1,1.012728664,0.781692505,4579,2493,4296,285,194,186,,,
YGR116W,-1,-1,1.010832071,0.678495273,4580,2910,2473,3167,4790,5451,,,
YNL090W,-1,-1,1.010810813,0.630313393,4581,3279,2021,799,1585,3634,,,
YFL028C,0,-1,1.010725402,0.396327562,4582,389,3316,1214,2829,2863,,,
YOR213C,0,-1,1.01072099,0.395535149,4583,2318,2464,3144,4050,3410,,,
YOR156C,-1,-1,1.009256521,0.95712541,4584,2985,4048,4492,4097,2830,,,
YJR105W,0,0,1.00459789,0.572113122,4585,3263,2326,3417,4293,5373,,,
YPL256C,-1,-1,1.001713676,0.522600579,4586,4977,2198,2796,5359,5684,,,
YCL029C,-1,-1,1.001370948,0.701656389,4587,4779,4121,3406,1096,1245,,,
YJR050W,-1,-1,1.000462057,0.720276534,4588,2832,3887,1714,4198,4613,,,
YJL076W,-1,-1,1.000388699,0.779563392,4589,5175,3707,2607,5317,5183,,,
YKL139W,-1,-1,0.99941826,0.972017262,4590,1894,1138,2798,4700,4775,,,
YMR131C,-1,-1,0.998458813,0.261956375,4591,2138,600,4637,5679,5384,,,
YHR179W,0,0,0.995978206,0.665716141,4592,4423,4941,4352,5736,5618,,,
YDR482C,-1,-1,0.993488425,0.804502208,4593,3091,5676,3067,2295,1899,,,
YGR186W,-1,-1,0.993341191,0.708048554,4594,3163,3137,685,3448,5636,,,
YBR112C,-1,-1,0.991679319,0.676131101,4595,3651,1221,1310,4214,3991,,,
YGR007W,-1,-1,0.9915027,0.735095274,4596,2025,3371,300,1202,1931,,,
YNL124W,-1,-1,0.990808275,0.781223428,4597,5046,801,4298,5702,5488,,,
YHR127W,0,-1,0.98958334,0.622306797,4598,1281,4740,2116,3476,3317,,,
YKL183W,-1,-1,0.989542813,0.693484075,4599,4444,5350,2297,3113,2143,,,
YMR127C,-1,-1,0.988056226,0.544452727,4600,3104,2214,4216,5288,4820,,,
YLR098C,0,-1,0.987898103,0.830290826,4601,3624,3296,2836,3594,4162,,,
YBR150C,0,-1,0.987740799,0.516847583,4602,1999,5246,3970,3498,2156,,,
YOR275C,-1,-1,0.987412822,0.157610978,4603,1110,526,637,2384,3881,,,
YKR077W,-1,-1,0.987350416,0.273207624,4604,2183,4916,648,1886,2431,,,
YKR008W,-1,-1,0.987168962,0.354550134,4605,3560,1222,835,2247,5206,,,
YGL150C,-1,-1,0.983400198,1.041804593,4606,3322,3780,1102,1711,1267,,,
YDL209C,-1,-1,0.9824063,0.613034351,4607,3985,2849,5085,5521,5116,,,
YNL273W,-1,-1,0.981405044,0.559719516,4608,3148,2482,2552,5453,5640,,,
YDL080C,-1,-1,0.980436195,0.766053365,4609,4039,3320,2992,4132,3817,,,
YIR034C,0,0,0.979729131,0.551736394,4610,2343,3730,2947,4913,3442,,,
YFR047C,0,0,0.979009386,0.591970929,4611,2734,2457,1693,3058,2598,,,
YOR116C,-1,-1,0.977561469,0.185280393,4612,3990,1514,3464,5595,4979,,,
YMR220W,-1,-1,0.97499382,0.721708549,4613,2391,657,629,420,433,,,
YDR020C,0,0,0.973644909,0.675595553,4614,4437,5390,4186,4589,2836,,,
YBL074C,-1,-1,0.973433956,0.86158362,4615,4274,3048,5196,891,1117,,,
YDR487C,-1,-1,0.972536708,0.447768667,4616,3173,1172,2452,3693,2683,,,
YER042W,-1,-1,0.97188171,1.084778773,4617,1168,3581,3061,1543,4778,,,
YGR074W,-1,-1,0.970685874,0.655304865,4618,3084,2460,1914,3277,5545,,,
YOR386W,-1,-1,0.970257505,0.230322313,4619,1053,939,3209,3501,2157,,,
YJL203W,-1,-1,0.970101718,0.652996449,4620,1698,2620,1364,4049,5427,,,
YFL017C,0,0,0.969424639,0.534456014,4621,339,1220,1114,1495,2890,,,
YBR258C,0,0,0.968802344,0.53374773,4622,2828,1821,2355,400,448,,,
YGL009C,0,0,0.967639997,1.053551091,4624,4201,2819,4338,1340,828,,,
YML095C,-1,-1,0.965456714,0.915626695,4625,3936,3931,2803,1414,1129,,,
YML010W,-1,-1,0.964889695,0.853909447,4626,4183,2923,1917,5503,5709,,,
YIL084C,0,-1,0.963510957,0.971429503,4627,3750,2293,3640,1998,2100,,,
YOR057W,-1,0,0.963023275,1.024732457,4628,3810,3092,2701,4693,4369,,,
YOR308C,-1,-1,0.960021972,0.903280231,4629,3448,2883,3940,5253,5107,,,
YJR028W,-1,-1,0.95890761,0.961137526,4630,4804,3698,5391,4322,4071,,,
YOL157C,0,0,0.952565863,1.350273932,4631,5333,4834,5106,4024,2976,,,
YJR127C,0,-1,0.951599059,0.828085426,4632,2982,2697,1890,4401,4456,,,
YKR022C,-1,-1,0.950787039,0.954201407,4633,2184,1741,3591,4694,5139,,,
YNR024W,-1,-1,0.950395922,0.393470837,4634,4733,5875,3751,2094,3312,,,
YOR358W,0,-1,0.950175278,0.39295062,4635,1717,521,519,1829,4139,,,
YLR328W,0,0,0.948938217,0.275314305,4636,4872,3333,1176,1731,2327,,,
YDR075W,-1,-1,0.946862221,0.289641717,4637,4892,2781,2776,3932,2000,,,
YOR372C,-1,-1,0.946180573,0.683895875,4638,1311,2902,1320,2345,2233,,,
YNR054C,-1,-1,0.945526992,0.030290078,4639,4762,1497,4760,5704,5541,,,
YPL151C,-1,-1,0.943555868,0.616587684,4640,2744,2036,1415,4485,4944,,,
YMR043W,-1,-1,0.941229535,0.952462914,4641,2100,3738,819,3717,5424,,,
YPL228W,-1,-1,0.94042394,0.537158084,4642,3354,1406,1139,3875,5237,,,
YJL030W,-1,-1,0.939770052,0.847810128,4643,2598,2342,1670,1823,2402,,,
YAR015W,-1,0,0.939240156,1.104728181,4644,2079,3196,3775,5105,4386,,,
YGL163C,-1,-1,0.938744539,0.887686958,4645,3517,2577,3661,5638,5288,,,
YNL097C,0,-1,0.938370003,0.27910975,4646,2605,1701,1635,3235,4433,,,
YLR052W,-1,-1,0.936546008,0.513498881,4647,3367,1191,1223,2194,4601,,,
YDL051W,-1,-1,0.935838817,0.292585944,4648,4935,2496,4803,4504,5624,,,
YIR018W,-1,-1,0.934720222,0.640717896,4649,941,2540,4711,2954,2138,,,
YER067W,0,0,0.934215048,-0.22616187,4650,91,5948,4371,5286,5353,,,
YDR412W,-1,-1,0.933914492,0.335698288,4651,2256,786,5163,5120,4892,,,
YML062C,-1,-1,0.933843641,0.695942626,4652,2237,2485,2513,4417,5720,,,
YPL254W,-1,-1,0.933166788,0.449348364,4653,3184,724,1562,3790,5264,,,
YOL094C,-1,-1,0.932186785,0.579722121,4654,2767,953,534,2110,4097,,,
YBR170C,-1,-1,0.930004208,0.086478685,4655,2092,624,1525,1059,766,,,
YOL017W,-1,-1,0.926118548,0.714470128,4656,2309,1874,4780,5030,4384,,,
YGR218W,-1,-1,0.926096659,0.400374071,4657,4706,2777,977,3796,4712,,,
YGR292W,0,0,0.925085562,1.589528385,4658,5137,4128,5460,5718,5192,,,
YMR042W,-1,-1,0.924746234,0.546528907,4659,5246,4094,4160,5250,5056,,,
YFL007W,0,-1,0.92413318,0.590247592,4660,230,1151,3396,2402,2131,,,
YOR061W,-1,-1,0.923525178,0.315868978,4661,4263,722,2050,3230,5261,,,
YOL010W,-1,-1,0.922825688,0.37109832,4662,3287,688,4303,3771,5471,,,
YMR234W,-1,-1,0.922785327,0.621560483,4663,2385,3820,3501,2879,2136,,,
YLR017W,0,0,0.921984239,0.021243325,4664,4699,1929,3722,4275,3588,,,
YDR499W,-1,-1,0.92058312,0.489390712,4665,3474,3386,3378,1043,729,,,
YNL201C,0,-1,0.920523071,0.504462633,4666,1027,1570,4025,5626,5463,,,
YKL015W,-1,-1,0.915346113,0.599532111,4668,2440,2324,2221,4440,3700,,,
YDL150W,-1,-1,0.915155933,0.515882644,4669,3409,1325,4571,5483,4647,,,
YPL049C,-1,-1,0.914649024,0.713927177,4670,4052,2908,1702,3218,4252,,,
YOL137W,-1,0,0.91415646,0.817236943,4671,4803,4937,2245,5190,4817,,,
YPL138C,0,-1,0.914041134,0.205844399,4672,4156,857,2404,5458,5614,,,
YJR052W,-1,-1,0.913866313,0.361304539,4673,2082,2916,1578,4162,3691,,,
YFL001W,-1,-1,0.91255439,0.131603423,4674,4685,2029,1784,2371,3913,,,
YJR049C,-1,-1,0.911382694,0.538619218,4675,2788,1944,1546,1678,2021,,,
YKR002W,-1,-1,0.911058083,0.735087309,4676,2163,3007,458,1194,1204,,,
YLR033W,-1,-1,0.910510564,0.356962771,4677,3548,2652,2163,4829,4524,,,
YIR011C,-1,-1,0.910406188,0.729842836,4678,1881,3696,2252,2234,2334,,,
YBR195C,-1,-1,0.90948444,0.770768975,4679,3923,2459,2227,977,636,,,
YLR186W,-1,-1,0.909315733,0.19695094,4680,4780,248,4203,4971,4489,,,
YIL035C,-1,-1,0.909287806,0.409744462,4681,1762,2629,1089,2183,5196,,,
YFR036W,-1,-1,0.909110771,0.46842175,4682,4918,2026,4229,3873,4798,,,
YOL089C,-1,-1,0.90836232,0.632306668,4683,2113,2081,2815,3620,2266,,,
YML102W,-1,-1,0.907795248,0.742974768,4684,3446,3561,1322,4862,5452,,,
YER021W,-1,-1,0.906374641,0.594751863,4685,1719,2811,947,1681,3905,,,
YOL135C,-1,-1,0.905347656,0.507335306,4686,4569,2080,1329,3417,5040,,,
YDR478W,-1,-1,0.904959685,0.597327697,4687,3654,3088,3805,4195,4263,,,
YMR048W,-1,-1,0.90476895,0.749494909,4688,3342,1709,2350,4118,2316,,,
YPL075W,-1,-1,0.899231779,0.894401868,4689,2783,3699,1243,3740,5170,,,
YHR132W-A,0,-1,0.899190191,1.041292827,4690,5356,4670,5650,4035,3272,,,
YNL230C,-1,-1,0.898750926,0.787430948,4691,2850,3334,5064,3099,3103,,,
YPR019W,-1,-1,0.897339329,0.512148544,4692,2714,1416,833,1905,3501,,,
YDR362C,-1,-1,0.897009726,0.359100532,4693,4581,3297,1726,3950,4045,,,
YJL127C,-1,-1,0.896010549,0.89388864,4694,4527,1208,4865,1626,1012,,,
YDR081C,-1,-1,0.894035771,0.449169529,4695,4047,3927,3130,4152,4448,,,
YLR403W,-1,-1,0.889945565,0.308376101,4696,3229,2213,2483,5301,5525,,,
YBR095C,-1,-1,0.888764568,0.327624788,4697,4763,2637,1700,1241,913,,,
YJL110C,-1,-1,0.888274679,0.058488065,4698,3118,1824,1336,2152,2227,,,
YNR010W,-1,-1,0.88826018,0.461700173,4699,2802,1178,2313,3134,5128,,,
YBR030W,0,0,0.886227589,0.76773388,4700,4625,3110,4450,978,846,,,
YDR063W,0,-1,0.884081998,0.046172503,4701,179,5201,368,855,2105,,,
YBL026W,-1,-1,0.88396,0.37619675,4702,2937,946,2632,660,971,,,
YGR081C,-1,-1,0.88357221,0.106064744,4703,2497,550,3918,4556,4874,,,
YKL210W,-1,-1,0.882791727,0.231297074,4704,1780,883,1471,3728,3941,,,
YIL159W,-1,-1,0.882521043,0.846645661,4705,5289,3003,5016,4844,2183,,,
YBL108C-A,0,0,0.879378865,0.907565119,4706,5513,6015,5876,4183,3818,,,
YGL258W-A,0,0,0.879378865,0.907565119,4707,5795,4381,5922,2571,2453,,,
YPR086W,-1,-1,0.879138691,0.691209731,4708,4330,2076,2241,5313,5587,,,
YFL034C-B,-1,-1,0.877046285,0.5970875,4709,4418,3862,5575,5171,3840,,,
YPR190C,-1,-1,0.876516094,0.282857911,4710,3744,1573,4465,5398,5013,,,
YMR044W,-1,-1,0.876259108,0.677852541,4711,3881,2461,1084,3544,3929,,,
YDR207C,-1,-1,0.874994125,0.527811612,4712,4623,2702,3070,3263,1624,,,
YOR110W,-1,-1,0.871585852,0.421627522,4713,1995,2355,617,1743,2326,,,
YOL051W,-1,-1,0.871070279,0.681082677,4714,3232,2233,1109,3877,5595,,,
YDL108W,-1,-1,0.869693404,0.692972448,4715,3097,1955,1879,4573,5047,,,
YGR262C,-1,-1,0.869103186,0.45262001,4716,2716,2154,1762,2096,3909,,,
YGR010W,0,0,0.866113558,0.816098419,4717,1597,1875,2234,2974,2048,,,
YDL235C,-1,-1,0.865991967,0.741133071,4718,2219,3701,1734,1544,3633,,,
YJL109C,-1,-1,0.865765101,0.23764961,4719,5281,441,4995,5743,5714,,,
YHR154W,-1,-1,0.864149608,0.651299561,4720,3771,3467,4280,4922,3306,,,
YOR249C,-1,-1,0.862014962,0.164439237,4722,4337,1344,1123,3236,4937,,,
YGR252W,-1,-1,0.860425167,0.507051204,4723,3042,1079,512,3014,5443,,,
YFR046C,-1,-1,0.858249348,0.581061353,4724,3906,2997,3933,3957,3810,,,
YCR092C,-1,-1,0.855905598,0.783683319,4725,2417,3829,3331,4719,4472,,,
YOR023C,0,-1,0.854008754,-0.238112329,4726,290,752,804,1385,1173,,,
YDL059C,-1,1,0.853226975,0.097927366,4727,4001,3997,4192,3630,2004,,,
YOR206W,-1,-1,0.852286089,0.059706049,4728,1757,1037,4698,5010,5329,,,
YDR121W,-1,-1,0.849155504,0.213397191,4729,5416,3452,3454,3375,4861,,,
YGL232W,-1,-1,0.847917429,0.158494006,4730,3065,1158,1662,1266,2421,,,
YDR257C,0,0,0.847320684,0.416866437,4731,4349,5962,2819,4632,4363,,,
YGR042W,0,-1,0.846656948,0.255204956,4732,297,1972,3086,3108,2146,,,
YKL032C,-1,-1,0.845749194,0.820821878,4733,4036,2803,1792,3633,3460,,,
YGR040W,-1,-1,0.843818559,0.728596371,4734,2925,4134,3684,5555,5220,,,
YNR032W,-1,1,0.842959105,0.586270534,4735,3124,3136,839,2310,2437,,,
YPL190C,-1,-1,0.842910246,0.622392892,4736,4611,1297,1965,4882,5350,,,
YEL037C,-1,-1,0.842008422,0.89111804,4737,1827,2549,1432,4759,5553,,,
YHR061C,-1,-1,0.841447795,0.508029583,4738,3918,4153,2959,4826,4291,,,
YDR421W,-1,-1,0.839039182,0.571784017,4739,2801,2996,3299,4954,4563,,,
YLR373C,0,-1,0.837782601,0.441133035,4740,4000,1268,1284,4399,5136,,,
YLR210W,-1,-1,0.836379764,0.216528637,4741,3110,1177,2989,4359,4069,,,
YMR125W,-1,-1,0.832770462,0.285641322,4742,3285,708,1198,3926,5548,,,
YMR079W,-1,-1,0.832450861,0.041432377,4743,3014,1861,3345,4792,4811,,,
YDR540C,-1,-1,0.829391263,0.590413663,4744,4035,5659,4645,3588,3671,,,
YLR316C,-1,-1,0.829167883,0.869208507,4745,3022,1720,2752,2251,1950,,,
YLR278C,0,-1,0.828592346,0.98017907,4746,3235,5248,4117,3411,2796,,,
YLR385C,-1,-1,0.827065526,0.571736738,4747,4994,3120,5514,3368,3390,,,
YOR077W,0,0,0.822047053,0.651457119,4748,3762,4961,5123,2461,1953,,,
YOR038C,-1,-1,0.821124584,0.422183832,4749,3926,1044,634,2336,4931,,,
YDR181C,0,-1,0.82054848,0.423286033,4750,989,3069,2352,4101,5267,,,
YMR036C,-1,-1,0.819731897,0.509574111,4751,3807,2227,3326,3491,3556,,,
YER162C,-1,-1,0.819697005,0.449883862,4752,2638,217,4372,5303,4576,,,
YDR243C,-1,-1,0.819556684,0.720156879,4753,3549,3866,4132,4701,4559,,,
YER174C,-1,-1,0.819363921,0.31641739,4754,2733,3618,778,1134,2213,,,
YMR224C,-1,-1,0.816671594,0.549430092,4755,3979,3494,2974,154,259,,,
YFR037C,-1,-1,0.813854761,0.494590852,4756,4283,2315,2628,5020,5026,,,
YDR087C,-1,-1,0.813580702,-0.123091858,4757,2515,864,4892,4963,5142,,,
YMR277W,-1,-1,0.813134344,0.066649202,4758,5039,1930,1147,4349,5298,,,
YKR063C,0,-1,0.812381244,0.332675538,4759,2964,2395,2617,4721,3711,,,
YDR101C,-1,-1,0.81191105,-0.006739608,4760,5361,480,4553,5426,5789,,,
YLR127C,-1,-1,0.810969295,0.459294879,4761,2572,1977,2641,4948,4211,,,
YDR397C,-1,-1,0.810520708,0.350854429,4762,4846,2446,3603,1811,4599,,,
YGR090W,-1,-1,0.806097006,0.032011184,4763,3596,869,4180,5436,5685,,,
YGL151W,-1,-1,0.804994308,0.735297753,4764,2791,2393,1240,4120,5043,,,
YOL068C,-1,-1,0.804319543,0.681002399,4765,4451,3876,681,2381,4989,,,
YPL022W,-1,-1,0.80215041,0.654082252,4766,3188,2892,1509,2265,2681,,,
YGR275W,-1,-1,0.802122089,0.654965402,4767,4278,2609,2118,2231,4987,,,
YDR301W,-1,-1,0.800949693,0.505485065,4768,3858,3769,2228,4852,4877,,,
YER116C,0,-1,0.79880421,0.848023511,4769,1429,3430,5116,5328,4898,,,
YEL018W,-1,-1,0.798713021,0.387362149,4770,4496,3888,1454,2188,4930,,,
YLR116W,-1,-1,0.798622523,0.960322168,4771,3711,3312,3393,482,624,,,
YDR097C,-1,-1,0.796064318,0.104611311,4772,3843,3032,3045,2027,1257,,,
YIL083C,0,0,0.795725264,0.945452586,4773,2851,2101,2203,3502,3666,,,
YBR158W,-1,-1,0.795588971,0.614800337,4774,5270,1581,3500,1926,1211,,,
YNL102W,-1,-1,0.794886722,0.147162839,4775,5253,1417,2136,4100,5613,,,
YOR140W,-1,-1,0.794356956,0.586898762,4776,4963,1429,2306,3003,3778,,,
YNR027W,-1,0,0.793394365,0.521948563,4777,4181,2226,3139,2403,2132,,,
YHR074W,0,0,0.791459574,0.14905535,4778,2849,2455,962,2794,2919,,,
YNL107W,-1,-1,0.790833727,0.264989703,4779,3340,2301,1774,1989,1256,,,
YLR144C,-1,-1,0.790201653,0.100049251,4780,2773,1536,671,2219,2436,,,
YBR279W,-1,1,0.790135672,0.199533345,4781,3086,2890,1255,1366,1609,,,
YJR043C,-1,-1,0.788605534,0.337467404,4782,4120,1310,3370,4803,5712,,,
YGL131C,0,-1,0.788166388,0.524308043,4783,4589,4617,3168,1214,827,,,
YKL166C,-1,1,0.787830468,0.754466825,4784,2874,3823,4204,4661,4471,,,
YCL050C,0,0,0.78728119,0.418919669,4785,4619,4060,1550,1965,2330,,,
YML113W,-1,-1,0.787131475,0.375534187,4786,5363,2442,3068,5203,5106,,,
YPR070W,-1,-1,0.786980912,0.314625043,4787,3648,3053,3944,5374,5356,,,
YGR192C,0,-1,0.781860536,0.814879596,4788,3315,2314,3990,2795,1512,,,
YGL029W,-1,-1,0.781518681,0.272873176,4789,5392,1593,5276,5339,5379,,,
YFL017W-A,-1,-1,0.778400459,0.604048428,4791,2974,1988,5261,735,285,,,
YCR042C,-1,-1,0.77825667,0.179556793,4792,4650,3018,2093,4252,4942,,,
YML082W,0,0,0.77711534,0.413836517,4793,3633,3207,2675,4017,3133,,,
YJL146W,0,-1,0.775695126,0.652025032,4794,1368,2079,1185,1790,1937,,,
YGR272C,-1,-1,0.771112597,0.989069526,4795,5802,4211,4657,4824,3435,,,
YOR341W,-1,-1,0.770925981,0.733745727,4796,4826,729,4014,5599,5282,,,
YML081W,0,-1,0.766576165,0.193307145,4797,4844,4926,1981,4899,5140,,,
YHR040W,0,-1,0.765956183,0.453287188,4798,2261,2850,4146,4932,4755,,,
YER013W,-1,-1,0.763356936,0.513288657,4799,3415,2669,2822,4737,4476,,,
YLR277C,-1,-1,0.762885101,0.48275403,4800,4377,2458,406,2021,4589,,,
YLR135W,-1,-1,0.762662665,0.520792073,4801,3349,3782,4326,4178,2280,,,
YDR279W,-1,-1,0.762023068,0.162934932,4802,3925,2821,1885,4104,5297,,,
YNL088W,-1,-1,0.757847658,0.240686831,4803,4942,1998,2233,4815,5429,,,
YBR073W,-1,-1,0.757695438,0.357998767,4804,4990,2961,3862,1105,789,,,
YGR274C,-1,-1,0.757340944,0.033235868,4805,3577,3355,1522,4758,5533,,,
YHR166C,-1,-1,0.756163842,0.471938057,4806,3122,3325,3340,5089,4886,,,
YDR473C,-1,-1,0.755553391,0.467943323,4807,3491,2240,4417,5774,5736,,,
YDR465C,0,0,0.755377018,0.054566023,4808,5480,1853,5039,5302,4635,,,
YBR017C,0,-1,0.754380391,0.526153319,4810,227,3559,1527,1155,840,,,
YBR049C,-1,-1,0.753634113,0.318855692,4811,4286,3455,1824,4402,4547,,,
YHR055C,0,-1,0.751221308,0.782730412,4812,3406,4019,5430,4213,3417,,,
YER038C,-1,-1,0.751052267,0.09378187,4813,4555,3171,5035,4225,4061,,,
YPR104C,-1,-1,0.75014197,0.194327522,4814,4222,922,3440,5100,5054,,,
YDL197C,-1,-1,0.748723326,0.465032954,4815,2778,3451,3229,2365,3073,,,
YLL022C,-1,-1,0.745097127,0.454422853,4816,3408,3046,3379,4969,5101,,,
YHR072W-A,-1,-1,0.744921707,0.973738213,4817,5004,4163,5616,3457,2615,,,
YMR137C,-1,-1,0.744787445,0.261031112,4818,2308,1723,3443,4220,2396,,,
YDR177W,-1,-1,0.743991164,0.057110436,4819,3747,1035,416,707,2704,,,
YGL101W,0,0,0.7439875,-0.20521231,4820,3465,6054,1555,1639,2221,,,
YLR035C,-1,-1,0.741408551,0.468749305,4821,3416,1917,4373,2468,2041,,,
YOR033C,-1,-1,0.740533455,0.298520709,4822,3717,1980,2681,5249,5279,,,
YKL038W,-1,-1,0.739864637,0.51549264,4823,3447,3574,1354,3703,3401,,,
YJR119C,0,-1,0.737745443,0.835530618,4824,3160,3400,4537,3978,1756,,,
YOL028C,-1,-1,0.735788099,0.708467981,4825,4519,2197,4447,2990,3089,,,
YDL106C,0,-1,0.730235948,0.404756381,4826,4357,2157,1851,1930,1475,,,
YBR133C,-1,-1,0.728398159,0.277857633,4827,5162,3385,1093,1116,839,,,
YHR043C,-1,0,0.728142117,-0.158093243,4828,3528,1505,2196,1831,1892,,,
YHR066W,-1,-1,0.727982344,0.14795077,4829,4369,2427,4992,5544,5188,,,
YHR135C,-1,-1,0.726962134,0.829973991,4830,2462,2547,311,1567,4850,,,
YAL009W,-1,-1,0.725993642,0.661656117,4831,2428,3462,1629,1917,3067,,,
YOL141W,-1,-1,0.725904392,0.778742918,4832,5866,5611,5320,1547,918,,,
YIR009W,-1,-1,0.724947272,0.197131221,4833,2988,2664,3664,4617,3709,,,
YBL021C,-1,-1,0.723504241,0.584983933,4834,2692,1885,953,1320,2885,,,
YGR030C,-1,-1,0.723399814,0.679158446,4835,3728,2808,3714,1810,4529,,,
YEL019C,-1,-1,0.721384403,0.588547477,4836,5037,3858,5322,2273,1979,,,
YJL074C,-1,-1,0.720189578,0.263539602,4837,4675,1354,1426,1740,1509,,,
YOR144C,-1,-1,0.719820143,0.139517693,4838,3260,1633,1811,1333,975,,,
YAL001C,-1,-1,0.717166839,-0.072194517,4839,3845,1956,3126,3935,2651,,,
YOR185C,0,-1,0.713562565,0.584458788,4840,65,568,2757,3645,2804,,,
YOR123C,-1,-1,0.711320226,0.537221358,4841,4293,2005,2994,3520,5753,,,
YBL014C,-1,-1,0.710975418,0.432113126,4842,4845,2160,3936,1125,698,,,
YOL136C,0,0,0.710699735,0.289168099,4843,5029,3816,3866,5083,4841,,,
YNL206C,-1,-1,0.708676524,0.052507716,4844,5475,3557,1750,4620,5212,,,
YFR031C,-1,-1,0.707957539,0.524128997,4845,3701,1950,2793,4911,3464,,,
YLR086W,-1,-1,0.707571805,0.490581863,4846,3334,1769,3951,2534,1197,,,
YPL012W,-1,-1,0.706469547,-0.379297122,4848,4717,947,4685,5720,5759,,,
YDR346C,-1,-1,0.706380921,0.198732763,4849,4238,334,2824,3773,3268,,,
YLR228C,-1,-1,0.700104338,0.52716964,4850,4819,3554,2995,4418,3702,,,
YPR016C,-1,-1,0.699943292,0.030578027,4851,2829,1675,3851,5481,5435,,,
YBL052C,-1,-1,0.699680407,0.306605255,4852,4154,2175,3552,1526,934,,,
YDR014W,-1,-1,0.698578821,0.870776288,4853,5479,3416,4991,4091,3959,,,
YBR275C,0,-1,0.697698058,0.637319183,4854,3745,3317,5190,842,812,,,
YBL028C,0,0,0.696936881,-0.127966274,4855,3903,434,5110,4554,5270,,,
YLR418C,-1,-1,0.695739001,0.306233277,4856,4788,4621,38,408,1225,,,
YOL059W,0,0,0.695679408,0.833400518,4857,2498,3242,3513,5191,4759,,,
YLR154C,-1,-1,0.694961556,0.314564185,4858,4195,2573,2309,1680,3497,,,
YKL108W,-1,-1,0.694534639,0.8735295,4859,4766,3722,4347,4377,4270,,,
