Gene,Original Label,Modern Label,Confidence,Background Confidence,AG Rank,ST Rank,SPELL Rank,MEFIT Rank,bioPIXIE Rank,ST Diff,SPELL Diff,MEFIT Diff,bioPIXIE Diff,,
YLR068W,-1,-1,1.13781584,0.792912218,4194,1162,4000,3641,3041,3032,194,553,1153,,
YLR154C,-1,-1,1.137592624,0.911038458,4195,2573,2309,1680,3497,1622,1886,2515,698,,
YIR042C,0,0,1.137138127,0.936952868,4196,5591,4877,3691,3563,-1395,-681,505,633,,
YOR385W,0,0,1.137134141,0.984081653,4197,4267,4190,3512,1961,-70,7,685,2236,,
YBL010C,-1,-1,1.136481874,0.745182458,4198,5745,3483,1040,722,-1547,715,3158,3476,,
YDR200C,-1,-1,1.135824311,0.808391119,4199,1942,2040,4298,3822,2257,2159,-99,377,,
YOR180C,-1,-1,1.135764384,0.737976852,4200,2635,3247,3625,3121,1565,953,575,1079,,
YGL009C,-1,-1,1.135278392,1.124811395,4201,2819,4338,1340,828,1382,-137,2861,3373,,
YDR506C,-1,-1,1.135031472,0.54577459,4202,4524,3658,2806,3214,-322,544,1396,988,,
YKL144C,-1,-1,1.134853307,0.716981524,4203,461,3090,4008,5239,3742,1113,195,-1036,,
YLR451W,-1,-1,1.134574826,0.829310093,4204,822,3441,3900,4167,3382,763,304,37,,
YGR196C,0,0,1.134461825,1.010905188,4205,5270,2307,4846,4810,-1065,1898,-641,-605,,
YOR377W,-1,-1,1.134450961,0.937748657,4206,621,4487,1590,1236,3585,-281,2616,2970,,
YDR519W,-1,-1,1.134392287,0.954231876,4207,4323,2157,1185,955,-116,2050,3022,3252,,
YDR292C,-1,-1,1.134159621,0.755680238,4208,1467,631,2055,4853,2741,3577,2153,-645,,
YPL018W,-1,-1,1.133782349,0.933553255,4209,2449,4294,2584,1650,1760,-85,1625,2559,,
YGR094W,-1,-1,1.133667335,0.931828408,4210,2832,4224,4557,3320,1378,-14,-347,890,,
YBR153W,-1,-1,1.133288318,0.912807599,4211,3056,845,539,423,1155,3366,3672,3788,,
YNR055C,-1,-1,1.132851282,0.796363333,4212,3486,903,2782,4789,726,3309,1430,-577,,
YPR164W,-1,-1,1.132393469,0.917161347,4213,4075,4947,850,1056,138,-734,3363,3157,,
YMR268C,-1,-1,1.131820442,0.749631507,4215,2768,3020,3739,3402,1447,1195,476,813,,
YLL051C,-1,-1,1.131215899,1.114821119,4216,5474,4047,5525,5311,-1258,169,-1309,-1095,,
YLR050C,-1,1,1.130917159,0.884886298,4217,5776,1073,508,529,-1559,3144,3709,3688,,
YIL142W,-1,-1,1.130630482,1.070756409,4218,1275,1286,2825,2192,2943,2932,1393,2026,,
YER065C,-1,-1,1.130345636,0.761394735,4219,2142,3814,3905,2973,2077,405,314,1246,,
YHL029C,0,0,1.129958042,1.007240295,4220,2187,2762,5052,3836,2033,1458,-832,384,,
YML020W,0,0,1.129486465,0.967131468,4221,4953,2468,2366,3346,-732,1753,1855,875,,
YPR104C,-1,-1,1.128425993,0.68202391,4222,922,3440,5100,5054,3300,782,-878,-832,,
YBL059C-A,0,1,1.128175119,0.993781777,4223,4635,5737,4075,3276,-412,-1514,148,947,,
YDR212W,-1,-1,1.128172736,0.795656229,4224,1121,1813,1937,1691,3103,2411,2287,2533,,
YPR169W,-1,-1,1.127257428,0.768315419,4225,2662,3645,4794,4479,1563,580,-569,-254,,
YKL005C,-1,-1,1.12721536,0.796751333,4226,2783,3246,3142,3366,1443,980,1084,860,,
YLR015W,-1,-1,1.126709104,0.869925864,4227,3781,3577,5388,5735,446,650,-1161,-1508,,
YPR051W,0,0,1.126705244,0.963934781,4228,1473,1985,3831,3948,2755,2243,397,280,,
YOR231W,-1,-1,1.125932319,1.014544544,4229,1594,2129,4061,4675,2635,2100,168,-446,,
YKL055C,-1,-1,1.125644012,1.054250023,4230,3848,4675,1764,1132,382,-445,2466,3098,,
YDR135C,-1,-1,1.125585403,0.882277258,4231,3352,4587,4766,4202,879,-356,-535,29,,
YLR287C-A,-1,-1,1.124812613,0.863241831,4232,2802,5170,1448,1400,1430,-938,2784,2832,,
YPL272C,0,0,1.124591813,0.948148555,4233,5860,4290,2763,2921,-1627,-57,1470,1312,,
YGL159W,0,0,1.124555516,0.907584158,4234,4488,444,1742,3062,-254,3790,2492,1172,,
YER041W,-1,-1,1.124340375,0.770498991,4235,4516,4113,2994,3360,-281,122,1241,875,,
YEL017C-A,-1,-1,1.124212717,1.006237583,4236,2429,4322,5584,5513,1807,-86,-1348,-1277,,
YJL126W,0,0,1.123726539,1.044146578,4237,5752,1057,2156,3506,-1515,3180,2081,731,,
YDR346C,-1,-1,1.123538216,0.783812259,4238,334,2824,3773,3268,3904,1414,465,970,,
YER070W,-1,-1,1.122986673,0.750648886,4239,1877,3349,1837,1178,2362,890,2402,3061,,
YOR010C,-1,-1,1.122363476,0.897781132,4240,4133,3835,5310,5146,107,405,-1070,-906,,
YPL139C,-1,-1,1.121569175,0.743388835,4241,1960,498,852,3483,2281,3743,3389,758,,
YLL012W,-1,-1,1.12138695,0.820862679,4242,3475,4331,477,593,767,-89,3765,3649,,
YOL164W,0,0,1.121212024,0.940267334,4243,3028,3259,3627,2963,1215,984,616,1280,,
YPL016W,-1,-1,1.12106817,0.641312081,4244,1284,4385,5442,5409,2960,-141,-1198,-1165,,
YDR288W,-1,-1,1.120977196,0.58560799,4245,1034,1601,1652,1266,3211,2644,2593,2979,,
YAR008W,-1,-1,1.12020808,0.703585889,4247,6089,2285,4386,4869,-1842,1962,-139,-622,,
YKL090W,-1,-1,1.119928226,0.931143508,4248,4305,4526,3997,2279,-57,-278,251,1969,,
YLR427W,-1,-1,1.11956438,0.785701253,4249,1489,1977,2452,2343,2760,2272,1797,1906,,
YJL006C,-1,-1,1.119436723,0.878853737,4250,3303,3442,4823,4876,947,808,-573,-626,,
YJL123C,-1,-1,1.119425878,1.014956968,4251,5140,1387,4352,4397,-889,2864,-101,-146,,
YER171W,-1,-1,1.119297688,0.774470189,4252,909,1712,4470,4913,3343,2540,-218,-661,,
YCR017C,-1,-1,1.11928262,0.907083244,4253,3979,3543,3355,2792,274,710,898,1461,,
YOR168W,-1,-1,1.119088597,0.391255629,4254,1249,3101,4754,4085,3005,1153,-500,169,,
YDR448W,-1,-1,1.118865147,0.940994193,4255,4022,3612,5532,5461,233,643,-1277,-1206,,
YEL055C,-1,-1,1.118375426,0.665301335,4256,2039,4217,5166,5055,2217,39,-910,-799,,
YPR110C,-1,-1,1.118014429,0.501624117,4257,625,4638,5331,5330,3632,-381,-1074,-1073,,
YNL191W,-1,-1,1.117907192,0.905045365,4258,3511,3629,5568,5411,747,629,-1310,-1153,,
YHL010C,0,0,1.117393879,0.864734221,4259,5787,4815,4081,3275,-1528,-556,178,984,,
YDR352W,-1,-1,1.11734118,0.970412323,4260,5447,2567,4618,4806,-1187,1693,-358,-546,,
YOR340C,-1,-1,1.116889326,0.524886318,4261,1023,3889,5681,5538,3238,372,-1420,-1277,,
YDR311W,-1,-1,1.116528845,0.67276157,4262,3408,2389,5183,5249,854,1873,-921,-987,,
YOR061W,-1,-1,1.116527033,0.807065519,4263,722,2050,3230,5261,3541,2213,1033,-998,,
YDL131W,0,0,1.115422111,0.942604442,4265,1389,4328,3523,3746,2876,-63,742,519,,
YOR251C,-1,-1,1.115238626,0.997457374,4266,5689,1076,1564,1605,-1423,3190,2702,2661,,
YMR008C,-1,-1,1.114939942,0.840105881,4267,2611,2899,2496,1493,1656,1368,1771,2774,,
YCR027C,-1,-1,1.113909449,0.731944977,4269,1126,935,905,1888,3143,3334,3364,2381,,
YOL011W,-1,-1,1.113710781,0.817248039,4270,3169,3799,2862,3220,1101,471,1408,1050,,
YPL217C,-1,-1,1.113540752,0.753245704,4271,1142,4311,5536,5460,3129,-40,-1265,-1189,,
YBR205W,-1,-1,1.113262997,0.776508485,4272,546,1113,460,715,3726,3159,3812,3557,,
YGL183C,-1,-1,1.113093805,0.75842423,4273,3587,5557,5309,4700,686,-1284,-1036,-427,,
YBL074C,-1,-1,1.11249716,1.130464855,4274,3048,5196,891,1117,1226,-922,3383,3157,,
YLR049C,0,0,1.112260823,0.874495306,4275,5205,812,1799,3499,-930,3463,2476,776,,
YJR156C,0,0,1.111863887,0.963692194,4276,3978,4879,4234,4063,298,-603,42,213,,
YHR068W,0,0,1.111628006,0.96240683,4277,824,3939,3913,4352,3453,338,364,-75,,
YGR275W,-1,-1,1.111625734,0.843393286,4278,2609,2118,2231,4987,1669,2160,2047,-709,,
YPL008W,-1,-1,1.111036648,0.939971268,4279,3350,2301,3279,3459,929,1978,1000,820,,
YPL069C,-1,-1,1.110738458,0.831901684,4280,2708,2331,820,364,1572,1949,3460,3916,,
YCR040W,-1,-1,1.110593174,0.843944219,4281,3766,5551,5290,4634,515,-1270,-1009,-353,,
YEL005C,-1,-1,1.110484867,0.6400103,4282,5995,3909,4397,4075,-1713,373,-115,207,,
YFR037C,-1,-1,1.11022191,0.891612872,4283,2315,2628,5020,5026,1968,1655,-737,-743,,
YDL216C,-1,-1,1.110165085,0.607998464,4284,2679,4613,5132,4567,1605,-329,-848,-283,,
YOR151C,-1,-1,1.110019898,0.891364785,4285,1312,1332,4834,5741,2973,2953,-549,-1456,,
YBR049C,-1,-1,1.109167569,0.699559545,4286,3455,1824,4402,4547,831,2462,-116,-261,,
YAL023C,-1,-1,1.108970427,1.160716501,4287,1320,3656,784,596,2967,631,3503,3691,,
YGR217W,-1,-1,1.108960365,0.869458836,4288,3965,4157,4861,2999,323,131,-573,1289,,
YPL089C,-1,-1,1.108942609,0.867105446,4289,2800,3992,4598,4517,1489,297,-309,-228,,
YML006C,-1,-1,1.108805915,0.870961139,4290,2713,2395,3747,2968,1577,1895,543,1322,,
YLR310C,-1,-1,1.108597034,0.762815444,4291,2259,2642,5361,5027,2032,1649,-1070,-736,,
YJR120W,1,1,1.108573669,0.637321182,4292,4149,3610,3445,3392,143,682,847,900,,
YOR123C,-1,-1,1.107965039,0.835679541,4293,2005,2994,3520,5753,2288,1299,773,-1460,,
YGL039W,-1,-1,1.107858339,1.131436759,4294,2804,4038,1481,867,1490,256,2813,3427,,
YBR263W,0,0,1.107771648,0.988559823,4295,3193,2328,463,202,1102,1967,3832,4093,,
YLL033W,-1,-1,1.107709163,1.006330095,4296,2956,2764,2268,3070,1340,1532,2028,1226,,
YOR014W,-1,-1,1.107038787,0.829765132,4297,1551,397,2449,4855,2746,3900,1848,-558,,
YDR429C,-1,-1,1.106528107,0.667275642,4298,730,3975,2870,2303,3568,323,1428,1995,,
YGL210W,-1,-1,1.106364682,0.783769575,4299,2307,1927,2860,3356,1992,2372,1439,943,,
YBR295W,-1,-1,1.106102272,1.019631808,4300,4009,4800,3777,3800,291,-500,523,500,,
YDL219W,0,0,1.105868734,0.94539094,4301,1061,1186,1457,2709,3240,3115,2844,1592,,
YNL085W,-1,-1,1.105377353,0.808694945,4302,855,1148,3977,4414,3447,3154,325,-112,,
YMR154C,-1,-1,1.104770851,0.933898452,4303,3419,3312,619,922,884,991,3684,3381,,
YLR143W,-1,-1,1.10430521,0.627778085,4305,5847,1988,3979,2073,-1542,2317,326,2232,,
YNL048W,-1,-1,1.10319609,0.72554092,4306,613,188,1088,5030,3693,4118,3218,-724,,
YGL205W,-1,-1,1.103119307,0.668894584,4307,3522,5133,4070,1773,785,-826,237,2534,,
YHR077C,-1,-1,1.103056977,0.93774929,4308,2591,4002,4706,4084,1717,306,-398,224,,
YGR203W,-1,-1,1.102864429,0.860583425,4309,4340,3429,4749,4289,-31,880,-440,20,,
YCR048W,-1,-1,1.102694727,1.082617924,4310,3936,4123,3127,3529,374,187,1183,781,,
YGR188C,-1,-1,1.102142362,0.990406308,4311,3311,4444,5540,5218,1000,-133,-1229,-907,,
YDR225W,-1,-1,1.101871482,0.660064202,4312,3646,3694,1535,4777,666,618,2777,-465,,
YOR373W,-1,-1,1.101607826,0.88983847,4313,2518,3995,3032,3362,1795,318,1281,951,,
YDL206W,-1,-1,1.101595997,0.719552241,4314,4964,4591,1161,969,-650,-277,3153,3345,,
YDR004W,-1,-1,1.101368175,0.648219242,4315,2786,1910,1565,1177,1529,2405,2750,3138,,
YBR181C,-1,-1,1.100216292,0.713447579,4317,2935,5393,3316,5620,1382,-1076,1001,-1303,,
YBL034C,-1,-1,1.100040389,0.692159353,4318,2438,3509,4727,2315,1880,809,-409,2003,,
YBR198C,-1,-1,1.099917097,0.875694605,4319,2600,1029,1482,850,1719,3290,2837,3469,,
YER155C,-1,-1,1.098004148,0.798513512,4321,3282,2955,240,65,1039,1366,4081,4256,,
YIL139C,-1,-1,1.097864539,1.008036332,4322,3826,3039,3337,3785,496,1283,985,537,,
YDR483W,-1,-1,1.09765163,0.709415424,4323,2211,2400,4066,4259,2112,1923,257,64,,
YOL014W,0,0,1.097411516,0.99029824,4324,4536,4569,4269,3583,-212,-245,55,741,,
YMR122W-A,-1,-1,1.097283609,0.811784916,4325,5715,5597,3548,2058,-1390,-1272,777,2267,,
YLR126C,-1,-1,1.097144863,0.82402506,4326,3930,3674,4119,3960,396,652,207,366,,
YNL202W,-1,-1,1.096709962,0.811576167,4327,1207,4672,2405,1450,3120,-345,1922,2877,,
YBL016W,-1,-1,1.096028544,0.851887946,4328,3692,2599,5469,5669,636,1729,-1141,-1341,,
YLR007W,-1,-1,1.095786166,0.85470472,4329,3209,2850,2425,4338,1120,1479,1904,-9,,
YPR086W,-1,-1,1.095344242,0.998698593,4330,2076,2241,5313,5587,2254,2089,-983,-1257,,
YMR299C,0,0,1.095207,0.876749148,4331,3822,2369,2910,1718,509,1962,1421,2613,,
YBR019C,-1,-1,1.095005354,0.830660752,4332,3285,5061,3983,1913,1047,-729,349,2419,,
YKL070W,0,0,1.094450941,0.939480015,4333,2310,4281,2521,2916,2023,52,1812,1417,,
YJL002C,-1,-1,1.094398245,0.754685873,4334,2043,1874,3325,5719,2291,2460,1009,-1385,,
YNL199C,-1,-1,1.093083305,0.732820064,4335,770,2036,3540,2304,3565,2299,795,2031,,
YOR353C,-1,-1,1.092809409,0.785543105,4336,2468,908,2790,2922,1868,3428,1546,1414,,
YOR249C,-1,-1,1.09249794,0.568173388,4337,1344,1123,3236,4937,2993,3214,1101,-600,,
YGR216C,-1,-1,1.092312482,0.787449724,4338,1680,865,1878,1963,2658,3473,2460,2375,,
YLR146C,0,0,1.092311313,0.943350592,4339,1291,1671,1865,1871,3048,2668,2474,2468,,
YML061C,1,1,1.092136149,0.744302324,4340,67,2528,323,254,4273,1812,4017,4086,,
YHR042W,-1,-1,1.092024746,0.906289725,4341,2825,4211,3131,1751,1516,130,1210,2590,,
YIL038C,-1,-1,1.091997825,0.845999975,4342,1872,1626,3834,4327,2470,2716,508,15,,
YIL137C,-1,-1,1.091990947,0.936415827,4343,4710,2006,3460,2365,-367,2337,883,1978,,
YDR469W,-1,-1,1.091635588,0.910332523,4344,866,2840,3783,5134,3478,1504,561,-790,,
YDR302W,-1,-1,1.091453625,0.80633185,4345,1569,1643,1492,1919,2776,2702,2853,2426,,
YER188C-A,0,0,1.090662541,0.971151046,4346,4893,5611,3623,2636,-547,-1265,723,1710,,
YDL203C,0,0,1.090462201,0.947914602,4347,5039,2868,2410,3211,-692,1479,1937,1136,,
YGL026C,-1,-1,1.090436486,1.119417173,4348,2403,3087,3871,3024,1945,1261,477,1324,,
YDR257C,-1,-1,1.09035995,0.77959905,4349,5962,2819,4632,4363,-1613,1530,-283,-14,,
YGR158C,-1,-1,1.090306337,0.494542496,4350,649,2732,4668,4875,3701,1618,-318,-525,,
YBR285W,0,0,1.089959958,0.870905431,4351,5592,4679,3541,2368,-1241,-328,810,1983,,
YOR370C,0,0,1.089956317,0.939842019,4352,877,861,1776,3203,3475,3491,2576,1149,,
YNL172W,-1,-1,1.089414495,0.564850254,4353,3206,3155,4644,3831,1147,1198,-291,522,,
YHR019C,-1,-1,1.089283463,0.790945883,4354,1691,3555,5356,5482,2663,799,-1002,-1128,,
YKL082C,-1,-1,1.087988284,0.578688692,4355,3044,4839,5693,4776,1311,-484,-1338,-421,,
YLR438C-A,-1,-1,1.087040958,0.857974407,4356,191,5583,5358,4579,4165,-1227,-1002,-223,,
YDL106C,-1,-1,1.087020804,0.713725352,4357,2157,1851,1930,1475,2200,2506,2427,2882,,
YJL103C,-1,-1,1.086322108,0.552292086,4358,2836,3455,4702,3288,1522,903,-344,1070,,
YDL102W,-1,-1,1.0861899,0.696406969,4359,2955,3385,5487,5434,1404,974,-1128,-1075,,
YFL054C,-1,-1,1.086120134,0.775478111,4360,1764,3607,1151,1023,2596,753,3209,3337,,
YLR291C,-1,-1,1.086085677,0.806757213,4361,1624,1463,3485,3473,2737,2898,876,888,,
YDL035C,-1,-1,1.086076345,0.816705976,4362,3503,3320,3093,3653,859,1042,1269,709,,
YHR079C-A,-1,-1,1.085893826,0.89994977,4363,4169,5589,3889,2971,194,-1226,474,1392,,
YIL047C,-1,-1,1.085878804,0.669807056,4364,2642,4215,3952,4047,1722,149,412,317,,
YHR015W,0,0,1.085224962,0.9680592,4365,3877,5057,5412,3845,488,-692,-1047,520,,
YOR302W,0,0,1.084812982,0.934772594,4366,4074,5129,5563,5117,292,-763,-1197,-751,,
YIL013C,-1,-1,1.084299746,0.915246838,4368,3139,4962,3824,3806,1229,-594,544,562,,
YHR066W,-1,-1,1.083874612,0.945687323,4369,2427,4992,5544,5188,1942,-623,-1175,-819,,
YCR073C,-1,-1,1.08343785,0.748934124,4370,2895,5086,5022,4625,1475,-716,-652,-255,,
YPL064C,-1,-1,1.083162535,0.695685207,4371,5440,2062,3972,3575,-1069,2309,399,796,,
YBR085W,-1,-1,1.082655909,0.744717187,4372,3747,2097,1978,1153,625,2275,2394,3219,,
YDR213W,-1,-1,1.082440288,1.302527304,4373,3527,5018,2406,2438,846,-645,1967,1935,,
YNL335W,-1,-1,1.082358425,0.834334259,4374,4970,4978,4849,4087,-596,-604,-475,287,,
YCL002C,0,0,1.082174305,0.984272709,4375,5329,3198,3198,3655,-954,1177,1177,720,,
YDR218C,-1,-1,1.082129624,0.971123094,4376,3986,5464,4868,4377,390,-1088,-492,-1,,
YLR277C,-1,-1,1.082114531,0.843945278,4377,2458,406,2021,4589,1919,3971,2356,-212,,
YDR480W,-1,-1,1.081880737,0.632868527,4378,3398,3032,3500,2264,980,1346,878,2114,,
YLR432W,-1,-1,1.08063768,1.009496737,4379,249,4872,4697,3732,4130,-493,-318,647,,
YKL197C,-1,-1,1.079824562,0.876409401,4380,2626,3001,1454,1443,1754,1379,2926,2937,,
YDR522C,-1,-1,1.079344034,0.878123864,4381,4029,5474,5279,4496,352,-1093,-898,-115,,
YPL193W,-1,-1,1.079023671,0.820606785,4382,3163,4523,4840,3002,1219,-141,-458,1380,,
YDL010W,-1,-1,1.079017698,0.780510243,4383,5796,3518,2878,3218,-1413,865,1505,1165,,
YGL260W,0,0,1.078736221,0.906234921,4384,5105,5389,5573,5119,-721,-1005,-1189,-735,,
YKL027W,-1,-1,1.078266839,0.868749445,4385,5558,2601,681,336,-1173,1784,3704,4049,,
YMR013C,-1,-1,1.078088978,0.853761017,4386,4008,3075,1446,1233,378,1311,2940,3153,,
YBR164C,-1,-1,1.077802898,1.024626124,4387,1534,703,536,970,2853,3684,3851,3417,,
YJR010C-A,-1,-1,1.077802307,0.728393405,4388,1571,2238,501,673,2817,2150,3887,3715,,
YOL121C,-1,-1,1.077439805,0.794294773,4389,1897,5431,3959,5076,2492,-1042,430,-687,,
YJL014W,-1,-1,1.076614518,0.794752453,4391,2921,852,876,1057,1470,3539,3515,3334,,
YHL040C,-1,-1,1.076180878,0.976528922,4392,3884,5081,5706,5489,508,-689,-1314,-1097,,
YHR111W,-1,-1,1.075884124,0.975946185,4393,3480,1170,1165,1141,913,3223,3228,3252,,
YER069W,-1,-1,1.075510808,1.115508001,4394,2318,4129,1855,1496,2076,265,2539,2898,,
YNL151C,-1,-1,1.07518225,0.596236021,4395,692,4370,5396,5028,3703,25,-1001,-633,,
YCL024W,-1,-1,1.074533324,0.764035761,4396,2509,3839,4673,4518,1887,557,-277,-122,,
YGR104C,-1,-1,1.073961095,0.700826599,4397,3280,3185,5644,5660,1117,1212,-1247,-1263,,
YLR359W,-1,-1,1.073686774,0.854995869,4398,2110,3683,5465,4826,2288,715,-1067,-428,,
YDL133C-A,-1,-1,1.073178583,0.889500683,4399,2906,5588,3407,1960,1493,-1189,992,2439,,
YLR464W,0,0,1.072668946,0.943433851,4400,5361,5416,5257,3736,-961,-1016,-857,664,,
YPL021W,-1,-1,1.07258845,0.814458959,4401,4199,5521,3565,2626,202,-1120,836,1775,,
YDR531W,-1,-1,1.071389504,0.992911081,4402,3703,1624,3342,2952,699,2778,1060,1450,,
YPL211W,-1,-1,1.071041687,0.466734232,4404,216,3999,2228,4918,4188,405,2176,-514,,
YDL247W,-1,-1,1.070337567,0.897031185,4405,4165,5378,5133,4387,240,-973,-728,18,,
YJL045W,-1,-1,1.069940424,0.884917008,4406,3985,4493,5069,5052,421,-87,-663,-646,,
YPR031W,-1,-1,1.069831027,0.686946552,4407,1835,3158,3576,2159,2572,1249,831,2248,,
YIL147C,-1,-1,1.069659609,0.887313568,4408,4106,3764,1442,1176,302,644,2966,3232,,
YLR453C,-1,-1,1.069557083,0.82064794,4409,4175,5004,3101,2145,234,-595,1308,2264,,
YIL146C,0,1,1.069426813,0.611561457,4410,2692,4700,3779,3802,1718,-290,631,608,,
YBR281C,-1,-1,1.068995279,0.7634199,4411,2424,1809,1800,1050,1987,2602,2611,3361,,
YGL201C,-1,-1,1.067284022,0.779251133,4413,3367,3006,4580,3287,1046,1407,-167,1126,,
YCL004W,-1,-1,1.066789359,0.85326546,4414,3545,4125,3437,3789,869,289,977,625,,
YGR198W,-1,-1,1.066547547,0.746834205,4415,3387,2457,2800,1820,1028,1958,1615,2595,,
YNL145W,-1,-1,1.066187651,0.718220123,4416,3214,4443,5352,5432,1202,-27,-936,-1016,,
YHR206W,-1,-1,1.065777388,0.863589489,4417,2173,3761,4509,3036,2244,656,-92,1381,,
YFL034C-B,-1,-1,1.06567758,0.744213437,4418,3862,5575,5171,3840,556,-1157,-753,578,,
YPL255W,-1,-1,1.064984741,0.475657753,4419,819,2939,5165,5762,3600,1480,-746,-1343,,
YIL031W,-1,-1,1.064526909,0.938890407,4420,3582,3522,481,347,838,898,3939,4073,,
YPR062W,0,0,1.064167807,0.961953018,4421,2340,2162,1772,2429,2081,2259,2649,1992,,
YKL045W,-1,-1,1.06336728,0.542232292,4422,1554,1888,4191,4676,2868,2534,231,-254,,
YHR179W,-1,-1,1.063296531,1.087748347,4423,4941,4352,5736,5618,-518,71,-1313,-1195,,
YOR160W,0,0,1.063194129,0.959208859,4424,2102,1911,4532,3705,2322,2513,-108,719,,
YJL097W,-1,-1,1.062747679,1.003104014,4425,2394,1709,4156,5135,2031,2716,269,-710,,
YEL076C,0,0,1.062514965,0.920272468,4426,4734,5472,5293,3853,-308,-1046,-867,573,,
YDR520C,-1,-1,1.061461104,0.715353663,4427,4433,3499,2044,1946,-6,928,2383,2481,,
YHR153C,-1,-1,1.061333379,0.812739629,4428,2376,4384,3914,4799,2052,44,514,-371,,
YJL165C,-1,-1,1.060765088,0.715110862,4429,908,3548,4238,4545,3521,881,191,-116,,
YNL238W,-1,-1,1.060585845,0.87557026,4430,3293,1136,2837,1866,1137,3294,1593,2564,,
YGR122W,-1,-1,1.060394836,0.768326527,4431,3614,3402,2041,1944,817,1029,2390,2487,,
YNL221C,-1,-1,1.060109876,0.776914265,4432,2641,3766,5205,4630,1791,666,-773,-198,,
YJL205C,0,0,1.059968322,0.88325881,4433,3363,5724,2510,2446,1070,-1291,1923,1987,,
YJL087C,-1,-1,1.059425873,0.820247564,4434,3166,3704,2912,2245,1268,730,1522,2189,,
YJL157C,-1,-1,1.059061599,0.598046529,4435,2874,3551,5657,5656,1561,884,-1222,-1221,,
YAL064W,0,0,1.058843515,1.00006429,4436,5374,5483,5698,5285,-938,-1047,-1262,-849,,
YDR020C,-1,-1,1.058143588,0.922485272,4437,5390,4186,4589,2836,-953,251,-152,1601,,
YBR065C,-1,-1,1.058056594,0.996108977,4438,3992,3956,618,676,446,482,3820,3762,,
YPL278C,0,0,1.057924,0.985175195,4439,5843,5427,4602,4197,-1404,-988,-163,242,,
YGR106C,-1,-1,1.057747832,0.536949139,4440,5761,2282,1443,5230,-1321,2158,2997,-790,,
YJR097W,-1,-1,1.057694886,0.668635827,4441,2738,4141,4244,2663,1703,300,197,1778,,
YAL011W,-1,-1,1.056416349,0.807463974,4442,3674,4139,3858,1661,768,303,584,2781,,
YMR047C,-1,-1,1.05634287,0.790196322,4443,2572,1553,4802,5690,1871,2890,-359,-1247,,
YKL183W,-1,-1,1.05529476,0.688418956,4444,5350,2297,3113,2143,-906,2147,1331,2301,,
YPL268W,-1,-1,1.055066903,0.637265582,4445,2386,1947,4129,2173,2059,2498,316,2272,,
YHR159W,0,0,1.055011549,0.848832664,4446,5086,3790,3466,2057,-640,656,980,2389,,
YOR368W,-1,-1,1.054614297,0.636074857,4447,2408,1857,1788,1606,2039,2590,2659,2841,,
YLL011W,-1,-1,1.054257536,0.773837656,4448,2241,3924,5113,4836,2207,524,-665,-388,,
YDR165W,-1,-1,1.053938253,0.454041558,4449,2064,5056,5433,5512,2385,-607,-984,-1063,,
YOR210W,-1,-1,1.053853099,0.848916367,4450,299,3840,3423,5262,4151,610,1027,-812,,
YOL068C,-1,-1,1.053033083,0.791018305,4451,3876,681,2381,4989,575,3770,2070,-538,,
YOR324C,-1,-1,1.052753512,0.742997592,4452,2801,1480,2032,1503,1651,2972,2420,2949,,
YPR162C,-1,-1,1.052335203,0.803603665,4453,1576,1945,4125,4174,2877,2508,328,279,,
YPL001W,-1,-1,1.051592784,0.846191895,4454,2520,1330,1007,1223,1934,3124,3447,3231,,
YGL168W,-1,-1,1.051413046,0.708324837,4455,3085,3511,878,858,1370,944,3577,3597,,
YPL160W,-1,-1,1.051148294,0.85150461,4456,1900,3608,3907,2090,2556,848,549,2366,,
YIL060W,0,0,1.050995239,0.986896655,4457,4484,3785,3996,4170,-27,672,461,287,,
YGR128C,-1,-1,1.050682214,0.49062416,4458,502,4928,5771,5228,3956,-470,-1313,-770,,
YGR058W,-1,-1,1.050660895,0.808697678,4459,4498,3098,3975,4048,-39,1361,484,411,,
YBR252W,0,0,1.05048766,0.927645878,4460,484,2858,760,743,3976,1602,3700,3717,,
YBR155W,-1,-1,1.050471505,0.730849186,4461,611,4665,1337,849,3850,-204,3124,3612,,
YEL022W,-1,-1,1.050288287,0.952756386,4463,2504,3593,4886,3900,1959,870,-423,563,,
YLR082C,0,0,1.049938837,0.874961471,4464,3951,3125,4407,2833,513,1339,57,1631,,
YJL183W,-1,-1,1.049698947,0.487090867,4465,491,1127,281,304,3974,3338,4184,4161,,
YOR271C,-1,-1,1.049524848,0.69958915,4466,5619,3444,747,265,-1153,1022,3719,4201,,
YDR379W,-1,-1,1.049485541,0.692070228,4467,2788,3398,4155,3044,1679,1069,312,1423,,
YJL186W,-1,-1,1.049096181,0.834959612,4468,2550,1983,2416,2069,1918,2485,2052,2399,,
YJL197W,-1,1,1.048939974,0.732488961,4469,5234,1492,3699,3259,-765,2977,770,1210,,
YIL009W,-1,-1,1.048820422,0.538190534,4470,307,3177,5129,4757,4163,1293,-659,-287,,
YHR088W,-1,-1,1.048586894,0.635419955,4471,2332,5082,5424,5728,2139,-611,-953,-1257,,
YHR144C,0,0,1.048516538,0.906719139,4472,82,3888,3646,2638,4390,584,826,1834,,
YBL018C,-1,-1,1.048130251,0.684195316,4473,447,4423,4422,3699,4026,50,51,774,,
