Gene,Anno,NN,SPELL,MEFIT,bioPIXIE,NN_SPELL Diff,NN_MEFIT_Diff,NN_bioPIXIE_Diff
YGL226W,0/-,0.945973154,0.946620451,0.9580296,0.927794092,-0.000647296,-0.012056446,0.018826358
YDR237W,0/-,0.980704698,0.987868284,0.992931301,0.865779927,-0.007163586,-0.012226603,0.122088357
YOR391C,0/-,0.131375839,0.042980936,0.145129225,0.411988254,0.088394903,-0.013753386,-0.369007318
YNL252C,0/-,0.970302013,0.991161179,0.984095427,0.97667991,-0.020859165,-0.013793414,0.014481268
YGR243W,0/-,0.621979866,0.420797227,0.636182903,0.981171187,0.201182639,-0.014203037,-0.56037396
YCR076C,0/-,0.526845638,0.87677643,0.541197261,0.294178615,-0.349930792,-0.014351623,0.582597815
YJR101W,0/-,0.977684564,0.988041594,0.992710404,0.977370876,-0.010357031,-0.01502584,0.010670719
YNL137C,0/-,0.981543624,0.998786828,0.996686547,0.980998445,-0.017243204,-0.015142923,0.017788383
YOR158W,0/-,0.976510067,0.994627383,0.992047714,0.977198134,-0.018117316,-0.015537647,0.017429249
YDR144C,0/-,0.100167785,0.320623917,0.115749945,0.601831059,-0.220456132,-0.01558216,-0.281207142
YPR069C,0/-,0.895469799,0.770710572,0.911641264,0.52824322,0.124759227,-0.016171465,0.242467352
YKL003C,0/-,0.977852349,0.9694974,0.994919373,0.961996891,0.008354949,-0.017067024,0.00750051
YKL138C,0/-,0.976342282,0.989428076,0.993593992,0.9778891,-0.013085794,-0.01725171,0.011538976
YDR405W,0/-,0.949832215,0.864124783,0.967749061,0.970115737,0.085707431,-0.017916846,-0.105990953
YMR024W,0/-,0.978020134,0.999480069,0.997128341,0.980652963,-0.021459935,-0.019108207,0.018827107
YJR152W,0/-,0.166275168,0.324263432,0.186436934,0.436517533,-0.157988264,-0.020161766,-0.112254102
YDR226W,0/-,0.90352349,0.685788562,0.92445328,0.512178269,0.217734928,-0.02092979,0.173610292
YPL150W,0/-,0.487080537,0.665684575,0.508504528,0.250475039,-0.178604038,-0.021423991,0.415209537
YJL096W,0/-,0.967785235,0.995147314,0.989617848,0.979789255,-0.027362079,-0.021832614,0.015358058
YDR352W,0/-,0.376845638,0.555285962,0.398939695,0.168941095,-0.178440324,-0.022094058,0.386344867
YDR444W,0/-,0.37852349,0.536395147,0.402915838,0.648125756,-0.157871657,-0.024392348,-0.111730608
YGR084C,0/-,0.962248322,0.983015598,0.988513364,0.982380377,-0.020767276,-0.026265042,0.000635221
YLR239C,0/-,0.963422819,0.995320624,0.990059642,0.965969943,-0.031897805,-0.026636823,0.029350681
YDR462W,0/-,0.937583893,0.972790295,0.964435609,0.983589566,-0.035206402,-0.026851716,-0.010799272
YBR251W,0/-,0.961744966,0.989081456,0.989176055,0.973397823,-0.027336489,-0.027431088,0.015683632
YPL104W,0/-,0.959228188,0.997227036,0.990501436,0.971324927,-0.037998848,-0.031273248,0.02590211
YDL202W,0/-,0.953691275,0.996187175,0.985199912,0.959923994,-0.0424959,-0.031508636,0.036263181
YBR268W,0/-,0.954697987,0.919584055,0.987850674,0.975643462,0.035113931,-0.033152687,-0.056059406
YOR161C,0/-,0.223154362,0.385961872,0.256903026,0.111245466,-0.162807509,-0.033748664,0.274716406
YPL184C,0/-,0.396979866,0.827556326,0.431411531,0.617377785,-0.43057646,-0.034431665,0.21017854
YKL219W,0/-,0.297986577,0.735701906,0.333996024,0.494558646,-0.437715329,-0.036009447,0.241143261
YNL200C,0/-,0.358221477,0.601906412,0.394521758,0.705994127,-0.243684936,-0.036300282,-0.104087714
YMR228W,0/-,0.923154362,0.965164645,0.959575878,0.894800484,-0.042010282,-0.036421516,0.070364161
YBR003W,0/-,0.898154362,0.942461005,0.935939916,0.962687856,-0.044306643,-0.037785554,-0.020226851
YCR024C,0/-,0.901845638,0.966031196,0.939916059,0.924339264,-0.064185558,-0.038070422,0.041691932
YJR133W,0/-,0.956208054,0.981455806,0.995361166,0.254448091,-0.025247752,-0.039153113,0.727007715
YMR282C,0/-,0.945302013,0.924610052,0.984979015,0.96683365,0.020691961,-0.039677001,-0.042223598
YOR357C,0/-,0.884731544,0.878509532,0.924895074,0.842459838,0.006222012,-0.04016353,0.036049694
YDR197W,0/-,0.934060403,0.874870017,0.97481776,0.918811539,0.059190385,-0.040757357,-0.043941522
YKL209C,0/-,0.360067114,0.454592721,0.400927767,0.034893764,-0.094525607,-0.040860653,0.419698957
YLL045C,0/-,0.574161074,0.164124783,0.6154186,0.507859734,0.41003629,-0.041257526,-0.343734951
YMR215W,0/-,0.750167785,0.726516464,0.791473382,0.794610468,0.023651321,-0.041305597,-0.068094004
YDR307W,0/-,0.616610738,0.832928943,0.658272587,0.282259458,-0.216318205,-0.041661848,0.550669485
YGR027C,0/-,0.699161074,0.149913345,0.740888005,0.076697184,0.549247729,-0.041726931,0.073216161
YHR216W,0/-,0.415771812,0.254766031,0.457919152,0.604594921,0.161005781,-0.04214734,-0.34982889
YNL024C,0/-,0.267114094,0.172616984,0.310580959,0.462256003,0.09449711,-0.043466865,-0.289639018
YBR246W,0/-,0.519127517,0.795320624,0.562845151,0.886854379,-0.276193107,-0.043717635,-0.091533755
YCL048W,0/-,0.155033557,0.054592721,0.202341507,0.488685438,0.100440836,-0.047307949,-0.434092717
YHR146W,0/-,0.052181208,0.22339688,0.100066269,0.656590085,-0.171215672,-0.047885061,-0.433193204
YLR021W,0/-,0.851006711,0.768110919,0.899491937,0.707894282,0.082895793,-0.048485226,0.060216636
YLR179C,0/-,0.304362416,0.416637782,0.353655843,0.803765763,-0.112275366,-0.049293427,-0.387127981
YHR109W,0/-,0.883892617,0.554766031,0.933730948,0.75056141,0.329126586,-0.04983833,-0.195795378
YMR294W,0/-,0.55704698,0.643674177,0.608791694,0.839695975,-0.086627197,-0.051744714,-0.196021798
YIL093C,0/-,0.942785235,0.887175043,0.995140269,0.957332873,0.055610192,-0.052355035,-0.070157829
YBR137W,0/-,0.665100671,0.832755633,0.719461012,0.597858007,-0.167654961,-0.054360341,0.234897626
YLL029W,0/-,0.348825503,0.948700173,0.403578529,0.58472966,-0.59987467,-0.054753025,0.363970514
YBR282W,0/-,0.931375839,0.951299827,0.987629777,0.978407324,-0.019923988,-0.056253938,-0.027107498
YGL083W,0/-,0.643456376,0.619410745,0.699801193,0.105890482,0.024045631,-0.056344817,0.513520263
YKL109W,0/-,0.634563758,0.508838821,0.692069803,0.451200553,0.125724937,-0.057506045,0.057638269
YBR014C,0/-,0.903187919,0.868804159,0.961122156,0.266885472,0.03438376,-0.057934236,0.601918687
YLR440C,0/-,0.633053691,0.923743501,0.691186216,0.338745897,-0.29068981,-0.058132525,0.584997603
YFL017C,0/-,0.829697987,0.807105719,0.888226198,0.486958024,0.022592267,-0.058528212,0.320147695
YOL136C,0/-,0.250838926,0.330155979,0.309476474,0.164104336,-0.079317053,-0.058637548,0.166051643
YPL280W,0/-,0.169295302,0.045407279,0.232604374,0.420625324,0.123888023,-0.063309072,-0.375218045
YPL189W,0/-,0.128355705,0.079202773,0.193505633,0.420970807,0.049152932,-0.065149928,-0.341768034
YHR141C,0/-,0.787248322,0.067590988,0.854208085,0.058386595,0.719657334,-0.066959763,0.009204393
YKR080W,0/-,0.138926174,0.340381282,0.206096753,0.228191397,-0.201455108,-0.067170578,0.112189885
YDL018C,0/-,0.873993289,0.95355286,0.94124144,0.17809639,-0.079559571,-0.067248152,0.77545647
YHR064C,0/-,0.470805369,0.301386482,0.538546499,0.37467611,0.169418887,-0.06774113,-0.073289628
YJR014W,0/-,0.457214765,0.653206239,0.527059863,0.624805666,-0.195991474,-0.069845098,0.028400573
YJR122W,0/-,0.920134228,0.992720971,0.990722333,0.968561064,-0.072586742,-0.070588104,0.024159906
YJR136C,0/-,0.367114094,0.699480069,0.43914292,0.653480739,-0.332365975,-0.072028826,0.04599933
YGL107C,0/-,0.923825503,0.989774697,0.997570135,0.963551563,-0.065949193,-0.073744631,0.026223133
YLL039C,0/-,0.49261745,0.487175043,0.566821294,0.402141993,0.005442406,-0.074203845,0.08503305
YFL034C-A,0/-,0.308053691,0.052686308,0.38391871,0.633097253,0.255367383,-0.075865019,-0.580410945
YGL123W,0/-,0.714765101,0.129809359,0.791031588,0.072033166,0.584955742,-0.076266488,0.057776192
YGL064C,0/-,0.70352349,0.725476603,0.782416611,0.919847988,-0.021953113,-0.078893122,-0.194371384
YJR088C,0/-,0.600503356,0.897053726,0.681908549,0.823803766,-0.29655037,-0.081405193,0.07324996
YPL003W,0/-,0.392281879,0.671403813,0.474707312,0.179478321,-0.279121934,-0.082425432,0.491925492
YOL041C,0/-,0.162919463,0.272443674,0.245637287,0.102608395,-0.109524211,-0.082717824,0.169835279
YDR348C,0/-,0.298657718,0.814038128,0.381709742,0.173777855,-0.51538041,-0.083052023,0.640260274
YCL045C,0/-,0.51090604,0.758405546,0.595979677,0.398168941,-0.247499506,-0.085073637,0.360236605
YNL087W,0/-,0.290436242,0.302772964,0.37552463,0.710139921,-0.012336722,-0.085088388,-0.407366957
YNR051C,0/-,0.541107383,0.706412478,0.627567926,0.851269649,-0.165305096,-0.086460543,-0.144857171
YLR404W,0/-,0.755536913,0.679722704,0.842500552,0.467438245,0.075814209,-0.086963639,0.212284459
YGR043C,0/-,0.155369128,0.152859619,0.242986525,0.156503714,0.002509509,-0.087617398,-0.003644095
YLR053C,0/-,0.497818792,0.117331023,0.587364701,0.483848679,0.380487769,-0.089545909,-0.366517656
YPL183C,0/-,0.113087248,0.314904679,0.204329578,0.316462256,-0.201817431,-0.09124233,-0.001557577
YMR259C,0/-,0.395302013,0.225476603,0.486635741,0.587666264,0.16982541,-0.091333728,-0.36218966
YKR070W,0/-,0.418959732,0.949740035,0.510934394,0.805320435,-0.530780303,-0.091974662,0.144419599
YLR308W,0/-,0.313926174,0.049913345,0.406229291,0.311970979,0.26401283,-0.092303116,-0.262057635
YOR383C,0/-,0.033053691,0.255632582,0.126352993,0.11297288,-0.222578891,-0.093299302,0.142659703
YOR291W,0/-,0.400671141,0.610398614,0.495913408,0.439626879,-0.209727473,-0.095242267,0.170771735
YNL189W,0/-,0.69647651,0.924783362,0.79368235,0.3758853,-0.228306852,-0.09720584,0.548898063
YJR129C,0/-,0.36409396,0.171750433,0.462557985,0.466056314,0.192343526,-0.098464026,-0.29430588
YJR058C,0/-,0.797651007,0.66932409,0.896620278,0.052686129,0.128326917,-0.098969272,0.616637961
YCL050C,0/-,0.659060403,0.731542461,0.758117959,0.59336673,-0.072482058,-0.099057556,0.138175731
YOR016C,0/-,0.74647651,0.744194107,0.847360283,0.421489031,0.002282403,-0.100883773,0.322705077
YOR154W,0/-,0.179697987,0.352859619,0.283852441,0.212990154,-0.173161632,-0.104154454,0.139869465
YGL160W,0/-,0.503355705,0.922357019,0.60768721,0.893245811,-0.419001314,-0.104331505,0.029111208
YDR390C,0/-,0.553691275,0.76169844,0.659156174,0.264294351,-0.208007165,-0.105464899,0.497404089
YLR058C,0/-,0.113758389,0.34644714,0.219350563,0.133183624,-0.232688751,-0.105592174,0.213263516
YGR187C,0/-,0.116107383,0.264991334,0.224872984,0.276558991,-0.148883952,-0.108765602,-0.011567657
YDL070W,0/-,0.585738255,0.32305026,0.696266843,0.350665054,0.262687995,-0.110528588,-0.027614794
YKR004C,0/-,0.37533557,0.567244367,0.486193947,0.323890136,-0.191908797,-0.110858377,0.243354231
YMR258C,0/-,0.563087248,0.897746967,0.675723437,0.566937295,-0.334659719,-0.112636189,0.330809672
YDR531W,0/-,0.364765101,0.718717504,0.477578971,0.495940577,-0.353952404,-0.11281387,0.222776927
YDR051C,0/-,0.765771812,0.883535529,0.878727634,0.825703921,-0.117763717,-0.112955822,0.057831607
YOR393W,0/-,0.294630872,0.052512998,0.407775569,0.433062705,0.242117874,-0.113144696,-0.380549707
YPR047W,0/-,0.869463087,0.965857886,0.982990943,0.970806702,-0.096394798,-0.113527856,-0.004948817
YMR028W,0/-,0.758053691,0.894454073,0.873647007,0.213162895,-0.136400382,-0.115593316,0.681291178
YMR120C,0/-,0.012751678,0.227556326,0.128561962,0.231473484,-0.214804648,-0.115810284,-0.003917158
YNL260C,0/-,0.636409396,0.406932409,0.753700022,0.445845569,0.229476987,-0.117290626,-0.03891316
YBL072C,0/-,0.610738255,0.163951473,0.729622266,0.115045776,0.446786782,-0.118884011,0.048905697
YER037W,0/-,0.003020134,0.116117851,0.123481334,0.634306443,-0.113097717,-0.1204612,-0.518188592
YGL076C,0/-,0.592114094,0.235528596,0.7132759,0.050613232,0.356585498,-0.121161806,0.184915364
YJL212C,0/-,0.089597315,0.258925477,0.211398277,0.185178787,-0.169328161,-0.121800962,0.073746689
YDR441C,0/-,0.234731544,0.456499133,0.360061851,0.647089307,-0.22176759,-0.125330307,-0.190590174
YLL052C,0/-,0.044966443,0.331195841,0.172520433,0.315253066,-0.286229398,-0.12755399,0.015942774
YMR166C,0/-,0.574496644,0.863604853,0.702451955,0.971670409,-0.289108208,-0.127955311,-0.108065557
YIL148W,0/-,0.682550336,0.143500867,0.810691407,0.086370703,0.539049469,-0.128141072,0.057130163
YBR181C,0/-,0.764261745,0.068457539,0.892423238,0.026947659,0.695804206,-0.128161493,0.04150988
YGL103W,0/-,0.700671141,0.181455806,0.829688535,0.055104509,0.519215335,-0.129017395,0.126351297
YMR217W,0/-,0.395973154,0.136048527,0.525071791,0.291069269,0.259924627,-0.129098637,-0.155020742
YER092W,0/-,0.651006711,0.791854419,0.781533024,0.276731733,-0.140847708,-0.130526313,0.515122687
YDL177C,0/-,0.376510067,0.620797227,0.507841838,0.396268786,-0.24428716,-0.131331771,0.224528441
YFL027C,0/-,0.224496644,0.412651646,0.356969295,0.654171705,-0.188155002,-0.132472651,-0.241520059
YBL092W,0/-,0.694966443,0.143847487,0.828804948,0.183278632,0.551118956,-0.133838505,-0.039431145
YEL072W,0/-,0.027348993,0.438994801,0.161254694,0.270340301,-0.411645807,-0.133905701,0.1686545
YDR117C,0/-,0.305369128,0.812478336,0.439363817,0.350319572,-0.507109209,-0.13399469,0.462158765
YGR125W,0/-,0.365939597,0.914904679,0.500331345,0.725341164,-0.548965082,-0.134391748,0.189563515
YIL111W,0/-,0.091442953,0.388214905,0.227081953,0.918984281,-0.296771952,-0.135639,-0.530769376
YPR196W,0/-,0.26057047,0.146620451,0.397393417,0.281568492,0.113950019,-0.136822947,-0.134948041
YOR273C,0/-,0.394127517,0.433275563,0.533024078,0.271031266,-0.039148046,-0.138896561,0.162244297
YHL033C,0/-,0.40385906,0.204852686,0.54473161,0.010364484,0.199006374,-0.14087255,0.194488202
YDR233C,0/-,0.466610738,0.357712305,0.612988734,0.763862498,0.108898433,-0.146377996,-0.406150193
YNR012W,0/-,0.048993289,0.267590988,0.19858626,0.180169287,-0.218597699,-0.149592972,0.087421701
YOR111W,0/-,0.659228188,0.732582322,0.808924232,0.443427189,-0.073354134,-0.149696044,0.289155133
YOR255W,0/-,0.197315436,0.075389948,0.347249834,0.46311971,0.121925488,-0.149934398,-0.387729762
YHR104W,0/-,0.390436242,0.483362218,0.542964436,0.257039212,-0.092925977,-0.152528194,0.226323006
YDR454C,0/-,0.730536913,0.504506066,0.883145571,0.378821904,0.226030847,-0.152608658,0.125684162
YNL196C,0/-,0.183557047,0.07729636,0.336425889,0.648816721,0.106260686,-0.152868842,-0.571520361
YKL155C,0/-,0.841778523,0.959965338,0.994698476,0.885299706,-0.118186814,-0.152919952,0.074665632
YOR312C,0/-,0.662416107,0.088734835,0.817097416,0.058732078,0.573681272,-0.154681308,0.030002757
YIR042C,0/-,0.338255034,0.155112652,0.493925337,0.388495422,0.183142382,-0.155670303,-0.233382771
YBR084C-A,0/-,0.722651007,0.075563258,0.879390325,0.109518051,0.647087748,-0.156739318,-0.033954793
YGR053C,0/-,0.444630872,0.206412478,0.602385686,0.589048195,0.238218394,-0.157754813,-0.382635717
YKR093W,0/-,0.529026846,0.622530329,0.688977248,0.67939195,-0.093503484,-0.159950402,-0.056861621
YBR220C,0/-,0.342281879,0.493414211,0.502319417,0.902401106,-0.151132332,-0.160037538,-0.408986894
YDR139C,0/-,0.705704698,0.418717504,0.865915617,0.450164104,0.286987194,-0.160210919,-0.0314466
YKR010C,0/-,0.354530201,0.541767764,0.515573227,0.843841769,-0.187237563,-0.161043026,-0.302074005
YOR360C,0/-,0.516946309,0.73847487,0.67969958,0.677837278,-0.221528561,-0.162753272,0.060637592
YNL132W,0/-,0.250671141,0.242114385,0.414181577,0.015373985,0.008556756,-0.163510436,0.2267404
YKR051W,0/-,0.420637584,0.817331023,0.584493042,0.187424426,-0.396693439,-0.163855458,0.629906597
YGL170C,0/-,0.09614094,0.053032929,0.260216479,0.203489376,0.043108011,-0.164075539,-0.150456447
YLR029C,0/-,0.625503356,0.160485269,0.789706207,0.047849369,0.465018087,-0.164202851,0.112635899
YGR260W,0/-,0.379697987,0.720103986,0.54406892,0.48281223,-0.340406,-0.164370933,0.237291756
YPR043W,0/-,0.72533557,0.199306759,0.891318754,0.160131283,0.526028811,-0.165983184,0.039175476
YDL091C,0/-,0.365268456,0.494800693,0.5314778,0.727586803,-0.129532237,-0.166209343,-0.232786109
YLR194C,0/-,0.182885906,0.309358752,0.349237906,0.781136638,-0.126472846,-0.166352,-0.471777886
YEL055C,0/-,0.297147651,0.26932409,0.463883366,0.128174123,0.027823561,-0.166735715,0.141149967
YOR258W,0/-,0.662248322,0.511438475,0.831234813,0.673864225,0.150809847,-0.168986491,-0.16242575
YJR032W,0/-,0.470302013,0.790294627,0.639938149,0.96804284,-0.319992614,-0.169636135,-0.177748212
YHR132W-A,0/-,0.124832215,0.032582322,0.294676386,0.445327345,0.092249892,-0.169844171,-0.412745023
YOL087C,0/-,0.463758389,0.84644714,0.633753037,0.621523579,-0.382688751,-0.169994648,0.224923561
YGL002W,0/-,0.729362416,0.909532062,0.900817318,0.412679219,-0.180169646,-0.171454902,0.496852843
YJR094W-A,0/-,0.745469799,0.114384749,0.917163685,0.023665573,0.63108505,-0.171693886,0.090719176
YKL090W,0/-,0.043791946,0.215944541,0.215816214,0.605976853,-0.172152594,-0.172024268,-0.390032312
YGL121C,0/-,0.156208054,0.222183709,0.329798984,0.077733633,-0.065975655,-0.17359093,0.144450076
YER124C,0/-,0.398825503,0.382668977,0.574331787,0.769562964,0.016156526,-0.175506284,-0.386893987
YDR119W,0/-,0.18557047,0.318370884,0.363375304,0.196925203,-0.132800414,-0.177804834,0.121445681
YKL061W,0/-,0.591778523,0.751646447,0.770267285,0.168077388,-0.159867924,-0.178488762,0.583569059
YNL069C,0/-,0.512583893,0.18492201,0.695604153,0.106235965,0.327661882,-0.18302026,0.078686046
YLR432W,0/-,0.406711409,0.155979203,0.59023636,0.355329072,0.250732207,-0.18352495,-0.19934987
YPL207W,0/-,0.511577181,0.578856153,0.699580296,0.159440318,-0.067278971,-0.188003115,0.419415835
YKL077W,0/-,0.562919463,0.910225303,0.751270157,0.136465711,-0.34730584,-0.188350694,0.773759592
YNL305C,0/-,0.21795302,0.697746967,0.406450188,0.398514424,-0.479793947,-0.188497168,0.299232543
YNL056W,0/-,0.674832215,0.939861352,0.86436934,0.59578511,-0.265029137,-0.189537125,0.344076242
YKR091W,0/-,0.158053691,0.341247834,0.348133422,0.775608913,-0.183194142,-0.19007973,-0.43436108
YGR034W,0/-,0.683389262,0.063778163,0.874751491,0.028675073,0.619611099,-0.191362229,0.035103089
YDR066C,0/-,0.746812081,0.632409012,0.943229512,0.675073415,0.114403068,-0.196417431,-0.042664403
YGL220W,0/-,0.778187919,0.760138648,0.979677491,0.429262394,0.018049271,-0.201489571,0.330876254
YAL019W,0/-,0.040436242,0.303466205,0.243207422,0.118327863,-0.263029963,-0.202771181,0.185138341
YOR242C,0/-,0.009228188,0.402426343,0.212060968,0.316807739,-0.393198155,-0.20283278,0.085618604
YER074W,0/-,0.640939597,0.158232236,0.846697592,0.117118673,0.482707362,-0.205757995,0.041113562
YOR251C,0/-,0.451342282,0.813691508,0.658935277,0.722577302,-0.362349226,-0.207592995,0.091114206
YHL039W,0/-,0.327516779,0.235008666,0.536116634,0.223354638,0.092508113,-0.208599855,0.011654027
YOL022C,0/-,0.338590604,0.376256499,0.547603269,0.474866125,-0.037665895,-0.209012665,-0.098609626
YDL205C,0/-,0.33942953,0.481975737,0.54892865,0.670927621,-0.142546206,-0.20949912,-0.188951885
YOR167C,0/-,0.721644295,0.205892548,0.93284736,0.258075661,0.515751748,-0.211203065,-0.052183113
YML100W,0/-,0.315268456,0.478509532,0.527501657,0.175332527,-0.163241076,-0.2122332,0.303177005
YOR052C,0/-,0.690771812,0.583882149,0.905456152,0.602349283,0.106889663,-0.21468434,-0.018467134
YNL178W,0/-,0.730369128,0.152512998,0.946322068,0.029193298,0.577856129,-0.21595294,0.123319701
YBR252W,0/-,0.668624161,0.504852686,0.884912746,0.871480394,0.163771475,-0.216288585,-0.366627708
YPR085C,0/-,0.126342282,0.558578856,0.343715485,0.442736224,-0.432236574,-0.217373203,0.115842632
YBR270C,0/-,0.036577181,0.319584055,0.254031367,0.944204526,-0.283006874,-0.217454186,-0.62462047
YHL015W,0/-,0.657550336,0.17729636,0.876076872,0.067369148,0.480253975,-0.218526537,0.109927212
YLR306W,0/-,0.540771812,0.779202773,0.760547824,0.421143548,-0.238430961,-0.219776012,0.358059225
YIL096C,0/-,0.284060403,0.19965338,0.505853766,0.251511487,0.084407023,-0.221793364,-0.051858108
YDR410C,0/-,0.398154362,0.548700173,0.62027833,0.052340646,-0.150545811,-0.222123968,0.496359527
YMR274C,0/-,0.526677852,0.670537262,0.752595538,0.374848851,-0.143859409,-0.225917686,0.29568841
YBR187W,0/-,0.439597315,0.354766031,0.66644577,0.856624633,0.084831284,-0.226848454,-0.501858602
YLR243W,0/-,0.328355705,0.469844021,0.555555556,0.346692002,-0.141488316,-0.227199851,0.123152019
YGL189C,0/-,0.668456376,0.163604853,0.895957588,0.107272413,0.504851523,-0.227501212,0.056332439
YIR027C,0/-,0.049496644,0.158405546,0.277888226,0.095698739,-0.108908902,-0.228391582,0.062706807
YER150W,0/-,0.000671141,0.160831889,0.229070024,0.015201244,-0.160160748,-0.228398883,0.145630645
YIR039C,0/-,0.003355705,0.349913345,0.23216258,0.342027984,-0.34655764,-0.228806875,0.007885361
YKR094C,0/-,0.475,0.218024263,0.703998233,0.0442218,0.256975737,-0.228998233,0.173802463
YOR165W,0/-,0.626510067,0.967244367,0.856417053,0.716876835,-0.3407343,-0.229906986,0.250367532
YAL044W-A,0/-,0.061409396,0.031715771,0.291804727,0.543271722,0.029693625,-0.230395331,-0.511555951
YJL057C,0/-,0.186577181,0.485095321,0.417053236,0.408533425,-0.298518139,-0.230476055,0.076561895
YDR403W,0/-,0.051342282,0.095840555,0.282085266,0.209017101,-0.044498273,-0.230742984,-0.113176547
YOL048C,0/-,0.540436242,0.570363951,0.774243428,0.228882363,-0.02992771,-0.233807187,0.341481588
YGR102C,0/-,0.17114094,0.491334489,0.406671085,0.800829159,-0.320193549,-0.235530145,-0.30949467
YLR064W,0/-,0.579865772,0.784055459,0.815992931,0.154085334,-0.204189687,-0.236127159,0.629970125
YPL199C,0/-,0.519463087,0.540034662,0.755908991,0.532561755,-0.020571575,-0.236445903,0.007472907
YJL049W,0/-,0.431711409,0.329809359,0.669980119,0.089134566,0.101902051,-0.23826871,0.240674793
YBR128C,0/-,0.231208054,0.255285962,0.471393859,0.296596994,-0.024077908,-0.240185805,-0.041311032
YPR048W,0/-,0.223489933,0.431715771,0.464104263,0.685092417,-0.208225838,-0.24061433,-0.253376645
YNL215W,0/-,0.384563758,0.835701906,0.627788823,0.102090171,-0.451138148,-0.243225064,0.733611735
YNL301C,0/-,0.462080537,0.209705373,0.706428098,0.126273968,0.252375164,-0.244347561,0.083431405
YCL056C,0/-,0.418288591,0.657019064,0.663353214,0.817239592,-0.238730474,-0.245064623,-0.160220528
YBR162W-A,0/-,0.676006711,0.310918544,0.921802518,0.907065124,0.365088167,-0.245795807,-0.596146579
YNL022C,0/-,0.27466443,0.482322357,0.522200133,0.325444809,-0.207657927,-0.247535703,0.156877548
YOR205C,0/-,0.635738255,0.720277296,0.883587365,0.910001727,-0.084539041,-0.24784911,-0.189724431
YBR189W,0/-,0.557214765,0.15372617,0.806715264,0.01105545,0.403488595,-0.249500499,0.14267072
YNR009W,0/-,0.688255034,0.593760832,0.937927988,0.500259112,0.094494202,-0.249672954,0.09350172
YER078C,0/-,0.578020134,0.885961872,0.828142258,0.932803593,-0.307941738,-0.250122123,-0.046841721
YPL186C,0/-,0.227348993,0.206932409,0.478683455,0.39557782,0.020416584,-0.251334462,-0.188645411
YMR121C,0/-,0.385738255,0.451819757,0.63772918,0.318535153,-0.066081502,-0.251990925,0.133284604
YOL056W,0/-,0.265436242,0.710051993,0.518003093,0.574537917,-0.444615751,-0.252566851,0.135514076
YDR161W,0/-,0.369630872,0.119757366,0.623591783,0.351874244,0.249873507,-0.25396091,-0.232116879
YGR277C,0/-,0.368456376,0.870883882,0.623149989,0.67075488,-0.502427506,-0.254693613,0.200129002
YDR063W,0/-,0.661744966,0.936221837,0.918047272,0.631715322,-0.274476871,-0.256302305,0.304506515
YNL157W,0/-,0.320805369,0.605372617,0.577866137,0.166522715,-0.284567248,-0.257060767,0.438849901
YDL191W,0/-,0.630536913,0.096707106,0.888005302,0.021074452,0.533829807,-0.257468389,0.075632654
YOL114C,0/-,0.538422819,0.328422877,0.797437597,0.484885127,0.209999942,-0.259014778,-0.15646225
YNL155W,0/-,0.564261745,0.708318891,0.823724321,0.631024357,-0.144057146,-0.259462576,0.077294534
YJL131C,0/-,0.598657718,0.939341421,0.858626022,0.967179133,-0.340683703,-0.259968304,-0.027837712
YPL024W,0/-,0.504697987,0.685268631,0.765186658,0.942477112,-0.180570644,-0.260488671,-0.257208481
YGR093W,0/-,0.324832215,0.542114385,0.587143804,0.408187943,-0.21728217,-0.262311589,0.133926442
YER046W,0/-,0.551677852,0.598266898,0.815109344,0.276213508,-0.046589045,-0.263431492,0.322053389
YKL224C,0/-,0.022818792,0.336221837,0.286944997,0.311107272,-0.313403045,-0.264126205,0.025114565
YML063W,0/-,0.568624161,0.189601386,0.834769163,0.473829677,0.379022775,-0.266145002,-0.28422829
YJL189W,0/-,0.597986577,0.118197574,0.872542523,0.180514769,0.479789004,-0.274555945,-0.062317196
YLL028W,0/-,0.225838926,0.56135182,0.500552242,0.165313526,-0.335512894,-0.274713316,0.396038294
YBL054W,0/-,0.025,0.113344887,0.300640601,0.083261358,-0.088344887,-0.275640601,0.03008353
YIR038C,0/-,0.14614094,0.53847487,0.422133863,0.051995163,-0.39233393,-0.275992924,0.486479707
YBL087C,0/-,0.575671141,0.188214905,0.853545394,0.046985662,0.387456236,-0.277874253,0.141229242
YDL184C,0/-,0.615604027,0.297400347,0.895515794,0.775436172,0.31820368,-0.279911767,-0.478035825
YKL024C,0/-,0.555033557,0.580589255,0.836536338,0.562446018,-0.025555698,-0.28150278,0.018143236
YML026C,0/-,0.616442953,0.094800693,0.898829247,0.03074797,0.52164226,-0.282386294,0.064052723
YDR428C,0/-,0.621308725,0.86187175,0.904572565,0.366557264,-0.240563026,-0.28326384,0.495314487
YIL064W,0/-,0.402852349,0.32322357,0.68743097,0.679046467,0.079628779,-0.284578621,-0.355822897
YLR333C,0/-,0.498489933,0.180762565,0.785067374,0.053895319,0.317727368,-0.286577441,0.126867246
YGL079W,0/-,0.612248322,0.596013865,0.89927104,0.135774745,0.016234457,-0.287022718,0.46023912
YLR245C,0/-,0.038758389,0.574870017,0.327148222,0.89307307,-0.536111628,-0.288389833,-0.318203052
YMR221C,0/-,0.469798658,0.593587522,0.760989618,0.690274659,-0.123788864,-0.29119096,-0.096687137
