Gene,Original Label,Modern Label,Mito Localized,Confidence,Background Confidence,AG Rank,CellCompOutput Rank,ST Rank,SPELL Rank,MEFIT Rank,bioPIXIE Rank
YDL126C,-1,1,1,1.2166505666550047,0.14209152444656245,4369,2678,1397,1642.0,4718,4946
YDR026C,0,-1,-1,1.2164124520774373,1.0136754574752649,4370,3787,5020,3415.0,4117,4053
YNR046W,-1,-1,-1,1.2157981929754067,0.5059523670662299,4371,5135,840,3341.0,3376,3786
YDR295C,0,-1,-1,1.2153377118938697,1.120779730468901,4372,252,3205,4563.0,4437,4079
YPL046C,-1,-1,-1,1.2151288611892455,1.0197773748896508,4373,1164,1715,2444.0,1963,2026
YOL019W,0,0,-1,1.2151268091565834,1.2006149244215127,4374,3719,4821,721.0,2799,4248
YJL011C,-1,-1,-1,1.2150737866090087,0.8409450240168436,4375,3661,1639,2927.0,2230,4112
YPL178W,-1,-1,-1,1.213467017529967,0.5076565015277317,4376,2883,1042,702.0,1305,5126
YHR152W,-1,-1,-1,1.2117902999688053,1.0813638874007654,4377,3069,1852,1752.0,4031,3990
YGL112C,-1,-1,-1,1.2112231942083307,0.5999477707616381,4378,2966,2275,796.0,3618,5258
YIL122W,-1,-1,-1,1.2103205824683527,0.9437351057011496,4379,3300,2594,4463.0,2895,3085
YDR044W,0,0,1,1.2096572193110775,1.290952036753537,4380,2190,3667,3041.0,2520,1811
YDR448W,-1,-1,-1,1.2092193436702925,1.169949417412733,4381,4255,4022,3612.0,5532,5461
YML098W,-1,-1,-1,1.2090699669575977,0.7570394278494069,4382,2018,3583,1610.0,4341,4269
YJL097W,-1,-1,-1,1.2077957710953886,1.323628412050896,4383,4425,2394,1709.0,4156,5135
YBR123C,-1,-1,-1,1.20747546820405,1.0335873083421188,4384,2492,1792,610.0,1018,774
YER145C,-1,-1,-1,1.2065043064826977,0.9144968114104164,4385,5038,3358,3691.0,4606,3607
YDR083W,-1,-1,-1,1.206175735833759,-0.20742033104468038,4386,2557,961,5140.0,5639,5068
YML069W,-1,-1,-1,1.2052171657051511,1.2098034470281376,4387,3085,1071,305.0,1106,1568
YAL034W-A,-1,-1,-1,1.2050833161362633,1.5446342500625707,4388,4884,3500,5265.0,4221,3581
YGR129W,-1,-1,-1,1.2042438927703274,0.8384273922567943,4389,4012,3129,4028.0,4760,4371
YGL175C,-1,-1,-1,1.2041458907776963,0.9088981761046353,4390,5056,4118,5297.0,1447,1130
YOR208W,-1,-1,-1,1.2039649406236088,0.9499369071347468,4391,1814,586,3537.0,1985,871
YGR044C,-1,-1,-1,1.2036979806771178,0.0790942843171674,4392,1054,1282,3000.0,1661,1081
YPL031C,-1,-1,-1,1.2034231004957667,0.48349363627293523,4393,2146,450,644.0,1478,1607
YIL056W,-1,-1,-1,1.2019555285952226,0.7125005317234785,4394,2976,581,3819.0,5146,4570
YOR319W,-1,-1,-1,1.2010344837953943,0.823445086553481,4395,3678,2918,1896.0,1201,854
YHL025W,-1,-1,-1,1.1995735701374306,1.1060877355370582,4396,3901,2735,2952.0,4169,3961
YGR152C,-1,-1,-1,1.1960343765819859,0.7044055101816868,4397,3590,2038,3447.0,4699,4683
YPR127W,0,0,-1,1.195701929757338,0.7743025923711251,4398,1707,4971,1464.0,3071,2250
YGL244W,-1,-1,-1,1.1944914991761038,0.8804586624833978,4399,3861,1451,1748.0,4333,5717
YJL092W,-1,-1,-1,1.1928629161355024,0.7732268976226979,4400,3828,1224,2896.0,1041,478
YCR084C,0,-1,-1,1.1926772284828975,1.312480273465905,4401,620,3190,2210.0,1244,1162
YPL212C,-1,-1,-1,1.1918615531064793,0.5353423303065199,4402,3959,402,4683.0,5054,3610
YGL207W,-1,-1,-1,1.187651174109496,0.9433885442101487,4403,2923,1062,633.0,3452,5773
YBR065C,-1,-1,-1,1.1871667909854184,0.9385043758538165,4404,4438,3992,3956.0,618,676
YNL290W,-1,-1,-1,1.185987384242569,0.7577040608992787,4405,3176,1964,1838.0,2871,5035
YBR145W,0,0,-1,1.1855692034085354,1.4454520518571659,4406,1014,4086,3971.0,4149,4226
YLR451W,-1,-1,-1,1.1850410555740316,0.592744595578775,4407,4204,822,3441.0,3900,4167
YLR016C,-1,-1,-1,1.1841001602079337,1.011886523421529,4408,2126,3658,1779.0,2057,2028
YGL141W,-1,-1,-1,1.1838818692161652,0.9800489051338113,4409,1161,1411,4282.0,3081,2251
YLL043W,-1,-1,-1,1.1788789067350463,0.7758713069402241,4410,5136,2712,1072.0,247,611
YDR073W,-1,-1,-1,1.1739272747835714,1.1121742150059974,4411,2834,1413,2343.0,1725,3335
YMR291W,-1,-1,-1,1.1732241834352117,0.691799433396351,4412,1303,5954,3919.0,5594,5222
YIL063C,-1,-1,-1,1.1725742477633638,0.4254550738267211,4413,3352,764,1740.0,4568,5552
YOR179C,-1,-1,-1,1.1725300375349865,0.893107290156934,4414,1146,1105,1743.0,2474,3513
YAL054C,0,0,1,1.1715214205850026,1.0356385721178998,4415,3618,3504,4753.0,4547,2667
YNL223W,-1,1,-1,1.1711015327649559,0.6754206514395166,4416,968,561,4060.0,3648,2270
YOR279C,-1,-1,-1,1.1701569832459895,0.748612374431645,4417,2107,3194,3953.0,2517,2742
YPR073C,-1,-1,-1,1.1694175134340445,0.8238204567484173,4418,2628,1238,235.0,586,1928
YBR141C,-1,-1,-1,1.167369180141452,0.9935334830299879,4419,5473,5080,4355.0,1160,723
YHR186C,0,-1,1,1.1663231810856007,1.113470351089419,4420,4010,3810,2166.0,2497,1532
YCL039W,-1,-1,-1,1.166039931559991,0.9327757330148865,4421,3261,1842,3737.0,2930,1903
YIL126W,-1,-1,-1,1.1654840078717934,0.8068919111790956,4422,2474,2605,3729.0,5694,5661
YIL075C,-1,-1,-1,1.1651512582055823,1.2209698506302629,4423,2245,1328,2928.0,4884,5097
YKR064W,-1,-1,1,1.164819736769813,0.48843384383230776,4424,2420,4783,783.0,2500,3772
YGR037C,-1,-1,-1,1.1634610784267954,1.4328820312553148,4425,3898,5071,2518.0,844,1831
YGR195W,-1,-1,-1,1.162116059866137,1.1668691651915413,4426,2016,978,2003.0,2766,4856
YKL022C,-1,-1,-1,1.161442755961311,0.9223810352580629,4427,2938,3975,1086.0,4217,5044
YPL016W,-1,-1,-1,1.1613048124991492,0.6039415343083481,4428,4244,1284,4385.0,5442,5409
YLR266C,-1,-1,-1,1.1602014080136123,0.6942930531841959,4429,1985,3123,1769.0,2976,2046
YHR084W,-1,-1,-1,1.1584580670484528,1.0338389081767476,4430,4637,4155,4037.0,5725,5743
YLR117C,-1,-1,-1,1.1561141708296931,0.7406390524480614,4431,2145,3043,3244.0,5199,5217
YDR176W,-1,-1,-1,1.1546864965540207,0.8965327968274421,4432,2012,2311,3314.0,5443,5764
YIL046W,-1,-1,-1,1.1541617748712354,0.8433930869387227,4433,2613,3084,2946.0,4879,4405
YIL131C,-1,-1,-1,1.1467811650858666,0.7965832386703185,4435,2243,1565,1889.0,4069,4354
YBL084C,-1,-1,-1,1.146638916749619,1.003229669394809,4436,3278,3533,4688.0,1347,779
YJR046W,-1,-1,-1,1.1437483740870111,0.7451185299213511,4437,3878,4085,3959.0,1541,1251
YER164W,-1,-1,1,1.1431159323114832,0.7481147490796253,4438,3513,1436,2393.0,5506,5527
YDL005C,-1,-1,-1,1.1430969027701967,0.8315581023443132,4439,1887,1255,2504.0,3767,3441
YBL091C,0,0,-1,1.1429797742895023,0.6201924386690565,4440,2414,1753,1217.0,1381,724
YOR272W,-1,-1,-1,1.141043241264042,0.22037336322245238,4441,4898,411,4874.0,5357,4658
YNL282W,-1,-1,-1,1.1409589111091136,0.9039018848775713,4442,2500,3450,4937.0,1345,793
YNR009W,0,-1,-1,1.139317683920175,0.38774593579219235,4443,740,284,2345.0,1403,2887
YMR172W,-1,-1,-1,1.1363139255585786,0.7148476997686944,4444,4495,2840,2323.0,3222,4032
YOR026W,-1,-1,-1,1.135538945811059,0.6971367388268914,4445,3799,3183,1625.0,3927,4587
YPL137C,-1,-1,1,1.1350258646789426,1.3127723135812444,4446,3316,2663,2596.0,1990,1367
YKR029C,-1,-1,-1,1.1348584481699024,0.6209068831315488,4447,3021,2660,2026.0,1709,1105
YGL097W,-1,-1,-1,1.1325491423646132,0.7401324849147871,4448,4532,525,1268.0,3793,4443
YLL036C,-1,-1,1,1.1316621675641234,0.9073206411418311,4449,3380,1058,2226.0,5115,5787
YKL028W,-1,-1,1,1.1306429099135413,1.0085231448411434,4450,4146,3551,3590.0,4090,4260
YDR076W,-1,-1,-1,1.13050785045067,0.7557398018535224,4451,4818,2013,5131.0,5629,4965
YJL194W,-1,-1,-1,1.1304752928411175,0.9008575788419482,4452,4852,2953,4869.0,5744,5761
YHR207C,0,0,-1,1.1300874215266306,0.7286548152678224,4453,2614,4864,3351.0,2093,2031
YGL056C,0,-1,-1,1.1299782348071743,1.4812347357224185,4454,180,5003,2464.0,3021,2140
YHR164C,-1,-1,-1,1.129060243485038,0.9063919887368209,4455,3376,3586,4296.0,1668,932
YLR247C,0,-1,1,1.1274197570042697,0.33960354790568825,4456,2728,5883,2135.0,3923,3954
YOR217W,-1,-1,-1,1.12377573786203,0.4322590427201346,4458,3426,479,1169.0,4299,5522
YDR227W,-1,-1,-1,1.123547692498761,0.9555431157299349,4459,3621,2745,3188.0,4337,3868
YJL090C,-1,-1,-1,1.1222061231553913,0.6281236009259227,4460,3205,3425,3266.0,4814,4878
YMR093W,-1,-1,-1,1.1221875349829298,0.2003160521234128,4461,3656,425,3426.0,5538,5331
YOR229W,-1,-1,-1,1.1221656442402366,0.4507063843844384,4462,4913,3920,3845.0,4917,4752
YHR206W,-1,-1,-1,1.1215791356956173,0.5606571082664771,4463,4417,2173,3761.0,4509,3036
YMR276W,-1,-1,-1,1.1200282649990327,0.8631113255643614,4464,3248,1719,1846.0,963,647
YIL153W,-1,-1,-1,1.1186713220295077,1.247576354029486,4465,3538,1662,3302.0,1048,678
YLR079W,-1,-1,-1,1.1168679025269554,0.49897279994635707,4466,2529,3893,753.0,1659,3048
YMR190C,-1,-1,-1,1.1167828935438286,1.0797977392008165,4467,2668,2366,4319.0,1763,1347
YJL154C,-1,-1,-1,1.114850260540397,1.0425654460264369,4468,2917,1149,694.0,1111,1201
YJL006C,-1,-1,-1,1.1144069004915431,0.7432972912812907,4469,4250,3303,3442.0,4823,4876
YBL061C,-1,0,-1,1.1135948077290356,0.8351496006923476,4470,4020,2654,2665.0,26,57
YAL016W,-1,-1,-1,1.1134186695346575,0.5269962752582483,4471,2027,2682,788.0,1828,3640
YGL246C,-1,-1,-1,1.1128188135202772,0.8095849619170762,4472,4559,777,4048.0,5161,5276
YDL002C,-1,-1,-1,1.111479328644133,0.9975195157040162,4473,2090,1377,2434.0,723,880
YDR253C,0,-1,-1,1.1111543711698697,1.176551699220366,4474,1591,1353,2478.0,4641,4654
YNL167C,-1,-1,-1,1.1109476602764543,0.6196577402412146,4475,1566,787,243.0,1240,3331
YDR140W,0,-1,-1,1.1098330827530272,0.5849787882123908,4476,1784,3720,1488.0,1832,1938
YBR175W,0,-1,-1,1.108208046411861,0.7453995065190254,4477,3106,785,1175.0,1237,745
YOL148C,-1,-1,-1,1.106441382117971,1.0801651361620814,4478,2059,2263,2023.0,4893,5242
YER167W,-1,-1,-1,1.104808395672701,0.5557893468533064,4479,2031,3655,3763.0,5037,4814
YMR121C,0,-1,-1,1.104671460202711,0.6904921655481719,4480,3028,2098,3164.0,3532,3930
YAL032C,-1,-1,-1,1.1032589116317781,1.0092124151714836,4481,2589,3753,2961.0,5040,5007
YMR236W,-1,-1,-1,1.1031560550728243,0.9071063922055862,4482,3790,3844,1298.0,3103,5208
YLR115W,-1,-1,-1,1.1031483111981149,0.35716109334189694,4483,2169,2444,820.0,3013,4919
YER002W,-1,-1,-1,1.1027653818715832,0.2691531553200762,4484,5158,2105,4580.0,4621,4280
YDL233W,0,-1,-1,1.0975707420956589,0.6060652886662092,4485,446,4948,2555.0,2975,1957
YGL125W,0,0,1,1.0956226863457772,0.4097177390139084,4486,2427,5074,3880.0,4250,3026
YOR393W,0,0,-1,1.0955480253268144,1.6291503298235457,4487,5492,4407,5494.0,3785,3267
YBR009C,-1,-1,-1,1.094823378244203,0.78512057360972,4488,5133,1605,4984.0,2427,5725
YNL004W,0,-1,-1,1.0942542312923307,0.9404883125950134,4489,505,2141,1863.0,4111,4866
YBL035C,-1,-1,-1,1.0931378121370683,0.3886711267063181,4490,3609,2607,3376.0,1053,696
YDL074C,-1,-1,-1,1.0926336234290444,0.6765403415212708,4491,2200,966,1116.0,1907,4594
YHR041C,-1,-1,-1,1.0911926214477259,0.8346746573224664,4492,3240,3981,2148.0,4009,5730
YMR030W,-1,-1,1,1.0897809372779854,0.6854848203396141,4493,1094,951,3382.0,5485,5359
YDR135C,-1,-1,-1,1.0890427053108545,1.3489720823361175,4494,4231,3352,4587.0,4766,4202
YJR041C,-1,-1,-1,1.0874229738276877,0.6261597570495072,4495,5748,766,4243.0,5325,4636
YOR258W,-1,-1,-1,1.087413095963929,0.4406083800806646,4496,2230,5690,2820.0,1600,1891
YGL043W,-1,-1,-1,1.0873138200112447,1.0563956799520104,4497,3258,1479,2410.0,5272,5601
YGR013W,-1,-1,-1,1.085552869844223,0.958344927161418,4498,2912,1909,2194.0,4643,5138
YEL007W,0,0,-1,1.0827505868262874,0.9683367100542861,4500,114,5924,2230.0,2968,3523
YGL058W,-1,-1,-1,1.080668301014843,1.0168331725659856,4501,3275,2919,1731.0,3249,5390
YDR099W,-1,-1,-1,1.079270367404658,0.779217862127627,4502,1130,363,792.0,2417,4431
YDR005C,-1,-1,-1,1.0775317764523145,0.8579702775676857,4503,1878,1408,2407.0,2138,2720
YCR033W,-1,-1,-1,1.0760689700457329,1.1643906178745815,4504,2366,1978,2488.0,5050,4884
YOR293W,0,-1,-1,1.0741195274059643,-0.10107830204627419,4505,1575,221,4770.0,1947,4787
YDL101C,-1,-1,-1,1.0725901641263933,0.9850128733519806,4506,2822,2195,2265.0,2218,1258
YPL055C,-1,-1,-1,1.0722846802390977,0.8063128601884648,4507,1675,780,3875.0,5530,4708
YDR369C,-1,-1,-1,1.0717476115389142,0.8448559192946241,4508,2002,1234,4349.0,1747,1305
YOR113W,0,-1,-1,1.0695642038822888,0.6534545800136367,4509,2644,1434,3910.0,3172,3532
YJL140W,-1,-1,-1,1.068790033370435,0.44590188231329075,4510,3116,710,844.0,1001,1202
YDR432W,-1,-1,-1,1.0677764356404007,1.1077143413002706,4511,3057,4140,3310.0,5135,4891
YBR237W,-1,-1,-1,1.065932544405589,0.5155515172882422,4512,4094,1281,2576.0,847,857
YML043C,-1,-1,-1,1.0658161535100665,0.21029135751466665,4513,3546,2256,4245.0,5707,5440
YBR135W,-1,-1,-1,1.0629786957657623,0.9093764339209343,4514,4620,4107,1950.0,1805,1142
YBR248C,-1,0,-1,1.0622583641085082,0.8048738950052898,4515,3493,3745,4263.0,4378,3028
YBR245C,-1,-1,-1,1.0619778602556909,0.6153737164428704,4516,2548,1338,2620.0,1656,863
YJL162C,-1,-1,-1,1.0619369364248779,0.5812884854178219,4517,4108,5941,4094.0,5422,4960
YMR240C,-1,-1,-1,1.0618891523046765,0.7318115116918207,4518,2986,2016,1056.0,4304,5523
YOR083W,-1,-1,-1,1.0596617426344022,1.1814610192960324,4519,5301,4143,5217.0,385,540
YGR258C,-1,-1,-1,1.0593428369499966,0.38958133402519873,4520,1085,1969,3254.0,5041,3985
YPR034W,-1,-1,-1,1.0574594105476747,0.796625374291739,4521,2740,3952,1791.0,4907,5100
YER161C,-1,-1,-1,1.057227493670886,0.549137355521084,4522,3776,3337,2688.0,4436,4550
YKL112W,-1,-1,-1,1.0551174252689957,0.6877930643346931,4523,3346,1692,424.0,1695,4528
YMR039C,-1,-1,-1,1.0522219424476167,1.1119937018171473,4524,2321,3034,3146.0,5214,5479
YLR301W,0,0,-1,1.0513985394360776,0.3348460748613056,4525,2901,1340,1280.0,1919,2024
YMR182C,-1,-1,-1,1.0511234521776616,1.011372109558052,4526,3806,4115,5234.0,2738,2752
YGL082W,0,0,-1,1.0508667188668679,-0.18244723151730963,4527,151,5498,521.0,1517,2116
YJL173C,-1,-1,-1,1.0503778727334774,0.835910326102925,4528,3079,1949,1244.0,1081,5573
YER172C,-1,-1,-1,1.0493794085379846,0.705662665922912,4529,2060,2133,3847.0,5623,5605
YLR005W,-1,-1,-1,1.0483813188122417,0.7266149096479716,4530,3682,2378,1815.0,3510,3665
YMR067C,-1,-1,-1,1.048355487247784,0.8868754369141767,4531,999,5286,502.0,186,70
YDR334W,-1,-1,-1,1.0479198756689083,0.658157625088046,4532,3953,1546,3028.0,1191,1165
YGL209W,-1,-1,1,1.0458337477670459,0.9941118489788496,4533,4968,3856,5029.0,5239,4760
YPR017C,-1,0,-1,1.0447899186147187,0.8469509569620198,4534,2225,2412,2330.0,3599,4348
YFL044C,-1,-1,-1,1.0443855669505582,0.19477442642031315,4535,1865,2172,1742.0,2065,1945
YDR311W,-1,-1,-1,1.0438945870734975,0.6529910196296,4536,4262,3408,2389.0,5183,5249
YNL180C,0,-1,1,1.042889391412278,0.32838739860284627,4537,1048,1645,2405.0,2382,2038
YMR239C,-1,-1,-1,1.041041002525184,0.06058909252273248,4538,5597,1438,4952.0,5591,4828
YIL104C,0,0,-1,1.0390156444585965,0.5465103040207135,4539,1794,1550,4110.0,4671,3184
YNL021W,-1,-1,-1,1.0389154524637196,0.7759838253121972,4540,4548,3831,1165.0,1993,3908
YKR060W,-1,-1,-1,1.0377977307506665,-0.3242198834742947,4541,1587,1250,4783.0,5211,5009
YNL236W,-1,-1,-1,1.0377078622044205,0.8687705531329061,4542,2640,3156,1495.0,4647,5637
YDL134C,-1,-1,-1,1.0366002887398182,0.46845680451298793,4543,1606,1246,626.0,2346,3766
YDR191W,-1,-1,1,1.0364582762568297,0.44836106525389496,4544,2181,1916,3012.0,2986,2354
YER088C,-1,-1,-1,1.0360245104143007,0.9445629459721057,4545,3199,1139,4273.0,898,865
YNL103W,-1,-1,-1,1.0360176547201807,0.5613078203997021,4546,3358,2964,1048.0,2467,4603
YGL130W,-1,-1,-1,1.0359438504510654,0.6899881487768044,4547,3217,2475,805.0,3272,4794
YPL115C,-1,-1,-1,1.0357658993341252,0.28930519327205,4548,3970,986,821.0,2828,4505
YBL097W,-1,-1,-1,1.0350762651173655,0.9031682866791417,4549,4099,4136,4923.0,2810,2929
YGL026C,0,0,-1,1.0334826970617927,1.1187139392704748,4550,4348,2403,3087.0,3871,3024
YIL033C,-1,-1,-1,1.032092800754273,-0.1063496963858147,4551,2443,1582,1006.0,3341,4736
YMR223W,-1,-1,-1,1.0318813099564907,0.6587102916868371,4552,4173,3805,3267.0,5393,5380
YBR236C,-1,-1,-1,1.0314321955610177,0.49984531640410534,4553,4683,1810,744.0,742,901
YMR111C,0,-1,-1,1.0304959024676306,0.5531590396029644,4554,689,4542,3481.0,3516,3936
YOR396W,0,0,-1,1.0302323152919015,1.2675225933543472,4555,5467,5333,6029.0,2561,2448
YLR099W-A,0,1,1,1.0302323152919015,1.2675225933543472,4556,4836,4347,5969.0,2579,2456
YCL001W-B,0,-1,-1,1.0302323152919015,1.2675225933543472,4557,4832,5055,5887.0,2565,2449
YGL133W,-1,-1,-1,1.029879886902378,0.44011822055814864,4558,2274,2203,2144.0,4770,4684
YAL019W,0,-1,1,1.0282760277212024,0.8673516908911897,4559,3288,3025,4020.0,5329,5109
YNL216W,-1,-1,-1,1.027765311746897,0.5653039998271792,4560,3736,2103,3083.0,5117,5248
YMR027W,0,0,-1,1.0270364417912003,0.2720430237816546,4561,143,4408,123.0,947,2209
YBR231C,-1,-1,-1,1.0270297554081786,0.896036579890404,4562,2867,1081,3419.0,3238,1737
YOL093W,-1,-1,-1,1.0257146058459126,0.3582358543010509,4563,2951,1182,3252.0,3326,3250
YOR269W,-1,-1,-1,1.024001874498086,0.6473764329590892,4564,2046,1819,2650.0,1621,1244
YDR354W,0,0,-1,1.0223368663720027,0.5788955498392142,4565,2526,2926,1542.0,2991,3050
YMR075W,0,-1,-1,1.021199188501892,0.6893603258499335,4566,3103,3113,2718.0,4303,4268
YDL155W,-1,-1,-1,1.0208269859480108,0.6758063857530479,4567,2564,896,2035.0,4850,4322
YBL004W,-1,-1,-1,1.020731745878915,0.7131629489370007,4568,4756,3567,4630.0,1891,1319
YCR059C,0,-1,-1,1.0195720997042286,0.5517881071411067,4569,819,3436,3630.0,2542,1316
YPR154W,-1,-1,-1,1.0183222070782485,-0.08327716120876728,4570,3888,1379,3869.0,3287,2360
YPL014W,0,-1,-1,1.0178821697206555,1.4449176161194826,4571,229,5891,3261.0,4938,4879
YFR027W,-1,-1,-1,1.017421473955323,0.847605967744507,4572,1400,3215,4495.0,4949,4381
YDR038C,-1,-1,-1,1.0171399097778127,1.155629633435481,4573,5768,3414,4467.0,5627,5316
YPR179C,0,-1,-1,1.0164638213523312,0.6849966622928583,4574,606,2497,3036.0,3788,3679
YNL245C,-1,-1,-1,1.016221052559907,0.9373011768864746,4575,2635,3926,3673.0,2781,2754
YGL035C,-1,-1,-1,1.0147579459105422,0.7526611613979601,4576,1772,2174,2020.0,3915,5294
YML051W,0,-1,-1,1.014468968405338,0.4952152252947125,4577,2879,3389,608.0,2175,2435
YGR091W,-1,-1,1,1.0132142272359597,0.9551400579190852,4578,2558,2799,3420.0,5178,4389
YML032C,-1,1,1,1.012728664287907,0.7816925054575635,4579,2493,4296,285.0,194,186
YGR116W,-1,-1,1,1.0108320705904932,0.6784952734755895,4580,2910,2473,3167.0,4790,5451
YNL090W,-1,-1,-1,1.0108108127010083,0.6303133932651896,4581,3279,2021,799.0,1585,3634
YFL028C,0,-1,-1,1.0107254016542149,0.3963275624201171,4582,389,3316,1214.0,2829,2863
YOR213C,0,-1,-1,1.0107209899736023,0.39553514913810456,4583,2318,2464,3144.0,4050,3410
YOR156C,-1,-1,-1,1.0092565212510303,0.9571254104877158,4584,2985,4048,4492.0,4097,2830
YJR105W,0,0,-1,1.0045978895829109,0.5721131224987338,4585,3263,2326,3417.0,4293,5373
YPL256C,-1,-1,-1,1.001713675786992,0.5226005791210576,4586,4977,2198,2796.0,5359,5684
YCL029C,-1,-1,-1,1.0013709480534057,0.7016563893654514,4587,4779,4121,3406.0,1096,1245
YJR050W,-1,-1,-1,1.0004620565893407,0.7202765344478997,4588,2832,3887,1714.0,4198,4613
YJL076W,-1,-1,-1,1.0003886990650686,0.7795633921534574,4589,5175,3707,2607.0,5317,5183
YKL139W,-1,-1,-1,0.9994182596038915,0.9720172616211843,4590,1894,1138,2798.0,4700,4775
YMR131C,-1,-1,-1,0.9984588128720929,0.26195637541282935,4591,2138,600,4637.0,5679,5384
YHR179W,0,0,1,0.9959782057715033,0.6657161409490042,4592,4423,4941,4352.0,5736,5618
YDR482C,-1,-1,-1,0.9934884252216287,0.8045022075697836,4593,3091,5676,3067.0,2295,1899
YGR186W,-1,-1,-1,0.9933411912646836,0.7080485535513008,4594,3163,3137,685.0,3448,5636
YBR112C,-1,-1,-1,0.9916793194984246,0.6761311012566643,4595,3651,1221,1310.0,4214,3991
YGR007W,-1,-1,-1,0.9915027001839198,0.7350952743363395,4596,2025,3371,300.0,1202,1931
YNL124W,-1,-1,-1,0.990808275199222,0.7812234276894712,4597,5046,801,4298.0,5702,5488
YHR127W,0,-1,-1,0.9895833395421505,0.6223067970299659,4598,1281,4740,2116.0,3476,3317
YKL183W,-1,-1,-1,0.9895428134474212,0.6934840748675445,4599,4444,5350,2297.0,3113,2143
YMR127C,-1,-1,-1,0.9880562259140843,0.5444527269034611,4600,3104,2214,4216.0,5288,4820
YLR098C,0,-1,-1,0.9878981032235894,0.8302908255132601,4601,3624,3296,2836.0,3594,4162
YBR150C,0,-1,1,0.9877407987139182,0.5168475829597233,4602,1999,5246,3970.0,3498,2156
YOR275C,-1,-1,-1,0.9874128217468718,0.1576109783592619,4603,1110,526,637.0,2384,3881
YKR077W,-1,-1,-1,0.9873504159960919,0.27320762418127187,4604,2183,4916,648.0,1886,2431
YKR008W,-1,-1,-1,0.9871689622809073,0.35455013429809573,4605,3560,1222,835.0,2247,5206
YGL150C,-1,-1,-1,0.983400197621591,1.041804592860679,4606,3322,3780,1102.0,1711,1267
YDL209C,-1,-1,-1,0.9824062998066405,0.613034350634429,4607,3985,2849,5085.0,5521,5116
YNL273W,-1,-1,-1,0.9814050440302866,0.5597195159477959,4608,3148,2482,2552.0,5453,5640
YDL080C,-1,-1,-1,0.980436195424217,0.7660533652501075,4609,4039,3320,2992.0,4132,3817
YIR034C,0,0,-1,0.9797291309533719,0.5517363938361045,4610,2343,3730,2947.0,4913,3442
YFR047C,0,0,-1,0.9790093862635647,0.5919709293975991,4611,2734,2457,1693.0,3058,2598
YOR116C,-1,-1,-1,0.9775614688050247,0.1852803934383869,4612,3990,1514,3464.0,5595,4979
YMR220W,-1,-1,-1,0.9749938200066189,0.7217085490672595,4613,2391,657,629.0,420,433
YDR020C,0,0,-1,0.9736449087406703,0.6755955528508141,4614,4437,5390,4186.0,4589,2836
YBL074C,-1,-1,-1,0.973433955611583,0.8615836196570567,4615,4274,3048,5196.0,891,1117
YDR487C,-1,-1,1,0.9725367079773349,0.44776866702049395,4616,3173,1172,2452.0,3693,2683
YER042W,-1,-1,-1,0.9718817104390282,1.0847787734755145,4617,1168,3581,3061.0,1543,4778
YGR074W,-1,-1,-1,0.9706858743629055,0.6553048651264395,4618,3084,2460,1914.0,3277,5545
YOR386W,-1,-1,1,0.9702575053283554,0.2303223130056653,4619,1053,939,3209.0,3501,2157
YJL203W,-1,-1,-1,0.9701017181941135,0.6529964491046423,4620,1698,2620,1364.0,4049,5427
YFL017C,0,0,-1,0.9694246387410307,0.5344560141445698,4621,339,1220,1114.0,1495,2890
YBR258C,0,0,-1,0.9688023441655194,0.5337477303646686,4622,2828,1821,2355.0,400,448
YGL009C,0,0,-1,0.9676399970215238,1.0535510905709053,4624,4201,2819,4338.0,1340,828
YML095C,-1,-1,-1,0.9654567142401984,0.9156266948542896,4625,3936,3931,2803.0,1414,1129
YML010W,-1,-1,1,0.9648896951429144,0.853909446989907,4626,4183,2923,1917.0,5503,5709
YIL084C,0,-1,-1,0.9635109568159738,0.9714295028230857,4627,3750,2293,3640.0,1998,2100
YOR057W,-1,0,-1,0.9630232751592548,1.02473245655632,4628,3810,3092,2701.0,4693,4369
YOR308C,-1,-1,-1,0.9600219715855078,0.9032802309588847,4629,3448,2883,3940.0,5253,5107
YJR028W,-1,-1,-1,0.9589076096604686,0.9611375263388677,4630,4804,3698,5391.0,4322,4071
YOL157C,0,0,-1,0.9525658625239384,1.3502739323680857,4631,5333,4834,5106.0,4024,2976
YJR127C,0,-1,-1,0.9515990593030067,0.8280854263710786,4632,2982,2697,1890.0,4401,4456
YKR022C,-1,-1,-1,0.950787038726364,0.9542014067468302,4633,2184,1741,3591.0,4694,5139
YNR024W,-1,-1,-1,0.9503959215686707,0.3934708367157629,4634,4733,5875,3751.0,2094,3312
YOR358W,0,-1,-1,0.9501752779780034,0.39295061955537713,4635,1717,521,519.0,1829,4139
YLR328W,0,0,-1,0.9489382165679318,0.2753143046842782,4636,4872,3333,1176.0,1731,2327
YDR075W,-1,-1,-1,0.9468622207641602,0.2896417166479567,4637,4892,2781,2776.0,3932,2000
YOR372C,-1,-1,-1,0.9461805728559722,0.6838958752302732,4638,1311,2902,1320.0,2345,2233
YNR054C,-1,-1,-1,0.945526991719882,0.030290078203009555,4639,4762,1497,4760.0,5704,5541
YPL151C,-1,-1,-1,0.9435558680913405,0.6165876842377153,4640,2744,2036,1415.0,4485,4944
