Gene,Original Label,Modern Label,Mito Localized,Confidence,Background Confidence,AG bioProcOnly Rank,AG AllTerm Rank,AG Local,AG bioPIXIE,ST Rank,SPELL Rank,MEFIT Rank,bioPIXIE Rank,,
YGR292W,0,0,-1,0.788639162,1.337332487,5081,5137,4658,4560,4128,5460,5718,5192,,
YGR003W,-1,-1,-1,0.076649011,-0.556767956,5255,4995,5076,4561,3691,3798,5420,4394,,
YMR111C,0,-1,-1,0.972467592,0.258003943,4981,689,4554,4563,4542,3481,3516,3936,,
YGL158W,-1,-1,-1,1.756741426,1.538950834,4185,4111,4076,4564,4059,5383,4873,4378,,
YDR308C,-1,-1,-1,3.088431354,2.432319304,2259,753,3290,4565,758,768,1355,5337,,
YAL033W,-1,-1,-1,3.1604267,2.409208713,2200,3487,3668,4566,2871,1741,1675,3200,,
YMR270C,-1,-1,-1,2.009679616,1.75743176,3813,3816,3951,4567,2372,1295,2554,3916,,
YMR208W,-1,-1,-1,3.251888232,2.637492915,2106,2364,4006,4568,2472,499,426,434,,
YDR330W,-1,-1,-1,5.437851434,5.367991331,354,2032,4157,4569,696,2067,3116,2144,,
YCL050C,0,0,-1,5.54638024,5.450777207,316,4619,4785,4570,4060,1550,1965,2330,,
YHR149C,0,-1,-1,0.999659029,0.347607594,4966,3852,1002,4571,5893,3988,5282,3727,,
YML127W,-1,-1,-1,3.438458719,2.880179585,1919,1371,3898,4572,1490,565,2063,4600,,
YKL160W,-1,-1,-1,3.41844606,2.807892532,1940,870,3302,4574,967,983,983,4332,,
YGR211W,-1,-1,-1,3.264995268,3.248428136,2094,1561,3994,4576,3520,4870,3077,1374,,
YPL111W,-1,0,-1,3.349220908,3.321890148,2010,548,4087,4577,3067,3187,4712,4618,,
YER008C,-1,-1,-1,1.381165381,1.461085602,4632,3135,1030,4578,3212,1188,1983,1800,,
YML103C,0,-1,-1,3.84023179,3.453938639,1577,966,4061,4579,2450,3404,4110,2410,,
YLR341W,-1,-1,-1,2.138847378,2.251189452,3614,5548,4206,4580,3487,5264,3672,2811,,
YLR460C,0,0,-1,1.291117891,1.739775789,4729,3115,3559,4581,4691,4410,5728,5227,,
YGL151W,-1,-1,1,1.861757837,1.127613938,4063,2791,4764,4582,2393,1240,4120,5043,,
YPL121C,-1,-1,-1,1.53883798,1.718626475,4471,5193,4242,4583,4135,5548,4128,3139,,
YLR095C,-1,-1,-1,1.085333897,0.880964347,4929,3657,4938,4585,3937,1397,1859,1754,,
YHR161C,-1,-1,-1,5.378270092,5.403634671,384,2542,4337,4586,1905,2686,3158,2865,,
YMR311C,-1,-1,-1,5.573451559,4.886930929,307,1494,4294,4587,1206,1572,3474,5371,,
YIL149C,0,-1,1,2.462079808,2.066640176,3136,539,3598,4588,2445,2909,2061,1669,,
YBR278W,-1,-1,-1,0.728357785,0.16640545,5105,3237,4874,4589,2501,3430,5018,5181,,
YDR279W,-1,-1,-1,0.59573555,-0.182294908,5156,3925,4802,4590,2821,1885,4104,5297,,
YHR185C,-1,-1,-1,1.403151198,1.073919027,4609,5357,3996,4591,4156,5517,5557,4827,,
YOR061W,-1,-1,-1,4.633785184,4.372296545,823,4263,4661,4592,722,2050,3230,5261,,
YPL283C,-1,-1,1,1.512106544,1.766102081,4500,5772,3353,4593,3074,5463,5461,3860,,
YOR172W,-1,-1,-1,0.828253827,0.453238755,5059,2863,5101,4594,2947,1692,1808,2023,,
YLR226W,-1,-1,-1,0.347230615,0.260554326,5231,4881,4887,4595,3680,2658,5496,5567,,
YDL141W,0,0,-1,1.485792063,0.925016092,4521,5111,5064,4596,3482,2451,160,278,,
YER104W,-1,-1,-1,1.157829016,1.056742095,4863,4725,5074,4597,3964,4414,3986,3577,,
YGL122C,-1,-1,-1,4.119531262,4.219031244,1323,3137,4330,4598,1899,1081,2236,4243,,
YLR135W,-1,-1,-1,0.830949718,0.30719258,5057,3349,4801,4599,3782,4326,4178,2280,,
YBR112C,-1,-1,-1,4.59291786,4.586546475,861,3651,4595,4600,1221,1310,4214,3991,,
YGR075C,-1,-1,-1,1.124928967,1.009887109,4896,3511,4915,4601,2012,2640,1548,4236,,
YBL023C,-1,-1,-1,1.093263102,0.5534026,4918,3600,4875,4602,1846,890,1047,894,,
YOL012C,-1,-1,-1,4.581291843,4.15125624,876,3468,4282,4603,1843,1137,805,2397,,
YMR021C,-1,-1,-1,1.797223977,1.168264827,4143,3902,5047,4604,2057,1253,3794,3405,,
YKR079C,-1,-1,1,3.789254918,2.458980847,1625,2708,4124,4605,518,3184,4239,3584,,
YDL134C,-1,-1,-1,2.46073357,1.727743919,3138,1606,4543,4606,1246,626,2346,3766,,
YHR200W,-1,-1,-1,2.857619536,2.423822634,2522,759,3796,4607,288,485,1730,4977,,
YGL092W,-1,-1,-1,1.533860039,1.319653363,4479,3427,3756,4608,3227,1606,4284,5346,,
YJL081C,-1,-1,-1,3.189878839,2.637724505,2180,1945,4056,4609,539,266,718,1170,,
YKL015W,-1,-1,-1,2.435221697,1.923619794,3172,2440,4668,4610,2324,2221,4440,3700,,
YBR258C,0,0,-1,4.150812297,3.838696825,1291,2828,4622,4611,1821,2355,400,448,,
YML121W,-1,-1,-1,2.000715203,1.236416584,3819,2161,3863,4612,1689,153,812,1781,,
YMR079W,-1,-1,-1,6.966100338,5.532515419,59,3014,4743,4613,1861,3345,4792,4811,,
YFL011W,-1,-1,1,2.331970097,2.26864337,3329,5417,3754,4614,4152,5473,4806,4376,,
YHR126C,0,0,-1,1.568560042,1.89192955,4439,5222,3906,4615,5305,5348,2460,2440,,
YJL197W,-1,1,-1,2.225308233,1.384512868,3495,4469,5024,4616,5234,1492,3699,3259,,
YOL030W,0,0,-1,4.481061935,4.873690761,972,4709,4086,4617,4435,2103,3853,3996,,
YIL063C,-1,-1,-1,4.36863153,3.692717328,1087,3352,4413,4618,764,1740,4568,5552,,
YJL047C,-1,-1,-1,1.537909566,0.785101885,4472,3063,4907,4619,3165,3297,3638,2001,,
YER155C,-1,-1,1,1.315312686,1.281975321,4693,4321,3664,4620,3282,2955,240,65,,
YDR228C,-1,-1,-1,1.85965787,1.686983468,4065,2975,4933,4621,3275,1571,3784,4796,,
YDR458C,0,0,-1,1.787814505,1.665043519,4159,285,3293,4623,5313,1494,2237,3343,,
YDL132W,-1,-1,-1,1.157206803,0.275496921,4864,3545,4940,4624,2159,741,1388,1172,,
YML112W,-1,-1,-1,0.561041517,0.170451292,5167,2545,5116,4625,5631,876,188,78,,
YPL219W,0,-1,-1,3.372662191,2.815546976,1987,43,3847,4626,778,2381,4490,3144,,
YLR045C,-1,-1,-1,2.12536357,1.446606698,3627,4142,4113,4627,2415,1552,1932,1195,,
YPL273W,0,0,-1,3.612423712,3.057484222,1756,1588,3917,4629,1674,4306,5499,4521,,
YNL180C,0,-1,1,5.086378177,4.784260138,531,1048,4537,4630,1645,2405,2382,2038,,
YLR247C,0,-1,1,4.651828167,4.198030063,809,2728,4456,4631,5883,2135,3923,3954,,
YBL014C,-1,-1,-1,2.69634337,2.248415353,2759,4845,4842,4632,2160,3936,1125,698,,
YMR268C,-1,-1,-1,1.703534597,1.538505212,4257,4215,5087,4634,2768,3020,3739,3402,,
YNL045W,-1,-1,-1,4.037899261,2.755196353,1413,422,4012,4635,1003,470,1704,2323,,
YLR052W,-1,-1,-1,4.120803118,3.958520806,1322,3367,4647,4636,1191,1223,2194,4601,,
YGR192C,0,-1,1,5.410265593,6.365835706,368,3315,4788,4637,2314,3990,2795,1512,,
YGL070C,-1,-1,-1,3.336633255,2.399133546,2025,2041,3506,4638,338,1050,1596,5705,,
YPR032W,-1,-1,-1,4.087612667,4.282601623,1353,4948,5126,4639,3369,2873,2590,1544,,
YLR176C,-1,-1,-1,4.629346151,4.411671293,829,3321,4225,4640,2078,3532,4447,4184,,
YOR337W,0,-1,-1,3.298388979,3.11618889,2067,2388,4235,4641,2922,4033,4782,3600,,
YBR105C,-1,-1,-1,2.613267052,2.246744993,2894,2196,4120,4642,3235,3496,1211,1077,,
YGL019W,-1,-1,-1,2.777986117,2.267546015,2634,1851,4244,4643,1390,122,1014,4107,,
YER107C,0,-1,-1,2.1702423,2.107889335,3569,520,3970,4644,2008,589,1602,3037,,
YPR178W,-1,-1,-1,2.277862727,1.449419037,3406,2302,4358,4645,1368,1993,4996,4882,,
YML106W,0,0,-1,6.910589066,5.565265674,64,2887,4968,4646,2163,3150,2275,2905,,
YKR038C,-1,-1,-1,0.936091224,0.111798814,5002,5263,5131,4647,2630,653,2029,2331,,
YHR043C,-1,0,-1,5.049825196,4.73151244,550,3528,4828,4648,1505,2196,1831,1892,,
YPR045C,0,-1,-1,4.291651428,4.507880564,1160,534,4223,4649,5493,3414,2179,2722,,
YDR257C,0,0,-1,3.964637361,3.753764067,1473,4349,4731,4650,5962,2819,4632,4363,,
YGR074W,-1,-1,-1,4.397957857,4.151904054,1056,3084,4618,4651,2460,1914,3277,5545,,
YLR011W,-1,-1,-1,1.890861904,1.52378732,4017,2569,5029,4653,3097,1205,2353,2034,,
YPL089C,-1,-1,-1,4.452932579,4.638309881,1004,4289,4932,4654,2800,3992,4598,4517,,
YKR021W,0,-1,-1,1.496979741,1.618256819,4508,657,4273,4655,5672,1042,2543,2235,,
YDR487C,-1,-1,1,6.340749528,6.675480298,123,3173,4616,4656,1172,2452,3693,2683,,
YFL008W,-1,-1,-1,1.573880538,0.845330943,4430,5143,5177,4657,3939,2903,1904,2311,,
YBR156C,-1,-1,-1,2.093088426,1.713821283,3672,5319,4992,4658,3619,3231,3753,3676,,
YDL144C,0,0,-1,2.800458367,2.365094844,2596,805,3910,4659,6025,341,1284,2017,,
YLL043W,-1,-1,-1,3.481930158,3.43540021,1874,5136,4410,4660,2712,1072,247,611,,
YGL227W,-1,-1,-1,2.962047268,1.708850308,2389,779,4189,4661,471,3089,4411,3615,,
YHR132W-A,0,-1,-1,1.572402555,1.814722597,4433,5356,4690,4662,4670,5650,4035,3272,,
YFL013C,-1,-1,-1,4.487989104,3.878648027,963,3283,4885,4663,2401,2833,5143,4890,,
YHR009C,0,-1,-1,3.021118003,2.544896148,2321,1892,3984,4664,5017,234,813,2008,,
YOL157C,0,0,-1,1.382249068,1.540790179,4630,5333,4631,4665,4834,5106,4024,2976,,
YPR187W,-1,-1,-1,6.637375998,4.911754977,90,4827,4993,4666,532,3993,2858,5037,,
YDR362C,-1,-1,-1,4.055422735,3.680744278,1391,4581,4693,4667,3297,1726,3950,4045,,
YDR177W,-1,-1,-1,4.376830531,4.334352185,1077,3747,4819,4668,1035,416,707,2704,,
YKL149C,-1,-1,-1,1.220910413,0.751469127,4806,2466,4878,4669,2720,1142,1561,1935,,
YOR074C,-1,0,1,2.017744253,1.257816559,3799,3893,5108,4670,1274,766,2526,4247,,
YBL033C,0,-1,1,3.032200225,2.484966729,2304,39,3920,4671,875,989,1698,2022,,
YCR016W,0,0,-1,0.713732251,-0.737752455,5110,3803,5089,4672,296,4972,5167,4388,,
YPL117C,-1,-1,-1,1.216943952,1.134475105,4811,3422,5009,4673,2962,2017,453,519,,
YOR274W,-1,-1,1,0.301656076,-0.131584516,5235,3829,5000,4674,4982,1987,2919,2045,,
YKL213C,-1,-1,1,3.387280819,2.626072493,1968,1316,4052,4675,476,559,810,977,,
YGL133W,-1,-1,-1,4.396104953,3.798530551,1061,2274,4558,4676,2203,2144,4770,4684,,
YLR409C,-1,-1,-1,4.077803969,2.424950936,1360,2167,3861,4677,301,4592,5673,5747,,
YDR423C,-1,-1,-1,3.528414705,2.676890539,1834,851,4004,4678,1145,3160,2090,2030,,
YOR293W,0,-1,-1,8.044491409,6.959559147,13,1575,4505,4679,221,4770,1947,4787,,
YGR103W,-1,-1,-1,1.841518405,0.431016547,4095,5120,5103,4680,666,5169,5671,5760,,
YGL128C,-1,-1,-1,4.684247733,4.694299074,781,4187,5104,4681,5169,2711,3311,2790,,
YIL096C,0,-1,-1,1.425062023,0.143517125,4594,4996,4983,4682,771,4620,4974,4383,,
YPL138C,0,-1,-1,4.282088451,3.462915649,1168,4156,4672,4683,857,2404,5458,5614,,
YBR236C,-1,-1,-1,4.068559938,3.939025609,1374,4683,4553,4684,1810,744,742,901,,
YMR278W,0,0,-1,3.17504053,2.61725606,2189,639,4051,4686,5346,1191,2797,2240,,
YBR253W,-1,-1,-1,2.825922397,2.307801749,2565,908,3736,4687,1402,893,773,777,,
YOR001W,-1,-1,-1,1.612213156,0.378823637,4359,4889,5189,4689,1901,4425,5071,4398,,
YPR144C,-1,-1,-1,4.106220425,2.564269159,1337,2575,3544,4690,810,4524,5700,5633,,
YDL188C,-1,-1,-1,4.110465067,4.228904841,1332,4091,5012,4691,2328,393,2357,4337,,
YFR028C,-1,1,-1,2.904213254,1.878658421,2458,4609,4288,4692,3783,1995,4536,3606,,
YDR026C,0,-1,-1,1.850086896,1.685643412,4082,3787,4370,4693,5020,3415,4117,4053,,
YDR334W,-1,-1,-1,4.103365766,4.45463595,1341,3953,4532,4694,1546,3028,1191,1165,,
YJL035C,-1,-1,-1,2.754846059,2.735342719,2680,3797,4055,4695,3813,2654,2257,1834,,
YGR043C,0,-1,-1,2.896124715,2.986141747,2469,42,3665,4696,4666,4891,5543,4910,,
YPR154W,-1,-1,-1,5.997189797,5.672122351,186,3888,4570,4697,1379,3869,3287,2360,,
YOR023C,0,-1,-1,4.919767029,4.560764859,627,290,4726,4698,752,804,1385,1173,,
YOR162C,-1,-1,-1,5.068138467,4.548373017,541,3589,4937,4699,432,2055,3572,2260,,
YER038C,-1,-1,-1,5.935162462,5.350100623,199,4555,4813,4700,3171,5035,4225,4061,,
YDL211C,0,0,-1,2.246446059,2.292428505,3458,3732,3450,4701,4584,4898,4595,3707,,
YPL228W,-1,-1,-1,3.805212821,3.629335643,1610,3354,4642,4702,1406,1139,3875,5237,,
YFR027W,-1,-1,-1,1.964735925,1.790854864,3914,1400,4572,4703,3215,4495,4949,4381,,
YJR084W,-1,-1,-1,2.402923149,1.665738749,3219,1963,4287,4704,2170,815,2408,4668,,
YER163C,0,0,-1,4.547799196,4.625387592,906,496,5018,4705,4858,265,1013,2108,,
YBL018C,-1,-1,-1,5.878748553,4.604700805,209,4473,4360,4706,447,4423,4422,3699,,
YLR418C,-1,-1,-1,3.686926551,3.394675738,1706,4788,4856,4707,4621,38,408,1225,,
YNL108C,0,0,-1,3.304706629,2.663254889,2056,405,4125,4708,999,1311,1974,1943,,
YLR017W,0,0,-1,5.821270311,4.718856308,230,4699,4664,4709,1929,3722,4275,3588,,
YMR076C,-1,-1,-1,0.38494303,-0.135733602,5216,4759,5180,4710,2872,3904,4872,4619,,
YER118C,-1,-1,-1,0.580652073,-0.497265637,5160,5127,4234,4711,2192,1699,4057,3747,,
YLR085C,-1,-1,-1,4.356419325,3.493187875,1112,2918,5021,4712,1700,1227,1895,1510,,
YGL157W,0,0,-1,5.076476591,5.46285046,536,2766,4929,4713,5316,2470,4232,3692,,
YOR127W,-1,-1,-1,0.96032747,1.091412271,4989,5117,4027,4714,2236,3931,3657,3052,,
YKR024C,-1,-1,-1,1.035612399,0.09146539,4948,4718,5150,4715,3681,4549,5633,5439,,
YLR421C,-1,-1,-1,2.68435795,2.262127902,2773,1353,4130,4716,1879,1859,1015,886,,
YHR169W,-1,-1,-1,1.335500742,0.188731096,4675,4752,4987,4718,1308,4850,5777,5517,,
YGR058W,-1,-1,-1,0.330939343,0.720151804,5233,4459,5054,4719,4498,3098,3975,4048,,
YNL271C,-1,-1,-1,3.537612802,2.996676622,1826,4949,4902,4720,1362,3105,195,342,,
YKL130C,0,0,-1,3.044621249,2.665838979,2290,1079,4183,4721,1474,976,1968,2715,,
YIR005W,-1,-1,-1,2.811309744,2.497823459,2583,950,3446,4722,2009,3128,3135,2314,,
YJR138W,0,-1,-1,2.219972121,2.031263602,3503,1964,3733,4723,5972,1179,2796,1786,,
YOR033C,-1,-1,-1,4.356970239,3.521149395,1110,3717,4822,4724,1980,2681,5249,5279,,
YDL056W,-1,-1,-1,4.523106634,4.096293088,930,3233,4311,4725,2217,2507,4236,5090,,
YGR272C,-1,-1,-1,1.444172957,1.663000537,4580,5802,4795,4726,4211,4657,4824,3435,,
YDR348C,0,-1,-1,2.25342593,2.188641484,3443,3804,2333,4727,4829,1074,3976,4779,,
YLR316C,-1,-1,-1,2.424638543,2.265771541,3186,3022,4745,4728,1720,2752,2251,1950,,
YPL162C,0,0,-1,2.344134609,2.418335446,3315,3419,4229,4729,4942,3811,4552,4464,,
YOL054W,-1,-1,-1,-0.37247419,-0.189110575,5260,4893,5039,4730,3237,3622,4703,4283,,
YNL154C,-1,-1,-1,4.218494917,3.940436067,1226,2704,5037,4731,2398,260,1274,4982,,
YMR114C,0,0,-1,3.031581873,2.210859936,2307,1226,3703,4732,4377,2178,2502,2346,,
YJL041W,-1,-1,-1,1.806192864,1.823316746,4132,3530,3618,4733,2716,1425,3246,1987,,
YDL059C,-1,1,1,4.397381056,4.227601543,1057,4001,4727,4735,3997,4192,3630,2004,,
YML099C,-1,0,-1,0.710591167,0.613722022,5111,5086,5138,4736,3706,2336,3758,2375,,
YHR074W,0,0,-1,4.896058136,4.759654879,641,2849,4778,4737,2455,962,2794,2919,,
YIL020C,0,0,-1,5.251885293,4.050105817,442,5034,5141,4738,149,3877,4426,3429,,
YIL056W,-1,-1,-1,5.290633378,5.178579086,427,2976,4394,4740,581,3819,5146,4570,,
YLR153C,0,0,-1,3.515778099,2.819723746,1845,1446,3909,4741,1673,2985,643,558,,
YOR355W,-1,-1,1,5.676041893,4.64133745,274,4084,5129,4742,2392,2687,4895,4209,,
YLL002W,-1,-1,-1,2.630663856,1.963083168,2868,1631,4174,4743,1175,2054,3043,4151,,
YDR523C,-1,-1,-1,4.902850013,4.52632591,635,4774,5072,4744,3915,5326,5340,4824,,
YDR081C,-1,-1,-1,5.061083792,3.894450133,547,4047,4695,4745,3927,3130,4152,4448,,
YOR386W,-1,-1,1,2.725306987,1.609445282,2723,1053,4619,4746,939,3209,3501,2157,,
YHR156C,0,0,-1,4.69777832,4.837350132,770,4798,4310,4747,5027,4743,4365,1734,,
YPL177C,-1,-1,-1,5.146862048,5.008443413,501,2693,4928,4748,2680,1304,2585,2349,,
YBR237W,-1,-1,-1,4.223497466,3.442487224,1217,4094,4512,4749,1281,2576,847,857,,
YDR034C,0,-1,-1,4.650895634,4.136186221,811,3507,4956,4750,3640,1261,2450,2039,,
YPL190C,-1,-1,-1,4.071829499,4.349466061,1370,4611,4736,4751,1297,1965,4882,5350,,
YOR393W,0,0,-1,0.856244432,1.299272149,5047,5492,4487,4752,4407,5494,3785,3267,,
YNL077W,-1,-1,1,2.763962979,2.523621989,2659,1458,4146,4753,5379,4154,2221,1157,,
YDL043C,-1,-1,-1,0.409828732,-0.211335774,5209,3842,5091,4754,3444,2420,2815,4936,,
YNR011C,-1,-1,-1,0.297733677,-0.079243783,5236,4890,5146,4755,1959,3468,5008,4301,,
YDL220C,0,0,-1,4.658400107,4.561853111,802,3301,4991,4756,2228,4644,5347,4109,,
YBR114W,-1,-1,-1,2.259242433,1.719518824,3438,1695,3955,4757,1090,5014,5561,5312,,
YJR055W,-1,-1,-1,0.396536629,0.494284608,5213,3473,5003,4758,2750,3821,3041,2941,,
YDR397C,-1,-1,-1,5.330872511,4.827688084,410,4846,4762,4759,2446,3603,1811,4599,,
YGL232W,-1,-1,-1,4.589094632,4.294321095,866,3065,4730,4760,1158,1662,1266,2421,,
YLR102C,-1,-1,-1,2.513297892,2.221748657,3046,596,4003,4761,2510,1622,3295,3927,,
YMR258C,0,-1,-1,4.00320719,4.102650136,1440,611,5060,4762,5402,590,1647,2427,,
YHR186C,0,-1,1,1.58762794,1.230683905,4400,4010,4420,4763,3810,2166,2497,1532,,
YDL063C,0,-1,-1,6.226590417,4.697863902,146,2719,5005,4764,1521,5143,5760,5740,,
YKR008W,-1,-1,-1,4.049317811,3.507379083,1403,3560,4605,4765,1222,835,2247,5206,,
YIL148W,-1,-1,-1,3.856145328,2.432955383,1566,1145,3002,4766,1543,4945,3912,5295,,
YDR363W,-1,-1,-1,4.993437221,4.98211241,584,3445,4896,4767,4070,3356,5187,4818,,
YDR004W,-1,-1,-1,1.041869396,0.716783029,4944,4315,5042,4768,2786,1910,1565,1177,,
YPL028W,-1,-1,1,2.649963915,2.316266643,2830,1824,3897,4769,3168,1019,609,556,,
YBL008W,-1,-1,-1,0.876629726,0.552032808,5039,4869,5027,4770,3599,3221,1156,778,,
YPL061W,-1,-1,1,3.825006194,3.464651712,1593,929,3916,4771,3180,2746,317,264,,
YBL029C-A,0,0,-1,1.606651926,1.867230623,4372,5495,4276,4772,4378,5775,4445,3704,,
YGR047C,-1,-1,-1,0.586074548,0.039369261,5158,5224,5162,4774,3661,1725,3328,4435,,
YCL055W,-1,-1,-1,2.480290557,2.338088487,3101,1169,4224,4775,3811,2817,5457,5526,,
YMR135C,-1,-1,-1,5.528442269,4.654799335,320,2087,4344,4776,1218,2433,4584,3286,,
YDR207C,-1,-1,-1,3.80516056,3.649900616,1611,4623,4712,4777,2702,3070,3263,1624,,
YGR203W,0,0,-1,4.073518139,4.5574424,1368,4309,5097,4778,4340,3429,4749,4289,,
YNL175C,0,-1,-1,1.163996217,0.281029054,4855,5044,5156,4779,324,5187,4921,4621,,
YHR062C,-1,-1,-1,2.943036625,2.005858264,2412,1683,4144,4780,1199,3829,4709,4747,,
YKR081C,-1,-1,-1,1.080989361,-0.247739567,4930,5559,5173,4781,1018,4863,5580,5687,,
YLR401C,-1,-1,-1,6.045931151,4.655929865,176,3897,4994,4782,2423,4585,5024,3715,,
YBL087C,0,-1,-1,4.585115585,2.694839027,870,947,2530,4783,1732,4686,3867,5507,,
YFR037C,-1,-1,-1,4.560656317,4.120973513,890,4283,4756,4784,2315,2628,5020,5026,,
YGR158C,-1,-1,-1,5.688883489,4.086159186,270,4350,5050,4785,649,2732,4668,4875,,
YNL223W,-1,1,-1,2.764711424,1.598383862,2658,968,4416,4786,561,4060,3648,2270,,
YCR042C,-1,-1,-1,3.889975932,3.289039973,1537,4650,4792,4787,3018,2093,4252,4942,,
YER110C,0,-1,-1,6.680834713,4.747620934,85,5447,4881,4788,915,4769,5766,5200,,
YPR118W,0,0,-1,5.684316413,4.630597311,272,4962,5071,4789,1029,2748,2455,3349,,
YER129W,-1,-1,-1,2.60108298,2.201428639,2906,4822,4262,4790,3836,3894,5474,4844,,
YOL115W,-1,-1,-1,4.616366769,3.627977141,838,3535,4314,4791,738,2255,4569,5241,,
YGR178C,-1,1,1,4.334573415,4.294115104,1130,3394,4966,4792,2002,657,2077,2333,,
YOL141W,-1,-1,1,1.403846359,0.728076613,4606,5866,4832,4793,5611,5320,1547,918,,
YHR118C,-1,-1,-1,1.115365752,0.597441484,4903,4794,5183,4794,2060,2329,4185,5597,,
YOR026W,-1,-1,-1,1.642133801,1.29338796,4325,3799,4445,4795,3183,1625,3927,4587,,
YDR118W,-1,-1,-1,4.236930673,3.473729568,1206,4923,5092,4796,1015,2943,1489,1104,,
YMR319C,-1,-1,-1,5.332263257,5.211679175,409,4905,3785,4797,4172,4981,4461,4187,,
YPR031W,0,-1,-1,4.668633853,3.767918551,790,4407,5026,4798,1835,3158,3576,2159,,
YCR038C,-1,-1,-1,4.356032515,4.48227227,1113,5153,5073,4799,1788,3519,5200,4971,,
YBL004W,-1,-1,-1,2.509852185,2.067347621,3053,4756,4568,4800,3567,4630,1891,1319,,
YPR169W,0,-1,-1,2.292328874,1.033954712,3384,4225,5008,4801,2662,3645,4794,4479,,
YJL082W,0,0,1,2.749992086,2.364950604,2688,1116,4164,4802,4960,3768,3465,2056,,
YOR174W,-1,-1,-1,2.743805493,2.555154637,2700,1661,4084,4803,2934,635,1916,4928,,
YPL208W,0,0,-1,3.863365915,3.525552094,1559,4118,5025,4804,1974,806,1966,3761,,
YKR022C,-1,-1,-1,1.821062931,1.72029096,4117,2184,4633,4805,1741,3591,4694,5139,,
YJR147W,-1,-1,-1,6.098017468,5.035237037,163,5401,4970,4806,2861,4573,2522,2042,,
YBL091C,0,0,-1,2.740087908,2.167960338,2704,2414,4440,4807,1753,1217,1381,724,,
YNL298W,-1,-1,-1,3.781448162,3.296656384,1633,4973,5115,4808,2976,1326,427,548,,
YDR531W,0,-1,-1,4.384841213,4.733259127,1072,4402,5068,4809,3703,1624,3342,2952,,
YOR039W,-1,-1,-1,4.067789182,3.444439947,1377,3725,5067,4810,1499,668,1269,1634,,
YDR461W,-1,-1,-1,3.02895605,3.110413486,2311,3992,3960,4811,4071,5236,5762,5560,,
YJR006W,-1,-1,-1,3.727156611,3.644934136,1670,5236,5045,4812,1743,471,1883,4530,,
YBR239C,-1,-1,-1,4.643276842,4.504609104,817,5312,5134,4814,5546,4062,1439,603,,
YGL056C,0,-1,-1,2.632836156,2.991742685,2861,180,4454,4815,5003,2464,3021,2140,,
YNL186W,-1,-1,-1,5.803622975,4.416976043,237,4588,4951,4816,612,3813,4816,3835,,
YIR034C,0,0,-1,4.93817563,5.814930469,619,2343,4610,4817,3730,2947,4913,3442,,
YFR010W,-1,-1,-1,2.964369006,2.613339777,2386,1246,4143,4818,3469,1222,3385,4707,,
YDR098C,-1,-1,-1,4.948025947,4.673768687,611,4812,5077,4819,3354,1986,3354,2256,,
YGR040W,-1,-1,-1,2.048505181,1.970750415,3748,2925,4734,4820,4134,3684,5555,5220,,
YMR308C,0,-1,-1,3.515396204,2.518529579,1846,2326,4257,4821,1122,4239,5715,5571,,
YDR224C,-1,-1,-1,3.776988835,2.684547718,1636,2735,3718,4822,796,3324,1168,5202,,
YNL290W,-1,-1,-1,2.350969371,1.869832452,3299,3176,4405,4823,1964,1838,2871,5035,,
YMR009W,0,0,-1,4.480294645,4.870597595,973,2786,5010,4824,2516,2455,1181,1025,,
YDR044W,0,0,1,2.588755257,2.562301496,2922,2190,4380,4825,3667,3041,2520,1811,,
YER064C,0,0,-1,2.759617607,2.450891688,2665,413,4213,4826,2882,2691,2811,3650,,
YDR301W,-1,-1,1,4.024390174,3.575211357,1424,3858,4768,4827,3769,2228,4852,4877,,
YBL054W,0,-1,-1,4.102554081,2.766338093,1342,4526,4228,4828,1862,5122,5578,5313,,
YBR049C,-1,-1,-1,4.318677429,4.09960406,1142,4286,4811,4829,3455,1824,4402,4547,,
YER022W,-1,-1,-1,3.294821821,2.304958822,2069,1276,3950,4830,679,2007,3742,3324,,
YDR253C,0,-1,-1,2.267064584,2.064660241,3422,1591,4474,4831,1353,2478,4641,4654,,
YDL166C,-1,-1,-1,0.173189404,-0.471491877,5251,5257,5190,4832,678,2425,268,230,,
YGL194C,-1,-1,-1,5.445805716,5.061078683,350,5311,4920,4833,3465,5066,5660,5254,,
YGR010W,0,0,-1,2.311824528,2.247393665,3356,1597,4717,4834,1875,2234,2974,2048,,
YCL016C,-1,-1,-1,3.452442884,3.006996168,1901,5423,4999,4835,3147,1478,3731,4129,,
YHR085W,-1,-1,-1,3.228723777,2.69509333,2131,4654,3822,4836,3038,4611,5683,5319,,
YKR055W,-1,-1,-1,0.843405588,0.530008113,5054,3617,5011,4837,3353,646,2125,2901,,
YOL136C,0,0,-1,5.386924815,4.957689747,381,5029,4843,4838,3816,3866,5083,4841,,
YBR142W,-1,-1,-1,1.491072069,0.414271459,4512,5219,5184,4839,257,4449,1288,1094,,
YDR173C,-1,-1,-1,1.983030276,1.839126062,3885,2359,4354,4840,3208,3794,3680,2641,,
YLR129W,-1,-1,-1,3.905781829,2.538064473,1525,3718,3985,4841,923,5097,5672,5778,,
YBR145W,0,0,-1,3.34439474,3.118163441,2015,1014,4406,4842,4086,3971,4149,4226,,
YJL074C,-1,-1,-1,3.922741578,3.536013444,1508,4675,4837,4843,1354,1426,1740,1509,,
